building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/data__	
wh2_dlc09_special_black_tower_of_arkhan	wh2_dlc09_bas_tmb
wh2_dlc09_special_black_tower_of_arkhan_other	wh2_dlc09_bas_tmb
wh2_dlc09_special_pyramid_alcadizaar	wh2_dlc09_bas_tmb
wh2_dlc09_special_pyramid_amenemhetum	wh2_dlc09_bas_tmb
wh2_dlc09_special_pyramid_khatep	wh2_dlc09_bas_tmb
wh2_dlc09_special_pyramid_phar	wh2_dlc09_bas_tmb
wh2_dlc09_special_pyramid_settra	wh2_dlc09_bas_tmb
wh2_dlc09_special_pyramid_tutankhanut	wh2_dlc09_bas_tmb
wh2_dlc09_special_settlement_khemri_tmb	wh2_dlc09_bas_tmb
wh2_dlc09_special_settlement_lahmia_tmb	wh2_dlc09_bas_tmb
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_arkhan_burial_mound	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_cavalry	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_chariots	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_citadel	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_defence_major	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_defence_minor	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_defence_norsca	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_estate	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_growth	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_hierotitan	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_income	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_infantry	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_necrosphinx	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_port	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_public_order	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_animals	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_dyes	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_furs	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_gems	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_gold	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_iron	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_marble	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_medicine	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_obsidian	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_pasture	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_pottery	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_salt	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_spices	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_wine	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_resource_wood	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_scorpions	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_settlement_major	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_settlement_minor	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_ushabti	wh2_dlc09_bas_tmb
wh2_dlc09_tmb_warsphinx	wh2_dlc09_bas_tmb
wh2_dlc11_special_settlement_galleons_graveyard_other	wh2_dlc09_bas_tmb
wh2_dlc14_special_copher_port	wh2_dlc09_bas_tmb
wh2_dlc14_special_dragon_isle_port	wh2_dlc09_bas_tmb
wh2_dlc14_special_nagashizzar_arkhan	wh2_dlc09_bas_tmb
wh2_dlc14_special_nagashizzar_other	wh2_dlc09_bas_tmb
wh2_dlc15_special_ka_sabar_city_of_bronze_tmb	wh2_dlc09_bas_tmb
wh2_dlc15_special_morgheim_necropolis_tmb	wh2_dlc09_bas_tmb
wh2_main_foreign_slot_discovery_tmb	wh2_dlc09_bas_tmb
wh2_main_special_chamber_of_visions	wh2_dlc09_bas_tmb
wh2_main_special_clar_karond_lairs_tmb	wh2_dlc09_bas_tmb
wh2_main_special_fortress_gate_eagle_untainted	wh2_dlc09_bas_tmb
wh2_main_special_fortress_gate_griffon_untainted	wh2_dlc09_bas_tmb
wh2_main_special_fortress_gate_phoenix_untainted	wh2_dlc09_bas_tmb
wh2_main_special_fortress_gate_unicorn_untainted	wh2_dlc09_bas_tmb
wh2_main_special_galbaraz_mourkain_tmb	wh2_dlc09_bas_tmb
wh2_main_special_ghrond_convent_of_sorcery_other	wh2_dlc09_bas_tmb
wh2_main_special_golden_tower_of_the_gods_tmb	wh2_dlc09_bas_tmb
wh2_main_special_hag_graef_mines_tmb	wh2_dlc09_bas_tmb
wh2_main_special_hexoatl_stellar_pyramids_other	wh2_dlc09_bas_tmb
