key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constant	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies
#battle_entities_tables;38;db/battle_entities_tables/data__																																																								
artillery_ballista_giant	artillery	1.0000	1.1000	1.0000	2.0000	1.1000	30.0000	20.0000	20.0000	6.8000	capsule	0.6500	5000.0000	8.0000	60.0000	15.0000	450	true	true	0.0000	0.0000	0.0000	large	0.7000	rotation	none	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	false	1.0000	1.0000	1.0000	1.0000		false
artillery_ballista_medium	artillery	1.6000	2.0000	0.9000	2.0000	2.0000	30.0000	20.0000	20.0000	4.2000	capsule	0.6000	5000.0000	4.8000	360.0000	15.0000	425	true	true	0.0000	0.0000	0.0000	large	0.7000	rotation	none	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	false	1.0000	1.0000	1.0000	1.0000		false
artillery_light	artillery	1.8000	2.2000	2.0000	2.0000	2.2000	30.0000	20.0000	20.0000	1.5000	capsule	0.5000	200.0000	1.2000	360.0000	45.0000	180	true	true	0.0000	0.0000	0.0000	large	1.0000	rotation	none	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	false	1.0000	1.0000	1.0000	1.0000		false
artillery_onager	artillery	1.6000	1.8000	1.2000	2.0000	1.8000	30.0000	20.0000	20.0000	3.5000	capsule	0.6000	5000.0000	3.2000	360.0000	25.0000	425	true	true	0.0000	0.0000	0.0000	large	0.7000	rotation	none	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	false	1.0000	1.0000	1.0000	1.0000		false
artillery_onager_large	artillery	1.4000	1.3000	0.2000	1.0000	1.3000	30.0000	20.0000	20.0000	5.8000	capsule	0.6500	5000.0000	7.5000	90.0000	15.0000	500	true	true	0.0000	0.0000	0.0000	large	0.7000	rotation	none	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.8000	4			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	false	1.0000	1.0000	1.0000	1.0000		false
battering_ram	artillery	3.0000	1.8000	5.0000	5.0000	2.0000	30.0000	25.0000	25.0000	6.0000	capsule	0.6000	2000.0000	8.0000	40.0000	5.0000	150	false	false	0.0000	0.0000	0.0000	very_large	1.0000	rotation	wh_war_machine_wood_large	0.0000	artillery_effects	0	0	0.0000	false	1.0000	0.7500	5			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	wheeled_entity	false	1.0000	1.0000	1.0000	1.0000		false
fauna_boar	fauna	0.5000	2.0000	1.0000	1.0000	4.0000	10.0000	10.0000	10.0000	1.0000	ellipse	0.4000	800.0000	1.0000	90.0000	45.0000	8	true	true	1.0000	0.0000	0.0000	small	1.0000	ignore	none	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.9000	2			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false
fauna_camel	fauna	0.5000	2.0000	1.0000	1.0000	5.0000	10.0000	10.0000	10.0000	1.3000	capsule	0.4000	5000.0000	3.0000	90.0000	45.0000	8	true	true	0.5000	0.0000	0.0000	small	1.0000	ignore	none	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.9000	2			0.5000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false
fauna_crow	fauna	4.0000	14.0000	2.0000	2.0000	6.0000	35.0000	35.0000	35.0000	0.5000	ellipse	0.5000	1000.0000	0.5000	90.0000	120.0000	8	true	true	0.0000	14.0000	14.0000	small	2.0000	ignore	none	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.9000	2			0.0000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false
