unit	military_group
#units_to_groupings_military_permissions_tables;0;db/units_to_groupings_military_permissions_tables/data__	
wh2_dlc09_skv_cha_tretch_craventail	wh2_main_skv
wh2_dlc09_skv_cha_tretch_craventail	wh2_main_skv_ikit
wh2_dlc09_tmb_art_casket_of_souls_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_art_casket_of_souls_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_art_screaming_skull_catapult_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_art_screaming_skull_catapult_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cav_hexwraiths	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cav_necropolis_knights_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cav_necropolis_knights_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cav_necropolis_knights_1	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cav_necropolis_knights_1	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cav_necropolis_knights_ror	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cav_necropolis_knights_ror	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cav_nehekhara_horsemen_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cav_nehekhara_horsemen_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cav_nehekhara_horsemen_ror	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cav_nehekhara_horsemen_ror	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cav_skeleton_horsemen_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cav_skeleton_horsemen_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cha_liche_priest_death_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cha_liche_priest_death_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cha_liche_priest_light_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cha_liche_priest_light_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cha_liche_priest_shadow_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cha_liche_priest_shadow_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cha_necrotect_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cha_necrotect_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_cha_tomb_prince_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_cha_tomb_prince_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_crypt_ghouls	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_nehekhara_warriors_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_inf_nehekhara_warriors_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_nehekhara_warriors_ror	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_inf_nehekhara_warriors_ror	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_skeleton_archers_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_inf_skeleton_archers_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_skeleton_archers_ror	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_inf_skeleton_archers_ror	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_skeleton_spearmen_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_inf_skeleton_spearmen_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_skeleton_spearmen_ror	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_inf_skeleton_spearmen_ror	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_skeleton_warriors_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_inf_skeleton_warriors_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_tomb_guard_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_inf_tomb_guard_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_tomb_guard_1	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_inf_tomb_guard_1	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_inf_tomb_guard_ror	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_inf_tomb_guard_ror	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_carrion_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_carrion_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_carrion_ror	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_carrion_ror	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_dire_wolves	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_fell_bats	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_heirotitan_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_heirotitan_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_necrosphinx_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_necrosphinx_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_necrosphinx_ror	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_necrosphinx_ror	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_sepulchral_stalkers_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_sepulchral_stalkers_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_sepulchral_stalkers_ror	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_sepulchral_stalkers_ror	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_tomb_scorpion_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_tomb_scorpion_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_ushabti_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_ushabti_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_ushabti_1	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_ushabti_1	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_mon_ushabti_ror	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_mon_ushabti_ror	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc09_tmb_veh_skeleton_chariot_0	wh2_dlc09_tomb_kings
wh2_dlc09_tmb_veh_skeleton_chariot_0	wh2_dlc09_tomb_kings_arkhan
wh2_dlc10_def_cav_doomfire_warlocks_0	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
wh2_dlc10_def_cav_doomfire_warlocks_0	wh2_main_def
