id	filename	priority
#campaign_composite_scenes_tables;1;db/campaign_composite_scenes_tables/data__		
astromancy_stance	composite_scene\campaign_lzd_astromancy_stance.csc	0
astromancy_stance_slann	composite_scene\campaign_lzd_slann_astromancy_stance.csc	0
battle_marker_vampire_recruitement	composite_scene\campaign_raise_dead_battle_marker.csc	0
beastman_tunnel_stance	RigidModels\campaign\composite_scene\bst_tunnel_stance.csc	0
black_tower	RigidModels\campaign\composite_scene\wh3_dlc25_emp_foreign_slot_gardens_of_morr.csc	0
bretonnia_camp	RigidModels\campaign\composite_scene\encampment\bretonnia_encampment.csc	0
campaign_daemon_portal	composite_scene\wh2_dlc16_wef_chaos_campaign_portal.csc	0
campaign_region_transform_evil	composite_scene/campaign_region_transform_evil.csc	0
campaign_region_transform_good	composite_scene/campaign_region_transform_good.csc	0
campaign_region_transform_vampire	composite_scene/campaign_region_transform_vampire.csc	0
campaign_worldroots_beam	composite_scene\campaign_worldroots_beam.csc	0
campaign_worldroots_beam_end	composite_scene\campaign_worldroots_beam_end.csc	0
cst_fog	composite_scene\cst_mist.csc	0
cth_caravan	RigidModels/campaign/composite_scene/cth_caravan_circle.csc	0
dwarf_camp	RigidModels\campaign\composite_scene\encampment\dwarf_encampment.csc	0
empire_camp	RigidModels\campaign\composite_scene\encampment\emipre_encampment.csc	0
geomantic_beam_normal_1	composite_scene\wh2_campaign_geomantic_beam_normal_1.csc	0
geomantic_beam_normal_2	composite_scene\wh2_campaign_geomantic_beam_normal_2.csc	0
geomantic_beam_normal_3	composite_scene\wh2_campaign_geomantic_beam_normal_3.csc	0
geomantic_beam_normal_4	composite_scene\wh2_campaign_geomantic_beam_normal_4.csc	0
geomantic_beam_normal_5	composite_scene\wh2_campaign_geomantic_beam_normal_5.csc	0
geomantic_beam_normal_fade_1	composite_scene\wh2_campaign_geomantic_beam_normal_fade_1.csc	0
geomantic_beam_normal_fade_2	composite_scene\wh2_campaign_geomantic_beam_normal_fade_2.csc	0
geomantic_beam_normal_fade_3	composite_scene\wh2_campaign_geomantic_beam_normal_fade_3.csc	0
geomantic_beam_normal_fade_4	composite_scene\wh2_campaign_geomantic_beam_normal_fade_4.csc	0
geomantic_beam_normal_fade_5	composite_scene\wh2_campaign_geomantic_beam_normal_fade_5.csc	0
geomantic_beam_short_1	composite_scene\wh2_campaign_geomantic_beam_short_1.csc	0
geomantic_beam_short_2	composite_scene\wh2_campaign_geomantic_beam_short_2.csc	0
geomantic_beam_short_3	composite_scene\wh2_campaign_geomantic_beam_short_3.csc	0
geomantic_beam_short_4	composite_scene\wh2_campaign_geomantic_beam_short_4.csc	0
geomantic_beam_short_5	composite_scene\wh2_campaign_geomantic_beam_short_5.csc	0
geomantic_beam_short_fade_1	composite_scene\wh2_campaign_geomantic_beam_short_fade_1.csc	0
geomantic_beam_short_fade_2	composite_scene\wh2_campaign_geomantic_beam_short_fade_2.csc	0
geomantic_beam_short_fade_3	composite_scene\wh2_campaign_geomantic_beam_short_fade_3.csc	0
geomantic_beam_short_fade_4	composite_scene\wh2_campaign_geomantic_beam_short_fade_4.csc	0
geomantic_beam_short_fade_5	composite_scene\wh2_campaign_geomantic_beam_short_fade_5.csc	0
geomantic_circle_1	composite_scene\wh2_campaign_geomantic_circle_1.csc	0
geomantic_circle_2	composite_scene\wh2_campaign_geomantic_circle_2.csc	0
geomantic_circle_3	composite_scene\wh2_campaign_geomantic_circle_3.csc	0
geomantic_circle_4	composite_scene\wh2_campaign_geomantic_circle_4.csc	0
geomantic_circle_5	composite_scene\wh2_campaign_geomantic_circle_5.csc	0
geomantic_circle_weak_1	composite_scene\wh2_campaign_geomantic_circle_weak_1.csc	0
geomantic_circle_weak_2	composite_scene\wh2_campaign_geomantic_circle_weak_2.csc	0
geomantic_circle_weak_3	composite_scene\wh2_campaign_geomantic_circle_weak_3.csc	0
geomantic_circle_weak_4	composite_scene\wh2_campaign_geomantic_circle_weak_4.csc	0
geomantic_circle_weak_5	composite_scene\wh2_campaign_geomantic_circle_weak_5.csc	0
global_action_fleet_bombing	composite_scene/campaign_actions_fleet_bombing.csc	0
global_action_generic	composite_scene/campaign_actions_dust_cloud.csc	0
global_action_great_fire	composite_scene/campaign_global_action_great_fire.csc	0
global_action_sabotage	composite_scene/campaign_actions_sabotage.csc	0
global_action_sewer_pestilence	composite_scene/campaign_actions_sewer_pestilence.csc	0
green_knight_spawn	composite_scene\campaign_green_knight.csc	0
grn_encampment	RigidModels\campaign\composite_scene\encampment\greenskins_raiding_camp.csc	0
hef_tor_yvresse_01	composite_scene\campaign_building\hef_tor_yvresse_01.csc	0
hef_tor_yvresse_02	composite_scene\campaign_building\hef_tor_yvresse_02.csc	0
hef_tor_yvresse_03	composite_scene\campaign_building\hef_tor_yvresse_03.csc	0
hef_tor_yvresse_me_01	composite_scene\campaign_building\hef_tor_yvresse_me_01.csc	0
hef_tor_yvresse_me_02	composite_scene\campaign_building\hef_tor_yvresse_me_02.csc	0
hef_tor_yvresse_me_03	composite_scene\campaign_building\hef_tor_yvresse_me_03.csc	0
lileaths_blessing	RigidModels\campaign\composite_scene\wh2_lileaths_blessing_stance.csc	0
lord_channelling	composite_scene\campaign_lord_channeling.csc	0
lord_channelling_slann	composite_scene\campaign_lzd_slann_channeling.csc	0
nagash_teleport_marker	composite_scene\campaign_nagash_teleport_marker.csc	0
norsca_encampment	RigidModels\campaign\composite_scene\encampment\norsca_encampment.csc	0
nur_attrition_great_tree	RigidModels/campaign/composite_scene/attrition/nur_attrition_great_tree.csc	0
nur_attrition_maggot	RigidModels/campaign/composite_scene/attrition/nur_attrition_maggot.csc	0
nur_attrition_mansion	RigidModels/campaign/composite_scene/attrition/nur_attrition_mansion.csc	0
nur_attrition_moon	RigidModels/campaign/composite_scene/attrition/nur_attrition_moon.csc	0
nur_attrition_septic_isle	RigidModels/campaign/composite_scene/attrition/nur_attrition_septic_isle.csc	0
pirate_cove	composite_scene\campaign_pirate_cove.csc	0
prologue_ice_wall	RigidModels/campaign/composite_scene/prologue/prologue_ice_wall.csc	0
prologue_quest_sub_goal_marker	composite_scene/campaign_advice_settlement_marker.csc	0
prologue_skull_bridge	composite_scene/campaign_building/prologue_skull_bridge.csc	0
raiding_stance	RigidModels\campaign\composite_scene\raiding_stance.csc	0
raze_settlement	composite_scene\campaign_raze_settlement.csc	0
sea_monster_attack	composite_scene\cst_campaign_sea_monster_attack.csc	0
silent_sanctum	composite_scene\campaign_silent_sanctum_settlement.csc	0
storm_base	composite_scene\sea_storm_tile.csc	0
storm_kislev_winter	composite_scene\wh3_main_campaign_kislev_winter.csc	0
storm_level_1	composite_scene\storm_level_1.csc	0
storm_level_2	composite_scene\storm_level_2.csc	0
storm_level_3	composite_scene\storm_level_3.csc	0
storm_level_4	composite_scene\storm_level_4.csc	0
storm_level_5	composite_scene\storm_level_5.csc	0
storm_sandstorm	composite_scene\sand_storm.csc	0
storm_sea_monster	composite_scene\storm_sea_monster.csc	0
storms_of_magic	composite_scene\storms_of_magic.csc	0
tunnel_stance	RigidModels\campaign\composite_scene\tunnel_stance.csc	0
tzeentch_realm_sigil_1	composite_scene\tzeentch_realm_sigil_1.csc	0
tzeentch_realm_sigil_2	composite_scene\tzeentch_realm_sigil_2.csc	0
tzeentch_realm_sigil_3	composite_scene\tzeentch_realm_sigil_3.csc	0
tzeentch_realm_sigil_4	composite_scene\tzeentch_realm_sigil_4.csc	0
tzeentch_realm_sigil_5	composite_scene\tzeentch_realm_sigil_5.csc	0
tzeentch_realm_sigil_6	composite_scene\tzeentch_realm_sigil_6.csc	0
tzeentch_realm_sigil_7	composite_scene\tzeentch_realm_sigil_7.csc	0
under_empire_doomsphere	composite_scene\campaign_under_empire_doomsphere.csc	0
under_empire_settlement	composite_scene\campaign_under_empire_settlement.csc	0
vmp_lair	composite_scene\wh3_dlc29_vmp_lair_loop.csc	0
waaagh_ui_target	composite_scene\wh2_dlc15_campaign_ui_waaagh_target.csc	0
wef_healing_ritual_finished	composite_scene\spells_and_abilities\awakening_the_wood.csc	0
wh2_dlc09_tmb_encampment	RigidModels\campaign\composite_scene\encampment\tmb_encampment.csc	0
wh2_dlc11_cst_encampment	RigidModels/campaign/composite_scene/encampment/cst_encampment.csc	0
wh2_dlc12_lzd_colossal_deliverance_1	composite_scene\wh2_campaign_lzd_colossal_deliverance.csc	0
wh2_dlc12_lzd_colossal_deliverance_2	composite_scene\wh2_campaign_lzd_colossal_deliverance.csc	0
wh2_dlc12_lzd_ultimate_deliverance	composite_scene\wh2_campaign_lzd_ultimate_deliverance.csc	0
wh2_dlc16_ariel_agent_action	composite_scene\wh2_dlc16_campaign_ariel_agent_action.csc	0
wh2_dlc16_wef_healing_ritual	composite_scene\campaign_wef_settlement_heal.csc	0
wh2_dlc16_wef_worldroots_teleport	composite_scene\campaign_wef_teleport.csc	0
wh2_dlc17_bloodground_defilement	composite_scene\spells_and_abilities\wh2_dlc17_campaign_bloodgrounds_explosion.csc	0
wh2_dlc17_dwf_gyrocopter_flyby	composite_scene\wh2_dlc17_dwf_gyrocopter_flyby.csc	0
wh2_dlc17_ritual_of_ruin_ready	composite_scene\spells_and_abilities\wh2_dlc17_campaign_bloodgrounds_charge.csc	0
wh2_main_def_encampment	RigidModels\campaign\composite_scene\encampment\def_encampment.csc	0
wh2_main_hef_encampment	RigidModels\campaign\composite_scene\encampment\hef_encampment.csc	0
wh2_main_lzd_encampment	RigidModels\campaign\composite_scene\encampment\lzd_encampment.csc	0
wh2_main_skv_earthquake	composite_scene\wh2_campaign_skv_earthquake.csc	0
wh2_main_skv_encampment	RigidModels\campaign\composite_scene\encampment\skv_encampment.csc	0
wh2_main_skv_tunnel_stance	RigidModels\campaign\composite_scene\skv_tunnel.csc	0
wh3_campaign_chaos_upgrade_daemons	composite_scene/wh3_campaign_chaos_upgrade_daemons.csc	0
wh3_dlc20_portal_kho_idle	composite_scene/campaign_teleport_portal_kho_idle.csc	0
wh3_dlc20_portal_kho_start	composite_scene/campaign_teleport_portal_kho_start.csc	0
wh3_dlc20_portal_neu_end	composite_scene/campaign_teleport_portal_neutral_end.csc	0
wh3_dlc20_portal_neu_idle	composite_scene/campaign_teleport_portal_neutral_idle.csc	0
wh3_dlc20_portal_neu_start	composite_scene/campaign_teleport_portal_neutral_start.csc	0
wh3_dlc20_portal_nur_idle	composite_scene/campaign_teleport_portal_nur_idle.csc	0
wh3_dlc20_portal_nur_start	composite_scene/campaign_teleport_portal_nur_start.csc	0
wh3_dlc20_portal_sla_idle	composite_scene/campaign_teleport_portal_sla_idle.csc	0
wh3_dlc20_portal_sla_start	composite_scene/campaign_teleport_portal_sla_start.csc	0
wh3_dlc20_portal_tze_idle	composite_scene/campaign_teleport_portal_tze_idle.csc	0
wh3_dlc20_portal_tze_start	composite_scene/campaign_teleport_portal_tze_start.csc	0
wh3_dlc20_portal_zan_idle	composite_scene/campaign_zanbaijin_portal.csc	0
wh3_dlc23_chd_encampment	RigidModels\campaign\composite_scene\encampment\chd_encampment.csc	0
wh3_dlc23_chd_endgame_marker	composite_scene/campaign_animated_props/chd/vfx_chd_drill_marker.csc	0
wh3_dlc23_chd_tunnel_stance	RigidModels\campaign\composite_scene\chd_tunnel_stance.csc	0
wh3_dlc23_daemonsmith_blood_of_hashut	composite_scene\spells_and_abilities\wh3_dlc23_campaign_ability_super_volcano.csc	0
wh3_dlc23_hellshard_00	composite_scene/campaign_animated_props/chd/chd_hellshard_stage_01.csc	0
wh3_dlc23_hellshard_01	composite_scene/campaign_animated_props/chd/chd_hellshard_stage_02.csc	0
wh3_dlc23_hellshard_02	composite_scene/campaign_animated_props/chd/chd_hellshard_stage_03.csc	0
wh3_dlc23_sea_lane_orange	composite_scene\wh3_dlc23_campaign_sea_lanes_anchor_orange.csc	0
wh3_dlc24_campaign_changeling_settlement	composite_scene\spells_and_abilities\wh3_dlc24_campaign_changeling_settlement.csc	0
wh3_dlc24_campaign_mother_ostankya_hex	composite_scene/spells_and_abilities/wh3_dlc24_campaign_witch_hex_explosion.csc	0
wh3_dlc25_dwf_spirit_of_grungni	composite_scene\campaign_thunderbarge_stand_idle.csc	0
