key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
#unit_abilities_tables;17;db/unit_abilities_tables/data__											
wh2_dlc09_army_abilities_barrage_of_the_legion	false	wh2_dlc09_army_abilities_barrage_of_the_legion		wh_type_wind		wh_main_anc_group_uncommon	true	false	army		false
wh2_dlc09_army_abilities_realm_of_souls_ushabti	false	wh2_dlc09_army_abilities_realm_of_souls_ushabti		wh_type_summon_unit		wh_main_anc_group_unique	true	false	army		false
wh2_dlc09_army_abilities_rictus_clanstone	false	wh2_dlc09_army_abilities_rictus_clanstone		wh_type_area_of_augments		wh_main_anc_group_rare	false	false	army		false
wh2_dlc09_army_abilities_sand_veil	false	wh2_dlc09_army_abilities_sand_veil		wh_type_hiding		wh_main_anc_group_uncommon	false	false	army		false
wh2_dlc09_army_abilities_tomb_swarm	false	wh2_dlc09_army_ability_tomb_swarm		wh_type_area_of_direct_damage		wh_main_anc_group_rare	true	false	army		false
wh2_dlc09_army_passive_realm_of_souls_ushabti_trigger	false	wh2_dlc09_army_abilities_realm_of_souls_ushabti		wh_type_augment		wh_main_anc_group_unique	true	true	passive		false
wh2_dlc09_character_abilities_curse_of_djaf	false	wh2_dlc09_character_abilities_curse_of_djaf		wh_type_area_of_hexes		wh_main_anc_group_common	true	false	active		false
wh2_dlc09_character_abilities_curse_of_khsar	false	wh2_dlc09_character_abilities_curse_of_khsar		wh_type_area_of_hexes		wh_main_anc_group_common	true	false	active		false
wh2_dlc09_character_abilities_restore	true	wh2_dlc09_character_abilities_restore		wh_type_regeneration		wh_main_anc_group_common	true	false	active		false
wh2_dlc09_character_abilities_stay_here_ill_get_help	false	wh2_dlc09_character_abilities_stay_here_ill_get_help		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	active		false
wh2_dlc09_character_abilities_strike_of_nagash	true	wh2_dlc09_character_abilities_strike_of_nagash		wh_type_augment		wh_main_anc_group_rare	true	false	active		false
wh2_dlc09_character_abilities_strike_of_nehekhara	true	wh2_dlc09_character_abilities_strike_of_nehekhara		wh_type_augment		wh_main_anc_group_rare	true	false	active		false
wh2_dlc09_character_abilities_strike_of_tombs	true	wh2_dlc09_character_abilities_strike_of_tombs		wh_type_augment		wh_main_anc_group_uncommon	true	false	active		false
wh2_dlc09_character_abilities_tomb_king_rally	true	wh2_dlc09_character_abilities_tomb_king_rally		wh_type_area_of_augments		wh_main_anc_group_common	true	false	active		false
wh2_dlc09_character_abilities_tomb_king_rally_upgraded	true	wh2_dlc09_character_abilities_tomb_king_rally_upgraded		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	active		false
wh2_dlc09_character_passive_befalling_curse	true	wh2_dlc09_character_passive_befalling_curse		wh_type_area_of_direct_damage		wh_main_anc_group_uncommon	true	false	passive		false
wh2_dlc09_character_passive_blessing_of_asaph	true	wh2_dlc09_character_passive_blessing_of_asaph		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	passive		false
wh2_dlc09_character_passive_stone_shaper	true	wh2_dlc09_character_passive_stone_shaper		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	passive		false
wh2_dlc09_character_passive_tretchs_raiders	true	wh2_dlc09_character_passive_tretchs_raiders		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	passive		false
wh2_dlc09_character_passive_true_blessing_of_asaph	false	wh2_dlc09_character_passive_true_blessing_of_asaph		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	passive		false
wh2_dlc09_character_passive_unyielding_will	true	wh2_dlc09_character_passive_unyielding_will		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	passive		false
wh2_dlc09_character_passive_wrath_of_the_creator	true	wh2_dlc09_character_passive_wrath_of_the_creator		wh_type_area_of_augments		wh_main_anc_group_common	true	false	passive		false
wh2_dlc09_faction_passive_realm_of_souls_tier_1	false	wh2_dlc09_faction_passive_realm_of_souls_tier_1		wh_type_regeneration		wh_main_anc_group_common	true	false	passive		false
wh2_dlc09_faction_passive_realm_of_souls_tier_2	false	wh2_dlc09_faction_passive_realm_of_souls_tier_2		wh_type_regeneration		wh_main_anc_group_uncommon	true	false	passive		false
wh2_dlc09_faction_passive_realm_of_souls_tier_3	false	wh2_dlc09_faction_passive_realm_of_souls_tier_3		wh_type_regeneration		wh_main_anc_group_rare	true	false	passive		false
wh2_dlc09_item_abilities_amulet_of_phastah	false	wh2_dlc09_item_abilities_amulet_of_phastah		wh_type_area_of_hexes		wh_main_anc_group_unique	true	false	active		false
wh2_dlc09_item_abilities_cloak_of_the_dunes	false	wh2_dlc09_item_abilities_cloak_of_the_dunes		wh_type_hiding		wh_main_anc_group_uncommon	true	false	active		false
wh2_dlc09_item_abilities_elixir_of_might	false	wh2_dlc09_item_abilities_elixir_of_might		wh_type_augment		wh_main_anc_group_common	true	false	active		false
wh2_dlc09_item_abilities_enkhils_kanopi	false	wh2_dlc09_item_abilities_enkhils_kanopi		wh_type_area_of_ward_save		wh_main_anc_group_rare	true	false	active		false
wh2_dlc09_item_abilities_hieratic_jar	false	wh2_dlc09_item_abilities_hieratic_jar		wh_type_regeneration		wh_main_anc_group_common	true	false	active		false
wh2_dlc09_item_abilities_neferras_scrolls_of_mighty_incantations	false	wh2_dlc09_item_abilities_neferras_scrolls_of_mighty_incantations		wh_type_augment_of_the_winds		wh_main_anc_group_uncommon	true	false	active		false
wh2_dlc09_item_abilities_staff_of_nagash	false	wh2_dlc09_item_abilities_staff_of_nagash		wh_type_augment_of_the_winds		wh_main_anc_group_unique	true	false	active		false
wh2_dlc09_item_passive_crown_of_nehekhara	false	wh2_dlc09_item_passive_crown_of_nehekhara		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	passive		false
wh2_dlc09_item_passive_lucky_skullhelm	false	wh_magic_item_passive_armour		wh_type_augment		wh_main_anc_group_unique	true	false	passive		false
wh2_dlc09_item_passive_scorpion_armour	false	wh_magic_item_passive_armour		wh_type_ward_save		wh_main_anc_group_unique	true	false	passive		false
wh2_dlc09_item_passive_vambraces_of_the_sun	false	wh_magic_item_passive_armour		wh_type_augment		wh_main_anc_group_unique	true	false	passive		false
wh2_dlc09_lord_abilities_sand_storm	false	wh2_dlc09_lord_abilities_sand_storm		wh_type_vortex		wh_main_anc_group_uncommon	true	false	active		false
wh2_dlc09_lord_abilities_the_liber_mortis	false	wh2_dlc09_lord_abilities_the_liber_mortis		wh_type_area_of_ward_save		wh_main_anc_group_uncommon	true	false	active		false
wh2_dlc09_lord_abilities_venom_wave	false	wh2_dlc09_lord_abilities_venom_wave		wh_type_explosion		wh_main_anc_group_uncommon	true	false	active		false
wh2_dlc09_lord_abilities_wrath_of_ptra	false	wh2_dlc09_lord_abilities_wrath_of_ptra		wh_type_explosion		wh_main_anc_group_uncommon	true	false	active		false
wh2_dlc09_lord_passive_my_will_be_done	false	wh2_dlc09_lord_passive_my_will_be_done		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	passive		false
wh2_dlc09_lord_passive_the_curse	true	wh2_dlc09_lord_passive_the_curse		wh_type_area_of_direct_damage		wh_main_anc_group_common	true	false	passive		false
wh2_dlc09_lore_passive_the_restless_dead	true	wh2_dlc09_lore_passive_the_restless_dead		wh_type_area_of_regeneration		wh_main_anc_group_common	true	false	passive		false
wh2_dlc09_quest_passive_full_hide	false	wh_main_unit_passive_unstable		wh_type_hiding		wh_main_anc_group_common	false	false	passive		false
wh2_dlc09_spell_death_spirit_leech_bound	false	wh_main_spell_death_spirit_leech		wh_type_direct_damage		wh_main_anc_group_common	false	false	bound		false
wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	true	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded	wh_type_augment	spell_previews/nehekhara/wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	wh_main_anc_group_common	true	false	spell		false
wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded	true	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades		wh_type_augment	spell_previews/nehekhara/wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	wh_main_anc_group_common	true	false	spell		false
wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection	true	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection_upgraded	wh_type_ward_save	spell_previews/nehekhara/wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection	wh_main_anc_group_common	true	false	spell		false
