key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/data__									
wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_1	character_speed.png	Ghorst traverses the forsaken realm as he did the roads of the Empire, as a groom, before the study of necromancy consumed his every waking moment.	Path to Ruin	5	false	false	false	0.0000	0
wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_2	character_attack.png	Mastery of the dark arts has imbued Ghorst with preternatural strength, enabling him to easily hold his own in combat.	Unholy Fury	0	false	false	false	0.0000	0
wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_3	character_armour.png	Over time, Ghorst's skin has toughened like that of a corpse, causing arrows and sword-blows that would normally kill a man to merely glance off.	Unnatural Toughness	0	false	false	false	0.0000	0
wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_4	character_health.png	Having survived the deadly Plague of Blue Roses, even after deliberately infecting himself, Ghorst can easily recover from lesser wounds and sicknesses.	Uncanny Resilience	0	false	false	false	0.0000	0
wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_5	wh_main_lord_passive_the_hunger.png	By which those caught in Ghorst's Danse Macabre are hurled forward into the fray, becoming far more lethal whilst the spell lasts.	Ever Onward	0	false	false	false	0.0000	0
wh2_dlc07_skill_brt_alberic_special_0	wh_main_lord_abilities_hold_the_line.png	Alberic is courageous and loves to be in the thick of battle, inspiring the rest of the army to valorous deeds.	Lead from the Front	9	false	false	false	0.0000	0
wh2_dlc07_skill_brt_alberic_special_1	character_construction.png	Alberic's navy helps shipbuilding materials and provisions get to coastal settlements, allowing them to prosper.	Coastal Expansion	0	false	false	false	0.0000	0
wh2_dlc07_skill_brt_alberic_special_2	character_military_spending.png	Bordeleaux's sea routes were once used by the Elven colonists; now they serve Alberic's people. 	Shipping Lanes	0	false	false	false	0.0000	0
wh2_dlc07_skill_brt_alberic_special_3	character_diplomacy.png	The duke appoints administrators amongst the smallfolk, who are familiar with local issues.	Appoint Reeves	0	false	false	false	0.0000	0
wh2_dlc07_skill_brt_fay_enchantress_special_0	character_general_ability.png	The Fay is the spiritual representation of the Lady, her blessing upon a shrine can bring the goddess close.	Beacon of Devotion	9	false	false	false	0.0000	0
wh2_dlc07_skill_brt_fay_enchantress_special_1	character_defence.png	Those touched by the Grail are utterly devoted and would lay down their life for the Fay Enchantress.	Sacred Duty	0	false	false	false	0.0000	0
wh2_dlc07_skill_brt_fay_enchantress_special_2	character_replenishment.png	The magic of the Fay Enchantress is fundamentally tied to the lands of the Bretonni.	Lady of the Land	0	false	false	false	0.0000	0
wh2_dlc07_skill_brt_fay_enchantress_special_3	character_magic.png	The Enchantress gathers the young and brings them to the otherworld, where some are blessed to return as damsels.	Secrets of the Otherworld	0	false	false	false	0.0000	0
wh2_dlc07_skill_brt_louen_special_0	character_experience.png	The king has the power to bestow titles on those with honour.	Fount of Honour	9	false	false	false	0.0000	0
wh2_dlc07_skill_brt_louen_special_1	character_diplomacy.png	Not since Gilles the Uniter has the Royarch of Bretonnia been so respected.	Respected by All	0	false	false	false	0.0000	0
wh2_dlc07_skill_brt_louen_special_2	character_army.png	The barracks are full in anticipation of the king calling the next Errantry War.	Clarion Calls	0	false	false	false	0.0000	0
wh2_dlc07_skill_brt_louen_special_3	character_general_ability.png	As the paragon of chivalry, the king's behaviour reflects on all touched by the Lady.	Exemplary Conduct	0	false	false	false	0.0000	0
wh2_dlc09_skill_all_dummy_agent_actions_tmb_liche_priest	battle_attack.png		Actions [HIDDEN]	0	false	false	false	0.0000	0
wh2_dlc09_skill_all_dummy_agent_actions_tmb_necrotect	battle_attack.png		Actions [HIDDEN]	0	false	false	false	0.0000	0
wh2_dlc09_skill_all_dummy_agent_actions_tmb_necrotect_ritual	battle_attack.png		Actions [HIDDEN]	0	false	false	false	0.0000	0
wh2_dlc09_skill_all_dummy_agent_actions_tmb_tomb_prince	battle_attack.png		Actions [HIDDEN]	0	false	false	false	0.0000	0
wh2_dlc09_skill_innate_skv_tretch_craventail	trait_skaven.png	An audacious surprise attack on his predecessor has led to a new title for Tretch and an army to do his bidding.	Grand Chieftain	0	true	false	false	5.0000	0
wh2_dlc09_skill_innate_tmb_arkhan	trait_tomb_kings.png	The monarch of the Undead, the liege of the Unliving.	The Liche King	0	true	false	false	5.0000	0
wh2_dlc09_skill_innate_tmb_cavalry_master	trait_tomb_kings.png	The ties that hold man and beast together cannot be broken by death alone.	Cavalry Master	0	true	false	false	1.0000	0
wh2_dlc09_skill_innate_tmb_channeller	trait_tomb_kings.png	This Liche Priest is so powerful he can tap energy directly from the Realm of Souls and direct it at will.	Channeller	0	true	false	false	1.0000	0
wh2_dlc09_skill_innate_tmb_chariot_master	trait_tomb_kings.png	Effective chariot warfare requires precise control - choreography, almost, if you will - if the victories sought by Unliving generals are to be achieved.	Chariot Master	0	true	false	false	1.0000	0
wh2_dlc09_skill_innate_tmb_dynasty_alkhazzar_ii	trait_tomb_kings.png	This warrior-king was unmatched in chariot tactics. Only the finest crews served under him - and will again, of course…	Alkhazzar II of the Sixth Dynasty	0	true	false	false	5.0000	0
wh2_dlc09_skill_innate_tmb_dynasty_lahmizzash	trait_tomb_kings.png	Lahmizzash continued the fight against Nagash, retaking sacred Khemri with the aid of his potent Ushabti.	Lahmizzash of the Fourth Dynasty	0	true	false	false	5.0000	0
wh2_dlc09_skill_innate_tmb_dynasty_rakhash	trait_tomb_kings.png	Conquering lands beyond the mountains east of Nehekhara, Rakhash was a bringer of great prosperity.	Rakhash of the Second Dynasty	0	true	false	false	5.0000	0
wh2_dlc09_skill_innate_tmb_dynasty_setep	trait_tomb_kings.png	Ruling in the wake of the war with Nagash, Setep restored the Necropolis and the Priesthood to their former glory.	Setep of the Fifth Dynasty	0	true	false	false	5.0000	0
wh2_dlc09_skill_innate_tmb_dynasty_thutep	trait_tomb_kings.png	The son of Khetep ruled only briefly before his death, but his grasp of engineering and urban development were legendary.	Thutep of the Third Dynasty	0	true	false	false	5.0000	0
wh2_dlc09_skill_innate_tmb_dynasty_wakhaf	trait_tomb_kings.png	Wakhaf repelled the nomads and secured the borders. He is a peerless master of desert warfare.	Wakhaf of the First Dynasty	0	true	false	false	5.0000	0
wh2_dlc09_skill_innate_tmb_eternal	trait_tomb_kings.png	Time itself cannot harm those who have defied death.	Eternal	0	true	false	false	1.0000	0
wh2_dlc09_skill_innate_tmb_imbuer	trait_tomb_kings.png	This Necrotect knows all the secret hieroglyphic inscriptions required to strengthen his statuary constructs.	Imbuer	0	true	false	false	1.0000	0
