key	mission_type	localised_title	localised_description	ui_image	ui_icon	generate	prioritised	event_category	set_piece_battle	location_x	location_y	quest_mission	quest_mission_final	trigger_radius	quest_character	sticky_by_default	localised_mission_completed_text	can_be_manually_cancelled
#missions_tables;0;db/missions_tables/data__																		
wh2_dlc09_books_of_nagash	SCRIPTED	Books of Nagash	"The Black Pyramid stirs, my liege, but to reveal the secrets within, five Books of Nagash must be found. Begin the search at once for other powers also seek domination over the Arch-Necromancer’s shrine."\n\nLearn more about Books of Nagash [[url:script_link_campaign_books_of_nagash]][[tooltip:{{tt:tooltip_campaign_books_of_nagash}}]]here[[/tooltip]][[/url]].	tmb/generic	rom_event_mission.png	false	false	Military		0	0	false	false	0.0000		true		false
wh2_dlc09_books_of_nagash_1	SCRIPTED	First Book of Nagash	Firstborn of King Khetep, Nagash was overlooked for succession and forced to join the Mortuary Cult. He swiftly rose to become a powerful high priest, but envy of his brother, who succeeded their father as king, burned within Nagash like a brazier coal. Seizing his opportunity, he entombed his brother, Thutep, alive and claimed the throne for himself - thus began Nagash's reign of sorcerous terror.	tmb/generic	rom_event_mission.png	false	false	books_of_nagash		0	0	false	false	0.0000		true		false
wh2_dlc09_books_of_nagash_2	SCRIPTED	Second Book of Nagash	But a throne would not suffice for the insatiable Sorcerer. Seeking greater power, he threw himself into the study of Dark Magic, melding it with Necromancy to unlock the very secrets of eternal life. He poured all he had learned into his blasphemous opus, the nine Books of Nagash. The next stage of his plan, if successful, would magnify his powers immeasurably... 	tmb/generic	rom_event_mission.png	false	false	books_of_nagash		0	0	false	false	0.0000		true		false
wh2_dlc09_books_of_nagash_3	SCRIPTED	Third Book of Nagash	Nagash then constructed a vast black pyramid to harness and channel the Winds of Magic. Upon its completion, Nagash felt his powers grow tenfold, though the cost to the Kingdom was ruinous. Even as his might surged, the outraged Nehekharan Priest Kings gathered in secret, devising a way to topple the sorcerous tyrant.	tmb/generic	rom_event_mission.png	false	false	books_of_nagash		0	0	false	false	0.0000		true		false
wh2_dlc09_books_of_nagash_4	SCRIPTED	Fourth Book of Nagash	The Priest Kings mustered mighty armies and declared war, but to their horror Nagash raised countless regiments of Skeleton Warriors in reply. Realising flesh alone could not to defeat such horrors, the Priest Kings breathed life into the mightiest statues of Nehekhara. Stone Ushabti, Necrolith Colossi and Khemrian Warsphinxes fought alongside the living, and Nagash's legions were crushed, forcing him to flee. However, is Nehekhara finally rid of his evil?	tmb/generic	rom_event_mission.png	false	false	books_of_nagash		0	0	false	false	0.0000		true		false
wh2_dlc09_books_of_nagash_5	SCRIPTED	Fifth Book of Nagash	Order finally returned to Nehekhara, but it was many years until the kingdom prospered again, under the rule of King Alcadizaar. The Mortuary Cult was held under close scrutiny, its researches severely curtailed lest there be a repetition of Nagash's horrors. Many years passed in peace, until Nagash seemed but a dark and distant memory.	tmb/generic	rom_event_mission.png	false	false	books_of_nagash		0	0	false	false	0.0000		true		false
wh2_dlc09_books_of_nagash_6	SCRIPTED	Sixth Book of Nagash	All was not seemly well in the Nehekharan city of Lahmia, however. Spellbound by the Sorcerer's legacy, Queen Neferata recreated his Elixir of Life, though her method was flawed (she and her court gained eternal life, but were cursed with an insatiable thirst for blood). Their dabblings aroused the fury of King Alcadizaar, and the Lahmians fled in search of refuge.	tmb/generic	rom_event_mission.png	false	false	books_of_nagash		0	0	false	false	0.0000		true		false
wh2_dlc09_books_of_nagash_7	SCRIPTED	Seventh Book of Nagash	Little did these first Vampires know, Nagash's dark will had guided their actions all along. They found themselves at his fortress of Nagashizzar, where the perfidious Sorcerer welcomed his twisted children with open arms. Together, they launched a fresh offensive against Nehekhara, catching the recovering kingdom unawares.	tmb/generic	rom_event_mission.png	false	false	books_of_nagash		0	0	false	false	0.0000		true		false
wh2_dlc09_books_of_nagash_8	SCRIPTED	Eighth Book of Nagash	Nehekhara rallied its forces in defence, and the war ground on for many years, seemingly deadlocked. After a titanic effort, however, Alcadizaar finally smashed the Undead forces. The Vampires fled to new refuges in the Old World, while Nagash retreated once more in abject fury. This time, his wrath was absolute – he cast a foul contagion throughout Nehekhara, scouring it of all life. Only Alcadizaar did he spare to witness the horror.	tmb/generic	rom_event_mission.png	false	false	books_of_nagash		0	0	false	false	0.0000		true		false
