key	building_level	factorial_effect	value	scope
#campaign_building_level_factorial_effect_junctions_tables;2;db/campaign_building_level_factorial_effect_junctions_tables/data__				
1002159254	wh2_main_foreign_slot_discovery_brt_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1005513641	wh3_dlc24_tze_the_changeling_income_parasitic_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
101154537	wh3_dlc20_foreign_slot_discovery_woc_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1012095569	wh2_main_foreign_slot_discovery_def_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1016263730	wh2_main_special_fortress_gate_unicorn_untainted_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1024614474	wh2_main_special_empire_fort_vmp_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1027266605	wh2_main_special_empire_fort_vmp_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1046568014	wh2_main_special_fortress_gate_eagle_vmp_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1048134695	wh3_main_foreign_slot_discovery_ksl_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1048785461	wh2_main_special_fortress_gate_eagle_chaos_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1049737154	wh3_main_sla_cult_corruption_1	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1058891513	wh2_main_foreign_slot_discovery_vmp_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
107250496	wh2_main_special_fortress_gate_phoenix_cst_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1084481064	wh2_main_special_empire_fort_chaos_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1085044724	wh2_main_special_fortress_gate_phoenix_cst_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1090620921	wh_dlc05_wef_oak_of_ages_2	skaven_discoverability_buildings_settlement	60	EFS_ONLY_OTHERS
1090766362	wh3_dlc24_tze_the_changeling_caster_3	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1094270674	wh2_main_special_fortress_gate_griffon_chaos_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
109736153	wh3_main_underdeep_dwf_main_karak_eight_peaks_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1098534924	wh3_dlc24_tze_the_changeling_growth_parasitic_3	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1099116117	wh2_main_special_fortress_gate_eagle_vmp_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1105557385	wh2_main_special_fortress_gate_griffon_chd_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1106288792	wh2_main_foreign_slot_discovery_vmp_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1110530305	wh3_main_foreign_slot_discovery_tze_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1124280441	wh3_main_tze_cult_corruption_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1125425532	wh2_main_special_fortress_gate_griffon_hef_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1126219610	wh2_dlc12_under_empire_warpstone_refinery_1	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1129881050	wh2_main_special_empire_fort_emp_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1133240620	wh2_main_special_fortress_gate_unicorn_chaos_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1139352261	wh_dlc05_wef_agent_protection_2	skaven_discoverability_buildings_settlement	50	EFS_ONLY_OTHERS
1143198275	wh3_main_foreign_slot_discovery_ogr_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1144062937	wh2_main_special_fortress_gate_griffon_hef_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
