order	special_ability	target_self	target_friends	target_enemies	phase
#special_ability_to_special_ability_phase_junctions_tables;2;db/special_ability_to_special_ability_phase_junctions_tables/data__					
1	wh2_dlc09_army_abilities_rictus_clanstone	true	true	false	wh2_dlc09_army_abilities_rictus_clanstone
1	wh2_dlc09_army_abilities_sand_veil	true	true	false	wh2_dlc09_army_abilities_sand_veil
1	wh2_dlc09_army_abilities_tomb_swarm	false	false	true	wh2_dlc09_army_ability_tomb_swarm
1	wh2_dlc09_army_passive_realm_of_souls_ushabti_trigger	false	true	false	wh2_dlc09_army_passive_realm_of_souls_ushabti_trigger
1	wh2_dlc09_character_abilities_curse_of_djaf	false	false	true	wh2_dlc09_character_abilities_curse_of_djaf
1	wh2_dlc09_character_abilities_curse_of_khsar	false	false	true	wh2_dlc09_character_abilities_curse_of_khsar
1	wh2_dlc09_character_abilities_restore	false	true	false	wh2_dlc09_character_abilities_restore
1	wh2_dlc09_character_abilities_stay_here_ill_get_help	false	true	false	wh2_dlc09_character_abilities_stay_here_ill_get_help
1	wh2_dlc09_character_abilities_stay_here_ill_get_help	true	false	false	wh2_dlc09_character_abilities_stay_here_ill_get_help_miscast
1	wh2_dlc09_character_abilities_strike_of_nagash	true	false	false	wh2_dlc09_character_abilities_strike_of_nagash
1	wh2_dlc09_character_abilities_strike_of_nehekhara	true	false	false	wh2_dlc09_character_abilities_strike_of_nehekhara
1	wh2_dlc09_character_abilities_strike_of_tombs	true	false	false	wh2_dlc09_character_abilities_strike_of_tombs
1	wh2_dlc09_character_abilities_tomb_king_rally	true	true	false	wh2_dlc09_character_abilities_tomb_king_rally
1	wh2_dlc09_character_abilities_tomb_king_rally_upgraded	true	true	false	wh2_dlc09_character_abilities_tomb_king_rally_upgraded
1	wh2_dlc09_character_passive_befalling_curse	false	false	true	wh2_dlc09_character_passive_befalling_curse
1	wh2_dlc09_character_passive_blessing_of_asaph	true	true	false	wh2_dlc09_character_passive_blessing_of_asaph
1	wh2_dlc09_character_passive_stone_shaper	true	true	false	wh2_dlc09_character_passive_stone_shaper
1	wh2_dlc09_character_passive_tretchs_raiders	true	true	false	wh2_dlc09_character_passive_tretchs_raiders
1	wh2_dlc09_character_passive_true_blessing_of_asaph	true	true	false	wh2_dlc09_character_passive_true_blessing_of_asaph
1	wh2_dlc09_character_passive_unyielding_will	true	true	false	wh2_dlc09_character_passive_unyielding_will
