bonus_value_id	effect	special_ability_group
#effect_bonus_value_special_ability_group_junctions_tables;0;db/effect_bonus_value_special_ability_group_junctions_tables/data__		
cost_percentage_mod	wh2_dlc11_effect_ability_wom_cost_pct_metal_spells	wh_main_lore_metal
cost_percentage_mod	wh2_dlc11_effect_ability_wom_cost_pct_metal_spells	wh_main_lore_metal_upgraded
cost_percentage_mod	wh2_dlc12_effect_ability_wom_cost_pct_beast_spells	wh_dlc03_lore_beasts
cost_percentage_mod	wh2_dlc12_effect_ability_wom_cost_pct_beast_spells	wh_dlc03_lore_beasts_upgraded
cost_percentage_mod	wh2_dlc12_effect_ability_wom_cost_pct_life_spells	wh_dlc05_lore_life
cost_percentage_mod	wh2_dlc12_effect_ability_wom_cost_pct_life_spells	wh_dlc05_lore_life_upgraded
cost_percentage_mod	wh2_dlc12_effect_ability_wom_cost_pct_ruin_spells	wh2_main_lore_ruin
cost_percentage_mod	wh2_dlc12_effect_ability_wom_cost_pct_ruin_spells	wh2_main_lore_ruin_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_dlc09_lore_nehekhara
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_dlc09_lore_nehekhara_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_dlc11_lore_deep
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_dlc11_lore_deep_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_dlc12_lore_lord_kroak
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_dlc14_lore_stealth
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_dlc14_lore_stealth_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_main_lore_dark_magic
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_main_lore_dark_magic_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_main_lore_high_magic
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_main_lore_high_magic_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_main_lore_plague
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_main_lore_plague_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_main_lore_ruin
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh2_main_lore_ruin_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc23_lore_hashut
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc23_lore_hashut_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc24_lore_hag
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc24_lore_hag_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_nurgle
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_nurgle_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_of_great_maw
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_of_great_maw_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_of_ice
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_of_ice_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_of_tempest
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_of_tempest_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_of_yang
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_of_yang_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_of_yin
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_of_yin_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_slaanesh
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_slaanesh_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_tzeentch
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh3_main_lore_tzeentch_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_dlc03_lore_beasts
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_dlc03_lore_beasts_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_dlc03_lore_wild
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_dlc03_lore_wild_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_dlc05_lore_life
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_dlc05_lore_life_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_dlc05_lore_shadows
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_dlc05_lore_shadows_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_big_waaagh
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_big_waaagh_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_death
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_death_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_fire
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_fire_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_heavens
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_heavens_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_light
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_light_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_lil_waaagh
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_lil_waaagh_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_metal
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_metal_upgraded
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_vampires
recharge_rate_percentage_mod	wh2_dlc12_effect_magic_cooldown_all_lores	wh_main_lore_vampires_upgraded
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh2_main_lore_high_magic
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh2_main_lore_high_magic_upgraded
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_dlc03_lore_beasts
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_dlc03_lore_beasts_upgraded
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_dlc05_lore_life
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_dlc05_lore_life_upgraded
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_dlc05_lore_shadows
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_dlc05_lore_shadows_upgraded
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_main_lore_death
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_main_lore_death_upgraded
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_main_lore_fire
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_main_lore_fire_upgraded
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_main_lore_heavens
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_main_lore_heavens_upgraded
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_main_lore_light
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_main_lore_light_upgraded
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_main_lore_metal
cost_percentage_mod	wh2_dlc13_effect_lzd_xholankha_wom_costs_lore_life_high_light_fire_heavens_beasts	wh_main_lore_metal_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_dlc09_lore_nehekhara
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_dlc09_lore_nehekhara_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_dlc11_lore_deep
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_dlc11_lore_deep_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_dlc12_lore_lord_kroak
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_dlc14_lore_stealth
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_dlc14_lore_stealth_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_main_lore_dark_magic
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_main_lore_dark_magic_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_main_lore_high_magic
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_main_lore_high_magic_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_main_lore_plague
