component_id	event_id	falloff	value
#cai_personality_diplomatic_event_values_tables;0;db/cai_personality_diplomatic_event_values_tables/data__			
wh3_default	ALLY_REFUSED_TO_JOIN_WAR	25	-30.0000
wh3_default	BATTLE_ALLY_SUPPORT_REFUSED	25	-10.0000
wh3_default	BATTLE_ATTACK	10	-10.0000
wh3_default	BATTLE_ATTACK_OFFENSIVE	15	-10.0000
wh3_default	BATTLE_ATTACK_OWN_REGION	10	-10.0000
wh3_default	BATTLE_SUPPORT	25	10.0000
wh3_default	CARAVAN_SCRIPT	15	15.0000
wh3_default	CITY_BESIEGED	25	0.0000
wh3_default	CITY_LOOTED	15	-15.0000
wh3_default	CITY_OCCUPIED	15	-10.0000
wh3_default	CITY_RAZED	20	-40.0000
wh3_default	CITY_SACKED	15	-25.0000
wh3_default	CLIENT_STATE	25	10.0000
wh3_default	CLIENT_STATE_BROKEN	25	-80.0000
wh3_default	DEFENSIVE_ALLIANCE	25	0.0000
wh3_default	DEFENSIVE_ALLIANCE_BROKEN	25	-60.0000
wh3_default	DEFENSIVE_ALLIANCE_PAST	25	50.0000
wh3_default	DEMANDED_TRIBUTE	25	-30.0000
wh3_default	DIPLOMATIC_MARRIAGE	25	20.0000
wh3_default	DIVORCE	25	-40.0000
wh3_default	FACTION_KILLED	25	-60.0000
wh3_default	FACTION_LIBERATED	25	50.0000
wh3_default	FOREIGN_SLOT_RENOUNCED	25	-10.0000
wh3_default	HOSTILE_AGENT_ACTION	15	-5.0000
wh3_default	JOINED_CONFEDERATION	25	0.0000
wh3_default	MILITARY_ACCESS	25	0.0000
wh3_default	MILITARY_ACCESS_BROKEN	25	-40.0000
wh3_default	MILITARY_ACCESS_DISSOLVED	25	0.0000
wh3_default	MILITARY_ALLIANCE	25	0.0000
wh3_default	MILITARY_ALLIANCE_BROKEN	25	-90.0000
wh3_default	MILITARY_ALLIANCE_PAST	25	60.0000
wh3_default	NON_AGGRESSION_PACT	25	0.0000
wh3_default	NON_AGGRESSION_PACT_BROKEN	25	-40.0000
wh3_default	NON_AGGRESSION_PACT_PAST	25	30.0000
wh3_default	PAST_EVENT_NEGATIVE_MAJOR	50	-70.0000
wh3_default	PAST_EVENT_NEGATIVE_MINOR	50	-10.0000
wh3_default	PAST_EVENT_NEGATIVE_MODERATE	50	-25.0000
wh3_default	PAST_EVENT_POSITIVE_MAJOR	50	50.0000
wh3_default	PAST_EVENT_POSITIVE_MINOR	50	10.0000
wh3_default	PAST_EVENT_POSITIVE_MODERATE	50	25.0000
wh3_default	PEACE	25	20.0000
wh3_default	RAIDING	12	-10.0000
wh3_default	REBELLED_AGAINST	25	-60.0000
wh3_default	REGION_GIFT	25	40.0000
wh3_default	RETREATED_FROM_BATTLE	12	0.0000
wh3_default	STATE_GIFT_ACCEPTED	25	0.0000
wh3_default	STATE_GIFT_LARGE	40	40.0000
wh3_default	STATE_GIFT_MEDIUM	20	20.0000
wh3_default	STATE_GIFT_REFUSED	25	-10.0000
wh3_default	STATE_GIFT_SMALL	10	10.0000
wh3_default	TRADE_AGREEMENT	25	0.0000
wh3_default	TRADE_AGREEMENT_BROKEN	25	-30.0000
wh3_default	TRADE_AGREEMENT_DISSOLVED	25	0.0000
wh3_default	TRADE_AGREEMENT_PAST	25	20.0000
wh3_default	TRESPASSING	12	-10.0000
wh3_default	TRESPASS_AFTER_WARNING	12	0.0000
wh3_default	TRESPASS_WARNING	12	-10.0000
wh3_default	TROOPS_ENSLAVED	25	0.0000
wh3_default	TROOPS_EXECUTED	25	0.0000
wh3_default	TROOPS_RELEASED	25	0.0000
wh3_default	ULTIMATUM_ISSUED	25	-50.0000
wh3_default	VASSALAGE	25	10.0000
wh3_default	VASSALAGE_BROKEN	25	-80.0000
wh3_default	VASSALAGE_CANCELLED	25	-50.0000
wh3_default	VASSALAGE_FORCED	25	10.0000
wh3_default	VORTEX_INTERVENTION	25	-20.0000
wh3_default	WAR	25	0.0000
wh3_default	WAR_PAST	25	-10.0000
wh3_holds_grudges	ALLY_REFUSED_TO_JOIN_WAR	50	-30.0000
wh3_holds_grudges	BATTLE_ALLY_SUPPORT_REFUSED	50	-10.0000
wh3_holds_grudges	BATTLE_ATTACK	50	-10.0000
wh3_holds_grudges	BATTLE_ATTACK_OFFENSIVE	50	-10.0000
wh3_holds_grudges	BATTLE_ATTACK_OWN_REGION	50	-10.0000
wh3_holds_grudges	BATTLE_SUPPORT	25	10.0000
wh3_holds_grudges	CARAVAN_SCRIPT	15	15.0000
wh3_holds_grudges	CITY_BESIEGED	50	0.0000
wh3_holds_grudges	CITY_LOOTED	50	-15.0000
wh3_holds_grudges	CITY_OCCUPIED	50	-15.0000
wh3_holds_grudges	CITY_RAZED	50	-40.0000
wh3_holds_grudges	CITY_SACKED	50	-25.0000
wh3_holds_grudges	CLIENT_STATE	25	10.0000
wh3_holds_grudges	CLIENT_STATE_BROKEN	50	-80.0000
wh3_holds_grudges	DEFENSIVE_ALLIANCE	25	0.0000
wh3_holds_grudges	DEFENSIVE_ALLIANCE_BROKEN	50	-80.0000
wh3_holds_grudges	DEFENSIVE_ALLIANCE_PAST	50	50.0000
wh3_holds_grudges	DEMANDED_TRIBUTE	50	-30.0000
wh3_holds_grudges	DIPLOMATIC_MARRIAGE	50	20.0000
wh3_holds_grudges	DIVORCE	50	-40.0000
wh3_holds_grudges	FACTION_KILLED	50	-60.0000
wh3_holds_grudges	FACTION_LIBERATED	50	50.0000
wh3_holds_grudges	FOREIGN_SLOT_RENOUNCED	50	-10.0000
wh3_holds_grudges	HOSTILE_AGENT_ACTION	50	-5.0000
wh3_holds_grudges	JOINED_CONFEDERATION	50	0.0000
wh3_holds_grudges	MILITARY_ACCESS	25	0.0000
wh3_holds_grudges	MILITARY_ACCESS_BROKEN	50	-60.0000
wh3_holds_grudges	MILITARY_ACCESS_DISSOLVED	50	0.0000
wh3_holds_grudges	MILITARY_ALLIANCE	25	0.0000
wh3_holds_grudges	MILITARY_ALLIANCE_BROKEN	50	-110.0000
wh3_holds_grudges	MILITARY_ALLIANCE_PAST	50	60.0000
wh3_holds_grudges	NON_AGGRESSION_PACT	25	0.0000
wh3_holds_grudges	NON_AGGRESSION_PACT_BROKEN	50	-60.0000
wh3_holds_grudges	NON_AGGRESSION_PACT_PAST	50	30.0000
