faction_key	campaign_key	level	skill_key	subculture_key	image_path	unlocked_at_rank
#character_skill_level_details_tables;1;db/character_skill_level_details_tables/data__						
		1	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_1		x	11
		1	wh2_dlc07_skill_brt_alberic_special_0		x	9
		1	wh2_dlc07_skill_brt_fay_enchantress_special_0		x	9
		1	wh2_dlc07_skill_brt_fay_enchantress_special_1		x	9
		1	wh2_dlc07_skill_brt_fay_enchantress_special_2		x	9
		1	wh2_dlc07_skill_brt_fay_enchantress_special_3		x	9
		1	wh2_dlc07_skill_brt_louen_special_0		x	9
		1	wh2_dlc07_skill_brt_louen_special_1		x	9
		1	wh2_dlc07_skill_brt_louen_special_2		x	9
		1	wh2_dlc07_skill_brt_louen_special_3		x	9
		1	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_coming_back		x	9
		1	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_master_of_guile		x	9
		1	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_stay_here_ill_get_help		x	9
		1	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_tretchs_raiders		x	9
		1	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_vanished		x	9
		1	wh2_dlc09_skill_skv_tretch_craventail_unique_life_is_cheap		x	4
		1	wh2_dlc09_skill_tmb_arkhan_unique_0		x	9
		1	wh2_dlc09_skill_tmb_arkhan_unique_1		x	9
		1	wh2_dlc09_skill_tmb_arkhan_unique_2		x	9
		1	wh2_dlc09_skill_tmb_arkhan_unique_3		x	9
		1	wh2_dlc09_skill_tmb_arkhan_unique_4		x	9
		1	wh2_dlc09_skill_tmb_arkhan_unique_5		x	9
		1	wh2_dlc09_skill_tmb_champion_unique_tomb_prince_skeletal_steed		x	3
		1	wh2_dlc09_skill_tmb_champion_unique_tomb_prince_skeleton_chariot		x	9
		1	wh2_dlc09_skill_tmb_engineer_unique_necrotect_skeleton_chariot		x	9
		1	wh2_dlc09_skill_tmb_god_blessing_0		x	9
		1	wh2_dlc09_skill_tmb_god_blessing_1		x	9
		1	wh2_dlc09_skill_tmb_god_blessing_2		x	9
		1	wh2_dlc09_skill_tmb_god_blessing_3		x	9
		1	wh2_dlc09_skill_tmb_khalida_unique_0		x	9
		1	wh2_dlc09_skill_tmb_khalida_unique_1		x	9
		1	wh2_dlc09_skill_tmb_khalida_unique_2		x	9
		1	wh2_dlc09_skill_tmb_khalida_unique_3		x	9
		1	wh2_dlc09_skill_tmb_khalida_unique_4		x	9
		1	wh2_dlc09_skill_tmb_khalida_unique_5		x	9
		1	wh2_dlc09_skill_tmb_khatep_arcane_knowledge		x	3
		1	wh2_dlc09_skill_tmb_khatep_mortuary_cult_scholar		x	5
		1	wh2_dlc09_skill_tmb_khatep_mount_casket_of_souls		x	17
		1	wh2_dlc09_skill_tmb_khatep_soul_binding		x	9
		1	wh2_dlc09_skill_tmb_khatep_unique_0		x	9
		1	wh2_dlc09_skill_tmb_khatep_unique_1		x	9
		1	wh2_dlc09_skill_tmb_khatep_unique_2		x	9
		1	wh2_dlc09_skill_tmb_khatep_unique_3		x	9
		1	wh2_dlc09_skill_tmb_khatep_unique_4		x	9
		1	wh2_dlc09_skill_tmb_khatep_unique_5		x	9
		1	wh2_dlc09_skill_tmb_khatep_witness_to_the_golden_age		x	7
		1	wh2_dlc09_skill_tmb_liche_priest_cultist_of_mortuary		x	9
		1	wh2_dlc09_skill_tmb_liche_priest_incantation_of_preservation		x	9
		1	wh2_dlc09_skill_tmb_liche_priest_keeper_of_lore		x	9
		1	wh2_dlc09_skill_tmb_lord_unique_arkhan_skeletal_steed		x	6
		1	wh2_dlc09_skill_tmb_lord_unique_arkhan_skeleton_chariot		x	13
		1	wh2_dlc09_skill_tmb_lord_unique_khalida_necroserpent		x	13
		1	wh2_dlc09_skill_tmb_lord_unique_khalida_skeleton_chariot		x	9
		1	wh2_dlc09_skill_tmb_lord_unique_khatep_skeletal_steed		x	6
		1	wh2_dlc09_skill_tmb_lord_unique_khatep_skeleton_chariot		x	13
		1	wh2_dlc09_skill_tmb_lord_unique_settra_chariot_of_the_gods		x	17
		1	wh2_dlc09_skill_tmb_lord_unique_settra_khemrian_warsphinx		x	13
		1	wh2_dlc09_skill_tmb_lord_unique_settra_skeletal_steed		x	3
		1	wh2_dlc09_skill_tmb_lord_unique_tomb_king_khemrian_warsphinx		x	13
		1	wh2_dlc09_skill_tmb_lord_unique_tomb_king_skeletal_steed		x	3
		1	wh2_dlc09_skill_tmb_lord_unique_tomb_king_skeleton_chariot		x	9
		1	wh2_dlc09_skill_tmb_necrotect_inscription_of_repair		x	9
		1	wh2_dlc09_skill_tmb_necrotect_jackal_specialised		x	9
		1	wh2_dlc09_skill_tmb_necrotect_master_constructor		x	9
		1	wh2_dlc09_skill_tmb_necrotect_master_heirotitan		x	13
		1	wh2_dlc09_skill_tmb_necrotect_master_necrosphinx		x	13
		1	wh2_dlc09_skill_tmb_necrotect_master_warsphinx		x	13
		1	wh2_dlc09_skill_tmb_necrotect_scorpions_specialised		x	9
		1	wh2_dlc09_skill_tmb_necrotect_serpentine_specialised		x	9
		1	wh2_dlc09_skill_tmb_settra_unique_0		x	9
		1	wh2_dlc09_skill_tmb_settra_unique_1		x	9
		1	wh2_dlc09_skill_tmb_settra_unique_2		x	9
		1	wh2_dlc09_skill_tmb_settra_unique_3		x	9
		1	wh2_dlc09_skill_tmb_settra_unique_4		x	9
		1	wh2_dlc09_skill_tmb_settra_unique_5		x	9
		1	wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant		x	3
		1	wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages		x	7
		1	wh2_dlc09_skill_tmb_tomb_king_elixir_of_immortality		x	11
		1	wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir		x	7
		1	wh2_dlc09_skill_tmb_tomb_king_returned_in_madness		x	3
		1	wh2_dlc09_skill_tmb_tomb_king_trapped_soul		x	11
		1	wh2_dlc09_skill_tmb_tomb_prince_cultist		x	9
		1	wh2_dlc09_skill_tmb_tomb_prince_royalty_at_arm		x	9
		1	wh2_dlc09_skill_tmb_tomb_prince_throne_successor		x	9
		1	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_death_skeletal_steed		x	6
		1	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_light_skeletal_steed		x	6
		1	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_nehekhara_skeletal_steed		x	6
		1	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_shadow_skeletal_steed		x	6
		1	wh2_dlc10_skill_def_crone_mount_cauldron_of_blood		x	9
		1	wh2_dlc10_skill_def_crone_mount_dark_steed		x	3
		1	wh2_dlc10_skill_def_crone_mount_manticore		x	13
		1	wh2_dlc10_skill_def_crone_unique_first_bride_of_khaine		x	9
		1	wh2_dlc10_skill_def_crone_unique_greater_ward_of_khaine		x	7
		1	wh2_dlc10_skill_def_sorceress_beasts_mount_cold_one		x	10
		1	wh2_dlc10_skill_def_sorceress_beasts_mount_dark_pegasus		x	15
		1	wh2_dlc10_skill_def_sorceress_beasts_mount_dark_steed		x	6
		1	wh2_dlc10_skill_def_sorceress_death_mount_cold_one		x	10
		1	wh2_dlc10_skill_def_sorceress_death_mount_dark_pegasus		x	15
		1	wh2_dlc10_skill_def_sorceress_death_mount_dark_steed		x	6
		1	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_black_dragon		x	21
		1	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_cold_one		x	11
		1	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_dark_pegasus		x	15
		1	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_dark_steed		x	6
		1	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_manticore		x	17
		1	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_black_dragon		x	21
		1	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_cold_one		x	11
		1	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_dark_pegasus		x	15
		1	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_dark_steed		x	6
		1	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_manticore		x	17
		1	wh2_dlc10_skill_def_supreme_sorceress_death_mount_black_dragon		x	21
		1	wh2_dlc10_skill_def_supreme_sorceress_death_mount_cold_one		x	11
		1	wh2_dlc10_skill_def_supreme_sorceress_death_mount_dark_pegasus		x	15
		1	wh2_dlc10_skill_def_supreme_sorceress_death_mount_dark_steed		x	6
		1	wh2_dlc10_skill_def_supreme_sorceress_death_mount_manticore		x	17
		1	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_black_dragon		x	21
		1	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_cold_one		x	11
		1	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_dark_pegasus		x	15
		1	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_dark_steed		x	6
		1	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_manticore		x	17
