key	num_instances
#building_instances_tables;0;db/building_instances_tables/data__	
wh2_dlc09_ritual_tmb	1
wh2_dlc09_special_black_tower_of_arkhan	1
wh2_dlc09_special_pyramid_alcadizaar	1
wh2_dlc09_special_pyramid_amenemhetum	1
wh2_dlc09_special_pyramid_khatep	1
wh2_dlc09_special_pyramid_phar	1
wh2_dlc09_special_pyramid_settra	1
wh2_dlc09_special_pyramid_tutankhanut	1
wh2_dlc09_tmb_arkhan_burial_mound	1
wh2_dlc09_tmb_cavalry	1
wh2_dlc09_tmb_chariots	1
wh2_dlc09_tmb_citadel	1
wh2_dlc09_tmb_estate	1
wh2_dlc09_tmb_garrison	1
wh2_dlc09_tmb_growth	1
wh2_dlc09_tmb_hierotitan	1
wh2_dlc09_tmb_income	1
wh2_dlc09_tmb_infantry	1
wh2_dlc09_tmb_necrosphinx	1
wh2_dlc09_tmb_port	1
wh2_dlc09_tmb_public_order	1
wh2_dlc09_tmb_resource_animals	1
wh2_dlc09_tmb_resource_dyes	1
wh2_dlc09_tmb_resource_furs	1
wh2_dlc09_tmb_resource_gems	1
wh2_dlc09_tmb_resource_gold	1
wh2_dlc09_tmb_resource_iron	1
wh2_dlc09_tmb_resource_marble	1
wh2_dlc09_tmb_resource_medicine	1
wh2_dlc09_tmb_resource_obsidian	1
wh2_dlc09_tmb_resource_pasture	1
wh2_dlc09_tmb_resource_pottery	1
wh2_dlc09_tmb_resource_salt	1
wh2_dlc09_tmb_resource_spices	1
wh2_dlc09_tmb_resource_wine	1
wh2_dlc09_tmb_resource_wood	1
wh2_dlc09_tmb_scorpions	1
wh2_dlc09_tmb_settlement_major	1
wh2_dlc09_tmb_settlement_major_coast	1
wh2_dlc09_tmb_settlement_minor	1
wh2_dlc09_tmb_settlement_minor_coast	1
wh2_dlc09_tmb_ushabti	1
wh2_dlc09_tmb_walls	1
wh2_dlc09_tmb_warsphinx	1
wh2_dlc10_hef_aesanar_camp	1
wh2_dlc10_hef_handmaidens	1
wh2_dlc10_world_root_entrance	1
wh2_dlc11_cst_resource_animals	1
wh2_dlc11_cst_resource_dyes	1
wh2_dlc11_cst_resource_furs	1
wh2_dlc11_cst_resource_gems	1
wh2_dlc11_cst_resource_gold	1
wh2_dlc11_cst_resource_iron	1
wh2_dlc11_cst_resource_marble	1
wh2_dlc11_cst_resource_medicine	1
wh2_dlc11_cst_resource_obsidian	1
