id	composite_scene	group_id	trigger_delay	freeze_position	freeze_rotation
#battle_vortex_composite_scene_group_to_scenes_tables;0;db/battle_vortex_composite_scene_group_to_scenes_tables/data__					
1013058101	composite_scene\spells_and_abilities\wh3_dlc23_abilities_hashut_curse_of_hashut.csc	wh3_dlc23_hashut_curse_of_hashut	0.0000	false	true
1015974725	/composite_scene/spells_and_abilities/wh3_dlc24_spirit_hex_windup.csc	wh3_dlc24_spirit_hex_windup	0.0000	false	false
1042183440	composite_scene/spells_and_abilities/wh3_dlc24_cursed_cauldron_wave.csc	wh3_dlc24_cursed_cauldron_wave	0.0000	false	false
1051566383	composite_scene\spells_and_abilities\wh3_dlc25_spirit_barrage.csc	wh3_dlc25_spirit_barrage	3.0000	false	false
1064688069	composite_scene/spells_and_abilities/wh3_dlc27_battle_slaanesh_campaign_passive_damage.csc	wh3_dlc27_lord_abilities_the_dance_of_dreaming	0.0000	false	false
1084823818	composite_scene\spells_and_abilities\cataclysm_merciws_monsterous_regiment.csc	wh3_main_spell_cataclysm_merciws_monsterous_regiment	0.0000	false	false
1088390008	/composite_scene/spells_and_abilities/wh3_dlc24_spirit_hex_windup_bless.csc	wh3_dlc24_spirit_hex_windup_bless	0.0000	false	false
109456588	composite_scene\spells_and_abilities\wh3_dlc20_ability_storm_rage.csc	wh3_dlc20_ability_storm_rage	0.0000	false	false
1102851797	/composite_scene/spells_and_abilities/wh3_dlc25_landship_abandon_ship.csc	wh3_dlc25_landship_abandon_ship	0.0000	false	false
1132229209	composite_scene/spells_and_abilities/wh3_dlc27_lore_of_mists_flensing_haar_spreading.csc	wh3_dlc27_lore_of_mists_flensing_haar_spreading	0.0000	false	false
1154320297	composite_scene/spells_and_abilities/wh2_dlc14_ruin_flensing_ruin.csc	wh2_dlc14_spell_ruin_flensing_ruin	0.0000	false	false
1171511650	composite_scene\spells_and_abilities\wh3_dlc23_bolts_of_burning_windup.csc	wh3_dlc23_bolts_of_burning_windup	0.0000	false	false
1177810710	composite_scene/wh3_dlc26_cash_cascade.csc	wh3_dlc26_cash_cascade	0.0000	false	false
1185916864	composite_scene/spells_and_abilities/wh3_main_khorne_gate.csc	wh3_main_khorne_gate	0.0000	false	false
1189231584	composite_scene/spells_and_abilities/wh3_dlc27_lore_of_mists_flensing_haar.csc	wh3_dlc27_lore_of_mists_flensing_haar	0.0000	false	false
1202198698	composite_scene\spells_and_abilities\wh2_dlc17_ability_ancestral_rune_of_valaya.csc	wh2_dlc17_ability_ancestral_rune_of_valaya	0.0000	false	false
1204922282	composite_scene\spells_and_abilities\wh2_dlc11_deep_denizens_of_the_deep.csc	wh2_dlc11_denizens_of_the_deep	0.0000	false	false
1204969323	composite_scene\spells_and_abilities\wh2_main_high_tempest.csc	wh2_main_spell_high_magic_tempest	0.0000	false	false
1212079297	composite_scene/spells_and_abilities/wh3_dlc24_lib_ritual_of_the_beast.csc	wh3_dlc24_lib_ritual_of_the_beast	0.0000	false	false
1215266017	composite_scene/spells_and_abilities/wh3_dlc23_burning_wrath_vortex.csc	wh3_dlc23_abilities_hashut_burning_wrath_vort	0.0000	false	false
1215279686	composite_scene/spells_and_abilities/wh3_dlc26_unit_passive_blows_apart.csc	wh3_dlc26_unit_passive_blows_apart	0.0000	false	false
121939258	composite_scene\spells_and_abilities\wh3_dlc23_abilities_hashut_flames_of_azgorh.csc	wh3_dlc23_abilities_hashut_flames_of_azgorh	0.0000	false	false
1232394427	composite_scene/spells_and_abilities/wh3_dlc27_lore_of_mists_ladrielles_shroud.csc	wh3_dlc27_lore_of_mists_ladrielles_shroud	0.0000	false	false
1232996485	composite_scene/spells_and_abilities/wh3_dlc26_fist_of_gork.csc	wh3_dlc26_fist_of_gork	0.0000	false	false
1239748658	composite_scene\spells_and_abilities\wh3_dlc25_regrowth_bound.csc	wh3_dlc25_regrowth_bound	0.0000	false	false
1240713605	composite_scene\spells_and_abilities\wh3_dlc23_abilities_hashut_flames_of_azgorh_windup.csc	wh3_dlc23_abilities_hashut_flames_of_azgorh_windup	0.0000	false	false
1244238204	composite_scene/spells_and_abilities/wh2_dlc14_abilities_seismic_snare.csc	wh2_dlc14_abilities_seismic_snare	0.0000	false	false
12456320	composite_scene\spells_and_abilities\wh2_dlc11_abilities_storm_of_the_night.csc	wh2_dlc11_abilities_storm_of_the_night	0.0000	false	false
1249317988	composite_scene\wh2_dlc17_battle_khorne_portal_start.csc	wh2_dlc17_battle_khorne_portal_start	0.0000	false	false
1253693138	composite_scene/spells_and_abilities/wh3_dlc26_bragg_executioner.csc	wh3_dlc26_bragg_executioner	0.0000	false	false
1276042614	composite_scene/spells_and_abilities/wh3_dlc26_foot_of_gork_windup.csc	wh3_dlc26_foot_of_gork_windup	0.0000	false	false
1291707390	composite_scene/spells_and_abilities/wh3_main_nurgle_nurgling_tide.csc	wh3_main_nurgle_nurgling_tide	0.0000	false	false
1308608127	composite_scene/spells_and_abilities/wh3_dlc25_bjuna_bombard.csc	wh3_dlc25_ability_bjuna_bombard	0.0000	false	false
1316630566	composite_scene\spells_and_abilities\wh2_dlc17_ability_rune_of_doom.csc	wh2_dlc17_ability_rune_of_doom	0.0000	false	false
133271513	composite_scene\spells_and_abilities\wh3_dlc25_regrowth.csc	wh3_dlc25_regrowth	0.0000	false	false
1338977717	composite_scene/spells_and_abilities/wh3_dlc26_gork_ll_fix_it.csc	wh3_dlc26_lore_of_lil_waaagh_gork_ll_fix_it	0.0000	false	false
1350761124	composite_scene\spells_and_abilities\wh2_dlc16_dreaming_cloak.csc	wh2_dlc16_abilities_dreaming_cloak	0.0000	false	false
1357387651	composite_scene\spells_and_abilities\wh3_main_yang_dragons_breath_buildup.csc	wh3_main_yang_dragons_breath_buildup	0.0000	false	false
1392588940	composite_scene/spells_and_abilities/bad_moon.csc	wh3_dlc26_curse_of_da_bad_moon	0.0000	false	true
1395133841	composite_scene\spells_and_abilities\wh3_dlc23_mom_diabolical_puppetry.csc	wh3_dlc23_mom_diabolical_puppetry	0.0000	true	false
1395831015	composite_scene\spells_and_abilities\wh3_dlc24_great_hex_bless.csc	wh3_dlc24_great_hex_bless	0.0000	false	false
13978330	composite_scene\spells_and_abilities\wh3_dlc25_elspeth_deaths_timekeeper.csc	wh3_dlc25_elspeth_deaths_timekeeper	0.0000	false	false
1398309026	composite_scene\spells_and_abilities\wh3_tempest_swiftwing.csc	wh3_main_spell_tempest_swiftwing	0.0000	false	false
140644434	composite_scene/spells_and_abilities/wh3_main_slaanesh_gate.csc	wh3_main_slaanesh_gate	0.0000	false	false
1418384587	composite_scene\spells_and_abilities\wh2_dlc11_vampires_drowned_dead_start.csc	drowned_dead_start	0.0000	false	false
1427366480	composite_scene/spells_and_abilities/wh3_dlc24_mirror_of_knowledge_ring.csc	wh3_dlc24_mirror_of_knowledge_ring	0.0000	false	false
