key	category	ritual_sites_required	sort_order	colour_hex
#ritual_chains_tables;5;db/ritual_chains_tables/data__				
wh2_dlc11_ritual_bloodlines_blood_dragon	BLOODLINE_RITUAL	0	0	FFFFFF
wh2_dlc11_ritual_bloodlines_lahmian	BLOODLINE_RITUAL	0	0	FFFFFF
wh2_dlc11_ritual_bloodlines_necrarch	BLOODLINE_RITUAL	0	0	FFFFFF
wh2_dlc11_ritual_bloodlines_strigoi	BLOODLINE_RITUAL	0	0	FFFFFF
wh2_dlc11_ritual_bloodlines_von_carstein	BLOODLINE_RITUAL	0	0	FFFFFF
wh2_dlc14_ritual_mortal_empires_eshin	ESHIN_VORTEX_RITUAL	0	0	FFFFFF
wh2_dlc15_athel_tamarha_influence	ATHEL_TAMARHA_RITUAL	0	0	FFFFFF
wh2_dlc15_athel_tamarha_interrogation	ATHEL_TAMARHA_RITUAL	0	0	FFFFFF
wh2_dlc15_athel_tamarha_melee_mistwalkers	ATHEL_TAMARHA_RITUAL	0	0	FFFFFF
wh2_dlc15_athel_tamarha_mist	ATHEL_TAMARHA_RITUAL	0	0	FFFFFF
wh2_dlc15_athel_tamarha_mistwalkers_recruitment	ATHEL_TAMARHA_RITUAL	0	0	FFFFFF
wh2_dlc15_athel_tamarha_mistwalkers_upgrades	ATHEL_TAMARHA_RITUAL	0	0	FFFFFF
wh2_dlc15_athel_tamarha_prison	ATHEL_TAMARHA_RITUAL	0	0	FFFFFF
wh2_dlc15_athel_tamarha_ranged_mistwalkers	ATHEL_TAMARHA_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_dragon_armour	DAITH_DRAGON_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_dragon_enchanted_item	DAITH_DRAGON_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_dragon_talisman	DAITH_DRAGON_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_dragon_weapon	DAITH_DRAGON_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_dreaming_armour	DAITH_DREAMING_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item	DAITH_DREAMING_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_dreaming_talisman	DAITH_DREAMING_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_dreaming_weapon	DAITH_DREAMING_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_eagle_armour	DAITH_EAGLE_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_eagle_enchanted_item	DAITH_EAGLE_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_eagle_talisman	DAITH_EAGLE_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_eagle_weapon	DAITH_EAGLE_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_twilight_armour	DAITH_TWILIGHT_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_twilight_enchanted_item	DAITH_TWILIGHT_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_twilight_talisman	DAITH_TWILIGHT_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc16_ritual_wef_forge_twilight_weapon	DAITH_TWILIGHT_ITEM_RITUAL	0	0	FFFFFF
wh2_dlc17_ritual_character_upgrades	BEASTMEN_RITUAL_UPGRADES_GLOBAL_LORD_HERO	0	0	FFFFFF
wh2_dlc17_ritual_herdstone_upgrades	BEASTMEN_RITUAL_UPGRADES_HERDSTONE	0	0	FFFFFF
wh2_dlc17_ritual_unit_experience_upgrades	BEASTMEN_RITUAL_UPGRADES_GLOBAL_UNIT	0	0	FFFFFF
wh3_dlc25_ritual_emp_don_amethyst_artillery	DON_AMETHYST_ARMORY_ARTILLERY	0	0	FFFFFF
wh3_dlc25_ritual_emp_don_amethyst_ironsides	DON_AMETHYST_ARMORY_UNITS	0	0	FFFFFF
wh3_dlc25_ritual_emp_don_black_rose	DON_AMETHYST_ARMORY_UNITS	0	3	FFFFFF
wh3_dlc25_ritual_emp_don_buckshot_reaper	DON_AMETHYST_ARMORY_UNITS	0	1	FFFFFF
wh3_dlc25_ritual_emp_don_cannons	DON_GUNNERY_SCHOOL	0	3	FFFFFF
wh3_dlc25_ritual_emp_don_cav_guns	DON_GUNNERY_SCHOOL	0	1	FFFFFF
wh3_dlc25_ritual_emp_don_deathstorm_battery	DON_AMETHYST_ARMORY_UNITS	0	2	FFFFFF
wh3_dlc25_ritual_emp_don_helblasters	DON_GUNNERY_SCHOOL	0	4	FFFFFF
wh3_dlc25_ritual_emp_don_helstorm	DON_GUNNERY_SCHOOL	0	5	FFFFFF
wh3_dlc25_ritual_emp_don_inf_guns	DON_GUNNERY_SCHOOL	0	0	FFFFFF
wh3_dlc25_ritual_emp_don_land_ship	DON_GUNNERY_SCHOOL	0	7	FFFFFF
wh3_dlc25_ritual_emp_don_mortors	DON_GUNNERY_SCHOOL	0	2	FFFFFF
wh3_dlc25_ritual_emp_don_steam_tank	DON_GUNNERY_SCHOOL	0	6	FFFFFF
wh3_dlc26_kho_cloak_of_skulls_1	CLOAK_OF_SKULLS	0	0	FFFFFF
wh3_dlc26_kho_cloak_of_skulls_10	CLOAK_OF_SKULLS	0	9	FFFFFF
wh3_dlc26_kho_cloak_of_skulls_2	CLOAK_OF_SKULLS	0	1	FFFFFF
wh3_dlc26_kho_cloak_of_skulls_3	CLOAK_OF_SKULLS	0	2	FFFFFF
wh3_dlc26_kho_cloak_of_skulls_4	CLOAK_OF_SKULLS	0	3	FFFFFF
wh3_dlc26_kho_cloak_of_skulls_5	CLOAK_OF_SKULLS	0	4	FFFFFF
wh3_dlc26_kho_cloak_of_skulls_6	CLOAK_OF_SKULLS	0	5	FFFFFF
wh3_dlc26_kho_cloak_of_skulls_7	CLOAK_OF_SKULLS	0	6	FFFFFF
wh3_dlc26_kho_cloak_of_skulls_8	CLOAK_OF_SKULLS	0	7	FFFFFF
wh3_dlc26_kho_cloak_of_skulls_9	CLOAK_OF_SKULLS	0	8	FFFFFF
wh3_main_ksl_support_ice_court_battle_1	KISLEV_BOONS_BATTLE	0	0	FFFFFF
wh3_main_ksl_support_ice_court_battle_2	KISLEV_BOONS_BATTLE	0	0	FFFFFF
wh3_main_ksl_support_ice_court_character_1	KISLEV_BOONS_CHARACTER	0	0	FFFFFF
wh3_main_ksl_support_ice_court_character_2	KISLEV_BOONS_CHARACTER	0	0	FFFFFF
wh3_main_ksl_support_ice_court_global_1	KISLEV_BOONS_GLOBAL	0	0	FFFFFF
wh3_main_ksl_support_ice_court_global_2	KISLEV_BOONS_GLOBAL	0	0	FFFFFF
wh3_main_ksl_support_ice_court_magic_1	KISLEV_BOONS_MAGIC	0	0	FFFFFF
wh3_main_ksl_support_ice_court_magic_2	KISLEV_BOONS_MAGIC	0	0	FFFFFF
wh3_main_ksl_support_ice_court_settlement_1	KISLEV_BOONS_SETTLEMENT	0	0	FFFFFF
wh3_main_ksl_support_ice_court_settlement_2	KISLEV_BOONS_SETTLEMENT	0	0	FFFFFF
wh3_main_ksl_support_orthodoxy_battle_1	KISLEV_BOONS_BATTLE	0	1	FFFFFF
wh3_main_ksl_support_orthodoxy_battle_2	KISLEV_BOONS_BATTLE	0	1	FFFFFF
wh3_main_ksl_support_orthodoxy_character_1	KISLEV_BOONS_CHARACTER	0	1	FFFFFF
wh3_main_ksl_support_orthodoxy_character_2	KISLEV_BOONS_CHARACTER	0	1	FFFFFF
wh3_main_ksl_support_orthodoxy_global_1	KISLEV_BOONS_GLOBAL	0	1	FFFFFF
wh3_main_ksl_support_orthodoxy_global_2	KISLEV_BOONS_GLOBAL	0	1	FFFFFF
wh3_main_ksl_support_orthodoxy_magic_1	KISLEV_BOONS_MAGIC	0	1	FFFFFF
wh3_main_ksl_support_orthodoxy_magic_2	KISLEV_BOONS_MAGIC	0	1	FFFFFF
wh3_main_ksl_support_orthodoxy_settlement_1	KISLEV_BOONS_SETTLEMENT	0	1	FFFFFF
wh3_main_ksl_support_orthodoxy_settlement_2	KISLEV_BOONS_SETTLEMENT	0	1	FFFFFF
wh3_main_tmb_confederate_khalida	CANOPIC_RITUAL	0	0	FFFFFF
wh3_main_tmb_confederate_khatep	CANOPIC_RITUAL	0	0	FFFFFF
