id	incident_key	option_key	value	target
#cdir_events_incident_option_junctions_tables;1;db/cdir_events_incident_option_junctions_tables/data__				
100101237	wh2_dlc16_incident_wef_ritual_begun	GEN_TARGET_MODEL		default
1001283035	wh3_main_incident_nur_the_brown_note	CND_FIRST_ROUND	6	default
100166646	wh2_dlc17_bst_taurox_rampage_over_loss	GEN_TARGET_NONE		default
1001725850	wh2_main_incident_all_ranged_weapon_damage_up	GEN_TARGET_NONE		default
1003285899	wh2_dlc16_incident_wef_drycha_bizzare_creatures	CND_UNIQUE		default
1003935047	wh3_dlc23_chd_incident_favour_of_hashut	CND_ROUNDS_UNTIL_NEXT	20	default
1004493985	wh_main_incident_emp_the_hochland_long_war_ostland	GEN_CND_NOT_HUMAN		default
1005237437	wh2_dlc16_incident_wef_ritual_begun_gaean_vale	VAR_CHANCE	100	default
1005271769	wh2_dlc16_incident_wef_ritual_rebirth_available_jungles_of_chian	VAR_CHANCE	100	default
1005517986	wh3_main_incident_ogr_bit_of_a_kick	GEN_TARGET_NONE		default
1005637174	wh2_dlc16_incident_wef_beastmen_threaten_kings_glade	GEN_TARGET_REGION		default
1005998774	wh2_dlc16_incident_wef_ritual_begun_the_haunted_forest	GEN_TARGET_MODEL		default
1007267798	wh2_dlc11_incident_neo_encounter_at_sea_2_a_tmb	VAR_CHANCE	100	default
100748427	wh3_dlc24_incident_tze_chaos_army_region_owner	VAR_CHANCE	100	default
1007623480	wh2_dlc09_great_vortex_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3a	VAR_CHANCE	100	default
1007950126	wh3_dlc20_incident_ritual_tze_cotw_vilitch_drain_magic	VAR_CHANCE	100	default
1010811142	wh2_main_dilemma_treasure_hunt_skaven_ambush_4_a	CND_NOT_CULTURE	wh2_dlc09_tmb_tomb_kings	default
1011473471	wh2_main_incident_def_growth_down	CND_ROUNDS_UNTIL_NEXT	20	default
101156090	wh2_main_incident_skv_morale_up_against_dwf	CND_ROUNDS_UNTIL_NEXT	30	default
1012793456	wh2_twa03_incident_rakarth_dilemma_old_world_common	VAR_CHANCE	75	default
1013110530	wh_dlc08_incident_nor_useless_contraptions	CND_FIRST_ROUND	12	default
1013250456	wh3_main_cth_caravan_completed_erengrad	GEN_TARGET_MODEL		default
1013524421	wh2_main_incident_lzd_melee_infantry_melee_defense_up	GEN_TARGET_NONE		default
1013904176	wh2_main_incident_lzd_morale_up_againt_chs_nors_bst_vmp	VAR_CHANCE	5	default
1014247612	wh2_dlc16_incident_wef_ritual_begun_laurelorn	VAR_CHANCE	100	default
1015908404	wh_dlc03_incident_bst_the_black_harvest	GEN_CND_ARMY_IN_REGION		default
1016564205	wh3_main_incident_ogr_greasy_is_the_word	CND_ENEMY_ARMY_IN_REGION		default
1017079219	wh_main_incident_all_abandoned_settlement	CND_NOT_CULTURE	wh2_main_skv_skaven;wh3_main_cth_cathay;wh3_main_dae_daemons;wh3_main_kho_khorne;wh3_main_ksl_kislev;wh3_main_nur_nurgle;wh3_main_ogr_ogre_kingdoms;wh3_main_sla_slaanesh;wh3_main_tze_tzeentch;wh_dlc03_bst_beastmen;wh_dlc08_nor_norsca;wh_main_chs_chaos;wh3_dlc23_chd_chaos_dwarfs;	default
1017325490	wh3_main_incident_ksl_boris_unlocked_released	VAR_CHANCE	100	default
101779425	wh3_main_incident_dae_a_foetid_favour	GEN_CND_HUMAN		target_faction_1
1018383323	wh2_dlc17_incident_dwf_thorgrim_gruge_settled_reward_thanes	VAR_CHANCE	35	default
101903820	wh2_main_incident_intrigue_lzd_negative_1a	VAR_CHANCE	100	default
1020473547	wh3_main_incident_ritual_ogr_great_maw_fill_yer_bellies	GEN_TARGET_MODEL		default
1020655945	wh3_dlc23_chd_incident_labour_surplus	GEN_TARGET_NONE		default
1020848393	wh3_main_incident_ksl_one_of_us	CND_ROUNDS_UNTIL_NEXT	13	default
1022352162	wh3_main_incident_dae_the_architect_of_fate	CND_FACTION	wh3_main_dae_daemon_prince	default
1023360511	wh3_dlc24_incident_ai_faux_victory_short	GEN_TARGET_MODEL		default
1023640374	wh_dlc05_incident_wef_knowledge_of_the_ancestors	CND_FACTION	wh2_dlc16_wef_sisters_of_twilight	default
1023647833	wh3_main_incident_tze_brain_fog	VAR_CHANCE	20	default
1023879477	wh2_main_incident_lzd_morale_up_againt_chs_nors_bst_vmp	GEN_TARGET_NONE		default
1024441760	wh2_dlc14_incident_brt_repanse_vampiric_scorchers	CND_UNIQUE		default
1024562943	wh2_main_incident_all_wom_up	CND_FIRST_ROUND	5	default
1025635288	wh2_dlc11_cst_incident_overflowing_with_power	CND_ROUNDS_UNTIL_NEXT	40	default
102583031	wh2_dlc13_wulfhart_kalara_stage_5_incident	GEN_TARGET_NONE		default
1025933928	wh3_main_incident_cth_broken_hearts	GEN_TARGET_FACTION		default
1027820978	wh2_dlc11_cst_incident_dissenting_voices	CND_MIN_REGIONS_OWNED	1	default
1028718275	wh2_dlc15_grom_cauldron_food_cooked	GEN_TARGET_NONE		default
1029771230	wh2_main_incident_encounter_at_sea_1_c	VAR_CHANCE	100	default
1029841342	wh2_main_incident_lzd_recruitment_morale_up_against_def_skv	VAR_CHANCE	5	default
1030014573	wh3_dlc23_chd_toz_diplomacy_usurping_wh3_dlc23_chd_zhatan	CND_CULTURE	wh3_dlc23_chd_chaos_dwarfs	default
1030899395	wh2_main_incident_lzd_recruitment_cost_up_starting_exp_up	CND_FIRST_ROUND	5	default
