variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
#variants_tables;6;db/variants_tables/data__							
animal_boar		animal_boar		1.0000	1.0000	0.0500	
campaign_brt_ship_heavy		campaign_brt_ship_heavy		1.0000	0.8000	0.0000	
campaign_brt_ship_light		campaign_brt_ship_light		1.0000	0.7000	0.0000	
campaign_bst_ship_agent		campaign_bst_ship_agent		1.0000	0.5000	0.0000	
campaign_bst_ship_heavy		campaign_bst_ship_heavy		1.0000	0.7500	0.0000	
campaign_bst_ship_light		campaign_bst_ship_light		1.0000	1.0000	0.0000	
campaign_bst_ship_transport		campaign_bst_ship_transport		1.0000	0.5000	0.0000	
campaign_chs_ship_heavy		campaign_chs_ship_heavy		1.0000	0.7500	0.0000	
campaign_chs_ship_light		campaign_chs_ship_light		1.0000	0.6000	0.0000	
campaign_cth_ship_agent		campaign_cth_ship_agent		1.0000	1.0000	0.0000	
campaign_cth_ship_lord		campaign_cth_ship_lord		1.0000	1.0000	0.0000	
campaign_dwf_ship_heavy		campaign_dwf_ship_heavy		1.0000	0.8000	0.0000	
campaign_dwf_ship_light		campaign_dwf_ship_light		1.0000	0.7000	0.0000	
campaign_emp_ship_heavy		campaign_emp_ship_heavy		1.0000	0.7500	0.0000	
campaign_emp_ship_light		campaign_emp_ship_light		1.0000	0.7000	0.0000	
campaign_grn_ship_heavy		campaign_grn_ship_heavy		1.0000	0.8000	0.0000	
campaign_grn_ship_light		campaign_grn_ship_light		1.0000	0.7000	0.0000	
campaign_kho_ship_agent		campaign_kho_ship_agent		1.0000	1.0000	0.0000	
campaign_kho_ship_lord		campaign_kho_ship_lord		1.0000	1.0000	0.0000	
campaign_ksl_ship_agent		campaign_ksl_agent_ship		1.0000	1.0000	0.0000	
campaign_ksl_ship_lord		campaign_ksl_lord_ship		1.0000	1.0000	0.0000	
campaign_nor_ship_agent		campaign_nor_ship_agent		1.0000	0.5000	0.0000	
campaign_nor_ship_seafang		campaign_nor_ship_seafang		1.0000	0.5000	0.0000	
campaign_nor_ship_transport		campaign_nor_ship_transport		1.0000	0.5000	0.0000	
campaign_nur_ship_agent		campaign_nur_ship_agent		1.0000	1.0000	0.0000	
campaign_nur_ship_transport		campaign_nur_ship_transport		1.0000	1.0000	0.0000	
campaign_ogr_ship_agent		campaign_ogr_ship_agent		1.0000	1.0000	0.0000	
campaign_ogr_ship_lord		campaign_ogr_ship_lord		1.0000	1.0000	0.0000	
campaign_sla_ship_agent		campaign_sla_ship_agent		1.0000	1.0000	0.0000	
campaign_sla_ship_lord		campaign_sla_ship_lord		1.0000	1.0000	0.0000	
campaign_tze_ship_agent		campaign_tze_ship_agent		1.0000	1.0000	0.0000	
campaign_tze_ship_lord		campaign_tze_ship_lord		1.0000	1.0000	0.0000	
campaign_vmp_ship_heavy		campaign_vmp_ship_heavy		1.0000	0.7500	0.0000	
campaign_vmp_ship_light		campaign_vmp_ship_light		1.0000	0.7000	0.0000	
campaign_wef_ship_agent		campaign_wef_ship_agent		1.0000	0.6000	0.0000	
campaign_wef_ship_transport		campaign_wef_ship_transport		1.0000	0.7500	0.0000	
chd_cargo_magma_cannon		chd_cargo_magma_cannon		1.0000	1.0000	0.0000	
chd_cargo_tanker		chd_cargo_tanker		1.0000	0.3000	0.0000	
dummy_variant		dummy_variant		1.0000	1.0000	0.0000	
dwf_anvil_of_doom_campaign_01		dwf_anvil_of_doom_campaign_01		1.0000	1.0000	0.0000	
dwf_anvil_of_doom_campaign_02		dwf_anvil_of_doom_campaign_02		1.0000	1.0000	0.0000	
dwf_anvil_of_doom_campaign_03		dwf_anvil_of_doom_campaign_03		1.0000	1.0000	0.0000	
dwf_anvil_of_doom_campaign_04		dwf_anvil_of_doom_campaign_04		1.0000	1.0000	0.0000	
grn_goblin_artillery_crew_sword		grn_goblin_artillery_crew_sword	hu5\grn\grn_goblin\low_poly\grn_goblin_archer_lowlod	1.0000	1.0000	0.0500	hu5/grn/grn_goblin/low_poly/goblin_super_imposter
wh2_dlc09_campaign_tmb_ship_agent		campaign_tmb_ship_agent		1.0000	0.5000	0.0000	
wh2_dlc09_campaign_tmb_ship_transport		campaign_tmb_ship_transport		1.0000	0.5000	0.0000	
wh2_dlc09_skv_tretch_craventail		skv_tretch_craventail		1.0000	1.2500	0.0000	
wh2_dlc09_tmb_arkhan_chariot_campaign	art\campaign\chariots\cam_tmch1\tmb_tomb_chariot\tech	campaign_tmb_arkhan_chariot		1.0000	0.9000	0.0500	
wh2_dlc09_tmb_basic_chariot_campaign	art\campaign\chariots\cam_tmch1\tmb_tomb_chariot\tech	campaign_tmb_basic_chariot		1.0000	0.9000	0.0500	
wh2_dlc09_tmb_carrion		tmb_carrion		1.0000	0.5000	0.0500	
wh2_dlc09_tmb_carrion_ror		tmb_carrion_ror		1.0000	1.0000	0.0500	
wh2_dlc09_tmb_casket_of_souls	warmachines\engines\tmb_casket_of_souls\tech	tmb_casket_of_souls		1.0000	1.0000	0.0000	
wh2_dlc09_tmb_ch_arkhan		tmb_ch_arkhan		1.0000	1.2000	0.0000	
wh2_dlc09_tmb_ch_khalida		tmb_ch_khalida		1.1000	1.2000	0.0000	
wh2_dlc09_tmb_ch_khalida_campaign		tmb_ch_khalida_campaign		1.0000	1.1500	0.0000	
wh2_dlc09_tmb_ch_khatep		tmb_ch_khatep		1.0000	1.2000	0.0000	
wh2_dlc09_tmb_ch_settra		tmb_ch_settra		1.0000	1.2000	0.0000	
wh2_dlc09_tmb_ch_tomb_king		tmb_ch_tomb_king		1.0000	1.2000	0.0500	
wh2_dlc09_tmb_ch_tomb_king_campaign_01		tmb_ch_tomb_king_campaign_01		1.0000	1.2000	0.0500	
wh2_dlc09_tmb_ch_tomb_king_campaign_02		tmb_ch_tomb_king_campaign_02		1.0000	1.2000	0.0500	
wh2_dlc09_tmb_ch_tomb_king_campaign_03		tmb_ch_tomb_king_campaign_03		1.0000	1.2000	0.0500	
wh2_dlc09_tmb_ch_tomb_king_campaign_04		tmb_ch_tomb_king_campaign_04		1.0000	1.2000	0.0500	
