key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/data__									
wh2_dlc04_skill_node_vmp_helman_ghorst_battle_1		wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_1		1	0		0	0	true
wh2_dlc04_skill_node_vmp_helman_ghorst_battle_2		wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_2		1	1		0	0	true
wh2_dlc04_skill_node_vmp_helman_ghorst_battle_3		wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_3		1	2		0	0	true
wh2_dlc04_skill_node_vmp_helman_ghorst_battle_4		wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_4		1	3		0	0	true
wh2_dlc04_skill_node_vmp_helman_ghorst_battle_5		wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_5		1	4		0	3	true
wh2_dlc07_skill_node_brt_alberic_special_0		wh2_dlc07_skill_brt_alberic_special_0		1	4		0	0	true
wh2_dlc07_skill_node_brt_alberic_special_1		wh2_dlc07_skill_brt_alberic_special_1		1	5		0	0	true
wh2_dlc07_skill_node_brt_alberic_special_2		wh2_dlc07_skill_brt_alberic_special_2		1	6		0	0	true
wh2_dlc07_skill_node_brt_alberic_special_3		wh2_dlc07_skill_brt_alberic_special_3		1	7		0	0	true
wh2_dlc07_skill_node_brt_fay_enchantress_special_0		wh2_dlc07_skill_brt_fay_enchantress_special_0		1	4		0	0	true
wh2_dlc07_skill_node_brt_fay_enchantress_special_1		wh2_dlc07_skill_brt_fay_enchantress_special_1		1	5		0	0	true
wh2_dlc07_skill_node_brt_fay_enchantress_special_2		wh2_dlc07_skill_brt_fay_enchantress_special_2		1	6		0	0	true
wh2_dlc07_skill_node_brt_fay_enchantress_special_3		wh2_dlc07_skill_brt_fay_enchantress_special_3		1	7		0	0	true
wh2_dlc07_skill_node_brt_louen_special_0		wh2_dlc07_skill_brt_louen_special_0		1	4		0	0	true
wh2_dlc07_skill_node_brt_louen_special_1		wh2_dlc07_skill_brt_louen_special_1		1	5		0	0	true
wh2_dlc07_skill_node_brt_louen_special_2		wh2_dlc07_skill_brt_louen_special_2		1	6		0	0	true
wh2_dlc07_skill_node_brt_louen_special_3		wh2_dlc07_skill_brt_louen_special_3		1	7		0	0	true
wh2_dlc09_skill_innate_skv_tretch_craventail		wh2_dlc09_skill_innate_skv_tretch_craventail		6	0		1	0	false
wh2_dlc09_skill_innate_tmb_alkhazzar_ii		wh2_dlc09_skill_innate_tmb_dynasty_alkhazzar_ii		6	0		1	0	false
wh2_dlc09_skill_innate_tmb_arkhan		wh2_dlc09_skill_innate_tmb_arkhan		6	0		1	0	false
wh2_dlc09_skill_innate_tmb_khalida		wh2_dlc09_skill_innate_tmb_khalida		6	0		1	0	false
wh2_dlc09_skill_innate_tmb_khatep		wh2_dlc09_skill_innate_tmb_khatep		6	0		1	0	false
wh2_dlc09_skill_innate_tmb_lahmizzash		wh2_dlc09_skill_innate_tmb_dynasty_lahmizzash		6	0		1	0	false
wh2_dlc09_skill_innate_tmb_rakhash		wh2_dlc09_skill_innate_tmb_dynasty_rakhash		6	0		1	0	false
wh2_dlc09_skill_innate_tmb_setep		wh2_dlc09_skill_innate_tmb_dynasty_setep		6	0		1	0	false
