id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
#campaign_character_arts_tables;0;db/campaign_character_arts_tables/data__																
1000970460	wh2_pro08_art_set_neu_gotrek	0	0		none	wh2_pro08_uniform_neu_gotrek			wh_main_campaign_dwf_ship_heavy	wh_main_campaign_dwf_ship_heavy	cam_hero_hu3_pr7_gotrex_axe	cam_heavy_ship_03	cam_heavy_ship_03	0	0	0
1001120213	wh2_main_art_set_lzd_skink_priest_01_tlaqua_beasts	0	0		none	wh2_main_uniform_lzd_skink_priest_01			wh2_main_campaign_lzd_ship_agent	wh2_main_campaign_lzd_ship_agent	cam_hero_hu7_skink_staff_and_club	cam_transport_ship_04	cam_transport_ship_04	0	0	0
100410263	wh3_dlc24_art_set_cth_saytang_the_watcher	0	0		none	wh3_dlc24_uniform_cth_saytang_the_watcher			wh3_uniform_cth_ship_agent	wh3_uniform_cth_ship_agent	cam_hero_gi1c_dlc24_saytang_bow	cam_cathayship_01	cam_cathayship_01	0	0	0
1011013955	wh2_dlc10_def_mon_war_hydra_01	0	0		none	wh2_dlc10_uniform_def_mon_war_hydra_boss			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_dr2_hydra	cam_light_ship_05	cam_light_ship_05	0	0	0
1015433499	wh3_dlc24_ksl_hag_witch_death_qb_general	0	0		none	wh3_dlc24_uniform_ksl_cha_hag_witch_01			wh3_uniform_ksl_ship_agent	wh3_uniform_ksl_ship_agent	cam_hero_hu1i_dlc24_hag_witch_sled01	cam_ksl_ship_01	cam_ksl_ship_01	147	0	0
102327455	wh3_main_art_set_sla_herald_of_slaanesh_slaanesh_04	0	0		none	wh3_main_uniform_sla_herald_of_slaanesh_04			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_lord	cam_sla_cha_herald_of_slaanesh_slaanesh_0	cam_slaaneshship_01	cam_slaaneshship_01	0	0	0
1024585720	wh3_prologue_art_set_test	0	0		none	wh3_prologue_general_test			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_shield_prologue	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
1025670840	wh3_dlc20_art_set_chs_sorcerer_tzeentch_mtze_02	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_mtze_02			wh3_uniform_tze_ship_agent	wh3_uniform_tze_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_tze_ship_01	cam_tze_ship_01	164	0	0
1026531551	wh2_main_art_set_def_sorceress_03_fire	0	0		none	wh2_main_uniform_def_sorceress_03			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
