campaign_group	cdir_config_key	value
#cdir_configs_tables;0;db/cdir_configs_tables/data__		
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_DAMAGE_BIG_LOSER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_DAMAGE_BIG_WINNER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_DAMAGE_LOSER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_DAMAGE_WINNER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_LOSSES_BIG_LOSER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_LOSSES_BIG_WINNER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_LOSSES_LOSER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_LOSSES_WINNER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_RESULT_BIG_LOSER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_RESULT_BIG_WINNER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_RESULT_LOSER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_ARMY_RESULT_WINNER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_DAMAGE_BIG_LOSER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_DAMAGE_BIG_WINNER	1.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_DAMAGE_LOSER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_DAMAGE_WINNER	0.5000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_LOSSES_BIG_LOSER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_LOSSES_BIG_WINNER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_LOSSES_LOSER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_LOSSES_WINNER	0.0000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_RESULT_BIG_LOSER	0.2000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_RESULT_BIG_WINNER	0.8000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_RESULT_LOSER	0.9000
wh_main_feature_all	CDIR_CVN_AUTORESOLVER_MODIFIER_NAVY_RESULT_WINNER	1.5000
wh_main_feature_all	CDIR_CVN_BOOST_PLAYER_RIVALS_AMOUNT	500.0000
wh_main_feature_all	CDIR_CVN_BOOST_PLAYER_RIVALS_MAX	5.0000
wh_main_feature_all	CDIR_CVN_BOOST_PLAYER_RIVALS_MIN	5.0000
wh_main_feature_all	CDIR_CVN_BOOST_PLAYER_RIVALS_PERCENTAGE	0.1250
wh_main_feature_all	CDIR_CVN_PLAYER_RIVAL_SCORE_DIPLOMATIC_RELATION_PCT	0.1000
wh_main_feature_all	CDIR_CVN_PLAYER_RIVAL_SCORE_FAME_PCT	0.5000
wh_main_feature_all	CDIR_CVN_PLAYER_RIVAL_SCORE_MINOR_FACTION_WEIGHT	0.3300
wh_main_feature_all	CDIR_CVN_PLAYER_RIVAL_SCORE_PROXIMITY_PCT	0.2000
wh_main_feature_all	CDIR_CVN_PLAYER_RIVAL_SCORE_VICTORY_REGIONS_PCT	0.2000
wh_main_feature_all	CDIR_CVN_UBER_FACTION	0.0000
