group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;2;db/cdir_military_generator_unit_qualities_tables/data__		
Drycha_land_elf	wh2_dlc16_wef_inf_bladesingers_0	tier_3_step_3_units
Drycha_land_elf	wh_dlc05_wef_cav_glade_riders_1	tier_2_step_3_units
Drycha_land_elf	wh_dlc05_wef_inf_deepwood_scouts_0	tier_2_step_3_units
Drycha_land_elf	wh_dlc05_wef_inf_deepwood_scouts_1	tier_2_step_4_units
Drycha_land_elf	wh_dlc05_wef_inf_deepwood_scouts_1_qb	tier_2_step_5_units
Drycha_land_elf	wh_dlc05_wef_inf_glade_guard_0	tier_2_step_1_units
Drycha_land_elf	wh_dlc05_wef_inf_glade_guard_1	tier_2_step_2_units
Drycha_land_elf	wh_dlc05_wef_inf_glade_guard_2	tier_2_step_2_units
Drycha_land_elf	wh_dlc05_wef_inf_wardancers_0	tier_2_step_3_units
Drycha_land_elf	wh_dlc05_wef_inf_wardancers_1	tier_2_step_4_units
Drycha_land_elf	wh_dlc05_wef_inf_waywatchers_0	tier_3_step_2_units
Drycha_land_elf	wh_pro04_wef_inf_wardancers_ror_0	tier_3_rors
Drycha_land_elf	wh_pro04_wef_inf_waywatchers_ror_0	tier_3_rors
Drycha_land_monster	wh2_dlc16_wef_inf_dryads_0_summoned	tier_1_step_1_units
Drycha_land_monster	wh2_dlc16_wef_inf_dryads_ror_0	tier_2_rors
Drycha_land_monster	wh2_dlc16_wef_inf_malicious_dryads_0	tier_2_step_2_units
Drycha_land_monster	wh2_dlc16_wef_mon_ceithin_har_summoned	tier_4_step_2_units
Drycha_land_monster	wh2_dlc16_wef_mon_malicious_treekin_0	tier_2_step_5_units
Drycha_land_monster	wh2_dlc16_wef_mon_malicious_treeman_0	tier_4_step_1_units
Drycha_land_monster	wh2_dlc16_wef_mon_zoats	tier_4_step_2_units
Drycha_land_monster	wh2_dlc16_wef_mon_zoats_ror_0	tier_5_rors
Drycha_land_support	wh2_dlc16_wef_mon_cave_bats	tier_1_step_4_units
Drycha_land_support	wh2_dlc16_wef_mon_feral_manticore	tier_2_step_4_units
Drycha_land_support	wh2_dlc16_wef_mon_giant_spiders_0	tier_2_step_1_units
Drycha_land_support	wh2_dlc16_wef_mon_harpies_0	tier_2_step_1_units
Drycha_land_support	wh2_dlc16_wef_mon_hawks_0	tier_2_step_4_units
Drycha_land_support	wh2_dlc16_wef_mon_spider_hatchlings_0	tier_1_step_3_units
Drycha_land_support	wh2_dlc16_wef_mon_wolves_0	tier_2_step_2_units
Drycha_land_support	wh3_main_monster_feral_bears	tier_2_step_4_units
wh3_default_land_artillery_long_range	wh2_dlc09_tmb_art_casket_of_souls_0	tier_3_step_3_units
wh3_default_land_artillery_long_range	wh2_dlc09_tmb_art_screaming_skull_catapult_0	tier_2_step_3_units
wh3_default_land_artillery_long_range	wh2_dlc11_cst_art_carronade	tier_2_step_3_units
wh3_default_land_artillery_long_range	wh2_dlc11_cst_art_mortar	tier_2_step_2_units
wh3_default_land_artillery_long_range	wh2_dlc11_cst_art_queen_bess	tier_4_rors
wh3_default_land_artillery_long_range	wh2_dlc12_skv_art_warp_lightning_cannon_ror_0	tier_3_rors
wh3_default_land_artillery_long_range	wh2_dlc13_emp_art_great_cannon_imperial_supply	tier_2_step_4_units
wh3_default_land_artillery_long_range	wh2_dlc13_emp_art_helblaster_volley_gun_imperial_supply	tier_3_step_1_units
wh3_default_land_artillery_long_range	wh2_dlc13_emp_art_helstorm_rocket_battery_imperial_supply	tier_3_step_1_units
wh3_default_land_artillery_long_range	wh2_dlc13_emp_art_mortar_ror_0	tier_2_step_4_units
wh3_default_land_artillery_long_range	wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply	tier_4_step_3_units
wh3_default_land_artillery_long_range	wh2_dlc13_emp_veh_steam_tank_imperial_supply	tier_5_units
wh3_default_land_artillery_long_range	wh2_dlc13_emp_veh_steam_tank_ror_0	tier_5_units
wh3_default_land_artillery_long_range	wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	tier_3_step_1_units
wh3_default_land_artillery_long_range	wh2_main_def_art_reaper_bolt_thrower	tier_2_step_3_units
wh3_default_land_artillery_long_range	wh2_main_hef_art_eagle_claw_bolt_thrower	tier_2_step_3_units
wh3_default_land_artillery_long_range	wh2_main_lzd_mon_bastiladon_2	tier_3_step_3_units
wh3_default_land_artillery_long_range	wh2_main_lzd_mon_bastiladon_blessed_2	tier_3_step_3_units
wh3_default_land_artillery_long_range	wh2_main_lzd_mon_stegadon_1	tier_4_step_1_units
wh3_default_land_artillery_long_range	wh2_main_lzd_mon_stegadon_blessed_1	tier_4_step_1_units
wh3_default_land_artillery_long_range	wh2_main_skv_art_plagueclaw_catapult	tier_2_step_5_units
wh3_default_land_artillery_long_range	wh2_main_skv_art_warp_lightning_cannon	tier_2_step_5_units
wh3_default_land_artillery_long_range	wh2_pro06_tmb_mon_bone_giant_0	tier_4_step_2_units
wh3_default_land_artillery_long_range	wh3_dlc23_chd_veh_deathshrieker_rocket_launcher	tier_3_step_4_units
wh3_default_land_artillery_long_range	wh3_dlc23_chd_veh_dreadquake_mortar	tier_4_step_4_units
wh3_default_land_artillery_long_range	wh3_dlc23_chd_veh_iron_daemon_1dreadquake	tier_5_units
wh3_default_land_artillery_long_range	wh3_dlc23_chd_veh_iron_daemon_3payload_qb	tier_3_step_1_units
wh3_default_land_artillery_long_range	wh3_dlc23_chd_veh_iron_daemon_ror_1dreadquake	tier_5_rors
wh3_default_land_artillery_long_range	wh3_dlc23_chd_veh_skullcracker_1dreadquake	tier_5_units
wh3_default_land_artillery_long_range	wh3_dlc25_dwf_art_grudge_thrower_grudge_reward	tier_2_step_3_units
wh3_default_land_artillery_long_range	wh3_dlc25_emp_art_helstorm_rocket_battery_morr	tier_3_step_1_units
wh3_default_land_artillery_long_range	wh3_dlc25_emp_veh_marienburg_land_ship_morr	tier_5_units
wh3_default_land_artillery_long_range	wh3_dlc25_emp_veh_marienburg_land_ship_ror	tier_5_rors
wh3_default_land_artillery_long_range	wh3_dlc25_emp_veh_steam_tank_volley_gun	tier_5_units
wh3_default_land_artillery_long_range	wh3_dlc25_nur_chieftain_art_hellcannon	tier_3_step_3_units
wh3_default_land_artillery_long_range	wh3_dlc25_nur_chieftain_inf_cygor_0	tier_4_step_1_units
wh3_default_land_artillery_long_range	wh3_dlc25_nur_chieftain_veh_dreadquake_mortar	tier_4_step_4_units
wh3_default_land_artillery_long_range	wh3_main_chs_art_hellcannon_prologue	tier_3_step_3_units
wh3_default_land_artillery_long_range	wh3_main_cth_art_fire_rain_rocket_battery_0	tier_3_step_2_units
wh3_default_land_artillery_long_range	wh3_main_cth_art_grand_cannon_0	tier_2_step_5_units
wh3_default_land_artillery_long_range	wh3_main_kho_veh_skullcannon_0	tier_3_step_2_units
wh3_default_land_artillery_long_range	wh3_main_ksl_veh_little_grom_0	tier_3_step_5_units
wh3_default_land_artillery_long_range	wh3_main_ogr_mon_stonehorn_1	tier_5_units
wh3_default_land_artillery_long_range	wh3_main_ogr_veh_gnoblar_scraplauncher_0	tier_2_step_5_units
wh3_default_land_artillery_long_range	wh3_main_ogr_veh_ironblaster_0	tier_4_step_3_units
wh3_default_land_artillery_long_range	wh3_main_pro_ksl_veh_little_grom_0	tier_3_step_5_units
wh3_default_land_artillery_long_range	wh_dlc03_bst_inf_cygor_0	tier_4_step_1_units
wh3_default_land_artillery_long_range	wh_dlc04_emp_art_hammer_of_the_witches_0	tier_3_rors
wh3_default_land_artillery_long_range	wh_dlc04_emp_art_sunmaker_0	tier_4_rors
wh3_default_land_artillery_long_range	wh_dlc04_emp_veh_templehof_luminark_0	tier_4_rors
wh3_default_land_artillery_long_range	wh_dlc06_dwf_art_bolt_thrower_0	tier_2_step_3_units
wh3_default_land_artillery_long_range	wh_dlc06_dwf_art_gob_lobber_0	tier_2_rors
wh3_default_land_artillery_long_range	wh_dlc06_grn_art_hammer_of_gork_0	tier_2_rors
wh3_default_land_artillery_long_range	wh_dlc07_brt_art_blessed_field_trebuchet_0	tier_2_step_4_units
wh3_default_land_artillery_long_range	wh_dlc08_nor_art_hellcannon_battery	tier_5_rors
wh3_default_land_artillery_long_range	wh_main_brt_art_field_trebuchet	tier_2_step_2_units
wh3_default_land_artillery_long_range	wh_main_chs_art_hellcannon	tier_3_step_3_units
wh3_default_land_artillery_long_range	wh_main_dwf_art_cannon	tier_2_step_4_units
wh3_default_land_artillery_long_range	wh_main_dwf_art_cannon_malakai	tier_2_step_4_units
wh3_default_land_artillery_long_range	wh_main_dwf_art_grudge_thrower	tier_2_step_3_units
wh3_default_land_artillery_long_range	wh_main_dwf_art_organ_gun	tier_3_step_1_units
wh3_default_land_artillery_long_range	wh_main_dwf_art_organ_gun_malakai	tier_3_step_1_units
wh3_default_land_artillery_long_range	wh_main_emp_art_great_cannon	tier_2_step_4_units
wh3_default_land_artillery_long_range	wh_main_emp_art_helblaster_volley_gun	tier_3_step_1_units
wh3_default_land_artillery_long_range	wh_main_emp_art_helstorm_rocket_battery	tier_3_step_1_units
wh3_default_land_artillery_long_range	wh_main_emp_art_mortar	tier_2_step_2_units
