key	picture_in_picture	offset_angle	offset_range	circumvent_cooldown	cinematic_event	icon_name	ui_duration_ms	has_worldspace_ui_ping
#aide_de_camp_speeches_tables;8;db/aide_de_camp_speeches_tables/data__								
adc_allied_general_injured	true	0.0000	11.0000	true		icon_death	10000	true
adc_allied_general_killed	true	0.0000	11.0000	false		icon_death	10000	true
adc_allies_come_under_player_control	true	0.0000	3.0000	false		icon_adc_reinforcements	10000	true
adc_ally_reinforcements	true	0.0000	11.0000	true		icon_adc_reinforcements	15000	true
adc_enemy_attacking_gates	false	0.0000	3.0000	false		icon_attacking_gates	10000	true
adc_enemy_capturing_gates	false	0.0000	3.0000	false		icon_gates	5000	true
adc_enemy_capturing_victory_point	false	0.0000	3.0000	false		icon_capture_point	5000	true
adc_enemy_flying_units_must_land	false	0.0000	3.0000	true		icon_flying_units_withdraw	10000	false
adc_enemy_fort_about_to_be_captured	true	0.0000	11.0000	false		icon_capture_point	10000	true
adc_enemy_gate_captured	true	0.0000	11.0000	true		icon_gates	10000	true
adc_enemy_gate_destroyed	true	0.0000	11.0000	true		icon_attacking_gates	10000	true
adc_enemy_general_appears	true	0.0000	3.0000	false		icon_adc_reinforcements	10000	true
adc_enemy_general_injured	true	0.0000	11.0000	true		icon_death	10000	true
adc_enemy_general_killed	true	0.0000	11.0000	false		icon_death	10000	true
adc_enemy_hidden_unit_spotted	true	0.0000	20.0000	false		icon_spotted	10000	true
adc_enemy_ladders_docked	false	0.0000	3.0000	false		icon_ladders_docked	10000	true
adc_enemy_point_captured	true	0.0000	11.0000	false		icon_capture_point	10000	true
adc_enemy_reclaimed_victory_point	false	0.0000	3.0000	false		icon_capture_point	5000	true
adc_enemy_reinforcements	true	0.0000	11.0000	true		icon_adc_reinforcements	15000	true
adc_enemy_siege_equipment_destroyed	false	0.0000	3.0000	false		icon_siege_equipment_destroyed	10000	true
adc_enemy_toggle_building_attacked	false	0.0000	3.0000	true		icon_gates	5000	true
adc_enemy_toggle_building_destroyed	false	0.0000	3.0000	true		icon_death	5000	true
adc_enemy_tower_captured	true	0.0000	55.0000	true		icon_tower	10000	true
adc_enemy_tower_destroyed	true	0.0000	55.0000	true		icon_tower	10000	true
adc_enemy_unit_spawned_from_army_ability	false	0.0000	3.0000	true		default	10000	true
adc_losing	false	0.0000	55.0000	false		icon_capture_point	10000	false
adc_neutral_point_captured	false	0.0000	11.0000	false		icon_capture_point	10000	true
adc_own_ally_attacked	false	0.0000	3.0000	false		icon_ally_attacked	7000	true
adc_own_ally_destroyed	false	0.0000	12.0000	false		icon_death	10000	true
adc_own_attacking_gates	false	0.0000	3.0000	false		icon_attacking_gates	10000	true
adc_own_capturing_gates	false	0.0000	3.0000	false		icon_gates	10000	true
adc_own_capturing_victory_point	false	0.0000	3.0000	false		icon_capture_point	5000	true
adc_own_flying_units_must_land	false	0.0000	3.0000	true		icon_flying_units_withdraw	10000	false
adc_own_fort_about_to_be_captured	true	0.0000	11.0000	true		icon_capture_point	10000	true
adc_own_gate_captured	true	0.0000	11.0000	true		icon_gates	10000	true
adc_own_gate_destroyed	true	0.0000	11.0000	true		icon_gates	10000	true
adc_own_general_attacked	true	0.0000	11.0000	true		icon_ally_attacked	7000	true
adc_own_general_injured	true	0.0000	11.0000	true		icon_death	10000	true
adc_own_general_killed	true	0.0000	11.0000	true		icon_death	10000	true
adc_own_hidden_unit_spotted	true	0.0000	20.0000	false		icon_spotted	10000	true
adc_own_ladders_docked	false	0.0000	3.0000	false		icon_ladders_docked	10000	true
adc_own_point_captured	true	0.0000	11.0000	false		icon_capture_point	10000	true
adc_own_reclaimed_victory_point	false	0.0000	3.0000	false		icon_capture_point	5000	true
adc_own_reinforcements	true	0.0000	11.0000	true		icon_adc_reinforcements	15000	true
adc_own_ship_being_boarded	true	0.0000	55.0000	false		icon_ally_attacked	10000	true
adc_own_ship_on_fire	true	0.0000	3.0000	false		icon_ally_attacked	10000	true
adc_own_siege_equipment_destroyed	false	0.0000	3.0000	false		icon_siege_equipment_destroyed	10000	true
adc_own_toggle_building_attacked	false	0.0000	3.0000	true		icon_gates	5000	true
adc_own_toggle_building_destroyed	false	0.0000	3.0000	true		icon_death	5000	true
adc_own_tower_captured	true	0.0000	55.0000	true		icon_tower	10000	true
adc_own_tower_destroyed	true	0.0000	55.0000	false		icon_tower	10000	true
adc_own_unit_berserk	false	0.0000	11.0000	false		icon_ally_attacked	10000	true
adc_own_unit_lost	true	0.0000	11.0000	false		icon_routing	7000	true
adc_own_unit_out_of_ammo	true	0.0000	11.0000	false		icon_ally_attacked	7000	true
adc_own_unit_rallied	false	0.0000	3.0000	true		icon_rally	10000	true
adc_own_unit_routed	true	0.0000	11.0000	false		icon_routing	10000	true
adc_own_unit_wavering	false	0.0000	3.0000	false		icon_routing	7000	true
adc_walls_breached	true	0.0000	11.0000	true		icon_gates	10000	true
adc_winning	false	0.0000	55.0000	false		icon_capture_point	10000	false
