id	battle_type	modifier_group_applied	modifier_value_multiplier_mechanic	player_type
#autoresolver_modifier_group_lookups_tables;0;db/autoresolver_modifier_group_lookups_tables/data__				
1014169208	survival_easy	wh_global_reduced_morale_dmg	none	any
1043734002	bridge_generic	wh_difficulty_kps_multiplier_penalty_vhard	none	human_vs_ai_vhard
1044782589	settlement_generic_land	wh_difficulty_kps_multiplier_penalty_vhard	none	human_vs_ai_vhard
1046171241	generic_battle	wh_difficulty_kps_multiplier_penalty_hard	none	human_vs_ai_hard
1106134543	survival	wh3_survival_battle_bonus	none	human_vs_ai_normal
1127239174	minor_settlement_generic_land	wh_global_cavalry_melee_kps_multiplier_bonus	none	any
1170379648	ambush_generic	wh_difficulty_kps_multiplier_penalty_easy	none	human_vs_ai_easy
1174749249	ambush_generic	wh_global_cavalry_melee_kps_multiplier_bonus	none	any
1185348418	bridge_generic	wh_difficulty_kps_multiplier_penalty_hard	none	human_vs_ai_hard
1192722051	survival	wh_global_cavalry_melee_kps_multiplier_bonus	none	any
1202167369	settlement_generic_land	wh_difficulty_kps_multiplier_penalty_normal	none	human_vs_ai_normal
1220986645	survival	wh3_survival_battle_bonus	none	human_vs_ai_easy
1221348411	minor_settlement_generic_land	wh_difficulty_kps_multiplier_penalty_normal	none	human_vs_ai_normal
1235307824	settlement_generic_land	wh_difficulty_kps_multiplier_penalty_legendary	none	human_vs_ai_legendary
1240625629	settlement_generic_naval	wh_difficulty_kps_multiplier_penalty_easy	none	human_vs_ai_easy
1241690159	settlement_generic_land	wh_global_cavalry_melee_kps_multiplier_bonus	none	any
1288746811	survival	wh_global_ranged_kps_penalty	none	any
1291727635	bridge_generic	wh_global_ranged_kps_penalty	none	any
1308768290	ambush_generic	wh_difficulty_kps_multiplier_penalty_vhard	none	human_vs_ai_vhard
1331381047	settlement_generic_naval	wh_difficulty_kps_multiplier_penalty_hard	none	human_vs_ai_hard
1352285935	survival_hard	wh3_survival_battle_bonus_hard	none	human_vs_ai_easy
1359517594	survival_hard	wh3_survival_battle_bonus_hard	none	human_vs_ai_vhard
13817570	settlement_generic_naval	wh_difficulty_kps_multiplier_penalty_vhard	none	human_vs_ai_vhard
1383550442	fortify_battle	wh_global_reduced_morale_dmg	none	any
1384650025	bridge_generic	wh_global_cavalry_melee_kps_multiplier_bonus	none	any
1405293036	settlement_generic_naval	wh_difficulty_kps_multiplier_penalty_normal	none	human_vs_ai_normal
1409059454	survival_easy	wh3_survival_battle_bonus_easy	none	human_vs_ai_vhard
1411367882	fortify_battle	wh_difficulty_kps_multiplier_penalty_vhard	none	human_vs_ai_vhard
142661	settlement_generic_naval	wh_strong_ranged_kps_multiplier_penalty	none	ai_vs_human
142805258	settlement_generic_land	wh_strong_ranged_kps_multiplier_penalty	none	ai_vs_human
1468883184	generic_battle	wh_global_ranged_kps_penalty	none	any
1493731898	bridge_generic	wh_global_reduced_morale_dmg	none	any
1532798465	settlement_generic_land	wh_global_reduced_morale_dmg	none	any
153671093	survival_easy	wh3_survival_battle_bonus_easy	none	human_vs_ai_legendary
154780141	minor_settlement_generic_land	wh_difficulty_kps_multiplier_penalty_legendary	none	human_vs_ai_legendary
1558737803	fortify_battle	wh_difficulty_kps_multiplier_penalty_normal	none	human_vs_ai_normal
1564832865	minor_settlement_generic_land	wh_difficulty_kps_multiplier_penalty_hard	none	human_vs_ai_hard
1571383635	settlement_generic_land	wh_settlement_human_v_ai_penalty	none	attacking_ai_vs_human
1581884186	generic_battle	wh_difficulty_kps_multiplier_penalty_normal	none	human_vs_ai_normal
1672381156	minor_settlement_generic_land	wh_settlement_human_v_ai_penalty	none	attacking_ai_vs_human
1686389522	survival_hard	wh_global_reduced_morale_dmg	none	any
1725022176	survival	wh3_survival_battle_bonus	none	human_vs_ai_hard
1754630503	survival	wh3_survival_battle_bonus	none	human_vs_ai_vhard
1790832745	survival_hard	wh_global_ranged_kps_penalty	none	any
1791317654	settlement_generic_land	wh_siege_eq_multiplier_bonus	siege_equipment_strength	any
1807608137	survival_easy	wh_global_cavalry_melee_kps_multiplier_bonus	none	any
1810147711	settlement_generic_land	wh_difficulty_kps_multiplier_penalty_hard	none	human_vs_ai_hard
1812833047	survival	wh_global_reduced_morale_dmg	none	any
1874700765	survival_easy	wh3_survival_battle_bonus_easy	none	human_vs_ai_normal
1876980458	generic_battle	wh_global_reduced_morale_dmg	none	any
1882174550	minor_settlement_generic_land	wh_global_ranged_kps_penalty	none	any
1905269117	minor_settlement_generic_land	wh_difficulty_kps_multiplier_penalty_easy	none	human_vs_ai_easy
1932282026	fortify_battle	wh_difficulty_kps_multiplier_penalty_easy	none	human_vs_ai_easy
1948079639	settlement_generic_land	wh_global_ranged_kps_penalty	none	any
1993577141	minor_settlement_generic_naval	wh_difficulty_kps_multiplier_penalty_easy	none	human_vs_ai_easy
2004997384	generic_battle	wh_difficulty_kps_multiplier_penalty_legendary	none	human_vs_ai_legendary
2005502286	minor_settlement_generic_naval	wh_difficulty_kps_multiplier_penalty_normal	none	human_vs_ai_normal
2017673432	ambush_generic	wh_strong_ranged_kps_multiplier_penalty	none	defender_target
2048971657	survival_hard	wh_global_cavalry_melee_kps_multiplier_bonus	none	any
208336007	survival_hard	wh3_survival_battle_bonus_hard	none	human_vs_ai_legendary
2101092419	minor_settlement_generic_naval	wh_global_ranged_kps_penalty	none	any
2123905617	minor_settlement_generic_naval	wh_difficulty_kps_multiplier_penalty_vhard	none	human_vs_ai_vhard
24679972	minor_settlement_generic_land	wh_strong_ranged_kps_multiplier_penalty	none	ai_vs_human
28176345	generic_battle	wh_global_cavalry_melee_kps_multiplier_bonus	none	any
302653893	ambush_generic	wh_difficulty_kps_multiplier_penalty_normal	none	human_vs_ai_normal
308715291	survival_hard	wh3_survival_battle_bonus_hard	none	human_vs_ai_normal
312810150	minor_settlement_generic_naval	wh_strong_ranged_kps_multiplier_penalty	none	ai_vs_human
320848697	survival_hard	wh3_survival_battle_bonus_hard	none	human_vs_ai_hard
326995393	bridge_generic	wh_strong_ranged_kps_multiplier_penalty	none	ai_vs_human
332382935	fortify_battle	wh_global_cavalry_melee_kps_multiplier_bonus	none	any
376512927	minor_settlement_generic_land	wh_settlement_human_v_ai_bonus	none	defending_human_vs_ai
401085814	ambush_generic	wh_global_reduced_morale_dmg	none	any
419495433	fortify_battle	wh_global_ranged_kps_penalty	none	any
420243805	minor_settlement_generic_naval	wh_difficulty_kps_multiplier_penalty_legendary	none	human_vs_ai_legendary
428057628	survival	wh3_survival_battle_bonus	none	human_vs_ai_legendary
443153974	ambush_generic	wh_strong_ranged_kps_multiplier_penalty	none	ai_vs_human
444908540	settlement_generic_land	wh_strong_kps_multiplier_bonus	none	defender_target
488095027	settlement_generic_naval	wh_global_ranged_kps_penalty	none	any
495060402	settlement_generic_naval	wh_difficulty_kps_multiplier_penalty_legendary	none	human_vs_ai_legendary
505422286	settlement_generic_land	wh_difficulty_kps_multiplier_penalty_easy	none	human_vs_ai_easy
506022522	minor_settlement_generic_naval	wh_difficulty_kps_multiplier_penalty_hard	none	human_vs_ai_hard
509144316	survival_easy	wh3_survival_battle_bonus_easy	none	human_vs_ai_easy
520792879	minor_settlement_generic_land	wh_difficulty_kps_multiplier_penalty_vhard	none	human_vs_ai_vhard
54370030	generic_battle	wh_difficulty_kps_multiplier_penalty_vhard	none	human_vs_ai_vhard
544626621	bridge_generic	wh_difficulty_kps_multiplier_penalty_normal	none	human_vs_ai_normal
555307723	settlement_generic_naval	wh_global_reduced_morale_dmg	none	any
574777742	settlement_generic_land	wh_siege_eq_multiplier_ai_v_human_bonus	siege_equipment_strength	ai_vs_human
602452303	generic_battle	wh_difficulty_kps_multiplier_penalty_easy	none	human_vs_ai_easy
631794111	bridge_generic	wh_difficulty_kps_multiplier_penalty_legendary	none	human_vs_ai_legendary
639146594	minor_settlement_generic_naval	wh_global_reduced_morale_dmg	none	any
663859623	minor_settlement_generic_land	wh_global_reduced_morale_dmg	none	any
675974344	bridge_generic	wh_difficulty_kps_multiplier_penalty_easy	none	human_vs_ai_easy
679356213	fortify_battle	wh_difficulty_kps_multiplier_penalty_hard	none	human_vs_ai_hard
692248369	ambush_generic	wh_difficulty_kps_multiplier_penalty_hard	none	human_vs_ai_hard
711464657	ambush_generic	wh_strong_kps_multiplier_bonus	none	attacker_target
812948677	fortify_battle	wh_difficulty_kps_multiplier_penalty_legendary	none	human_vs_ai_legendary
821715815	settlement_generic_land	wh_settlement_human_v_ai_bonus	none	defending_human_vs_ai
854525417	fortify_battle	wh_moderate_kps_multiplier_bonus	none	defender_target
858371654	ambush_generic	wh_no_retreat	none	defender_target
892149268	fortify_battle	wh_strong_ranged_kps_multiplier_penalty	none	ai_vs_human
897942473	generic_battle	wh_strong_ranged_kps_multiplier_penalty	none	ai_vs_human
91250603	ambush_generic	wh_difficulty_kps_multiplier_penalty_legendary	none	human_vs_ai_legendary
962276386	survival_easy	wh3_survival_battle_bonus_easy	none	human_vs_ai_hard
978443428	ambush_generic	wh_global_ranged_kps_penalty	none	any
982382671	survival_easy	wh_global_ranged_kps_penalty	none	any
