id	culture	faction	remove	set	subculture
#faction_set_items_tables;1;db/faction_set_items_tables/data__					
1000566289		wh3_dlc20_chs_sigvald	false	slaaneshi_factions	
1000924628	wh3_main_kho_khorne		false	anc_set_multi_chaos_khorne_daemons	
1003702878		wh3_dlc24_tze_the_deceivers	false	all_vanilla_playable_factions	
1007568514	wh3_main_kho_khorne		false	wh3_dlc25_nur_chieftain_battle_cultures_kazyk	
1011902435	wh3_main_dae_daemons		false	anc_set_multi_khorne_daemons	
1013267726		wh3_dlc27_sla_masque_of_slaanesh	true	wh3_dcl27_seductive_influence	
1013720493	wh3_main_sla_slaanesh		false	anc_set_exclusive_slaanesh	
1015424389		wh3_main_nur_bubonic_swarm	false	wh3_dlc27_all_regular_factions	
101669590		wh3_dlc27_the_narj	false	norscan_homeland_factions	
1021930660	wh2_dlc11_cst_vampire_coast		false	wh3_dlc25_nur_chieftain_battle_cultures_bray_shaman	
1022647763		wh_dlc05_wef_cavaroc	false	wh3_dlc27_all_regular_factions	
1026085983			false	anc_set_multi_sc_pro_khorne_pro_tzeentch_daemons_nurgle_slaanesh_tzeentch	wh3_main_pro_sc_tze_tzeentch
1026094513		wh_main_grn_skull-takerz	false	wh3_dlc27_all_regular_factions	
1027525207		wh3_dlc26_kho_skulltaker	false	all_vanilla_playable_factions	
1027720154		wh3_main_grn_da_cage_breakaz	false	wh3_dlc27_all_regular_factions	
1029431508		wh3_main_rogue_argfluxs_pyrocasters	true	disabled_diplomacy_with_kurgan_warband	
1032542038		wh_main_brt_bretonnia	false	all_vanilla_playable_factions	
1034812970		wh2_dlc11_cst_shanty_dragon_spine_privateers	false	wh3_dlc27_all_regular_factions	
1035793687	wh3_main_ksl_kislev		false	anc_set_multi_kislev_norsca_bretonnia_chaos_dwarfs_empire_vampire_counts	
1037464173	wh3_main_cth_cathay		false	wh3_dlc25_nur_chieftain_battle_cultures_exalted_hero	
1041954819		wh3_dlc20_nor_yusak	false	norscan_homeland_factions	
104213609	wh_dlc08_nor_norsca		false	plague_effect_set_beastmen_positive	
1045443461		wh_main_chs_chaos	true	slaanesh_seducible_factions	
1046189994	wh2_main_lzd_lizardmen		false	wh3_dlc25_nur_chieftain_battle_cultures_werekin	
1050167684		wh2_dlc17_nor_deadwood_ravagers	false	norscan_homeland_factions	
1050280791			false	FavouredCorruptionNone	wh3_main_sc_ksl_kislev
10504072		wh2_dlc11_cst_shanty_shark_straight_seadogs	false	wh3_dlc27_all_regular_factions	
1054510319		wh3_main_ogr_goldtooth	false	all_vanilla_playable_factions	
1054587353		wh2_dlc13_emp_the_huntmarshals_expedition	false	all_vanilla_playable_factions	
1056676854		wh_dlc05_wef_cythral	false	wh3_dlc27_all_regular_factions	
1058636989		wh3_main_rogue_scaberaxs_gluttons	true	disabled_diplomacy_with_kurgan_warband	
1060733762		wh2_main_skv_clan_skryre	false	all_vanilla_playable_factions	
1061690902	wh3_main_sla_slaanesh		false	slaaneshi_factions	
1062641115		wh2_dlc17_bst_taurox	false	all_vanilla_playable_factions	
1063007496		wh3_main_cth_imperial_wardens	false	wh3_dlc27_all_regular_factions	
1065479926	wh_dlc05_wef_wood_elves		false	faction_set_civil	
1066537879		wh2_dlc15_hef_imrik	false	wh3_dlc27_hef_playable_except_tyrion	
1069380508		wh3_main_chs_khazag	false	wh3_dlc27_all_regular_factions	
1073499267		wh2_dlc11_cst_shanty_shark_straight_seadogs	false	FavouredCorruptionVampiric	
1074346653		wh3_main_chs_shadow_legion	true	slaanesh_seducible_factions	
107660039		wh_dlc08_nor_norsca	false	all_vanilla_playable_factions	
1080539341		wh3_main_ksl_the_great_orthodoxy	false	wh3_dlc27_all_regular_factions	
1081455			false	FavouredCorruptionNone	wh_dlc05_sc_wef_wood_elves
1084899148	wh_main_emp_empire		false	wh3_dlc25_nur_chieftain_battle_cultures_exalted_hero	
1085327641	wh3_main_nur_nurgle		true	disabled_diplomacy_with_kurgan_warband	
1087933035		wh2_dlc15_grn_skull_crag	false	wh3_dlc27_all_regular_factions	
1090053460		wh2_dlc16_grn_naggaroth_orcs	false	wh3_dlc27_all_regular_factions	
1094205387	wh2_main_skv_skaven		true	disabled_diplomacy_with_kurgan_warband	
1095346438		wh2_dlc13_wef_laurelorn_forest	false	wh3_dlc27_all_regular_factions	
1096045972		wh3_main_rogue_legion_of_gorehath	true	disabled_diplomacy_with_kurgan_warband	
1096559743		wh3_dlc20_chs_festus	false	wh3_dlc27_all_regular_factions	
1097408439		wh2_main_hef_nagarythe	false	wh3_dlc27_hef_playable_except_tyrion	
1099833299		wh_dlc05_wef_argwylon	false	wh3_dlc27_all_regular_factions	
110121055	wh_main_vmp_vampire_counts		false	anc_set_exclusive_vampire_counts	
1101375947		wh2_main_rogue_vmp_heirs_of_mourkain	false	FavouredCorruptionVampiric	
1102139575		wh2_main_def_dark_elves	false	wh3_dlc27_all_regular_factions	
1103133037		wh3_dlc20_brt_march_of_couronne	false	wh3_dlc27_all_regular_factions	
1104363736		wh_main_emp_averland	false	wh3_dlc27_all_regular_factions	
1106762547		wh_main_grn_red_fangs	false	wh3_dlc27_all_regular_factions	
1112741527		wh_main_grn_orcs_of_the_bloody_hand	false	all_vanilla_playable_factions	
1114497360			false	anc_set_exclusive_sc_kislev_except_mother_ostankya	wh3_main_sc_ksl_kislev
1116991094		wh3_dlc27_nor_avags	false	wh3_dlc27_all_regular_factions	
1120404203	wh_main_emp_empire		false	anc_set_multi_kislev_bretonnia_empire	
1123308574		wh3_dlc27_hef_aislinn	false	wh3_dlc27_hef_playable_except_tyrion	
1125280349		wh3_main_rogue_shadow_legion	true	disabled_diplomacy_with_realm_factions	
1125624773		wh3_main_dae_daemon_prince	true	all_except_daemon_prince_faction	
1126296585		wh3_dlc20_chs_azazel	false	FavouredCorruptionSlaanesh	
112656605		wh2_main_hef_yvresse	false	all_vanilla_playable_factions	
1129706930		wh2_main_hef_yvresse	false	hef_playable_factions	
11299814		wh3_main_rogue_the_glothal_brood	false	FavouredCorruptionNurgle	
1130580523		wh3_dlc24_ksl_daughters_of_the_forest	true	kislev_excluding_mother_ostankya	
1133565279		wh2_main_lzd_teotiqua	false	wh3_dlc27_all_regular_factions	
1135931030		wh3_dlc24_cth_the_celestial_court	false	wh3_dlc27_all_regular_factions	
1138639094		wh3_dlc27_sla_the_tormentors	true	wh3_dcl27_seductive_influence	
1139157765		wh_main_dwf_karak_izor	false	dwarf_playable_factions	
1140008234		wh3_dlc24_ksl_daughters_of_the_forest	false	all_vanilla_playable_factions	
1140053883	wh_main_emp_empire		false	anc_set_multi_kislev_norsca_bretonnia_chaos_dwarfs_empire_vampire_counts	
114359364		wh3_main_nur_septic_claw	false	wh3_dlc27_all_regular_factions	
1145946440	wh2_main_hef_high_elves		false	wh3_dlc25_emp_electoral_machination_target_factions	
1146780571		wh3_main_rogue_the_fluxion_host	true	disabled_diplomacy_with_kurgan_warband	
11469532	wh_main_brt_bretonnia		false	faction_set_civil	
1148773824		wh2_dlc09_tmb_followers_of_nagash	false	all_vanilla_playable_factions	
1149379854		wh3_dlc26_kho_skulltaker	false	wh3_dlc27_all_regular_factions	
114942964			true	plague_effect_set_daemon_prince_negative	wh3_main_sc_nur_nurgle
1154128015		wh3_main_ogr_fulg	false	wh3_dlc27_all_regular_factions	
1156317795	wh_main_grn_greenskins		false	faction_set_destructive	
1156703977		wh_main_vmp_schwartzhafen	false	wh3_dlc27_all_regular_factions	
1157622899		wh_dlc05_brt_gisoroux	false	wh3_dlc27_all_regular_factions	
1160035281		wh3_dlc20_nor_kuj	false	wh3_dlc27_all_regular_factions	
1160986834	wh2_main_lzd_lizardmen		false	faction_set_civil	
1162509988		wh_main_dwf_karak_ziflin	false	wh3_dlc27_all_regular_factions	
1167898982		wh2_main_def_cult_of_pleasure	true	disabled_diplomacy_with_kurgan_warband	
1168884281		wh3_main_kho_exiles_of_khorne	false	all_vanilla_playable_factions	
1169389179	wh3_main_dae_daemons		false	anc_set_multi_tzeentch_daemons	
1174368687		wh2_dlc09_tmb_lybaras	false	wh3_dlc27_all_regular_factions	
1174847201			false	anc_set_multi_sc_pro_khorne_pro_tzeentch_daemons_nurgle_slaanesh_tzeentch	wh3_main_sc_tze_tzeentch
1177207969		wh2_main_def_naggarond	false	all_vanilla_playable_factions	
1180044268	wh3_main_nur_nurgle		false	anc_set_multi_tzeentch_daemons_nurgle_slaanesh	
1182483666	wh3_main_dae_daemons		true	plague_effect_set_beastmen_negative	
1187132978		wh3_main_kho_exiles_of_khorne	false	factions_allowed_to_teleport	
1188568057		wh_main_nor_varg	false	kurgan_warband_war_exceptions	
1191802442		wh2_main_hef_avelorn	false	wh3_dlc27_hef_playable_except_tyrion	
1192796897	wh_main_brt_bretonnia		false	anc_set_exclusive_bretonnia	
1196225252		wh_main_dwf_karak_kadrin	false	dwarf_playable_factions	
1197108102		wh2_dlc17_nor_deadwood_ravagers	false	wh3_dlc27_all_regular_factions	
1197649329		wh3_main_ie_vmp_sires_of_mourkain	false	wh3_dlc27_all_regular_factions	
1198967590			false	FavouredCorruptionSlaanesh	wh3_main_sc_sla_slaanesh
1201296148	wh_dlc03_bst_beastmen		true	disabled_diplomacy_with_kurgan_warband	
1202556869		wh3_dlc20_nor_tong	false	wh3_dlc27_all_regular_factions	
1202820289	wh_dlc08_nor_norsca		false	faction_set_destructive	
1203823631		wh3_dlc23_chd_zhatan	false	chaos_dwarf_playable_factions	
1205741139		wh3_dlc25_nur_tamurkhan	false	wh3_dlc27_all_regular_factions	
1210550009		wh2_main_skv_clan_pestilens	true	plague_effect_set_skaven_negative	
121103735			false	all	
121173798		wh_dlc03_bst_beastmen	false	wh3_dlc27_all_regular_factions	
1212883527		wh2_main_hef_avelorn	false	wh3_dlc27_all_regular_factions	
1214463978			false	plague_effect_set_daemon_prince_negative	
1216259151		wh2_main_lzd_last_defenders	false	wh3_dlc27_all_regular_factions	
1216937724		wh3_dlc20_chs_valkia	true	all_except_khorne_dwarfs	
1217566525		wh3_main_rogue_the_fluxion_host	true	FavouredCorruptionUndivided	
1219358220		wh3_main_nur_poxmakers_of_nurgle	false	all_vanilla_playable_factions	
1219890773		wh2_main_hef_avelorn	false	hef_playable_factions	
1220732739	wh2_main_hef_high_elves		false	wh3_dlc25_nur_chieftain_battle_cultures_fimir_balefiend	
1221347030		wh_dlc05_wef_arranoc	false	wh3_dlc27_all_regular_factions	
1222496965			false	anc_set_multi_sc_pro_khorne_pro_tzeentch_daemons_nurgle_slaanesh_tzeentch	wh3_main_sc_nur_nurgle
1222822332		wh_main_nor_baersonling	false	wh3_dlc27_all_regular_factions	
1223476029		wh2_main_hef_avelorn	false	wh3_dlc27_hef_aislinn_tracked_factions	
1223806374	wh3_main_sla_slaanesh		true	plague_effect_set_beastmen_negative	
122497524		wh_main_nor_bjornling	false	wh3_dlc27_all_regular_factions	
1225113120			false	anc_set_exclusive_sc_tzeentch	wh3_main_sc_tze_tzeentch
1227332033		wh3_main_rogue_the_bloody_harvest	true	disabled_diplomacy_with_realm_factions	
1227666607		wh2_main_rogue_the_wandering_dead	true	disabled_diplomacy_with_realm_factions	
1228095742		wh2_main_def_hag_graef	false	all_vanilla_playable_factions	
1229475011		wh_main_dwf_karak_azul	false	wh3_dlc27_all_regular_factions	
1231523866		wh3_dlc20_nor_dolgan	false	all_vanilla_playable_factions	
1235446327	wh3_main_dae_daemons		false	wh3_dlc25_nur_chieftain_battle_cultures_kazyk	
1237779300		wh2_dlc13_emp_the_huntmarshals_expedition	false	wh2_dlc13_emp_the_huntmarshals_expedition	
1238355633		wh3_main_ogr_rock_skulls	false	wh3_dlc27_all_regular_factions	
1241781114		wh_main_dwf_karak_norn	false	wh3_dlc27_all_regular_factions	
1242996875		wh3_dlc23_chd_minor_faction	false	wh3_dlc27_all_regular_factions	
1243802891		wh3_dlc26_kho_arbaal	false	all_vanilla_playable_factions	
1245378925		wh_main_dwf_dwarfs	false	dwarf_playable_factions	
1250958307		wh2_dlc17_bst_malagor	false	all_vanilla_playable_factions	
1251866724		wh3_main_tze_broken_wheel	false	wh3_dlc27_all_regular_factions	
1252846823		wh3_dlc20_chs_valkia	false	FavouredCorruptionKhorne	
1253258502			false	kurgan_warband_war_exceptions	wh3_main_sc_kho_khorne
1254565750		wh_main_brt_artois	false	wh3_dlc27_all_regular_factions	
1254669635		wh3_main_ogr_treehammers	false	wh3_dlc27_all_regular_factions	
1255452809		wh3_dlc27_the_narj	false	all_vanilla_playable_factions	
1255531827		wh2_main_nor_aghol	false	norscan_homeland_factions	
1256426635		wh3_main_ogr_disciples_of_the_maw	false	wh3_dlc27_all_regular_factions	
1257657471		wh3_main_rogue_the_bloody_harvest	true	FavouredCorruptionUndivided	
1258585587			false	slaanesh_seducible_factions	wh_dlc08_sc_nor_norsca
126240446		wh2_dlc16_chs_acolytes_of_the_keeper	false	wh3_dlc27_all_regular_factions	
1265255398		wh3_main_skv_clan_skrat	false	wh3_dlc27_all_regular_factions	
1265743801			false	plague_effect_set_daemon_prince_positive	wh3_main_sc_dae_daemons
1270330820	wh_main_dwf_dwarfs		false	wh3_dlc25_nur_chieftain_battle_cultures_castellan	
12716482		wh3_dlc20_chs_azazel	false	champions_factions	
1273132779	wh2_main_skv_skaven		false	all_skaven_culture	
1276065460			false	anc_set_multi_sc_pro_khorne_pro_tzeentch_daemons_nurgle_slaanesh_tzeentch	wh3_main_sc_dae_daemons
1279603474		wh3_dlc20_chs_vilitch	true	slaanesh_seducible_factions	
1281169338		wh3_dlc23_chd_conclave	false	wh3_dlc27_all_regular_factions	
1282890923	wh_main_brt_bretonnia		false	wh3_dlc25_nur_chieftain_battle_cultures_exalted_hero	
1283992039	wh3_main_ksl_kislev		false	wh3_dlc25_nur_chieftain_battle_cultures_exalted_hero	
1287831934		wh3_dlc20_chs_festus	true	plague_effect_set_skaven_negative	
1288633344		wh3_dlc20_nor_kuj	false	kurgan_warband_war_exceptions	
1289946001		wh2_main_skv_clan_skryre	false	wh3_dlc27_all_regular_factions	
