faction	stance
#campaign_stances_factions_junctions_tables;0;db/campaign_stances_factions_junctions_tables/data__	
wh2_dlc09_rogue_black_creek_raiders	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_rogue_dwellers_of_zardok	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_rogue_eyes_of_the_jungle	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_rogue_pilgrims_of_myrmidia	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_skv_clan_rictus	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_skv_clan_rictus_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_tmb_dune_kingdoms	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_tmb_exiles_of_nehek	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_tmb_followers_of_nagash	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_tmb_khemri	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_tmb_lybaras	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_tmb_numas	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_tmb_rakaph_dynasty	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_tmb_the_sentinels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_tmb_tomb_kings	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc09_tmb_tomb_kings_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc10_def_blood_voyage	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_noctilus	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_noctilus_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_pirates_of_sartosa	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_pirates_of_sartosa_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_rogue_bleak_coast_buccaneers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_rogue_freebooters_of_port_royale	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_rogue_grey_point_scuttlers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_shanty_dragon_spine_privateers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_shanty_middle_sea_brigands	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_shanty_shark_straight_seadogs	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_the_drowned	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_the_drowned_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_vampire_coast	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_vampire_coast_rebellion_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_vampire_coast_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_cst_vampire_coast_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_def_the_blessed_dread	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_def_the_blessed_dread_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc11_vmp_the_barrow_legion	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc12_grn_leaf_cutterz_tribe	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc12_lzd_cult_of_sotek	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc12_skv_clan_fester	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc12_skv_clan_mange	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc13_emp_golden_order	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc13_emp_the_huntmarshals_expedition	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc13_lzd_avengers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc13_lzd_defenders_of_the_great_plan	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc13_lzd_spirits_of_the_jungle	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc13_wef_laurelorn_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc14_brt_chevaliers_de_lyonesse	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc14_grn_red_cloud	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc14_lzd_itz_itza_tribe	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc14_skv_rictus_clan_nest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc15_dwf_clan_helhein	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc15_grn_bonerattlaz	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc15_grn_broken_axe	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc15_grn_skull_crag	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc15_hef_imrik	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc15_skv_clan_ferrik	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc15_skv_clan_kreepus	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc15_skv_clan_volkn	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_grn_creeping_death	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_grn_naggaroth_orcs	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_grn_savage_invasion	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_lzd_wardens_of_the_living_pools	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_skv_clan_gritus	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_vmp_lahmian_sisterhood	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_wef_drycha	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_wef_sisters_of_twilight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_wef_waystone_faction_1	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_wef_waystone_faction_2	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc16_wef_waystone_faction_3	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc17_bst_malagor	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc17_bst_taurox	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc17_dwf_thorek_ironbrow	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
