id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/data__		
1000209844	wh2_main_special_fortress_gate_phoenix_cst_3	wh2_dlc11_cst_settlement_major_3
1000502472	wh3_main_dae_settlement_minor_1	wh3_main_dae_settlement_minor_1
1001287910	wh3_main_tmb_allied_outpost_3	wh2_dlc09_tmb_inf_nehekhara_warriors_0
1001414305	wh2_twa03_special_settlement_konquata_lzd_4	wh2_main_lzd_settlement_major_4
1002834325	wh3_main_ksl_praag_city_1	wh3_main_ksl_settlement_major_1
100447068	wh3_main_kho_settlement_minor_1	wh3_main_kho_settlement_minor_1
1005511518	wh2_main_special_empire_fort_untainted_1	wh3_main_cth_settlement_major_1
1006805684	wh2_main_special_shrine_of_khaine_wef_1	wh_dlc05_wef_inf_waywatchers_0
1007038310	wh2_main_special_fortress_gate_unicorn_untainted_4	wh3_main_kho_settlement_major_4
1007567244	wh2_main_special_anlec_citadel_def	wh2_main_def_inf_shades_2
1008045144	wh2_main_special_fortress_gate_eagle_untainted_5	wh_main_vmp_settlement_major_5
1008332186	wh2_main_special_fortress_gate_eagle_untainted_3	wh3_main_ogr_fortress_gate_3
1009324418	wh3_main_lzd_allied_outpost_1	wh2_main_lzd_inf_skink_skirmishers_0
1010045414	wh3_main_special_settlement_bastion_other_3	wh2_dlc09_tmb_settlement_major_3
1010750004	wh3_main_chs_settlement_minor_1	wh_main_chs_inf_chaos_marauders_0
1011026468	wh2_dlc17_bst_special_settlement_zharr_naggrund_5	wh2_dlc17_bst_settlement_major_5
1013513	wh3_dlc20_settlement_woc_dark_fortress_3	wh3_dlc20_chs_settlement_3
1014825072	wh_dlc06_grn_walls_2_skarsnik	wh_main_grn_defence_major_2_skarsnik
1015475119	wh2_dlc15_special_settlement_tor_yvresse_hef_2	wh2_main_hef_settlement_major_2
1016156083	wh3_main_underdeep_dwf_main_karak_eight_peaks_2	wh_main_dwf_cha_thane
1016884787	wh2_main_special_fortress_gate_unicorn_untainted_5	wh3_dlc20_chs_settlement_major_5
