building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/data__								
wh2_dlc09_special_black_tower_of_arkhan_other				wh_main_PLACEHOLDER	tmb_black_tower_of_arkhan	false	wh2_dlc09_special_black_tower_of_arkhan	true
wh2_dlc09_special_black_tower_of_arkhan_other			wh2_dlc09_tmb_followers_of_nagash	wh_main_PLACEHOLDER	tmb_black_tower_of_arkhan	true	wh2_dlc09_special_black_tower_of_arkhan	true
wh2_dlc09_special_black_tower_of_arkhan			wh2_dlc09_tmb_followers_of_nagash	wh_main_PLACEHOLDER	tmb_black_tower_of_arkhan	false	wh2_dlc09_special_black_tower_of_arkhan	true
wh2_dlc09_special_pyramid_alcadizaar				wh_main_PLACEHOLDER	tmb_ pyramid_of_king_alcadizaar	false	wh2_dlc09_special_pyramid_alcadizaar	true
wh2_dlc09_special_pyramid_amenemhetum				wh_main_PLACEHOLDER	tmb_pyramid_of_king_amenemhetum	false	wh2_dlc09_special_pyramid_amenemhetum	true
wh2_dlc09_special_pyramid_khatep				wh_main_PLACEHOLDER	tmb_ pyramid_of_king_khatep	false	wh2_dlc09_special_pyramid_khatep	true
wh2_dlc09_special_pyramid_phar				wh_main_PLACEHOLDER	tmb_pyramid_of_king_phar	false	wh2_dlc09_special_pyramid_phar	true
wh2_dlc09_special_pyramid_settra				wh_main_PLACEHOLDER	tmb_ great_pyramid_of_settra	false	wh2_dlc09_special_pyramid_settra	true
wh2_dlc09_special_pyramid_tutankhanut				wh_main_PLACEHOLDER	tmb_pyramid_of_prince_tutankhanut	false	wh2_dlc09_special_pyramid_tutankhanut	true
wh2_dlc09_special_settlement_khemri_tmb_1				wh_main_PLACEHOLDER	tomb_kings_city_khemri	false	wh2_dlc09_tmb_settlement_major_1	true
wh2_dlc09_special_settlement_khemri_tmb_2				wh_main_PLACEHOLDER	tomb_kings_city_khemri	false	wh2_dlc09_tmb_settlement_major_2	true
wh2_dlc09_special_settlement_khemri_tmb_3				wh_main_PLACEHOLDER	tomb_kings_city_khemri	false	wh2_dlc09_tmb_settlement_major_3	true
wh2_dlc09_special_settlement_khemri_tmb_4				wh_main_PLACEHOLDER	tomb_kings_city_khemri	false	wh2_dlc09_tmb_settlement_major_4	true
