ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/data__			
wh2_dlc09_anc_arcane_item_blue_khepra	wh_main_effect_character_stat_magic_resistance	character_to_character_own	25.0000
wh2_dlc09_anc_arcane_item_enkhils_kanopi	wh2_dlc09_effect_ability_enable_enkhils_kanopi	character_to_character_own	1.0000
wh2_dlc09_anc_arcane_item_enkhils_kanopi	wh3_main_effect_winds_of_magic_character	character_to_force_own_unseen	1.0000
wh2_dlc09_anc_arcane_item_enkhils_kanopi	wh_main_effect_character_stat_magic_resistance	character_to_character_own	10.0000
wh2_dlc09_anc_arcane_item_neferras_scrolls_of_mighty_incantations	wh2_dlc09_effect_ability_enable_neferras_scrolls_of_mighty_incantations	character_to_character_own	1.0000
wh2_dlc09_anc_arcane_item_staff_of_nagash	wh2_dlc09_effect_ability_enable_staff_of_nagash	character_to_character_own	1.0000
wh2_dlc09_anc_arcane_item_staff_of_nagash	wh_main_effect_character_mod_ancillary_drop	character_to_force_own_unseen	20.0000
wh2_dlc09_anc_arcane_item_staff_of_nagash	wh_main_effect_character_stat_miscast	character_to_character_own	-15.0000
wh2_dlc09_anc_arcane_item_staff_of_nagash	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
wh2_dlc09_anc_arcane_item_the_liche_staff	wh2_dlc09_effect_ability_enable_the_liche_staff	character_to_character_own	1.0000
wh2_dlc09_anc_arcane_item_the_liche_staff	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-5.0000
wh2_dlc09_anc_arcane_item_the_liche_staff	wh_main_effect_character_mod_ancillary_drop	character_to_force_own_unseen	60.0000
wh2_dlc09_anc_arcane_item_the_liche_staff	wh_main_effect_character_stat_miscast	character_to_character_own	-15.0000
wh2_dlc09_anc_armour_armour_armour_of_dawn	wh_main_effect_character_stat_armour	character_to_character_own	12.0000
wh2_dlc09_anc_armour_armour_armour_of_dawn	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
wh2_dlc09_anc_armour_armour_helmet_of_khsar	wh_main_effect_character_stat_armour	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_helmet_of_khsar	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_helmet_of_khsar	wh_main_effect_character_stat_weapon_strength	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_mortuary_robes	wh_main_effect_character_stat_armour	character_to_character_own	2.0000
wh2_dlc09_anc_armour_armour_mortuary_robes	wh_main_effect_character_stat_melee_defence	character_to_character_own	2.0000
wh2_dlc09_anc_armour_armour_mortuary_robes	wh_main_effect_character_stat_ward_save	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_of_eternity	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
wh2_dlc09_anc_armour_armour_of_eternity	wh_main_effect_character_stat_armour	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_of_eternity	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_of_eternity	wh_main_effect_character_stat_ward_save	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_of_the_ages	wh_main_effect_character_stat_armour	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_of_the_ages	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_of_the_ages	wh_main_effect_character_stat_physical_resistance	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_shield_of_ptra	wh_main_effect_character_stat_armour	character_to_character_own	3.0000
wh2_dlc09_anc_armour_armour_shield_of_ptra	wh_main_effect_character_stat_melee_defence	character_to_character_own	3.0000
wh2_dlc09_anc_armour_armour_shield_of_ptra	wh_main_effect_character_stat_missile_resistance	character_to_character_own	10.0000
wh2_dlc09_anc_armour_armour_skull_cap_of_the_moon	wh_main_effect_character_stat_armour	character_to_character_own	5.0000
wh2_dlc09_anc_armour_armour_skull_cap_of_the_moon	wh_main_effect_character_stat_magic_resistance	character_to_character_own	10.0000
wh2_dlc09_anc_armour_scorpion_armour	wh2_dlc09_effect_ability_enable_scorpion_armour	character_to_character_own	1.0000
wh2_dlc09_anc_armour_scorpion_armour	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
wh2_dlc09_anc_armour_scorpion_armour	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh2_dlc09_anc_armour_scorpion_armour	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
wh2_dlc09_anc_enchanted_item_brooch_of_the_great_desert	wh_main_effect_attribute_enable_vanguard_deployment	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_brooch_of_the_great_desert	wh_main_effect_character_stat_magic_resistance	character_to_character_own	12.0000
wh2_dlc09_anc_enchanted_item_brooch_of_the_great_desert	wh_main_effect_character_stat_speed	character_to_character_own	6.0000
wh2_dlc09_anc_enchanted_item_cloak_of_the_dunes	wh2_dlc09_effect_ability_enable_cloak_of_the_dunes	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_cloak_of_the_dunes	wh2_dlc09_effect_force_army_campaign_attrition_desert_immunity	character_to_force_own	1.0000
wh2_dlc09_anc_enchanted_item_cloak_of_the_dunes	wh2_main_effect_character_stat_melee_attack_in_desert	character_to_character_own	10.0000
wh2_dlc09_anc_enchanted_item_death_mask_of_kharnut	wh_main_effect_attribute_enable_causes_terror	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_death_mask_of_kharnut	wh_main_effect_character_stat_melee_defence	character_to_character_own	4.0000
wh2_dlc09_anc_enchanted_item_death_mask_of_kharnut	wh_main_effect_character_stat_ward_save	character_to_character_own	4.0000
wh2_dlc09_anc_enchanted_item_elixir_of_might	wh2_dlc09_effect_ability_enable_elixir_of_might	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_golden_deathmask_of_kharnut	wh_main_effect_attribute_enable_causes_terror	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_hieratic_jar	wh2_dlc09_effect_ability_enable_hieratic_jar	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_icon_of_rulership	wh_main_effect_ability_enable_hold_the_line	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_icon_of_rulership	wh_main_effect_character_stat_leadership	character_to_character_own	5.0000
wh2_dlc09_anc_enchanted_item_lucky_skullhelm	wh2_main_effect_ability_enable_lucky_skullhelm	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_lucky_skullhelm	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
wh2_dlc09_anc_enchanted_item_lucky_skullhelm	wh_main_effect_character_stat_speed	character_to_character_own	10.0000
wh2_dlc09_anc_enchanted_item_lucky_skullhelm	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	15.0000
wh2_dlc09_anc_enchanted_item_ouroboros	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_ouroboros	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_ouroboros	wh_main_effect_character_stat_magic_resistance	character_to_character_own	8.0000
wh2_dlc09_anc_enchanted_item_shroud_of_sokth	wh_main_effect_ability_enable_slippery	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_shroud_of_sokth	wh_main_effect_attribute_enable_stalk	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_shroud_of_sokth	wh_main_effect_character_stat_charge_bonus_pct	character_to_character_own	25.0000
wh2_dlc09_anc_enchanted_item_the_crown_of_nehekhara	wh2_dlc09_effect_ability_enable_crown_of_nehekhara	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_the_crown_of_nehekhara	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh2_dlc09_anc_enchanted_item_the_crown_of_nehekhara	wh_main_effect_character_stat_physical_resistance	character_to_character_own	15.0000
wh2_dlc09_anc_enchanted_item_the_crown_of_nehekhara	wh_main_effect_general_mod_tunnel_interception_chance	character_to_character_own	20.0000
wh2_dlc09_anc_enchanted_item_vambraces_of_the_sun	wh2_dlc09_effect_ability_enable_vambraces_of_the_sun	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_vambraces_of_the_sun	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0000
wh2_dlc09_anc_enchanted_item_vambraces_of_the_sun	wh_main_effect_character_stat_fire_resistance	character_to_character_own	25.0000
wh2_dlc09_anc_enchanted_item_vambraces_of_the_sun	wh_main_effect_character_stat_melee_attack	character_to_character_own	9.0000
wh2_dlc09_anc_follower_tmb_acolyte_of_sokth	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10.0000
wh2_dlc09_anc_follower_tmb_charnel_valley_necrotect	wh_main_effect_building_construction_cost_mod_infrastructure	character_to_region_own_provincewide	-15.0000
wh2_dlc09_anc_follower_tmb_cultist_of_usirian	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-2.0000
wh2_dlc09_anc_follower_tmb_cultist_of_usirian	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-1.0000
wh2_dlc09_anc_follower_tmb_dog_headed_ushabti	wh2_dlc09_effect_tmb_rite_cost_mod	character_to_faction_unseen	-5.0000
wh2_dlc09_anc_follower_tmb_herald_of_djaf	wh2_dlc09_effect_ability_enable_frenzy_for_ushabti	general_to_force_own	1.0000
wh2_dlc09_anc_follower_tmb_herald_of_khemri	wh2_dlc09_effect_ability_enable_hawkish_precision_for_tmb_ranged	general_to_force_own	1.0000
wh2_dlc09_anc_follower_tmb_herald_of_mahrak	wh2_dlc09_effect_force_stat_armour_tomb_guard	general_to_force_own	10.0000
wh2_dlc09_anc_follower_tmb_herald_of_mahrak	wh2_dlc09_effect_force_stat_weapon_strength_tomb_guard	general_to_force_own	12.0000
wh2_dlc09_anc_follower_tmb_herald_of_raestra	wh2_dlc09_effect_ability_enable_deathblow_for_skeleton	general_to_force_own	1.0000
wh2_dlc09_anc_follower_tmb_herald_of_scorpion	wh2_dlc09_effect_force_stat_bonus_vs_infantry_tomb_scorpion	general_to_force_own	12.0000
wh2_dlc09_anc_follower_tmb_herald_of_sphinx	wh2_dlc09_effect_force_stat_bonus_vs_large_sphinx	general_to_force_own	12.0000
wh2_dlc09_anc_follower_tmb_herald_of_zandri	wh2_dlc09_effect_attribute_enable_vanguard_deployment_tmb_chariots	general_to_force_own	1.0000
wh2_dlc09_anc_follower_tmb_high_born_of_khemri	wh_main_effect_public_order_characters	character_to_province_own	2.0000
wh2_dlc09_anc_follower_tmb_legionnaire_of_asaph	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	15.0000
wh2_dlc09_anc_follower_tmb_priest_of_ptra	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-1.0000
wh2_dlc09_anc_follower_tmb_priest_of_ptra	wh_main_effect_agent_movement_range_mod	character_to_character_own	6.0000
wh2_dlc09_anc_follower_tmb_skeletal_labourer	wh_main_effect_building_construction_cost_mod_settlement	character_to_region_own_provincewide	-25.0000
wh2_dlc09_anc_follower_tmb_tombfleet_taskmaster	wh_main_effect_force_all_campaign_movement_range	character_to_force_own_unseen	10.0000
wh2_dlc09_anc_follower_tmb_ushabti_bodyguard	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-8.0000
wh2_dlc09_anc_talisman_amulet_of_pha_stah	wh2_dlc09_effect_ability_enable_amulet_of_pha_stah	character_to_character_own	1.0000
wh2_dlc09_anc_talisman_amulet_of_pha_stah	wh_main_effect_character_stat_ap_damage	character_to_character_own	10.0000
wh2_dlc09_anc_talisman_amulet_of_pha_stah	wh_main_effect_character_stat_ward_save	character_to_character_own	16.0000
wh2_dlc09_anc_talisman_collar_of_shakkara	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wh2_dlc09_anc_talisman_collar_of_shakkara	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
wh2_dlc09_anc_talisman_golden_ankhra	wh_main_effect_character_stat_armour	character_to_character_own	3.0000
wh2_dlc09_anc_talisman_golden_ankhra	wh_main_effect_character_stat_melee_defence	character_to_character_own	4.0000
wh2_dlc09_anc_talisman_golden_ankhra	wh_main_effect_character_stat_ward_save	character_to_character_own	6.0000
wh2_dlc09_anc_talisman_golden_eye_of_rah_nutt	wh_main_effect_character_stat_charge_bonus_add	character_to_character_own	20.0000
wh2_dlc09_anc_talisman_golden_eye_of_rah_nutt	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
wh2_dlc09_anc_talisman_obsidian_pendant	wh_main_effect_character_stat_magic_resistance	character_to_character_own	10.0000
wh2_dlc09_anc_talisman_sun_scarab	wh_main_effect_character_stat_fire_resistance	character_to_character_own	5.0000
wh2_dlc09_anc_talisman_sun_scarab	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
wh2_dlc09_anc_weapon_blade_of_antarhak	wh_main_effect_ability_enable_the_hunger	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_blade_of_antarhak	wh_main_effect_character_stat_bonus_vs_infantry	character_to_character_own	11.0000
wh2_dlc09_anc_weapon_blade_of_mourning_fire	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_blade_of_mourning_fire	wh_main_effect_character_stat_ap_damage	character_to_character_own	15.0000
wh2_dlc09_anc_weapon_blade_of_mourning_fire	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
wh2_dlc09_anc_weapon_blade_of_mourning_fire	wh_main_effect_character_stat_weapon_strength	character_to_character_own	5.0000
wh2_dlc09_anc_weapon_blade_of_setep	wh2_dlc09_effect_ability_enable_blade_of_setep	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_blade_of_setep	wh_main_effect_character_stat_ap_damage	character_to_character_own	35.0000
wh2_dlc09_anc_weapon_blade_of_setep	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_crook_and_flail_of_radiance	wh2_main_effect_ability_enable_bound_slann_2	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_crook_and_flail_of_radiance	wh_main_effect_character_stat_melee_attack	character_to_character_own	7.0000
wh2_dlc09_anc_weapon_crook_and_flail_of_radiance	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wh2_dlc09_anc_weapon_crook_and_flail_of_radiance	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
wh2_dlc09_anc_weapon_destroyer_of_eternities	wh2_main_effect_character_stat_weapon_strength_base	character_to_character_own	-10.0000
wh2_dlc09_anc_weapon_destroyer_of_eternities	wh_main_effect_ability_enable_heroic_killing_blow	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_destroyer_of_eternities	wh_main_effect_character_stat_ap_damage	character_to_character_own	60.0000
wh2_dlc09_anc_weapon_destroyer_of_eternities	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	12.0000
