key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	audio_vo_actor_override	mom_vortex_key
#unit_special_abilities_tables;74;db/unit_special_abilities_tables/data__																																																																						
wh2_dlc09_army_abilities_barrage_of_the_legion	4.0000	90.0000	3	0.0000	false	0	0	false	45.0000		false	true	true	-1.0000	false	false	3.0000	false	1633311388				0.0000	0.0000	wh_army_abilities_generic_wind	wh_army_abilities_generic_wind			wh2_dlc09_army_abilities_barrage_of_the_legion	0.0000		vortex_wind	wh2_dlc09_abilities_barrage_of_the_legion		vo_battle_special_ability_generic_response	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true					
wh2_dlc09_army_abilities_realm_of_souls_ushabti	1.0000	0.0000	0	0.0000	false	0	0	false	0.0000		false	true	true	-1.0000	false	false	10.0000	false	2020898731		wh2_dlc09_tmb_mon_ushabti_0_summoned		0.0000	0.0000	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn	wh2_dlc09_ushabti_summon			0.0000		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	100.0000	100.0000			wh_main_targeting_pre_aa_spawn_group_ui_central	false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
wh2_dlc09_army_abilities_rictus_clanstone	48.0000	120.0000	3	35.0000	false	-1	0	true	45.0000		false	false	true	-1.0000	false	false	0.0000	false	727092085				0.0000	0.0000	wh_army_abilities_generic_augment	wh_army_abilities_generic_augment	wh2_dlc09_army_abilities_rictus_clanstone			0.0000		augment_melee_area	wh_group_unit		vo_battle_special_ability_generic_response	100.0000	100.0000				true	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
wh2_dlc09_army_abilities_sand_veil	89.0000	90.0000	3	0.0000	false	1	0	false	45.0000		true	false	false	-1.0000	false	false	0.0000	false	1954521345				0.0000	0.0000	wh_army_abilities_generic_full_hide	wh_army_abilities_generic_full_hide				0.0000		full_hide	wh_group_unit		vo_battle_special_ability_spell_cast_positive	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	1	false	1.0000		true					
wh2_dlc09_army_abilities_tomb_swarm	18.0000	120.0000	2	35.0000	false	0	-1	true	45.0000		false	false	true	-1.0000	false	false	5.0000	false	303781859				0.0000	0.0000	wh_army_abilities_generic_direct_damage_area	wh_army_abilities_generic_direct_damage_area	wh2_dlc09_army_abilities_tomb_swarm		wh2_dlc09_army_abilities_tomb_swarm	0.0000		direct_damage_multi_entity_area	wh_group_unit		vo_battle_special_ability_spell_cast_negative	0.0000	200.0000				false	true	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true					
wh2_dlc09_army_passive_realm_of_souls_ushabti_trigger	-1.0000	-1.0000	1	-1.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1986968111				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false		realm_of_souls	false	false	true	-1.0000	false	default	1	false	1.0000		true					
wh2_dlc09_character_abilities_curse_of_djaf	13.0000	0.0000	1	35.0000	false	0	-1	false	0.0000		false	true	true	100.0000	false	false	0.0000	false	403521628				0.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.0000		hex_melee_area	wh_group_character		vo_battle_special_ability_generic_response	75.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	2	false	1.0000		true					
wh2_dlc09_character_abilities_curse_of_khsar	25.0000	0.0000	1	35.0000	false	0	-1	false	0.0000		false	true	true	100.0000	false	false	0.0000	false	182218154				0.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.0000		hex_armour_area	wh_group_character		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	2	false	1.0000		true					
wh2_dlc09_character_abilities_restore	24.0000	60.0000	2	0.0000	false	1	0	false	0.0000		true	false	false	100.0000	false	false	0.0000	false	97532114				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring	wh_abilities_generic_regeneration_no_ring				0.0000		healing	wh_group_character		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	1	false	1.0000		true					
wh2_dlc09_character_abilities_stay_here_ill_get_help	35.0000	90.0000	3	35.0000	true	-1	0	false	0.0000		true	false	true	60.0000	false	false	0.0000	false	1864089004				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee_morale	wh_group_character		vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	false	true				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
wh2_dlc09_character_abilities_strike_of_nagash	27.0000	120.0000	-1	0.0000	true	1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	427496907				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee_self	wh_group_character		vo_battle_special_ability_generic_response	200.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
wh2_dlc09_character_abilities_strike_of_nehekhara	23.0000	120.0000	-1	0.0000	true	1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	1128437952				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee_self	wh_group_character		vo_battle_special_ability_generic_response	200.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
wh2_dlc09_character_abilities_strike_of_tombs	23.0000	90.0000	-1	0.0000	true	1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	295904993				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee_self	wh_group_character		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
wh2_dlc09_character_abilities_tomb_king_rally	14.0000	60.0000	-1	35.0000	true	-1	0	true	0.0000		false	false	false	0.0000	false	false	0.0000	false	539961168				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff	wh_abilities_generic_buff			0.0000		augment_morale_area	wh_group_character		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
wh2_dlc09_character_abilities_tomb_king_rally_upgraded	10.0000	90.0000	-1	35.0000	true	-1	0	true	0.0000		false	false	false	0.0000	false	false	0.0000	false	1869855934				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff	wh_abilities_generic_buff			0.0000		augment_morale_area	wh_group_character		vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	3	false	1.0000		true					
wh2_dlc09_character_passive_befalling_curse	23.0000	0.0000	1	35.0000	false	0	-1	false	0.0000		false	false	false	0.0000	false	false	0.0000	true	467767746				0.0000	0.0000	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage				0.0000					vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true					
wh2_dlc09_character_passive_blessing_of_asaph	-1.0000	-1.0000	-1	55.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	589945270				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
wh2_dlc09_character_passive_stone_shaper	-1.0000	-1.0000	-1	35.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	755144789				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	50.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
wh2_dlc09_character_passive_tretchs_raiders	-1.0000	0.0000	-1	35.0000	true	-1	0	true	0.0000		false	false	false	0.0000	false	false	0.0000	true	170791629				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
wh2_dlc09_character_passive_true_blessing_of_asaph	-1.0000	-1.0000	-1	55.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1415234138				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
wh2_dlc09_character_passive_unyielding_will	-1.0000	-1.0000	-1	55.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	461672149				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	200.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	5	false	1.0000		true					
wh2_dlc09_character_passive_wrath_of_the_creator	-1.0000	-1.0000	-1	35.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	2100335294				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
wh2_dlc09_faction_passive_realm_of_souls_tier_1	7.0000	-1.0000	1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1666879478				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
wh2_dlc09_faction_passive_realm_of_souls_tier_2	14.0000	-1.0000	1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	2103028697				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
wh2_dlc09_faction_passive_realm_of_souls_tier_3	21.0000	-1.0000	1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1702998879				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
wh2_dlc09_item_abilities_amulet_of_phastah	22.0000	120.0000	-1	55.0000	false	0	-1	false	0.0000		false	true	true	100.0000	false	false	0.0000	false	947546154				0.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.0000		hex_armour_area	wh_group_item		vo_battle_special_ability_generic_response	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	2	false	1.0000		true					
wh2_dlc09_item_abilities_cloak_of_the_dunes	73.0000	90.0000	-1	0.0000	true	1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	280000900				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000			wh_group_item		vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
wh2_dlc09_item_abilities_elixir_of_might	36.0000	60.0000	1	0.0000	false	0	0	false	0.0000		true	false	false	100.0000	false	false	0.0000	false	796987742				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_item		vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	1	false	1.0000		true					
wh2_dlc09_item_abilities_enkhils_kanopi	24.0000	120.0000	-1	35.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	467291395				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_defense_melee_area	wh_group_item		vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
wh2_dlc09_item_abilities_hieratic_jar	33.0000	60.0000	1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	1473553609				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000		healing_single_use	wh_group_item		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
