hint	key
#character_skill_utilization_hints_junctions_tables;0;db/character_skill_utilization_hints_junctions_tables/data__	
USEFUL_ALWAYS	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_1
USEFUL_ALWAYS	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_2
USEFUL_ALWAYS	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_3
USEFUL_ALWAYS	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_4
USEFUL_ALWAYS	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_5
USEFUL_ALWAYS	wh2_dlc07_skill_brt_alberic_special_0
USEFUL_ALWAYS	wh2_dlc07_skill_brt_alberic_special_1
USEFUL_ALWAYS	wh2_dlc07_skill_brt_alberic_special_2
USEFUL_ALWAYS	wh2_dlc07_skill_brt_alberic_special_3
USEFUL_ALWAYS	wh2_dlc07_skill_brt_fay_enchantress_special_0
USEFUL_ALWAYS	wh2_dlc07_skill_brt_fay_enchantress_special_3
USEFUL_ALWAYS	wh2_dlc07_skill_brt_louen_special_0
USEFUL_ALWAYS	wh2_dlc07_skill_brt_louen_special_1
USEFUL_ALWAYS	wh2_dlc07_skill_brt_louen_special_2
USEFUL_ALWAYS	wh2_dlc07_skill_brt_louen_special_3
USEFUL_ALWAYS	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_coming_back
USEFUL_ALWAYS	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_master_of_guile
USEFUL_ALWAYS	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_stay_here_ill_get_help
USEFUL_ALWAYS	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_tretchs_raiders
USEFUL_ALWAYS	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_vanished
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_arkhan_unique_0
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_arkhan_unique_1
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_arkhan_unique_2
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_arkhan_unique_3
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_arkhan_unique_4
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_arkhan_unique_5
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_army_buff_basic_archers
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_army_buff_basic_infantry
USELESS_ALWAYS	wh2_dlc09_skill_tmb_army_buff_cav
USELESS_ALWAYS	wh2_dlc09_skill_tmb_army_buff_chariot
USELESS_ALWAYS	wh2_dlc09_skill_tmb_army_buff_elite_structure
USELESS_ALWAYS	wh2_dlc09_skill_tmb_army_buff_structure_infantry
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_campaign_4
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_campaign_5
