key	type	is_naval	specification	screenshot_path	map_path	team_size_1	team_size_2	release	multiplayer	singleplayer	intro_movie	year	defender_funds_ratio	has_key_buildings	matchmaking	playable_area_width	playable_area_height	is_large_settlement	has_15m_walls	is_underground	catchment_name	tile_upgrade	battle_environment	battle_environment_audio	battle_script	culture	author
#battles_tables;17;db/battles_tables/data__																											
chs_wastes_coast_a_01	classic	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/cold_mires.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			chaos		*	Creative Assembly
chs_wastes_coast_a_02	classic	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/altar_to_chaos.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			chaos		*	Creative Assembly
chs_wastes_coast_a_04	classic	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/lava_lake.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			chaos		*	Creative Assembly
chs_wastes_coast_a_05	classic	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/obsidian_coast.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_05			chaos		*	Creative Assembly
chs_wastes_coast_a_06	classic	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/the_wildfires.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_06			chaos		*	Creative Assembly
chs_wastes_coast_a_07	river_crossing_battle	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/the_red_river.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_07			chaos		*	Creative Assembly
chs_wastes_coast_a_08	river_crossing_battle	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/volcanic_stream.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_08			chaos		*	Creative Assembly
chs_wastes_coast_a_09	classic	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/the_slag_strand.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_09			chaos		*	Creative Assembly
chs_wastes_coast_a_10	ambush	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/the_wildfires.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_10			chaos		*	Creative Assembly
chs_wastes_coast_a_11	ambush	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/obsidian_coast.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_11			chaos		*	Creative Assembly
chs_wastes_coast_a_12	ambush	false	terrain\battles\chs_wastes_coast_a\	ui/frontend ui/battle_map_images/cold_mires.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_12			chaos		*	Creative Assembly
chs_wastes_mountain_a_01	classic	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/darkened_height_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_02	classic	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/skullcap_mount_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_03	classic	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/grim_crag_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_04	classic	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/wailing_abyss_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_05	classic	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/ashmouth_volcano_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_05		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_06	classic	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/mountain_of_skulls_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_06		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_07	river_crossing_battle	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/chasm_of_chaos_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_07		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_08	river_crossing_battle	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/ghastly_gorge_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_08		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_09	classic	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/basalt_ride_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_09		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_10	ambush	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/wailing_abyss_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_10		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_11	ambush	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/darkened_height_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_11		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
chs_wastes_mountain_a_12	ambush	false	terrain\battles\chs_wastes_mountains_a\	/UI/Frontend UI/battle_map_images/grim_crag_chaos_mountains.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_12		weather/battle/wh_day_cloudy_02_snow.environment_group	chaos_volcanic		*	Creative Assembly
dlc23_subterranean_chd_a	underground_intercept	false	terrain\battles\subterranean_chd_a\	ui/frontend ui/battle_map_images/hazed_hallway_chaos_dwarfs.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	true	catchment_01			cave		wh3_dlc23_chd_chaos_dwarfs	Creative Assembly
major_a_emp	siege	false	terrain\battles\major_a_emp\	ui/frontend ui/battle_map_images/altdorf_wh3.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:emp	weather/battle/wh_day_desert_01.environment_group	empire		wh_main_emp_empire	Creative Assembly
major_a_vmp	siege	false	terrain\battles\major_a_vmp\	ui/frontend ui/battle_map_images/castle_drakenhof_wh3.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	faction:vmp	weather/battle/wh_night_clear_03.environment_group	vampire		wh_main_vmp_vampire_counts	Creative Assembly
major_b_brt	siege	false	terrain\battles\major_b_brt\	ui/frontend ui/battle_map_images/couronne_siege.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	faction:brt		bretonnia		wh_main_brt_bretonnia	Creative Assembly
major_b_ksl	siege	false	terrain\battles\major_b_ksl\	ui/frontend ui/battle_map_images/praag_wh3.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:ksl	weather/battle/wh_day_desert_01.environment_group	kislev		wh3_main_ksl_kislev	Creative Assembly
major_c_emp	siege	false	terrain\battles\major_c_emp\	UI/Frontend UI/battle_map_images/middenheim.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	faction:emp	weather/battle/wh_day_storm_01.environment_group	empire		wh_main_emp_empire	Creative Assembly
major_c_ksl	siege	false	terrain\battles\major_c_ksl\	UI/Frontend UI/battle_map_images/kislev.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	faction:ksl	weather/battle/wh_day_cloudy_01.environment_group	kislev		wh3_main_ksl_kislev	Creative Assembly
major_d_lzd	siege	false	terrain\battles\major_d_lzd\	UI/Frontend UI/battle_map_images/dragon_fang_mount.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	faction:lzd	weather/battle/wh_day_clear_02.environment_group	lizardmen_jungle		wh2_main_lzd_lizardmen	Creative Assembly
major_d_tmb	siege	false	terrain\battles\major_d_tmb\	ui/frontend ui/battle_map_images/ka-sabar_siege.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:tmb		tomb_kings_cavern		wh2_dlc09_tmb_tomb_kings	Creative Assembly
major_e_grn	siege	false	terrain\battles\major_e_grn\	UI/Frontend UI/battle_map_images/black_fortress.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:grn	weather/battle/wh_night_cloudy_03.environment_group	greenskin		wh_main_grn_greenskins	Creative Assembly
major_e_hef	siege	false	terrain\battles\major_e_hef\	ui/frontend ui/battle_map_images/gaean_vale_siege.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:hef		volcanic		wh2_main_hef_high_elves	Creative Assembly
major_f_hef	siege	false	terrain\battles\major_f_hef\	ui/frontend ui/battle_map_images/lothern_siege.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:hef		volcanic		wh2_main_hef_high_elves	Creative Assembly
