bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/data__	
anti_large	wh2_dlc09_skv_cha_tretch_craventail
armoured	wh2_dlc09_skv_cha_tretch_craventail
charge_reflector_vs_large	wh2_dlc09_skv_cha_tretch_craventail
melee_expert	wh2_dlc09_skv_cha_tretch_craventail
armour_piercing_ranged	wh2_dlc09_tmb_art_casket_of_souls_0
armoured	wh2_dlc09_tmb_art_casket_of_souls_0
light_of_death	wh2_dlc09_tmb_art_casket_of_souls_0
anti_infantry	wh2_dlc09_tmb_art_screaming_skull_catapult_0
armour_piercing_ranged	wh2_dlc09_tmb_art_screaming_skull_catapult_0
armour_piercing	wh2_dlc09_tmb_cav_hexwraiths
ethereal	wh2_dlc09_tmb_cav_hexwraiths
terror	wh2_dlc09_tmb_cav_hexwraiths
vanguard_deployment	wh2_dlc09_tmb_cav_hexwraiths
armour_piercing	wh2_dlc09_tmb_cav_necropolis_knights_0
armoured_and_shielded	wh2_dlc09_tmb_cav_necropolis_knights_0
poison	wh2_dlc09_tmb_cav_necropolis_knights_0
anti_large	wh2_dlc09_tmb_cav_necropolis_knights_1
armour_piercing	wh2_dlc09_tmb_cav_necropolis_knights_1
armoured	wh2_dlc09_tmb_cav_necropolis_knights_1
poison	wh2_dlc09_tmb_cav_necropolis_knights_1
armour_piercing	wh2_dlc09_tmb_cav_necropolis_knights_ror
armoured_and_shielded	wh2_dlc09_tmb_cav_necropolis_knights_ror
poison	wh2_dlc09_tmb_cav_necropolis_knights_ror
anti_infantry	wh2_dlc09_tmb_cav_nehekhara_horsemen_0
shielded	wh2_dlc09_tmb_cav_nehekhara_horsemen_0
anti_infantry	wh2_dlc09_tmb_cav_nehekhara_horsemen_ror
armoured_and_shielded	wh2_dlc09_tmb_cav_nehekhara_horsemen_ror
very_fast	wh2_dlc09_tmb_cav_nehekhara_horsemen_ror
shielded	wh2_dlc09_tmb_cav_skeleton_horsemen_0
vanguard_deployment	wh2_dlc09_tmb_cav_skeleton_horsemen_0
very_fast	wh2_dlc09_tmb_cav_skeleton_horsemen_0
vanguard_deployment	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0
very_fast	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0
armoured	wh2_dlc09_tmb_cha_arkhan_0
spellcaster	wh2_dlc09_tmb_cha_arkhan_0
armoured	wh2_dlc09_tmb_cha_arkhan_1
spellcaster	wh2_dlc09_tmb_cha_arkhan_1
anti_infantry	wh2_dlc09_tmb_cha_arkhan_2
armoured	wh2_dlc09_tmb_cha_arkhan_2
spellcaster	wh2_dlc09_tmb_cha_arkhan_2
duellist	wh2_dlc09_tmb_cha_khalida_0
poison	wh2_dlc09_tmb_cha_khalida_0
armoured	wh2_dlc09_tmb_cha_khalida_1
duellist	wh2_dlc09_tmb_cha_khalida_1
poison	wh2_dlc09_tmb_cha_khalida_1
anti_infantry	wh2_dlc09_tmb_cha_khalida_2
armoured	wh2_dlc09_tmb_cha_khalida_2
poison	wh2_dlc09_tmb_cha_khalida_2
spellcaster	wh2_dlc09_tmb_cha_khatep_0
spellcaster	wh2_dlc09_tmb_cha_khatep_1
anti_infantry	wh2_dlc09_tmb_cha_khatep_2
armoured	wh2_dlc09_tmb_cha_khatep_2
spellcaster	wh2_dlc09_tmb_cha_khatep_2
armour_piercing_ranged	wh2_dlc09_tmb_cha_khatep_3
armoured	wh2_dlc09_tmb_cha_khatep_3
light_of_death	wh2_dlc09_tmb_cha_khatep_3
spellcaster	wh2_dlc09_tmb_cha_khatep_3
spellcaster	wh2_dlc09_tmb_cha_liche_priest_death_0
spellcaster	wh2_dlc09_tmb_cha_liche_priest_death_1
spellcaster	wh2_dlc09_tmb_cha_liche_priest_light_0
spellcaster	wh2_dlc09_tmb_cha_liche_priest_light_1
spellcaster	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0
spellcaster	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1
spellcaster	wh2_dlc09_tmb_cha_liche_priest_shadow_0
spellcaster	wh2_dlc09_tmb_cha_liche_priest_shadow_1
anti_infantry	wh2_dlc09_tmb_cha_necrotect_0
anti_infantry	wh2_dlc09_tmb_cha_necrotect_1
armoured	wh2_dlc09_tmb_cha_necrotect_1
anti_large	wh2_dlc09_tmb_cha_settra_0
armour_piercing	wh2_dlc09_tmb_cha_settra_0
armoured	wh2_dlc09_tmb_cha_settra_0
spellcaster	wh2_dlc09_tmb_cha_settra_0
anti_large	wh2_dlc09_tmb_cha_settra_1
armour_piercing	wh2_dlc09_tmb_cha_settra_1
armoured	wh2_dlc09_tmb_cha_settra_1
spellcaster	wh2_dlc09_tmb_cha_settra_1
anti_infantry	wh2_dlc09_tmb_cha_settra_2
armour_piercing	wh2_dlc09_tmb_cha_settra_2
armoured	wh2_dlc09_tmb_cha_settra_2
spellcaster	wh2_dlc09_tmb_cha_settra_2
anti_infantry	wh2_dlc09_tmb_cha_settra_3
armour_piercing	wh2_dlc09_tmb_cha_settra_3
armoured	wh2_dlc09_tmb_cha_settra_3
spellcaster	wh2_dlc09_tmb_cha_settra_3
anti_infantry	wh2_dlc09_tmb_cha_tomb_king_0
armoured_and_shielded	wh2_dlc09_tmb_cha_tomb_king_0
melee_expert	wh2_dlc09_tmb_cha_tomb_king_0
anti_infantry	wh2_dlc09_tmb_cha_tomb_king_1
armoured_and_shielded	wh2_dlc09_tmb_cha_tomb_king_1
melee_expert	wh2_dlc09_tmb_cha_tomb_king_1
anti_infantry	wh2_dlc09_tmb_cha_tomb_king_2
armoured	wh2_dlc09_tmb_cha_tomb_king_2
melee_expert	wh2_dlc09_tmb_cha_tomb_king_2
anti_infantry	wh2_dlc09_tmb_cha_tomb_king_3
armoured	wh2_dlc09_tmb_cha_tomb_king_3
melee_expert	wh2_dlc09_tmb_cha_tomb_king_3
terror	wh2_dlc09_tmb_cha_tomb_king_3
anti_large	wh2_dlc09_tmb_cha_tomb_prince_0
armour_piercing	wh2_dlc09_tmb_cha_tomb_prince_0
armoured_and_shielded	wh2_dlc09_tmb_cha_tomb_prince_0
melee_expert	wh2_dlc09_tmb_cha_tomb_prince_0
anti_large	wh2_dlc09_tmb_cha_tomb_prince_1
armour_piercing	wh2_dlc09_tmb_cha_tomb_prince_1
armoured_and_shielded	wh2_dlc09_tmb_cha_tomb_prince_1
melee_expert	wh2_dlc09_tmb_cha_tomb_prince_1
anti_infantry	wh2_dlc09_tmb_cha_tomb_prince_2
armoured	wh2_dlc09_tmb_cha_tomb_prince_2
melee_expert	wh2_dlc09_tmb_cha_tomb_prince_2
damage_dealer	wh2_dlc09_tmb_inf_crypt_ghouls
poison	wh2_dlc09_tmb_inf_crypt_ghouls
weak_anti_armour	wh2_dlc09_tmb_inf_crypt_ghouls
anti_infantry	wh2_dlc09_tmb_inf_nehekhara_warriors_0
damage_dealer	wh2_dlc09_tmb_inf_nehekhara_warriors_0
anti_infantry	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
damage_dealer	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
ethereal	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
good_range	wh2_dlc09_tmb_inf_skeleton_archers_0
armour_sundering	wh2_dlc09_tmb_inf_skeleton_archers_ror
good_range	wh2_dlc09_tmb_inf_skeleton_archers_ror
anti_large	wh2_dlc09_tmb_inf_skeleton_spearmen_0
meat_shield	wh2_dlc09_tmb_inf_skeleton_spearmen_0
shielded	wh2_dlc09_tmb_inf_skeleton_spearmen_0
anti_large	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
meat_shield	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
poison	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
shielded	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
meat_shield	wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned
shielded	wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned
meat_shield	wh2_dlc09_tmb_inf_skeleton_warriors_0
shielded	wh2_dlc09_tmb_inf_skeleton_warriors_0
anti_infantry	wh2_dlc09_tmb_inf_tomb_guard_0
armoured_and_shielded	wh2_dlc09_tmb_inf_tomb_guard_0
anti_large	wh2_dlc09_tmb_inf_tomb_guard_1
armoured_and_shielded	wh2_dlc09_tmb_inf_tomb_guard_1
charge_reflector_vs_large	wh2_dlc09_tmb_inf_tomb_guard_1
anti_infantry	wh2_dlc09_tmb_inf_tomb_guard_ror
armoured	wh2_dlc09_tmb_inf_tomb_guard_ror
damage_dealer	wh2_dlc09_tmb_inf_tomb_guard_ror
regeneration	wh2_dlc09_tmb_inf_tomb_guard_ror
vanguard_deployment	wh2_dlc09_tmb_mon_carrion_0
very_fast	wh2_dlc09_tmb_mon_carrion_0
armour_piercing	wh2_dlc09_tmb_mon_carrion_ror
death_from_above	wh2_dlc09_tmb_mon_carrion_ror
vanguard_deployment	wh2_dlc09_tmb_mon_carrion_ror
very_fast	wh2_dlc09_tmb_mon_carrion_ror
vanguard_deployment	wh2_dlc09_tmb_mon_dire_wolves
very_fast	wh2_dlc09_tmb_mon_dire_wolves
weak_anti_armour	wh2_dlc09_tmb_mon_dire_wolves
weak_anti_armour	wh2_dlc09_tmb_mon_fell_bats
armour_piercing	wh2_dlc09_tmb_mon_heirotitan_0
armoured	wh2_dlc09_tmb_mon_heirotitan_0
spellcaster	wh2_dlc09_tmb_mon_heirotitan_0
terror	wh2_dlc09_tmb_mon_heirotitan_0
anti_large	wh2_dlc09_tmb_mon_necrosphinx_0
armour_piercing	wh2_dlc09_tmb_mon_necrosphinx_0
armoured	wh2_dlc09_tmb_mon_necrosphinx_0
terror	wh2_dlc09_tmb_mon_necrosphinx_0
anti_large	wh2_dlc09_tmb_mon_necrosphinx_ror
