building	campaign_group	unit
#building_allied_units_tables;0;db/building_allied_units_tables/data__		
wh3_main_brt_allied_outpost_1	wh3_main_feature_nurgle	wh3_main_nur_inf_nurglings_0
wh3_main_brt_allied_outpost_1	wh3_main_feature_nurgle	wh3_main_nur_inf_plaguebearers_0
wh3_main_brt_allied_outpost_1	wh3_main_feature_nurgle	wh3_main_nur_mon_plague_toads_0
wh3_main_brt_allied_outpost_1	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_gor_herd_0
wh3_main_brt_allied_outpost_1	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_ungor_raiders_0
wh3_main_brt_allied_outpost_1	wh_main_feature_chaos	wh_main_chs_cav_marauder_horsemen_1
wh3_main_brt_allied_outpost_1	wh_main_feature_chaos	wh_main_chs_inf_chaos_marauders_0
wh3_main_brt_allied_outpost_1	wh_main_feature_chaos	wh_main_chs_inf_chaos_warriors_0
wh3_main_brt_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_inf_forsaken_0
wh3_main_brt_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_inf_nurglings_0
wh3_main_brt_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_inf_plaguebearers_0
wh3_main_brt_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_mon_beast_of_nurgle_0
wh3_main_brt_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_mon_plague_toads_0
wh3_main_brt_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_mon_rot_flies_0
wh3_main_brt_allied_outpost_2	wh_dlc03_feature_beastmen	wh_dlc03_bst_cav_razorgor_chariot_0
wh3_main_brt_allied_outpost_2	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_centigors_1
wh3_main_brt_allied_outpost_2	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_gor_herd_0
wh3_main_brt_allied_outpost_2	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_ungor_raiders_0
wh3_main_brt_allied_outpost_2	wh_main_feature_chaos	wh_main_chs_cav_marauder_horsemen_1
wh3_main_brt_allied_outpost_2	wh_main_feature_chaos	wh_main_chs_inf_chaos_marauders_0
wh3_main_brt_allied_outpost_2	wh_main_feature_chaos	wh_main_chs_inf_chaos_warriors_0
