character_skill	character_skill_node	level
#character_skill_nodes_skill_locks_tables;0;db/character_skill_nodes_skill_locks_tables/data__		
wh2_main_skill_skv_campaign_corruptive	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_1_5	1
wh2_dlc09_skill_tmb_necrotect_master_necrosphinx	wh2_dlc09_skill_tmb_necrotect_master_heirotitan	1
wh2_dlc09_skill_tmb_necrotect_master_warsphinx	wh2_dlc09_skill_tmb_necrotect_master_heirotitan	1
wh2_dlc09_skill_tmb_necrotect_master_heirotitan	wh2_dlc09_skill_tmb_necrotect_master_necrosphinx	1
wh2_dlc09_skill_tmb_necrotect_master_warsphinx	wh2_dlc09_skill_tmb_necrotect_master_necrosphinx	1
wh2_dlc09_skill_tmb_necrotect_master_heirotitan	wh2_dlc09_skill_tmb_necrotect_master_warsphinx	1
wh2_dlc09_skill_tmb_necrotect_master_necrosphinx	wh2_dlc09_skill_tmb_necrotect_master_warsphinx	1
wh2_dlc09_skill_tmb_necrotect_jackal_specialised	wh2_dlc09_skill_tmb_necrotect_unique_1	1
wh2_dlc09_skill_tmb_necrotect_scorpions_specialised	wh2_dlc09_skill_tmb_necrotect_unique_1	1
wh2_dlc09_skill_tmb_necrotect_jackal_specialised	wh2_dlc09_skill_tmb_necrotect_unique_2	1
wh2_dlc09_skill_tmb_necrotect_serpentine_specialised	wh2_dlc09_skill_tmb_necrotect_unique_2	1
wh2_dlc09_skill_tmb_necrotect_scorpions_specialised	wh2_dlc09_skill_tmb_necrotect_unique_3	1
wh2_dlc09_skill_tmb_necrotect_serpentine_specialised	wh2_dlc09_skill_tmb_necrotect_unique_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_alkhazzar_ii_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_lahmizzash_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_rakhash_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_setep_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_thutep_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_0	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_1	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_3	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_2	1
wh2_dlc09_skill_tmb_god_blessing_0	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_1	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_3	1
wh2_dlc09_skill_tmb_god_blessing_2	wh2_dlc09_skill_tmb_tomb_king_wakhaf_god_blessing_3	1
wh2_dlc09_skill_tmb_tomb_prince_royalty_at_arm	wh2_dlc09_skill_tmb_tomb_prince_unique_0	1
wh2_dlc09_skill_tmb_tomb_prince_throne_successor	wh2_dlc09_skill_tmb_tomb_prince_unique_0	1
wh2_dlc09_skill_tmb_tomb_prince_cultist	wh2_dlc09_skill_tmb_tomb_prince_unique_1	1
wh2_dlc09_skill_tmb_tomb_prince_royalty_at_arm	wh2_dlc09_skill_tmb_tomb_prince_unique_1	1
wh2_dlc09_skill_tmb_tomb_prince_cultist	wh2_dlc09_skill_tmb_tomb_prince_unique_2	1
wh2_dlc09_skill_tmb_tomb_prince_throne_successor	wh2_dlc09_skill_tmb_tomb_prince_unique_2	1
wh2_main_skill_def_names_of_power_2	wh2_dlc10_skill_node_def_supreme_sorceress_beasts_names_of_power_1	1
wh2_main_skill_def_names_of_power_3	wh2_dlc10_skill_node_def_supreme_sorceress_beasts_names_of_power_1	1
wh2_main_skill_def_names_of_power_1	wh2_dlc10_skill_node_def_supreme_sorceress_beasts_names_of_power_2	1
wh2_main_skill_def_names_of_power_3	wh2_dlc10_skill_node_def_supreme_sorceress_beasts_names_of_power_2	1
wh2_main_skill_def_names_of_power_1	wh2_dlc10_skill_node_def_supreme_sorceress_beasts_names_of_power_3	1
wh2_main_skill_def_names_of_power_2	wh2_dlc10_skill_node_def_supreme_sorceress_beasts_names_of_power_3	1
wh2_main_skill_def_names_of_power_2	wh2_dlc10_skill_node_def_supreme_sorceress_dark_names_of_power_1	1
wh2_main_skill_def_names_of_power_3	wh2_dlc10_skill_node_def_supreme_sorceress_dark_names_of_power_1	1
wh2_main_skill_def_names_of_power_1	wh2_dlc10_skill_node_def_supreme_sorceress_dark_names_of_power_2	1
wh2_main_skill_def_names_of_power_3	wh2_dlc10_skill_node_def_supreme_sorceress_dark_names_of_power_2	1
wh2_main_skill_def_names_of_power_1	wh2_dlc10_skill_node_def_supreme_sorceress_dark_names_of_power_3	1
wh2_main_skill_def_names_of_power_2	wh2_dlc10_skill_node_def_supreme_sorceress_dark_names_of_power_3	1
wh2_main_skill_def_names_of_power_2	wh2_dlc10_skill_node_def_supreme_sorceress_death_names_of_power_1	1
wh2_main_skill_def_names_of_power_3	wh2_dlc10_skill_node_def_supreme_sorceress_death_names_of_power_1	1
