key	use_unit_exp_level_range	min_unit_exp_level_inclusive	max_unit_exp_level_inclusive	special_category
#unit_sets_tables;2;db/unit_sets_tables/data__				
all_land_artillery	false	-1	-1	
all_land_artillery_exc_grudge_units	false	-1	-1	
all_land_units	false	-1	-1	
all_land_units_exluding_artillery	false	-1	-1	
all_non_chs	false	-1	-1	
all_ogr	false	-1	-1	
all_support_units	false	-1	-1	
all_units	false	-1	-1	
all_units_excluding_flying	false	-1	-1	
all_units_excluding_guerrilla_deployment	false	-1	-1	
all_units_excluding_immune_to_psychology	false	-1	-1	
all_units_excluding_strider	false	-1	-1	
all_units_excluding_terror	false	-1	-1	
artillery_units	false	-1	-1	
black_ark	false	-1	-1	
bodyguard_units_admirals	false	-1	-1	
bodyguard_units_generals	false	-1	-1	
brt_all	false	-1	-1	
brt_bow_cav	false	-1	-1	
brt_bow_inf	false	-1	-1	
brt_cavalry	false	-1	-1	
brt_horse_knights	false	-1	-1	
brt_knights	false	-1	-1	
brt_monster_knights	false	-1	-1	
brt_polearms	false	-1	-1	
brt_reliquae	false	-1	-1	
brt_spear_cav	false	-1	-1	
brt_spear_inf	false	-1	-1	
brt_squires_yeomen	false	-1	-1	
brt_sword_inf	false	-1	-1	
brt_trebuchets	false	-1	-1	
bst_all	false	-1	-1	
bst_dlc03_bestigors	false	-1	-1	
bst_dlc03_centigors	false	-1	-1	
bst_dlc03_chaos_warhounds	false	-1	-1	
bst_dlc03_characters	false	-1	-1	
bst_dlc03_cygors	false	-1	-1	
bst_dlc03_gors	false	-1	-1	
bst_dlc03_khazrak	false	-1	-1	
bst_dlc03_melee_infantry_tier_1	false	-1	-1	
bst_dlc03_melee_infantry_tier_2	false	-1	-1	
bst_dlc03_minotaurs	false	-1	-1	
bst_dlc03_razgors_chariots	false	-1	-1	
bst_dlc03_razorgors	false	-1	-1	
bst_dlc03_ungors	false	-1	-1	
bst_dlc03_ungors_centigors	false	-1	-1	
bst_dlc03_ungors_gors	false	-1	-1	
bst_dlc17_ghorgons	false	-1	-1	
bst_dlc17_jabberslythes	false	-1	-1	
bst_dlc17_minotaurs_ghorgon_cygor_giants	false	-1	-1	
bst_giants	false	-1	-1	
bst_primal_fury_units	false	-1	-1	
cav_chariots_msla	false	-1	-1	
cavalry_and_monsters_knights	false	-1	-1	
cavalry_chariots	false	-1	-1	
cavalry_monstrous	false	-1	-1	
cavalry_units	false	-1	-1	
chaos_spawn_undivided	false	-1	-1	
characters	false	-1	-1	
chariots	false	-1	-1	
chd_characters	false	-1	-1	
chosen_mkho	false	-1	-1	
chosen_mnur	false	-1	-1	
chosen_msla	false	-1	-1	
chosen_mtze	false	-1	-1	
chosen_mtze_rank7	true	7	9	
chosen_und	false	-1	-1	
chs_cav_msla	false	-1	-1	
chs_chariot_plain	false	-1	-1	
chs_chariot_plain_rank7	true	7	9	
chs_chariot_plain_rank7_ror	false	-1	-1	
chs_chariots_mkho	false	-1	-1	
chs_chariots_mnur	false	-1	-1	
chs_chariots_msla	false	-1	-1	
chs_chariots_mtze	false	-1	-1	
chs_chariots_mtze_rank7	true	7	9	
chs_chosen	false	-1	-1	
chs_chosen_rank7	true	7	9	
chs_chosen_warriors_mnur	false	-1	-1	
chs_daemon_cavalry	false	-1	-1	
chs_daemon_cavalry_rank7	true	7	9	
chs_daemon_cavalry_rank7_ror	false	-1	-1	
chs_daemon_chariots	false	-1	-1	
chs_daemon_chariots_rank7	true	7	9	
chs_daemon_flying	false	-1	-1	
chs_daemon_flying_rank7	true	7	9	
chs_daemon_flying_rank7_ror	false	-1	-1	
chs_daemon_infantry	false	-1	-1	
chs_daemon_infantry_rank7	true	7	9	
chs_daemon_monsters_beasts	false	-1	-1	
chs_daemon_monsters_beasts_rank7	true	7	9	
chs_daemon_monsters_beasts_rank7_ror	false	-1	-1	
chs_daemon_ranged	false	-1	-1	
chs_daemon_ranged_rank7	true	7	9	
chs_daemon_ranged_rank7_ror	false	-1	-1	
chs_dragon_ogre_shaggoths	false	-1	-1	
chs_dragon_ogre_shaggoths_rank7	true	7	9	
chs_dragon_ogres	false	-1	-1	
chs_dragon_ogres_rank7	true	7	9	
chs_dragon_ogres_rank7_ror	false	-1	-1	
chs_forsaken	false	-1	-1	
chs_forsaken_mkho	false	-1	-1	
chs_forsaken_msla	false	-1	-1	
chs_forsaken_rank7	true	7	9	
chs_forsaken_spawn_tze	false	-1	-1	
chs_giant_trolls_rank_4	true	4	9	
chs_giants	false	-1	-1	
chs_giants_rank7	true	7	9	
chs_giants_rank7_ror	false	-1	-1	
chs_gorebeast_chariot	false	-1	-1	
chs_gorebeast_chariot_rank7	true	7	9	
chs_hellcannon	false	-1	-1	
chs_hellcannon_rank7	true	7	9	
chs_hellcannon_rank7_ror	false	-1	-1	
chs_hounds	false	-1	-1	
chs_hounds_rank7	true	7	9	
chs_inf_ror	false	-1	-1	
chs_knights	false	-1	-1	
chs_knights_chariots_units	false	-1	-1	
chs_knights_mkho	false	-1	-1	
chs_knights_mnur	false	-1	-1	
chs_knights_msla	false	-1	-1	
chs_knights_rank7	true	7	9	
chs_knights_rank7_ror	false	-1	-1	
chs_lords	false	-1	-1	
chs_manticores	false	-1	-1	
chs_manticores_rank7	true	7	9	
chs_marauder_cav	false	-1	-1	
chs_marauder_horsemen_mtze_javelins	false	-1	-1	
chs_marauder_horsemen_mtze_javelins_rank7	true	7	9	
chs_marauders	false	-1	-1	
chs_spawns	false	-1	-1	
chs_trolls	false	-1	-1	
chs_trolls_rank7	true	7	9	
chs_warhound_manticore_rank_4	true	4	9	
chs_warmachines	false	-1	-1	
chs_warriors	false	-1	-1	
chs_warriors_only	false	-1	-1	
chs_warriors_only_rank7	true	7	9	
cth_all	false	-1	-1	
cth_archers	false	-1	-1	
cth_balloons	false	-1	-1	
cth_balloons_rank7	true	7	9	
cth_cavalry	false	-1	-1	
cth_cavalry_rank7	true	7	9	
cth_cavalry_rank7_ror	false	-1	-1	renown
cth_celestial_dragon_guard	false	-1	-1	
cth_compass_terracotta_sentinel	false	-1	-1	
cth_flyers	false	-1	-1	
cth_flyers_rank7	true	7	9	
cth_flyers_ror	false	-1	-1	
cth_gunners	false	-1	-1	
cth_gunners_artillery	false	-1	-1	
cth_infantry	false	-1	-1	
cth_infantry_rank7	true	7	9	
cth_infantry_rank7_ror	false	-1	-1	
cth_jade_units	false	-1	-1	
cth_lion_statues	false	-1	-1	
cth_melee	false	-1	-1	
cth_missile_units	false	-1	-1	
cth_ranged_rank7	true	7	9	
cth_ranged_rank7_ror	false	-1	-1	
cth_yuan_bo_focus_units	false	-1	-1	
def_agents	false	-1	-1	
def_assassins	false	-1	-1	
def_beasts	false	-1	-1	
def_black_council	false	-1	-1	
def_blackguard	false	-1	-1	
def_boltthrowers	false	-1	-1	
def_characters	false	-1	-1	
def_coldonechariots	false	-1	-1	
def_coldoneknights	false	-1	-1	
def_corsairs	false	-1	-1	
def_crossbowmen	false	-1	-1	
def_darkriders	false	-1	-1	
def_darkshards_shields	false	-1	-1	
def_doomfire_warlocks	false	-1	-1	
def_doomfire_warlocks_rank7	true	7	9	
def_doomfire_warlocks_rank7_ror	false	-1	-1	
def_dragons	false	-1	-1	
def_dreadknights	false	-1	-1	
def_executioners	false	-1	-1	
def_feral_manticore	false	-1	-1	
def_feral_manticore_rank7	true	7	9	
def_harpies	false	-1	-1	
def_hydra	false	-1	-1	
def_kharibdyss	false	-1	-1	
def_monsters	false	-1	-1	
def_shades	false	-1	-1	
def_sisters_of_slaughter	false	-1	-1	
def_sisters_of_slaughter_rank7	true	7	9	
def_spearmen	false	-1	-1	
def_swordmen	false	-1	-1	
def_witchelves	false	-1	-1	
def_witchelves_and_sisters_of_slaughter	false	-1	-1	
dlc07_brt_foot_squires	false	-1	-1	
dlc07_brt_grail_guardians	false	-1	-1	
dlc07_brt_grail_knights_guardians	false	-1	-1	
dlc07_brt_grail_vow	false	-1	-1	
dlc07_brt_grail_vow_unique_fay	false	-1	-1	
dlc07_brt_inf_battle_pilgrims	false	-1	-1	
dlc07_brt_knights_questing	false	-1	-1	
dlc07_brt_knights_realm	false	-1	-1	
dlc07_brt_knights_vow	false	-1	-1	
dlc07_brt_paladins	false	-1	-1	
dlc07_brt_quest_vow	false	-1	-1	
dlc07_brt_royal_units	false	-1	-1	
dlc08_mammoths	false	-1	-1	
dlc08_nor_all_norscan_wolf_creatures_and_warhounds	false	-1	-1	
dlc08_nor_all_warhounds	false	-1	-1	
dlc08_nor_fimirs	false	-1	-1	
dlc08_nor_frost_wyrm	false	-1	-1	
dlc08_nor_giants	false	-1	-1	
dlc08_nor_marauders_all	false	-1	-1	
dlc08_nor_marauders_berserkers	false	-1	-1	
dlc08_nor_marauders_cav	false	-1	-1	
dlc08_nor_marauders_cav_chariots	false	-1	-1	
dlc08_nor_marauders_champions	false	-1	-1	
dlc08_nor_marauders_chariots	false	-1	-1	
dlc08_nor_marauders_hunters	false	-1	-1	
dlc08_nor_marauders_inf	false	-1	-1	
dlc08_nor_marauders_mis	false	-1	-1	
dlc08_nor_marauders_spearmen	false	-1	-1	
dlc08_nor_monsters	false	-1	-1	
dlc08_nor_skin_wolves	false	-1	-1	
dlc08_nor_trolls	false	-1	-1	
dlc08_nor_trolls_fimirs	false	-1	-1	
dlc08_nor_war_mammoth_warshrine	false	-1	-1	
dlc08_nor_war_mammoths	false	-1	-1	
dlc08_nor_warhounds_only	false	-1	-1	
dlc14_all_units_excluding_characters	false	-1	-1	
dlc14_all_units_rank7	true	7	9	
dlc14_brt_henri_le_massif	false	-1	-1	
dlc14_monsters_monstrous_infantry_caste	false	-1	-1	
dlc15_monsters_monstrous_infantry_caste	false	-1	-1	
dlc16_all_units_rank1	true	1	9	
dlc16_all_units_rank2	true	2	9	
dlc16_all_units_rank3	true	3	9	
dlc16_all_units_rank4	true	4	9	
dlc16_all_units_rank5	true	5	9	
dlc16_all_units_rank6	true	6	9	
dlc16_all_units_rank7	true	7	9	
dlc16_all_units_rank8	true	8	9	
dlc16_all_units_rank9	true	9	9	
dlc24_all_units_exluding_tzeentch	false	-1	-1	
dlc25_emp_helstorm_units	false	-1	-1	
dwarf_all_units_exclude_slayers	false	-1	-1	
dwf_all_units_characters	false	-1	-1	
dwf_artillery	false	-1	-1	
dwf_arty_thunderbarge_and_gyros	false	-1	-1	
dwf_axe_infantry	false	-1	-1	
dwf_blackpowder	false	-1	-1	
dwf_bomber	false	-1	-1	
dwf_cannons	false	-1	-1	
dwf_dlc06_rangers	false	-1	-1	
dwf_doomseekers	false	-1	-1	
dwf_doomseekers_rank7	true	7	9	
dwf_flame_cannon	false	-1	-1	
dwf_flying_war_machines	false	-1	-1	
dwf_goblin_hewer	false	-1	-1	
dwf_great_weapon_infantry	false	-1	-1	
dwf_grudgeboltthrowers	false	-1	-1	
dwf_gyro_flame	false	-1	-1	
dwf_gyrobombers	false	-1	-1	
dwf_gyrobombers_no_ror	false	-1	-1	
dwf_gyrocopters	false	-1	-1	
dwf_gyros	false	-1	-1	
dwf_hammerers	false	-1	-1	
dwf_hammerers_rank_7	true	7	9	
dwf_hammerers_ror_rank_7	false	-1	-1	
dwf_infantry	false	-1	-1	
dwf_infantry_ranged	false	-1	-1	
dwf_ironbreaker	false	-1	-1	
dwf_ironbreaker_rank_7	true	7	9	
dwf_ironbreaker_ror_rank_7	false	-1	-1	
dwf_irondrakes	false	-1	-1	
dwf_longbeards	false	-1	-1	
dwf_malakai_arty	false	-1	-1	
dwf_malakai_only	false	-1	-1	
dwf_master_engineer	false	-1	-1	
dwf_melee_infantry	false	-1	-1	
dwf_melee_shield_units	false	-1	-1	
dwf_miners	false	-1	-1	
dwf_miners_ironbreakers	false	-1	-1	
dwf_organ_guns	false	-1	-1	
dwf_pro01_grombrindal	false	-1	-1	
dwf_quarrelers	false	-1	-1	
dwf_quarrellers_rangers	false	-1	-1	
dwf_ranged_tier_1	false	-1	-1	
dwf_ranged_tier_2	false	-1	-1	
dwf_runesmith	false	-1	-1	
dwf_shield_units	false	-1	-1	
dwf_shield_units_except_ironbreakers	false	-1	-1	
dwf_shield_warriors_longbeards	false	-1	-1	
dwf_skyhammer_gyrobomber_only	false	-1	-1	
dwf_slayer_pirates	false	-1	-1	
dwf_slayer_pirates_goblin_hewers	false	-1	-1	
dwf_slayers	false	-1	-1	
dwf_slayers_all	false	-1	-1	
dwf_slayers_and_ungrim	false	-1	-1	
dwf_slayers_anti_large	false	-1	-1	
dwf_slayers_ranged_all	false	-1	-1	
dwf_spirit_of_grungni_summon	false	-1	-1	
dwf_thane	false	-1	-1	
dwf_thunderbarge	false	-1	-1	
dwf_thunderers	false	-1	-1	
dwf_thunderers_irondrakes_rangers_quarrellers	false	-1	-1	
dwf_thunderers_slayer_pirates	false	-1	-1	
dwf_warriors	false	-1	-1	
dwf_warriors_gw_only	false	-1	-1	
dwf_wpn_greataxe	false	-1	-1	
dwf_wpn_hammer	false	-1	-1	
dwf_wpn_handweapon	false	-1	-1	
dwf_wpn_picks	false	-1	-1	
elephants	false	-1	-1	
emp_all	false	-1	-1	
emp_amethyst	false	-1	-1	
emp_amethyst_elspeth	false	-1	-1	
emp_archers	false	-1	-1	
emp_artillery	false	-1	-1	
emp_black_rose_knights	false	-1	-1	
emp_characters	false	-1	-1	
emp_crossbow	false	-1	-1	
emp_demigryphs	false	-1	-1	
emp_flagellants	false	-1	-1	
emp_freecompany	false	-1	-1	
emp_gelt	false	-1	-1	
emp_greatcannon	false	-1	-1	
emp_greatswords	false	-1	-1	
emp_gun_artillery	false	-1	-1	
emp_gunnery	false	-1	-1	
emp_halberds	false	-1	-1	
emp_halberds_no_demigryph	false	-1	-1	
emp_handgunners	false	-1	-1	
emp_huntsmen	false	-1	-1	
emp_infantry	false	-1	-1	
emp_knights	false	-1	-1	
emp_knights_demigryph_7	true	7	9	
emp_lances	false	-1	-1	
emp_melee_cavalry	false	-1	-1	
emp_melee_infantry_7	true	7	9	
emp_melee_infantry_tier_1	false	-1	-1	
emp_melee_infantry_tier_2	false	-1	-1	
emp_missile_cavalry	false	-1	-1	
emp_missile_cavalry_vet	true	7	9	
emp_missile_infantry	false	-1	-1	
emp_missile_infantry_vet	true	7	9	
emp_outriders	false	-1	-1	
emp_pistoleers	false	-1	-1	
emp_reiksguard	false	-1	-1	
emp_reiksguard_greatsword	false	-1	-1	
emp_spears	false	-1	-1	
emp_state_troops	false	-1	-1	
emp_state_troops_1	true	1	9	elector_counts
emp_state_troops_2	true	2	9	elector_counts
emp_state_troops_3	true	3	9	elector_counts
emp_state_troops_4	true	4	9	elector_counts
emp_state_troops_5	true	5	9	elector_counts
emp_state_troops_6	true	6	9	elector_counts
emp_state_troops_7	true	7	9	elector_counts
emp_state_troops_8	true	8	9	elector_counts
emp_state_troops_9	true	9	9	elector_counts
emp_steam_land_ship	false	-1	-1	
emp_steam_luminark_land_ship	false	-1	-1	
emp_steam_tank	false	-1	-1	
emp_steam_tank_and_demigryph_knights	false	-1	-1	
emp_swords	false	-1	-1	
emp_warmachines	false	-1	-1	
emp_wizards	false	-1	-1	
ethereal	false	-1	-1	
feral_cold_ones_def_cold_one_riders	false	-1	-1	
flying_units	false	-1	-1	
gotrek_felix	false	-1	-1	
grn_all_big_uns	false	-1	-1	
grn_arachnarok	false	-1	-1	
grn_archer_infantry	false	-1	-1	
grn_archers	false	-1	-1	
grn_arrer_boyz	false	-1	-1	
grn_big_uns	false	-1	-1	
grn_black_orcs	false	-1	-1	
grn_boars	false	-1	-1	
grn_boyz	false	-1	-1	
grn_cav_orc	false	-1	-1	
grn_characters	false	-1	-1	
grn_chariots	false	-1	-1	
grn_dlc06_da_warlords_boyz	false	-1	-1	
grn_dlc06_grn_inf_nasty_skukers	false	-1	-1	
grn_dlc06_night_goblins	false	-1	-1	
grn_dlc06_night_goblins_and_goblins	false	-1	-1	
grn_dlc06_savage_orc_infantry	false	-1	-1	
grn_dlc06_savage_orc_riders	false	-1	-1	
grn_dlc06_savage_orcs	false	-1	-1	
grn_dlc06_squig_hoppers	false	-1	-1	
grn_dlc06_squigs	false	-1	-1	
grn_doomdiver	false	-1	-1	
grn_fanatics	false	-1	-1	
grn_giants	false	-1	-1	
grn_goblins	false	-1	-1	
grn_infantry_goblin	false	-1	-1	
grn_infantry_orc	false	-1	-1	
grn_melee_infantry_tier_1	false	-1	-1	
grn_melee_infantry_tier_2	false	-1	-1	
grn_night_goblins	false	-1	-1	
grn_normal_orcs	false	-1	-1	
grn_orc_warboss	false	-1	-1	
grn_orcs	false	-1	-1	
grn_rocklobber	false	-1	-1	
grn_spear_infantry	false	-1	-1	
grn_spears	false	-1	-1	
grn_spider_riders	false	-1	-1	
grn_trolls_all	false	-1	-1	
grn_wolf_riders	false	-1	-1	
hef_all	false	-1	-1	
hef_archer_seaguard_boltthrower_rank7	true	7	9	
hef_archer_seaguard_boltthrower_rank7_ror	false	-1	-1	
hef_archer_seaguard_rank7	true	7	9	
hef_archer_seaguard_rank7_ror	false	-1	-1	
hef_archers	false	-1	-1	
hef_boltthrower	false	-1	-1	
hef_boltthrower_rank7	true	7	9	
hef_casters	false	-1	-1	
hef_chariots	false	-1	-1	
hef_chracian_units	false	-1	-1	
hef_dlc10_trees	false	-1	-1	
hef_dragon_phoenix_related_rank7	true	7	9	
hef_dragon_phoenix_related_rank7_ror	false	-1	-1	
hef_dragonprince	false	-1	-1	
hef_dragons	false	-1	-1	
hef_eagle_chariot_reavers_rank7	true	7	9	
hef_eagle_chariot_reavers_rank7_ror	false	-1	-1	
hef_eagles	false	-1	-1	
hef_loremaster	false	-1	-1	
hef_mages	false	-1	-1	
hef_phoenix	false	-1	-1	
hef_phoenixguard	false	-1	-1	
hef_reavers	false	-1	-1	
hef_seaguard	false	-1	-1	
hef_shadow_warriors	false	-1	-1	
hef_shadow_warriors_rank7	true	7	9	
hef_shadow_warriors_rank7_ror	false	-1	-1	
hef_silverhelms	false	-1	-1	
hef_sisters_of_avelorn	false	-1	-1	
hef_sisters_of_avelorn_rank7	true	7	9	
hef_sisters_of_avelorn_rank7_ror	false	-1	-1	
hef_spear_silver_swordmaster_lions_rank7	true	7	9	
hef_spear_silver_swordmaster_lions_rank7_ror	false	-1	-1	
hef_spearmen	false	-1	-1	
hef_spearmen_archers_silverhelms	false	-1	-1	
hef_swordmasters	false	-1	-1	
hef_whitelions	false	-1	-1	
heroes	false	-1	-1	
imperial_pegasus	false	-1	-1	
infantry_monstrous	false	-1	-1	
infantry_units	false	-1	-1	
infantry_units_melee	false	-1	-1	
infantry_units_missile	false	-1	-1	
infantry_units_spears	false	-1	-1	
invalid_target_group_nurglings	false	-1	-1	
just_the_changeling	false	-1	-1	
kho_bloodletters	false	-1	-1	
kho_bloodletters_chaos_warriors_marauders_chosen_forsaken_rank7	true	7	9	
kho_bloodletters_chaos_warriors_marauders_chosen_forsaken_rank7_ror	false	-1	-1	
kho_bloodthirsters_minotaurs_chaos_spawn_rank7	true	7	9	
kho_bloodthirsters_minotaurs_chaos_spawn_rank7_ror	false	-1	-1	
kho_cavalry_chariots	false	-1	-1	
kho_cavalry_chariots_non_daemonic	false	-1	-1	
kho_cavalry_rank7_ror	false	-1	-1	renown
kho_chaos_warriors	false	-1	-1	
kho_chaos_warriors_bloodletters	false	-1	-1	
kho_crushers	false	-1	-1	
kho_hounds_crushers_furies_rank7	true	7	9	
kho_hounds_crushers_furies_rank7_ror	false	-1	-1	
kho_monsters	false	-1	-1	
kho_soul_grinder_skullcannon_bloodshrine_gorebeast_chariot_rank7	true	7	9	
khorne_characters	false	-1	-1	
ksl_all	false	-1	-1	
ksl_armoured	false	-1	-1	
ksl_armoured_kossars_streltsi	false	-1	-1	
ksl_cavalry_rank7_ror	false	-1	-1	renown
ksl_gunpowder_units	false	-1	-1	
ksl_horse_archers	false	-1	-1	
ksl_horse_archers_kossovite_dervishes	false	-1	-1	
ksl_ice_guard	false	-1	-1	
ksl_ice_guard_rank_7	true	7	9	
ksl_ice_guard_tzar_guard	false	-1	-1	
ksl_ice_guard_tzar_guard_rank7	true	7	9	
ksl_ice_guard_tzar_guard_rank7_ror	false	-1	-1	
ksl_infantry	false	-1	-1	
ksl_infantry_mounted	false	-1	-1	
ksl_infantry_mounted_monsters	false	-1	-1	
ksl_kossar_light_cavalry	false	-1	-1	
ksl_kossars	false	-1	-1	
ksl_kossars_armoured	false	-1	-1	
ksl_kossars_armoured_kossars_streltsi	false	-1	-1	
ksl_kossars_armoured_kossars_streltsi_horse_archers	false	-1	-1	
ksl_kossars_armoured_kossars_streltsi_rank_7	true	7	9	
ksl_kossars_armoured_kossars_streltsi_rank_7_ror	false	-1	-1	
ksl_kossovite_dervishes	false	-1	-1	
ksl_kossovite_dervishes_winged_lancers_gryphon_legion	false	-1	-1	
ksl_light_medium_cavalry_rank_7	true	7	9	
ksl_melee_cavalry	false	-1	-1	
ksl_monster_cavalry	false	-1	-1	
ksl_monsters_and_war_bears	false	-1	-1	
ksl_monsters_and_war_bears_and_ost_creatures	false	-1	-1	
ksl_monsters_and_war_bears_rank_7	true	7	9	
ksl_monsters_and_war_bears_rank_7_ror	false	-1	-1	
ksl_tzar_guard	false	-1	-1	
ksl_tzar_guard_rank_7	true	7	9	
ksl_tzar_guard_rank_7_ror	false	-1	-1	
ksl_war_sleds_little_grom	false	-1	-1	
ksl_war_sleds_little_grom_rank_7	true	7	9	
ksl_winged_lancers_gryphon_legion	false	-1	-1	
lokhir_unmounted	false	-1	-1	
lords	false	-1	-1	
lzd_all	false	-1	-1	
lzd_ancient_stegadon_mounts	false	-1	-1	
lzd_astromancy_stance_guerilla_units	false	-1	-1	
lzd_bastilidon	false	-1	-1	
lzd_beasts	false	-1	-1	
lzd_beasts_rank7	true	7	9	
lzd_beasts_rank7_ror	false	-1	-1	
lzd_carnosaur	false	-1	-1	
lzd_chameleon_skink_skirmishers	false	-1	-1	
lzd_chameleon_skink_stalkers	false	-1	-1	
lzd_coatl	false	-1	-1	
lzd_cold_one_mount	false	-1	-1	
lzd_cold_ones_dinos	false	-1	-1	
lzd_coldones	false	-1	-1	
lzd_dinos	false	-1	-1	
lzd_dread_saurians	false	-1	-1	
