key	chance_to_replenish	max_count	unit_record	use_partial_replenishment	max_replenish_per_turn
#mercenary_unit_groups_tables;2;db/mercenary_unit_groups_tables/data__					
wh2_dlc09_tmb_art_casket_of_souls	0.0000	1	wh2_dlc09_tmb_art_casket_of_souls_0	false	0.0000
wh2_dlc09_tmb_cav_necropolis_knights_ror	100.0000	1	wh2_dlc09_tmb_cav_necropolis_knights_ror	true	0.1000
wh2_dlc09_tmb_cav_skeleton_horsemen_ror	100.0000	1	wh2_dlc09_tmb_cav_nehekhara_horsemen_ror	true	0.1000
wh2_dlc09_tmb_inf_nehekhara_warriors_ror	100.0000	1	wh2_dlc09_tmb_inf_nehekhara_warriors_ror	true	0.1000
wh2_dlc09_tmb_inf_skeleton_archers_ror	100.0000	1	wh2_dlc09_tmb_inf_skeleton_archers_ror	true	0.1000
wh2_dlc09_tmb_inf_skeleton_spearmen_ror	100.0000	1	wh2_dlc09_tmb_inf_skeleton_spearmen_ror	true	0.1000
wh2_dlc09_tmb_mon_carrion_ror	100.0000	1	wh2_dlc09_tmb_mon_carrion_ror	true	0.1000
wh2_dlc09_tmb_mon_necrosphinx_ror	100.0000	1	wh2_dlc09_tmb_mon_necrosphinx_ror	true	0.1000
wh2_dlc09_tmb_mon_sepulchral_stalkers_ror	100.0000	1	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror	true	0.1000
wh2_dlc09_tmb_mon_ushabti_ror	100.0000	1	wh2_dlc09_tmb_mon_ushabti_ror	true	0.1000
wh2_dlc09_tmb_tomb_guard_ror	100.0000	1	wh2_dlc09_tmb_inf_tomb_guard_ror	true	0.1000
wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0	100.0000	1	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0	true	0.1000
wh2_dlc10_def_cav_raven_heralds_ror_0	100.0000	1	wh2_dlc10_def_cav_raven_heralds_ror_0	true	0.1000
wh2_dlc10_def_cav_slaanesh_harvesters_ror_0	100.0000	1	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0	true	0.1000
wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	100.0000	1	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	true	0.1000
wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	100.0000	1	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	true	0.1000
wh2_dlc10_def_inf_the_bolt_fiends_ror_0	100.0000	1	wh2_dlc10_def_inf_the_bolt_fiends_ror_0	true	0.1000
wh2_dlc10_def_inf_the_hellebronai_ror_0	100.0000	1	wh2_dlc10_def_inf_the_hellebronai_ror_0	true	0.1000
wh2_dlc10_def_mon_chill_of_sontar_ror_0	100.0000	1	wh2_dlc10_def_mon_chill_of_sontar_ror_0	true	0.1000
wh2_dlc10_dwf_inf_giant_slayers	0.0500	5	wh2_dlc10_dwf_inf_giant_slayers	false	1.0000
