id	dilemma_key	option_key	value	target
#cdir_events_dilemma_option_junctions_tables;1;db/cdir_events_dilemma_option_junctions_tables/data__				
1001304710	wh3_dlc25_nur_dilemma_chieftains_bray_shaman_werekin	VAR_CHANCE	100	default
1002729302	wh3_dlc23_chd_dilemma_bygone_era	VAR_CHANCE	5	default
1003722050	wh2_main_dilemma_loyalty_positive_def_the_hermit	CND_FIRST_ROUND	1	default
1003918737	wh2_main_dilemma_loyalty_positive_skv_when_rats_fly	VAR_CHANCE	100	default
1003924273	wh2_main_dilemma_loyalty_def_sorceror_delinquent_1	GEN_TARGET_MODEL		default
1004102919	wh3_dlc23_dilemma_chd_convoy_cathay_caravan	GEN_TARGET_MODEL		default
1004156962	wh3_main_dilemma_ogr_5	GEN_CND_OWNS		default
1005269804	wh_dlc08_nor_monster_hunt_3_dilemma_reward	GEN_TARGET_FACTION		default
1005610962	wh2_dlc13_emp_elector_politics_8	GEN_TARGET_MODEL		default
1006825836	wh3_main_dilemma_dae_2	CND_CULTURE	wh3_main_dae_daemons	default
1007258582	wh3_main_dilemma_ksl_5	CND_ROUNDS_UNTIL_NEXT	20	default
1007385394	wh3_main_dilemma_kho_3	CND_CULTURE	wh3_main_kho_khorne	default
1007971138	wh3_main_dilemma_dae_10	CND_ROUNDS_UNTIL_NEXT	15	default
1008053012	wh2_dlc10_monster_hunt_10_stage_2	GEN_TARGET_NONE		default
1008928073	wh2_main_lzd_skilled_forces	CND_FIRST_ROUND	12	default
1008937579	wh3_main_dilemma_sla_3	CND_CULTURE	wh3_main_sla_slaanesh	default
1009319755	wh2_dlc15_dilemma_food_merchant_8	VAR_CHANCE	100	default
1009329728	wh2_main_lzd_new_blood	CND_ROUNDS_UNTIL_NEXT	20	default
1009475994	wh3_prologue_revealed_the_maze	GEN_TARGET_NONE		default
1009480685	wh3_main_dilemma_cth_4	CND_UNIQUE		default
1009629604	wh2_dlc16_dilemma_wef_encounter_laurelorn_norsca	VAR_CHANCE	100	default
1010744707	wh3_main_dilemma_nur_8	GEN_CND_NOT_HUMAN		target_faction_2
1011022929	wh3_dlc25_nur_dilemma_chieftains_Kayzk_werekin	CND_UNIQUE		default
1011220640	wh2_dlc13_emp_elector_politics_10	VAR_CHANCE	100	default
1011820044	wh3_main_dilemma_kho_4	VAR_CHANCE	10	default
1013003495	wh2_dlc13_wulfhart_dilemma_F_H_C	VAR_CHANCE	100	default
1014316746	wh2_main_hef_intrigue_the_folly_of_youth	CND_FACTION	wh2_main_hef_avelorn;wh2_main_hef_eataine;wh2_main_hef_order_of_loremasters	default
1014360358	wh3_main_story_panel_the_ascension	VAR_CHANCE	100	default
1015478671	wh2_twa03_dilemma_rakarth_rite	VAR_FOLLOWUP_CHANCE	100	default
1015900630	wh3_dlc23_dilemma_chd_convoy_power_overwhelming	VAR_CHANCE	0	default
1016423046	wh3_main_dilemma_nur_3	CND_FIRST_ROUND	15	default
1016664121	wh_dlc08_nor_avalanche	CND_FIRST_ROUND	10	default
1016838064	wh2_main_dilemma_loyalty_positive_def_a_tribute	GEN_TARGET_MODEL		default
1016973457	wh2_dlc16_wef_confederation_dilemma_wydrioth	VAR_CHANCE	100	default
1017718292	wh_dlc08_nor_hidden_fissure	CND_ROUNDS_UNTIL_NEXT	40	default
101836782	wh2_main_dilemma_loyalty_positive_def_the_alchemist	VAR_CHANCE	100	default
1019142417	wh3_dlc20_dilemma_chs_dicovered_ritual_khorne	CND_ROUNDS_UNTIL_NEXT	20	default
101942280	wh3_main_dilemma_sla_3	GEN_CND_NOT_FACTION_LEADER		default
1020774618	wh3_dlc23_chd_dilemma_mineral_surplus	VAR_CHANCE	5	default
1021341609	wh2_dlc09_tmb_dilemma_soulless_sphinx	CND_FIRST_ROUND	12	default
1023613448	wh2_dlc11_cst_dilemma_ancient_treasure	GEN_CND_NOT_WAR		default
1023758772	wh2_main_lzd_knowledge_regained	CND_FIRST_ROUND	10	default
1024059851	wh2_dlc09_tmb_dilemma_lost_tombs	CND_FIRST_ROUND	10	default
1024354559	wh2_main_dilemma_loyalty_def_price_of_treachery_1	CND_FIRST_ROUND	1	default
1024422626	wh3_main_dilemma_boris_unlock	VAR_CHANCE	100	default
1025330932	wh2_dlc13_wulfhart_rodrik_languille_stage_2_dilemma	GEN_TARGET_CHARACTER		default
1025354570	wh2_dlc10_nor_monster_hunt_9_dilemma_reward	VAR_CHANCE	100	default
1026487107	wh2_main_dilemma_loyalty_positive_skv_whisper_rumours	VAR_CHANCE	100	default
1027002270	wh3_main_dilemma_dae_6	CND_FIRST_ROUND	10	default
1028824545	wh2_dlc15_dilemma_dragon_encounter_special_black	VAR_FOLLOWUP_CHANCE	100	default
103021765	wh3_main_dilemma_kho_9	CND_ROUNDS_UNTIL_NEXT	20	default
1030277268	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	GEN_TARGET_FACTION		default
1030777034	wh2_main_dilemma_loyalty_positive_def_the_hermit	CND_CULTURE	wh2_main_def_dark_elves	default
103088451	wh2_dlc13_demand_return_wh3_main_combi_region_altdorf	VAR_CHANCE	100	default
1031015019	wh3_main_dilemma_cth_3	VAR_CHANCE	20	default
103121418	wh2_dlc15_dilemma_food_merchant_14	VAR_FOLLOWUP_CHANCE	100	default
1033072821	wh2_main_hef_intrigue_favour_of_the_phoenix	CND_HAS_AGENT	wizard	default
1033925101	wh3_main_dilemma_dae_7	GEN_TARGET_CHARACTER		default
1034669227	wh2_dlc09_tmb_dilemma_stray_mortals	VAR_CHANCE	4	default
103470850	wh2_main_lzd_out_or_in	CND_ROUNDS_UNTIL_NEXT	20	default
1034902725	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	CND_CAN_RECRUIT_UNIT_CLASS	chariot	default
1035490334	wh3_dlc23_chd_dilemma_deal_with_the_devil	GEN_TARGET_NONE		default
1035537720	wh3_dlc26_grn_successful_waaagh_dilemma	VAR_CHANCE	100	default
1036533819	wh3_main_dilemma_sla_7	CND_ROUNDS_UNTIL_NEXT	20	default
1037131461	wh2_dlc13_wulfhart_dilemma_D_I_B	VAR_FOLLOWUP_CHANCE	100	default
1038358847	wh2_dlc11_th_puzzle_3_11	VAR_CHANCE	100	default
1040029371	wh3_main_dilemma_kho_3	CND_NOT_AT_WAR_SUBCULTURE	wh3_main_sc_dae_daemons	default
1040470035	wh2_dlc11_th_puzzle_3_1	VAR_FOLLOWUP_CHANCE	100	default
1042015917	wh_dlc08_nor_monster_hunt_1_dilemma_reward	VAR_FOLLOWUP_CHANCE	100	default
1044301641	wh2_dlc11_th_puzzle_2_2	VAR_FOLLOWUP_CHANCE	100	default
1044455595	wh2_dlc10_nor_monster_hunt_11_dilemma_reward	VAR_FOLLOWUP_CHANCE	100	default
1048084050	wh2_main_lzd_out_or_in	CND_AT_WAR_SUBCULTURE	wh_dlc08_sc_nor_norsca	default
1049438892	wh2_dlc13_emp_elector_confederate_reikland	VAR_CHANCE	100	default
1051292073	wh2_dlc11_th_puzzle_2_4	VAR_FOLLOWUP_CHANCE	100	default
1051537534	wh2_main_hef_intrigue_signed_sealed_delivered	CND_MIN_TREASURY	1500	default
1051566532	wh2_dlc13_demand_return_wh3_main_combi_region_castle_von_rauken	VAR_CHANCE	100	default
1051589919	wh2_dlc13_wulfhart_dilemma_C_E_H	VAR_CHANCE	100	default
1052281586	wh3_main_dilemma_ksl_7	GEN_TARGET_REGION		default
