base_unit	mounted_unit	icon_name
#units_custom_battle_mounts_tables;1;db/units_custom_battle_mounts_tables/data__		
wh2_dlc09_tmb_cha_arkhan_0	wh2_dlc09_tmb_cha_arkhan_1	ui/campaign ui/mounts/mount_skeletal_steed_tmb.png
wh2_dlc09_tmb_cha_arkhan_0	wh2_dlc09_tmb_cha_arkhan_2	ui/campaign ui/mounts/mount_skeleton_chariot.png
wh2_dlc09_tmb_cha_khalida_0	wh2_dlc09_tmb_cha_khalida_1	ui/campaign ui/mounts/mount_necroserpent.png
wh2_dlc09_tmb_cha_khalida_0	wh2_dlc09_tmb_cha_khalida_2	ui/campaign ui/mounts/mount_skeleton_chariot.png
wh2_dlc09_tmb_cha_khatep_0	wh2_dlc09_tmb_cha_khatep_1	ui/campaign ui/mounts/mount_skeletal_steed_tmb.png
wh2_dlc09_tmb_cha_khatep_0	wh2_dlc09_tmb_cha_khatep_2	ui/campaign ui/mounts/mount_skeleton_chariot.png
wh2_dlc09_tmb_cha_khatep_0	wh2_dlc09_tmb_cha_khatep_3	ui/campaign ui/mounts/mount_casket_of_souls.png
wh2_dlc09_tmb_cha_liche_priest_death_0	wh2_dlc09_tmb_cha_liche_priest_death_1	ui/campaign ui/mounts/mount_skeletal_steed_tmb.png
wh2_dlc09_tmb_cha_liche_priest_light_0	wh2_dlc09_tmb_cha_liche_priest_light_1	ui/campaign ui/mounts/mount_skeletal_steed_tmb.png
wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	ui/campaign ui/mounts/mount_skeletal_steed_tmb.png
wh2_dlc09_tmb_cha_liche_priest_shadow_0	wh2_dlc09_tmb_cha_liche_priest_shadow_1	ui/campaign ui/mounts/mount_skeletal_steed_tmb.png
wh2_dlc09_tmb_cha_necrotect_0	wh2_dlc09_tmb_cha_necrotect_1	ui/campaign ui/mounts/mount_skeleton_chariot.png
wh2_dlc09_tmb_cha_settra_0	wh2_dlc09_tmb_cha_settra_1	ui/campaign ui/mounts/mount_skeletal_steed_tmb.png
wh2_dlc09_tmb_cha_settra_0	wh2_dlc09_tmb_cha_settra_2	ui/campaign ui/mounts/mount_chariot_of_the_gods.png
wh2_dlc09_tmb_cha_settra_0	wh2_dlc09_tmb_cha_settra_3	ui/campaign ui/mounts/mount_warsphinx.png
wh2_dlc09_tmb_cha_tomb_king_0	wh2_dlc09_tmb_cha_tomb_king_1	ui/campaign ui/mounts/mount_skeletal_steed_tmb.png
wh2_dlc09_tmb_cha_tomb_king_0	wh2_dlc09_tmb_cha_tomb_king_2	ui/campaign ui/mounts/mount_skeleton_chariot.png
wh2_dlc09_tmb_cha_tomb_king_0	wh2_dlc09_tmb_cha_tomb_king_3	ui/campaign ui/mounts/mount_warsphinx.png
wh2_dlc09_tmb_cha_tomb_prince_0	wh2_dlc09_tmb_cha_tomb_prince_1	ui/campaign ui/mounts/mount_skeletal_steed_tmb.png
wh2_dlc09_tmb_cha_tomb_prince_0	wh2_dlc09_tmb_cha_tomb_prince_2	ui/campaign ui/mounts/mount_skeleton_chariot.png
wh2_dlc10_def_cha_crone_0	wh2_dlc10_def_cha_crone_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_dlc10_def_cha_crone_0	wh2_dlc10_def_cha_crone_4	ui/campaign ui/mounts/mount_cauldron_of_blood.png
wh2_dlc10_def_cha_crone_0	wh2_dlc10_def_cha_crone_5	ui/campaign ui/mounts/mount_manticore.png
wh2_dlc10_def_cha_sorceress_beasts_0	wh2_dlc10_def_cha_sorceress_beasts_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_dlc10_def_cha_sorceress_beasts_0	wh2_dlc10_def_cha_sorceress_beasts_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_dlc10_def_cha_sorceress_beasts_0	wh2_dlc10_def_cha_sorceress_beasts_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_dlc10_def_cha_sorceress_death_0	wh2_dlc10_def_cha_sorceress_death_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_dlc10_def_cha_sorceress_death_0	wh2_dlc10_def_cha_sorceress_death_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_dlc10_def_cha_sorceress_death_0	wh2_dlc10_def_cha_sorceress_death_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_dlc10_def_cha_supreme_sorceress_beasts_0	wh2_dlc10_def_cha_supreme_sorceress_beasts_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_dlc10_def_cha_supreme_sorceress_beasts_0	wh2_dlc10_def_cha_supreme_sorceress_beasts_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_dlc10_def_cha_supreme_sorceress_beasts_0	wh2_dlc10_def_cha_supreme_sorceress_beasts_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_dlc10_def_cha_supreme_sorceress_beasts_0	wh2_dlc10_def_cha_supreme_sorceress_beasts_4	ui/campaign ui/mounts/mount_manticore.png
wh2_dlc10_def_cha_supreme_sorceress_beasts_0	wh2_dlc10_def_cha_supreme_sorceress_beasts_5	ui/campaign ui/mounts/mount_black_dragon.png
wh2_dlc10_def_cha_supreme_sorceress_dark_0	wh2_dlc10_def_cha_supreme_sorceress_dark_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_dlc10_def_cha_supreme_sorceress_dark_0	wh2_dlc10_def_cha_supreme_sorceress_dark_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_dlc10_def_cha_supreme_sorceress_dark_0	wh2_dlc10_def_cha_supreme_sorceress_dark_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_dlc10_def_cha_supreme_sorceress_dark_0	wh2_dlc10_def_cha_supreme_sorceress_dark_4	ui/campaign ui/mounts/mount_manticore.png
wh2_dlc10_def_cha_supreme_sorceress_dark_0	wh2_dlc10_def_cha_supreme_sorceress_dark_5	ui/campaign ui/mounts/mount_black_dragon.png
wh2_dlc10_def_cha_supreme_sorceress_death_0	wh2_dlc10_def_cha_supreme_sorceress_death_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_dlc10_def_cha_supreme_sorceress_death_0	wh2_dlc10_def_cha_supreme_sorceress_death_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_dlc10_def_cha_supreme_sorceress_death_0	wh2_dlc10_def_cha_supreme_sorceress_death_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_dlc10_def_cha_supreme_sorceress_death_0	wh2_dlc10_def_cha_supreme_sorceress_death_4	ui/campaign ui/mounts/mount_manticore.png
wh2_dlc10_def_cha_supreme_sorceress_death_0	wh2_dlc10_def_cha_supreme_sorceress_death_5	ui/campaign ui/mounts/mount_black_dragon.png
wh2_dlc10_def_cha_supreme_sorceress_fire_0	wh2_dlc10_def_cha_supreme_sorceress_fire_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_dlc10_def_cha_supreme_sorceress_fire_0	wh2_dlc10_def_cha_supreme_sorceress_fire_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_dlc10_def_cha_supreme_sorceress_fire_0	wh2_dlc10_def_cha_supreme_sorceress_fire_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_dlc10_def_cha_supreme_sorceress_fire_0	wh2_dlc10_def_cha_supreme_sorceress_fire_4	ui/campaign ui/mounts/mount_manticore.png
wh2_dlc10_def_cha_supreme_sorceress_fire_0	wh2_dlc10_def_cha_supreme_sorceress_fire_5	ui/campaign ui/mounts/mount_black_dragon.png
wh2_dlc10_def_cha_supreme_sorceress_shadow_0	wh2_dlc10_def_cha_supreme_sorceress_shadow_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_dlc10_def_cha_supreme_sorceress_shadow_0	wh2_dlc10_def_cha_supreme_sorceress_shadow_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_dlc10_def_cha_supreme_sorceress_shadow_0	wh2_dlc10_def_cha_supreme_sorceress_shadow_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_dlc10_def_cha_supreme_sorceress_shadow_0	wh2_dlc10_def_cha_supreme_sorceress_shadow_4	ui/campaign ui/mounts/mount_manticore.png
wh2_dlc10_def_cha_supreme_sorceress_shadow_0	wh2_dlc10_def_cha_supreme_sorceress_shadow_5	ui/campaign ui/mounts/mount_black_dragon.png
wh2_dlc10_hef_cha_alarielle_the_radiant_0	wh2_dlc10_hef_cha_alarielle_the_radiant_2	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc10_hef_cha_alarielle_the_radiant_0	wh2_dlc10_hef_cha_alarielle_the_radiant_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc10_hef_cha_handmaiden_0	wh2_dlc10_hef_cha_handmaiden_2	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc10_hef_cha_mage_heavens_0	wh2_dlc10_hef_cha_mage_heavens_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc10_hef_cha_mage_heavens_0	wh2_dlc10_hef_cha_mage_heavens_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc10_hef_cha_mage_shadows_0	wh2_dlc10_hef_cha_mage_shadows_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
