attribute	attribute_group
#unit_attributes_to_groups_junctions_tables;2;db/unit_attributes_to_groups_junctions_tables/data__	
always_flying	wh3_main_cth_cha_lord_magistrate_2
always_flying	wh3_main_cth_veh_sky_junk_0
always_flying	wh3_main_cth_veh_sky_lantern_0
bound_fire_daemon	wh3_dlc23_chd_mon_kdaai_destroyer
bound_fire_daemon	wh3_dlc23_chd_mon_kdaai_fireborn
bound_fire_daemon	wh3_dlc23_chd_mon_kdaai_fireborn_summoned
can_block_missiles_360	wh3_twa10_tze_inf_blue_horrors_ror
cant_run	wh2_dlc09_tmb_art_screaming_skull_catapult_0
cant_run	wh2_dlc11_cst_art_carronade
cant_run	wh2_dlc11_cst_art_mortar
cant_run	wh2_dlc11_cst_art_queen_bess
cant_run	wh2_dlc12_skv_art_warp_lightning_cannon_ror_0
cant_run	wh2_dlc13_emp_art_mortar_ror_0
cant_run	wh2_main_def_art_reaper_bolt_thrower
cant_run	wh2_main_hef_art_eagle_claw_bolt_thrower
cant_run	wh2_main_skv_art_plagueclaw_catapult
cant_run	wh2_main_skv_art_warp_lightning_cannon
cant_run	wh3_main_chs_art_hellcannon_prologue
cant_run	wh_dlc04_emp_art_hammer_of_the_witches_0
cant_run	wh_dlc04_emp_art_sunmaker_0
cant_run	wh_dlc06_dwf_art_bolt_thrower_0
cant_run	wh_dlc06_dwf_art_gob_lobber_0
cant_run	wh_dlc06_grn_art_hammer_of_gork_0
cant_run	wh_dlc07_brt_art_blessed_field_trebuchet_0
cant_run	wh_dlc08_nor_art_hellcannon_battery
cant_run	wh_main_brt_art_field_trebuchet
cant_run	wh_main_chs_art_hellcannon
cant_run	wh_main_dwf_art_cannon
cant_run	wh_main_dwf_art_flame_cannon
cant_run	wh_main_dwf_art_grudge_thrower
cant_run	wh_main_dwf_art_organ_gun
cant_run	wh_main_emp_art_great_cannon
cant_run	wh_main_emp_art_helblaster_volley_gun
cant_run	wh_main_emp_art_helstorm_rocket_battery
cant_run	wh_main_emp_art_mortar
cant_run	wh_main_grn_art_doom_diver_catapult
cant_run	wh_main_grn_art_goblin_rock_lobber
cant_run	wh_pro04_chs_art_hellcannon_ror_0
causes_fear	wh2_dlc09_tmb_art_casket_of_souls_0
causes_fear	wh2_dlc09_tmb_art_screaming_skull_catapult_0
causes_fear	wh2_dlc09_tmb_cav_hexwraiths
causes_fear	wh2_dlc09_tmb_cav_necropolis_knights_0
causes_fear	wh2_dlc09_tmb_cav_necropolis_knights_1
