effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/data__					
building_upkeep	military_spending.png	800	military_spending.png	campaign	true
food_cost	amber.png	1	amber.png	campaign	false
wh2_dlc09_books_of_nagash_reward_2_campaign_dummy	agent.png	101	agent.png	campaign	true
wh2_dlc09_books_of_nagash_reward_3_army_dummy	replenishment.png	101	replenishment.png	campaign	true
wh2_dlc09_books_of_nagash_reward_3_region_dummy	attrition.png	5	attrition.png	campaign	true
wh2_dlc09_bundle_tmb_final_battle_army_abilities		0		campaign	true
wh2_dlc09_bundle_tmb_final_battle_army_abilities_barrage		0		campaign	true
wh2_dlc09_bundle_tmb_final_battle_army_abilities_barrage_uses		0		campaign	true
wh2_dlc09_bundle_tmb_final_battle_army_abilities_swarm		0		campaign	true
wh2_dlc09_bundle_tmb_final_battle_army_abilities_swarm_uses		0		campaign	true
wh2_dlc09_disable_ritual_army_capacity		0		campaign	false
wh2_dlc09_disable_ritual_carrion		0		campaign	false
wh2_dlc09_disable_ritual_necropolis_knights		0		campaign	false
wh2_dlc09_disable_ritual_nehekhara_horsemen		0		campaign	false
wh2_dlc09_disable_ritual_nehekhara_warriors		0		campaign	false
wh2_dlc09_edict_brt_peasants_duty_growth_mod	edict_host_festag.png	284	edict_host_festag.png	campaign	true
wh2_dlc09_edict_brt_peasants_duty_public_order_mod	edict_host_festag.png	285	edict_host_festag.png	campaign	true
wh2_dlc09_edict_brt_peasants_duty_tax_mod	edict_host_festag.png	286	edict_host_festag.png	campaign	true
wh2_dlc09_edict_tmb_building_construction_cost_mod_buff_additive	edict_tmb_worship_of_phakth.png	0	edict_tmb_worship_of_phakth.png	campaign	false
wh2_dlc09_edict_tmb_corruption_reduction_buff_additive	edict_tmb_worship_of_asaph.png	0	edict_tmb_worship_of_asaph.png	campaign	true
wh2_dlc09_edict_tmb_force_all_campaign_experience_base_all_buff_additive	edict_tmb_worship_of_ptra.png	0	edict_tmb_worship_of_ptra.png	campaign	true
wh2_dlc09_edict_tmb_force_all_campaign_replenishment_rate_buff_additive	edict_tmb_worship_of_djaf.png	0	edict_tmb_worship_of_djaf.png	campaign	true
