technology	effect	effect_scope	value
#technology_effects_junction_tables;0;db/technology_effects_junction_tables/data__			
tech_dlc14_brt_bretonnian_diplomacy	wh_dlc05_faction_political_diplomacy_mod_technology_bretonnia	faction_to_faction_own_unseen	50.0000
tech_dlc14_brt_chivalry_tomb_kings_2	wh2_dlc09_faction_political_diplomacy_mod_technology_tomb_kings	faction_to_faction_own_unseen	-50.0000
tech_dlc14_brt_chivalry_tomb_kings_2	wh2_dlc14_effect_xp_gain_increase_versus_tomb_kings	faction_to_force_own_unseen	100.0000
tech_dlc14_brt_chivalry_tomb_kings_2	wh_dlc07_effect_increased_chivalry_tomb_kings	faction_to_faction_own_unseen	5.0000
tech_dlc14_brt_chivalry_tomb_kings_2	wh_dlc08_effect_force_stat_weapon_strength_vs_tomb_kings	faction_to_force_own_unseen	10.0000
tech_dlc14_brt_code_of_conduct	wh_dlc07_effect_chivalry_dummy	faction_to_faction_own_unseen	100.0000
tech_dlc14_brt_code_of_conduct	wh_main_effect_agent_action_cost_mod_champion_bretonnia	faction_to_character_own_unseen	-10.0000
tech_dlc14_brt_code_of_conduct	wh_main_effect_agent_action_success_chance_champion_bretonnia	faction_to_character_own_unseen	5.0000
tech_dlc14_brt_heraldry_oversea_repanse	wh2_main_faction_political_diplomacy_mod_technology_order	faction_to_faction_own_unseen	50.0000
tech_dlc14_brt_heroic_duties	wh_dlc07_effect_chivalry_dummy	faction_to_faction_own_unseen	100.0000
tech_dlc14_brt_heroic_duties	wh_main_effect_agent_recruitment_xp_all_agents	faction_to_province_own_unseen	5.0000
tech_dlc14_brt_heroic_duties	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	5.0000
tech_dlc14_brt_heroic_duties	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own_unseen	5.0000
tech_dlc14_brt_prayer_of_fortitude	wh2_dlc14_effect_reputation_pestilens_lords_and_heroes	faction_to_force_own_unseen	5.0000
tech_dlc14_brt_prayer_of_fortitude	wh2_dlc14_effect_tech_missile_resistance_bretonnia_characters	faction_to_force_own_unseen	5.0000
tech_dlc14_brt_prayer_of_fortitude	wh_dlc07_effect_chivalry_dummy	faction_to_faction_own_unseen	100.0000
tech_dlc14_brt_rally_the_peasants	wh2_dlc14_brt_foot_squires_recruit_time	faction_to_province_own_unseen	-1.0000
tech_dlc14_brt_rally_the_peasants	wh2_main_effect_building_recruitment_cost_reduction_brt_resource_iron	faction_to_faction_own_unseen	-15.0000
tech_dlc14_brt_rally_the_peasants	wh_dlc07_effect_chivalry_dummy	faction_to_faction_own_unseen	200.0000
tech_dlc14_brt_rally_the_peasants	wh_dlc07_effect_peasant_increase_base_amount	faction_to_faction_own_unseen	15.0000
tech_dlc14_brt_righteous_strength	wh2_dlc14_effect_reputation_mors_lords_and_heroes	faction_to_force_own_unseen	5.0000
tech_dlc14_brt_righteous_strength	wh2_dlc14_effect_speed_lords_and_heroes	faction_to_force_own_unseen	5.0000
tech_dlc14_brt_righteous_strength	wh_dlc07_effect_chivalry_dummy	faction_to_faction_own_unseen	100.0000
tech_dlc14_brt_the_ladys_favour	wh_dlc07_effect_chivalry_dummy	faction_to_faction_own_unseen	100.0000
tech_dlc14_brt_the_ladys_favour	wh_main_effect_agent_action_cost_mod_wizard_bretonnia	faction_to_character_own_unseen	-10.0000
tech_dlc14_brt_the_ladys_favour	wh_main_effect_agent_action_success_chance_wizard_bretonnia	faction_to_character_own_unseen	5.0000
tech_dlc14_skv_2_4_eshin	wh2_dlc14_effect_tech_melee_attack_increase_all_rank7	faction_to_force_own_unseen	6.0000
tech_dlc14_skv_2_4_eshin	wh2_dlc14_effect_tech_melee_defence_increase_all_rank7	faction_to_force_own_unseen	6.0000
tech_dlc14_skv_2_4_eshin	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own_unseen	20.0000
tech_dlc14_skv_2_4_eshin	wh_main_effect_force_stat_leadership	faction_to_force_own_unseen	10.0000
tech_dlc14_skv_3_0_eshin	wh2_main_effect_tech_upkeep_reduction_skv_slaves	faction_to_force_own_unseen	-13.0000
tech_dlc14_skv_3_0_eshin	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own_unseen	-5.0000
tech_dlc14_skv_8_0_eshin	wh2_dlc12_effect_under_empire_warcamp_clanrat	faction_to_faction_own_unseen	1.0000
tech_dlc14_skv_8_0_eshin	wh2_main_pooled_resource_skaven_food_cap	faction_to_faction_own_unseen	30.0000
tech_dlc14_skv_8_0_eshin	wh2_main_pooled_resource_skaven_food_technology	faction_to_faction_own_unseen	1.0000
tech_dlc16_skv_1_0_moulder	wh_main_effect_unit_recruitment_points	faction_to_province_own	1.0000
tech_dlc16_wef_ancients_addaivoch	wh2_dlc16_effect_ability_deathblow_for_tree_spirits	faction_to_force_own_unseen	1.0000
tech_dlc16_wef_ancients_addaivoch	wh2_dlc16_effect_stalk_wild_beasts	faction_to_force_own_unseen	1.0000
tech_dlc16_wef_ancients_ash	wh_main_effect_force_stat_ammunition	faction_to_force_own	35.0000
tech_dlc16_wef_ancients_ash	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	10.0000
tech_dlc16_wef_ancients_cypress	wh2_dlc16_effect_additional_worldroots_health_from_razing	faction_to_faction_own_unseen	5.0000
tech_dlc16_wef_ancients_cypress	wh2_dlc16_effect_fire_resistance_wef_tree_spirits	faction_to_force_own_unseen	25.0000
tech_dlc16_wef_ancients_cypress	wh2_main_effect_force_army_battle_melee_infantry_fatigue_resistance	faction_to_force_own_unseen	-25.0000
tech_dlc16_wef_ancients_eagles	wh2_dlc16_effect_armour_piercing_damage_great_eagles	faction_to_force_own_unseen	25.0000
tech_dlc16_wef_ancients_eagles	wh2_dlc16_effect_provides_vision_on_all_glade_regions	faction_to_faction_own_unseen	1.0000
tech_dlc16_wef_ancients_eagles	wh2_dlc16_effect_provides_vision_on_all_glade_regions_warning_dummy	faction_to_faction_own_unseen	1.0000
tech_dlc16_wef_ancients_eagles	wh2_dlc16_effect_resist_physical_great_eagle	faction_to_force_own_unseen	10.0000
tech_dlc16_wef_ancients_oak	wh2_dlc16_effect_unit_enable_attribute_expert_charge_defence_eternal_guard	faction_to_force_own_unseen	1.0000
tech_dlc16_wef_ancients_oak	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	faction_to_region_own_unseen	10.0000
tech_dlc16_wef_ancients_pine	wh2_dlc16_effect_upkeep_reduction_tree_spirits	faction_to_force_own_unseen	-15.0000
tech_dlc16_wef_ancients_pine	wh2_main_effect_building_construction_time_mod_all	faction_to_region_own_unseen	-25.0000
tech_dlc16_wef_ancients_poplar	wh2_main_effect_faction_trait_unit_recruitment_duration_all	faction_to_province_own_unseen	-1.0000
tech_dlc16_wef_ancients_poplar	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	25.0000
tech_dlc16_wef_ancients_wildwood	wh2_dlc16_effect_enable_murder_of_spites_treemen	faction_to_force_own_unseen	1.0000
tech_dlc16_wef_ancients_wildwood	wh2_dlc16_effect_phys_resist_wild_beasts	faction_to_force_own_unseen	20.0000
tech_dlc16_wef_ancients_willow	wh2_dlc16_effect_missile_resistance_wef_tree_spirits	faction_to_force_own_unseen	10.0000
tech_dlc16_wef_ancients_willow	wh2_dlc16_effect_replenishment_in_foreign_territory	faction_to_character_own_unseen	5.0000
tech_dlc16_wef_ancients_yew	wh2_dlc16_effect_poison_attacks_wef_tree_spirits	faction_to_force_own_unseen	1.0000
tech_dlc16_wef_ancients_yew	wh_main_effect_force_stat_reload_time_reduction	faction_to_force_own	15.0000
