key	icon
#ancillary_sets_tables;0;db/ancillary_sets_tables/data__	
wh3_dlc20_ancillary_set_chs_valkia	ui/skins/default/icon_item_set.png
wh3_dlc23_ancillary_set_chd_bazheraks_doom	ui/skins/default/icon_item_set.png
wh3_dlc23_ancillary_set_chd_drazhoath	ui/skins/default/icon_item_set.png
wh3_dlc23_ancillary_set_chd_zhatan	ui/skins/default/icon_item_set.png
wh3_dlc24_ancillary_set_brt_fay_enchantress	ui/skins/default/icon_item_set.png
wh3_dlc24_ancillary_set_chd_astragoth	ui/skins/default/icon_item_set.png
wh3_dlc24_ancillary_set_cth_miao_ying	ui/skins/default/icon_item_set.png
wh3_dlc24_ancillary_set_cth_yuan_bo	ui/skins/default/icon_item_set.png
wh3_dlc24_ancillary_set_cth_zhao_ming	ui/skins/default/icon_item_set.png
wh3_dlc24_ancillary_set_ksl_mother_ostankya	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_brt_alberic	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_brt_louen_leoncouer	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_bst_khazrak	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_chs_archaon	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_chs_prince_sigvald	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_cth_nan_gau_sentinel	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_cth_shang_yang_elementalist	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_cth_the_celestial_champion	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_cth_tools_of_astromancy	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_def_crone_hellebron	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_def_lokhir	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_def_malekith	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_def_morathi	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_def_rakarth	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_dwf_belegar	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_dwf_grombrindal	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_dwf_thorek	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_dwf_thorgrim_grudgebearer	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_dwf_ungrim_ironfist	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_emp_balthasar_gelt	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_emp_karl_franz	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_emp_volkmar	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_grn_azhag_the_slaughterer	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_grn_grimgor_ironhide	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_grn_grom_the_paunch	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_grn_wurrzag_da_great_prophet	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_hef_alarielle	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_hef_alith_anar	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_hef_eltharion	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_hef_imrik	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_hef_teclis	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_hef_tyrion	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_kho_trappings_of_blood	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_ksl_druzhina_of_ice	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_ksl_raiment_of_office	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_ksl_the_red_tzars_attire	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_ksl_ursire	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_ksl_wyrmhunter	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_lzd_gor_rok	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_lzd_kroq_gar	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_lzd_lord_mazdamundi	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_lzd_nakai	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_lzd_tehenhauin	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_lzd_tiktaqto	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_nur_impedimenta_of_plague	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_ogr_bull_balls	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_ogr_da_crown_jewelz	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_ogr_halfling_meat	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_ogr_skull_collecta	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_ogr_the_scarred	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_skv_deathmaster_snikch	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_skv_ikit_claw	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_skv_lord_skrolk	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_skv_queek_headtaker	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_skv_throt_the_unclean	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_sla_accoutrements_of_desire	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_tmb_arkhan	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_tmb_settra	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_tze_raiment_of_change	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_vmp_heinrich_kemmler	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_vmp_mannfred_von_carstein	ui/skins/default/icon_item_set.png
wh3_main_ancillary_set_vmp_vlad_con_carstein	ui/skins/default/icon_item_set.png
