key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
#technology_nodes_tables;0;db/technology_nodes_tables/data__														
dlc05_tech_wef_0_0_0			4	wh_dlc05_tech_2_morai_heg	wef_civ	0	400	0	0			0	0	0
dlc05_tech_wef_0_1_0			2	wh_dlc05_tech_1_vaul	wef_civ	1	600	0	0			0	0	0
dlc05_tech_wef_0_1_1			1	wh_dlc05_tech_1_loec	wef_civ	1	400	0	0			0	0	0
dlc05_tech_wef_0_2_0			1	wh_dlc05_tech_1_ladrielle	wef_civ	2	600	0	0			0	0	0
dlc05_tech_wef_0_2_1			0	wh_dlc05_tech_1_isha	wef_civ	2	400	0	0			0	0	0
dlc05_tech_wef_0_3_0			1	wh_dlc05_tech_1_hoeth	wef_civ	3	600	0	0			0	0	0
dlc05_tech_wef_0_3_1			0	wh_dlc05_tech_2_mathlann	wef_civ	3	400	0	0			0	0	0
dlc05_tech_wef_0_4_0			1	wh_dlc05_tech_1_kurnous	wef_civ	4	800	0	0			0	0	0
dlc05_tech_wef_0_4_1			0	wh_dlc05_tech_2_estreath	wef_civ	4	400	0	0			0	0	0
dlc05_tech_wef_0_5_0			2	wh_dlc05_tech_1_lileath	wef_civ	5	900	0	0			0	0	0
dlc05_tech_wef_0_5_1			1	wh_dlc05_tech_1_asuryan	wef_civ	5	400	0	0			0	0	0
dlc05_tech_wef_0_6_0			4	wh_dlc05_tech_2_khaine	wef_civ	5	1000	0	0			0	0	0
dlc05_tech_wef_0_6_1			2	wh_dlc05_tech_1_cadai	wef_civ	6	1000	0	0			0	0	0
dlc05_tech_wef_0_6_2			6	wh_dlc05_tech_2_cytharai	wef_civ	6	1000	0	0			0	0	0
dlc05_tech_wef_1_1_0			6	wh_dlc05_tech_2_ellinill	wef_civ	1	600	0	0			0	0	0
