province	region	is_capital
#region_to_province_junctions_tables;1;db/region_to_province_junctions_tables/data__		
wh3_dlc20_chaos_province_northern_wasteland	wh3_dlc20_chaos_region_black_pit	true
wh3_dlc20_chaos_province_marches_of_couronne	wh3_dlc20_chaos_region_chantillon	false
wh3_dlc20_chaos_province_albion	wh3_dlc20_chaos_region_citadel_of_lead	true
wh3_dlc20_chaos_province_northern_wasteland	wh3_dlc20_chaos_region_fort_sollace	false
wh3_dlc20_chaos_province_marches_of_couronne	wh3_dlc20_chaos_region_grung_zint	false
wh3_dlc20_chaos_province_albion	wh3_dlc20_chaos_region_losteriksons_landing	false
wh3_dlc20_chaos_province_albion	wh3_dlc20_chaos_region_neuland	false
wh3_dlc20_chaos_province_marches_of_couronne	wh3_dlc20_chaos_region_tancred_castle	true
wh3_dlc20_chaos_province_northern_wasteland	wh3_dlc20_chaos_region_wreckers_point	false
wh3_main_combi_province_chimera_plateau	wh3_dlc20_combi_region_dragons_death	false
wh3_dlc20_combi_province_frigid_wasteland	wh3_dlc20_combi_region_glacial_gardens	false
wh3_main_combi_province_ironfrost_glacier	wh3_dlc20_combi_region_glacier_encampment	false
wh3_main_combi_province_hochland	wh3_dlc20_combi_region_krudenwald	false
wh3_dlc23_chaos_province_the_plain_of_bones	wh3_dlc23_chaos_region_anurells_tomb	false
wh3_dlc23_chaos_province_silver_road	wh3_dlc23_chaos_region_deadrock_gap	false
wh3_main_chaos_province_the_blasted_wastes	wh3_dlc23_chaos_region_desolation_of_drakenmoor	false
wh3_dlc23_chaos_province_gnoblar_country	wh3_dlc23_chaos_region_flayed_rock	false
wh3_main_chaos_province_the_plain_of_zharr	wh3_dlc23_chaos_region_gash_kadrak	false
wh3_dlc23_chaos_province_silver_road	wh3_dlc23_chaos_region_pillars_of_grungni	true
wh3_main_chaos_province_the_haunted_forest	wh3_dlc23_chaos_region_the_haunted_forest	true
wh3_main_combi_province_the_blasted_wastes	wh3_dlc23_combi_region_blasted_expanse	false
wh3_main_combi_province_zorn_uzkul	wh3_dlc23_combi_region_fort_dorznye_vort	false
wh3_main_combi_province_the_plain_of_zharr	wh3_dlc23_combi_region_gash_kadrak	false
wh3_main_combi_province_goromadny_mountains	wh3_dlc23_combi_region_uzkulak_port	false
wh3_main_chaos_province_mountains_of_hel	wh3_main_chaos_region_altar_of_spawns	false
wh3_main_chaos_province_trollheim_mountains	wh3_main_chaos_region_altar_of_the_crimson_harvest	true
wh3_main_chaos_province_reikland	wh3_main_chaos_region_altdorf	true
wh3_main_chaos_province_ivory_road	wh3_main_chaos_region_amblepeak	false
wh3_main_chaos_province_ice_tooth_mountains	wh3_main_chaos_region_bay_of_blades	false
wh3_main_chaos_province_ostermark	wh3_main_chaos_region_bechafen	true
wh3_main_chaos_province_mountains_of_mourn	wh3_main_chaos_region_black_fang	false
wh3_dlc23_chaos_province_gnoblar_country	wh3_main_chaos_region_black_fortress	true
wh3_main_chaos_province_trollheim_mountains	wh3_main_chaos_region_black_gulch	false
wh3_main_chaos_province_the_cold_mires	wh3_main_chaos_region_black_rock	true
wh3_main_chaos_province_northern_grey_mountains	wh3_main_chaos_region_blackstone_tower	false
wh3_main_chaos_province_path_to_the_east	wh3_main_chaos_region_blizzardpeak	true
wh3_main_chaos_province_plain_of_illusions	wh3_main_chaos_region_blood_haven	true
wh3_main_chaos_province_the_shard_lands	wh3_main_chaos_region_blood_mountain	false
wh3_main_chaos_province_ancient_giant_lands	wh3_main_chaos_region_bloodpeak	true
wh3_main_chaos_province_eastern_steppes	wh3_main_chaos_region_bloodwind_keep	false
wh3_main_chaos_province_ostland	wh3_main_chaos_region_bohsenfels	false
wh3_main_chaos_province_northern_oblast	wh3_main_chaos_region_bolgasgrad	false
wh3_dlc20_chaos_province_middle_mountains	wh3_main_chaos_region_brass_keep	true
wh3_main_chaos_province_bloodfire_falls	wh3_main_chaos_region_bridge_of_brass	false
wh3_main_chaos_province_celestial_riverlands	wh3_main_chaos_region_bridge_of_heaven	false
wh3_main_chaos_province_the_wasteland	wh3_main_chaos_region_broekwater	false
wh3_main_chaos_province_troll_country	wh3_main_chaos_region_castle_alexandronov	true
wh3_main_chaos_province_northern_grey_mountains	wh3_main_chaos_region_castle_drachenfels	false
wh3_main_chaos_province_sylvania	wh3_main_chaos_region_castle_drakenhof	true
wh3_main_chaos_province_northern_wastes	wh3_main_chaos_region_chasm_of_torment	false
wh3_main_chaos_province_plain_of_bone	wh3_main_chaos_region_chimera_plateau	false
wh3_main_chaos_province_wastelands_of_jinshen	wh3_main_chaos_region_city_of_monkeys	false
wh3_main_chaos_province_road_of_skulls	wh3_main_chaos_region_city_of_splinters	true
wh3_main_chaos_province_imperial_road	wh3_main_chaos_region_city_of_the_shugengan	false
wh3_main_chaos_province_the_eternal_lagoon	wh3_main_chaos_region_cliff_of_beasts	false
wh3_main_chaos_province_the_wolf_lands	wh3_main_chaos_region_crookback_mountain	true
wh3_dlc23_chaos_province_the_plain_of_bones	wh3_main_chaos_region_darkhold	false
wh3_main_chaos_province_middenland	wh3_main_chaos_region_delberz	false
wh3_main_chaos_province_the_cliffs_of_death	wh3_main_chaos_region_dharko_wharf	false
wh3_main_chaos_province_troll_country	wh3_main_chaos_region_dhazhyn	false
wh3_main_chaos_province_nordland	wh3_main_chaos_region_dietershafen	false
wh3_main_chaos_province_ice_tooth_mountains	wh3_main_chaos_region_doomkeep	true
wh3_dlc23_chaos_province_dragon_isles	wh3_main_chaos_region_dragon_fang_mount	true
wh3_main_chaos_province_central_great_bastion	wh3_main_chaos_region_dragon_gate	true
wh3_main_chaos_province_the_red_wastes	wh3_main_chaos_region_dragons_crossroad	false
wh3_main_chaos_province_kdatha	wh3_main_chaos_region_dragons_death	false
wh3_main_chaos_province_northern_oblast	wh3_main_chaos_region_dushyka	false
wh3_main_chaos_province_gash_kadrak	wh3_main_chaos_region_eagle_eyries	false
wh3_main_chaos_province_reikland	wh3_main_chaos_region_eilhart	false
wh3_main_chaos_province_river_lynsk	wh3_main_chaos_region_erengrad	true
wh3_main_chaos_province_the_great_maw	wh3_main_chaos_region_fallen_city	true
wh3_main_chaos_province_mountains_of_mourn	wh3_main_chaos_region_fire_mouth	false
wh3_main_chaos_province_road_to_damnation	wh3_main_chaos_region_floating_mountain	false
wh3_main_chaos_province_the_wasteland	wh3_main_chaos_region_fort_bergbres	false
wh3_main_chaos_province_road_of_skulls	wh3_main_chaos_region_fort_dolganyeir	false
wh3_main_chaos_province_zorn_uzkul	wh3_main_chaos_region_fort_dorznye_vort	false
wh3_main_chaos_province_eastern_oblast	wh3_main_chaos_region_fort_jakova	false
wh3_main_chaos_province_northern_oblast	wh3_main_chaos_region_fort_ostrosk	false
wh3_main_chaos_province_trollheim_mountains	wh3_main_chaos_region_fort_straghov	false
wh3_main_chaos_province_ostermark	wh3_main_chaos_region_fortenhof	false
wh3_main_chaos_province_eastern_steppes	wh3_main_chaos_region_fortress_of_eyes	false
wh3_main_chaos_province_northern_wastes	wh3_main_chaos_region_fortress_of_the_damned	false
wh3_main_chaos_province_helspire_mountains	wh3_main_chaos_region_foul_fortress	true
wh3_main_chaos_province_eastern_steppes	wh3_main_chaos_region_foundry_of_bones	false
wh3_main_chaos_province_the_goromadny	wh3_main_chaos_region_frozen_landing	true
wh3_main_chaos_province_eastern_oblast	wh3_main_chaos_region_gerslev	false
wh3_main_chaos_province_the_cliffs_of_death	wh3_main_chaos_region_glut_port	false
wh3_main_chaos_province_peak_pass	wh3_main_chaos_region_gnashraks_lair	false
wh3_main_chaos_province_gash_kadrak	wh3_main_chaos_region_gorger_rock	false
wh3_main_chaos_province_the_wasteland	wh3_main_chaos_region_gorssel	false
wh3_main_chaos_province_helspire_mountains	wh3_main_chaos_region_graeling_moot	false
wh3_main_chaos_province_bone_road	wh3_main_chaos_region_granite_spikes	false
wh3_main_chaos_province_ivory_road	wh3_main_chaos_region_great_hall_of_greasus	true
wh3_main_chaos_province_northern_grey_mountains	wh3_main_chaos_region_grim_duraz	true
wh3_main_chaos_province_ivory_road	wh3_main_chaos_region_grimtop	false
wh3_main_chaos_province_wissenland	wh3_main_chaos_region_grissenwald	false
wh3_main_chaos_province_southern_grey_mountains	wh3_main_chaos_region_gristle_valley	false
wh3_main_chaos_province_wastelands_of_jinshen	wh3_main_chaos_region_hanyu_port	true
wh3_main_chaos_province_black_blood_pass	wh3_main_chaos_region_hell_pit	true
wh3_main_chaos_province_road_to_damnation	wh3_main_chaos_region_hellcade_drove	false
wh3_main_chaos_province_hochland	wh3_main_chaos_region_hergig	true
wh3_main_chaos_province_bone_road	wh3_main_chaos_region_hissing_pits	false
wh3_main_chaos_province_the_blasted_wastes	wh3_main_chaos_region_howling_rock	false
wh3_main_chaos_province_path_to_the_east	wh3_main_chaos_region_ice_caverns_of_ymirdrak	false
wh3_main_chaos_province_ice_tooth_mountains	wh3_main_chaos_region_icedrake_fjord	false
wh3_main_chaos_province_path_to_the_east	wh3_main_chaos_region_icespewer	false
wh3_main_chaos_province_eastern_oblast	wh3_main_chaos_region_igerov	false
wh3_main_chaos_province_bloodfire_falls	wh3_main_chaos_region_infernius	true
wh3_main_chaos_province_the_red_wastes	wh3_main_chaos_region_iron_storm	false
wh3_main_chaos_province_forests_of_the_moon	wh3_main_chaos_region_jade_wind_mountain	false
wh3_main_chaos_province_southern_grey_mountains	wh3_main_chaos_region_karak_azgaraz	false
wh3_main_chaos_province_mountains_of_mourn	wh3_main_chaos_region_karak_azorn	true
wh3_main_chaos_province_road_of_skulls	wh3_main_chaos_region_karak_dum	false
wh3_main_chaos_province_peak_pass	wh3_main_chaos_region_karak_kadrin	true
wh3_main_chaos_province_ivory_road	wh3_main_chaos_region_karak_krakaten	false
wh3_main_chaos_province_peak_pass	wh3_main_chaos_region_karak_raziak	false
wh3_main_chaos_province_worlds_edge_mountains	wh3_main_chaos_region_karak_ungor	false
wh3_main_chaos_province_the_high_pass	wh3_main_chaos_region_karak_vlag	true
wh3_main_chaos_province_gash_kadrak	wh3_main_chaos_region_karak_vrag	true
wh3_main_chaos_province_southern_grey_mountains	wh3_main_chaos_region_karak_ziflin	true
wh3_main_chaos_province_worlds_edge_mountains	wh3_main_chaos_region_khazid_irkulaz	false
wh3_main_chaos_province_river_urskoy	wh3_main_chaos_region_kislev	true
wh3_main_chaos_province_sylvania	wh3_main_chaos_region_konigstein_tower	false
wh3_main_chaos_province_gianthome_mountains	wh3_main_chaos_region_kraka_dorden	false
wh3_main_chaos_province_gianthome_mountains	wh3_main_chaos_region_kraka_drak	true
wh3_main_chaos_province_the_high_pass	wh3_main_chaos_region_kraz_und	false
wh3_main_chaos_province_hochland	wh3_main_chaos_region_krudenwald	false
wh3_main_chaos_province_imperial_road	wh3_main_chaos_region_kunlan	false
wh3_main_chaos_province_the_high_pass	wh3_main_chaos_region_kurak_peak	false
wh3_main_chaos_province_talabecland	wh3_main_chaos_region_kusel	false
wh3_main_chaos_province_the_witchs_wood	wh3_main_chaos_region_laurelorn_forest	true
wh3_main_chaos_province_troll_country	wh3_main_chaos_region_leblya	false
wh3_main_chaos_province_ice_tooth_mountains	wh3_main_chaos_region_longship_graveyard	false
wh3_main_chaos_province_the_wasteland	wh3_main_chaos_region_marienburg	true
wh3_main_chaos_province_middenland	wh3_main_chaos_region_middenheim	true
wh3_main_chaos_province_the_howling_wastes	wh3_main_chaos_region_mines_of_gorgoth	false
wh3_main_chaos_province_gunpowder_road	wh3_main_chaos_region_mines_of_nan_yang	false
wh3_main_chaos_province_lands_of_stone_and_steel	wh3_main_chaos_region_ming_zhu	false
wh3_main_chaos_province_ice_pass	wh3_main_chaos_region_mist_gorge	false
wh3_main_chaos_province_gash_kadrak	wh3_main_chaos_region_mount_cragg	false
wh3_main_chaos_province_the_wolf_lands	wh3_main_chaos_region_mount_grey_hag	false
wh3_dlc23_chaos_province_silver_road	wh3_main_chaos_region_mount_grimfang	false
wh3_dlc23_chaos_province_silver_road	wh3_main_chaos_region_mount_gunbad	false
wh3_main_chaos_province_the_great_maw	wh3_main_chaos_region_mount_thug	false
wh3_main_chaos_province_gunpowder_road	wh3_main_chaos_region_nan_gau	true
wh3_main_chaos_province_gunpowder_road	wh3_main_chaos_region_nan_li	false
wh3_main_chaos_province_celestial_riverlands	wh3_main_chaos_region_nonchang	false
wh3_main_chaos_province_nordland	wh3_main_chaos_region_norden	false
wh3_main_chaos_province_dukhlys_forest	wh3_main_chaos_region_novchozy	true
wh3_main_chaos_province_wissenland	wh3_main_chaos_region_nuln	true
wh3_main_chaos_province_black_water	wh3_main_chaos_region_oakenhammer	false
wh3_main_chaos_province_ostermark	wh3_main_chaos_region_osterwald	false
wh3_main_chaos_province_vanaheim_mountains	wh3_main_chaos_region_pack_ice_bay	false
wh3_main_chaos_province_the_shard_lands	wh3_main_chaos_region_palace_of_princes	false
wh3_dlc23_chaos_province_the_plain_of_bones	wh3_main_chaos_region_pigbarter	false
wh3_main_chaos_province_plain_of_illusions	wh3_main_chaos_region_pillar_of_skulls	false
wh3_main_chaos_province_dukhlys_forest	wh3_main_chaos_region_plesk	false
wh3_main_chaos_province_lands_of_stone_and_steel	wh3_main_chaos_region_po_mei	true
wh3_main_chaos_province_the_cursed_city	wh3_main_chaos_region_praag	true
wh3_main_chaos_province_broken_lands_of_tian_li	wh3_main_chaos_region_qiang	false
wh3_main_chaos_province_the_red_wastes	wh3_main_chaos_region_red_fortress	true
wh3_main_chaos_province_middenland	wh3_main_chaos_region_rosche	false
wh3_main_chaos_province_path_to_the_east	wh3_main_chaos_region_sabre_mountain	false
wh3_main_chaos_province_nordland	wh3_main_chaos_region_salzenmund	true
wh3_main_chaos_province_the_high_pass	wh3_main_chaos_region_seep_gore	false
wh3_main_chaos_province_dukhlys_forest	wh3_main_chaos_region_sepukzy	false
wh3_main_chaos_province_vanaheim_mountains	wh3_main_chaos_region_serpent_jetty	false
wh3_main_chaos_province_the_great_maw	wh3_main_chaos_region_shambletown	false
wh3_main_chaos_province_celestial_riverlands	wh3_main_chaos_region_shang_wu	true
wh3_main_chaos_province_warpstone_desert	wh3_main_chaos_region_shang_yang	true
wh3_dlc23_chaos_province_gnoblar_country	wh3_main_chaos_region_shattered_stone_bay	false
wh3_main_chaos_province_celestial_riverlands	wh3_main_chaos_region_shi_long	false
wh3_main_chaos_province_warpstone_desert	wh3_main_chaos_region_shrine_of_the_alchemist	false
wh3_main_chaos_province_stirland	wh3_main_chaos_region_siegfriedhof	false
wh3_main_chaos_province_the_goromadny	wh3_main_chaos_region_sjoktraken	false
wh3_dlc23_chaos_province_gnoblar_country	wh3_main_chaos_region_skrap_towers	false
wh3_main_chaos_province_western_great_bastion	wh3_main_chaos_region_snake_gate	true
wh3_main_chaos_province_the_cliffs_of_death	wh3_main_chaos_region_stormvrack_mount	false
wh3_main_chaos_province_warpstone_desert	wh3_main_chaos_region_tai_tzu	false
wh3_main_chaos_province_talabecland	wh3_main_chaos_region_talabheim	true
wh3_main_chaos_province_broken_lands_of_tian_li	wh3_main_chaos_region_temple_of_elemental_winds	false
wh3_main_chaos_province_the_goromadny	wh3_main_chaos_region_temple_of_heimkel	false
wh3_main_chaos_province_lands_of_stone_and_steel	wh3_main_chaos_region_terracotta_graveyard	false
wh3_main_chaos_province_the_blood_marshes	wh3_main_chaos_region_the_bleeding_spire	false
wh3_main_chaos_province_the_eternal_lagoon	wh3_main_chaos_region_the_blighted_grove	false
wh3_main_chaos_province_bloodfire_falls	wh3_main_chaos_region_the_brass_glacier	false
wh3_main_chaos_province_plain_of_illusions	wh3_main_chaos_region_the_burning_monolith	false
wh3_main_chaos_province_road_to_damnation	wh3_main_chaos_region_the_challenge_stone	false
wh3_main_chaos_province_plain_of_bone	wh3_main_chaos_region_the_crystal_spires	true
wh3_main_chaos_province_the_plain_of_zharr	wh3_main_chaos_region_the_daemons_stump	false
wh3_main_chaos_province_zorn_uzkul	wh3_main_chaos_region_the_falls_of_doom	false
wh3_main_chaos_province_the_shard_lands	wh3_main_chaos_region_the_fetid_catacombs	false
wh3_main_chaos_province_northern_wastes	wh3_main_chaos_region_the_folly_of_malofex	false
wh3_main_chaos_province_mountains_of_hel	wh3_main_chaos_region_the_forbidden_citadel	true
wh3_main_chaos_province_the_eternal_lagoon	wh3_main_chaos_region_the_forest_of_decay	false
wh3_dlc23_chaos_province_the_plain_of_bones	wh3_main_chaos_region_the_fortress_of_vorag	true
wh3_main_chaos_province_kdatha	wh3_main_chaos_region_the_gallows_tree	true
wh3_main_chaos_province_the_blasted_wastes	wh3_main_chaos_region_the_gates_of_zharr	true
wh3_main_chaos_province_bone_road	wh3_main_chaos_region_the_last_sky_castle	true
wh3_main_chaos_province_helspire_mountains	wh3_main_chaos_region_the_monolith_of_katam	false
wh3_main_chaos_province_bloodfire_falls	wh3_main_chaos_region_the_monolith_of_kjarl_deathaxe	false
wh3_main_chaos_province_plain_of_bone	wh3_main_chaos_region_the_monolith_of_the_void	false
wh3_main_chaos_province_the_shard_lands	wh3_main_chaos_region_the_palace_of_ruin	true
wh3_main_chaos_province_kdatha	wh3_main_chaos_region_the_red_abyss	false
wh3_main_chaos_province_the_howling_wastes	wh3_main_chaos_region_the_sentinels	false
wh3_main_chaos_province_northern_wastes	wh3_main_chaos_region_the_shifting_monolith	true
wh3_main_chaos_province_worlds_edge_mountains	wh3_main_chaos_region_the_silver_pinnacle	true
wh3_main_chaos_province_the_eternal_lagoon	wh3_main_chaos_region_the_silvered_tower_of_sorcerers	true
wh3_main_chaos_province_ancient_giant_lands	wh3_main_chaos_region_the_sky_monolith	false
wh3_main_chaos_province_the_cliffs_of_death	wh3_main_chaos_region_the_sunken_sewers	true
wh3_main_chaos_province_the_cold_mires	wh3_main_chaos_region_the_tower_of_flies	false
wh3_main_chaos_province_the_howling_wastes	wh3_main_chaos_region_the_tower_of_gorgoth	true
wh3_main_chaos_province_trollheim_mountains	wh3_main_chaos_region_the_tower_of_khrakk	false
wh3_main_chaos_province_plain_of_illusions	wh3_main_chaos_region_the_tower_of_torment	false
wh3_main_chaos_province_the_cold_mires	wh3_main_chaos_region_the_twisted_towers	false
wh3_main_chaos_province_the_blood_marshes	wh3_main_chaos_region_the_vale_of_nightmares	false
wh3_main_chaos_province_eastern_steppes	wh3_main_chaos_region_the_volary	true
wh3_main_chaos_province_the_blood_marshes	wh3_main_chaos_region_the_writhing_fortress	true
wh3_main_chaos_province_ancient_giant_lands	wh3_main_chaos_region_titans_notch	false
wh3_main_chaos_province_warpstone_desert	wh3_main_chaos_region_tower_of_ashshair	false
wh3_main_chaos_province_the_wolf_lands	wh3_main_chaos_region_tower_of_grief	false
wh3_main_chaos_province_the_blood_marshes	wh3_main_chaos_region_tree_of_damned_shades	false
wh3_main_chaos_province_vanaheim_mountains	wh3_main_chaos_region_troll_fjord	true
wh3_main_chaos_province_eastern_great_bastion	wh3_main_chaos_region_turtle_gate	true
