id	rank	unit	unit_list_display
#unit_list_display_to_unit_junctions_tables;0;db/unit_list_display_to_unit_junctions_tables/data__			
1030314539	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
1030329749	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_metallic_resilience
1032741432	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_cannonry_experience
1044256547	0	wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses	wh3_dlc23_skill_innate_chd_convoy_overseer_bull_centaur_master
1051848251	0	wh3_main_cth_art_fire_rain_rocket_battery_0	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
1053056609	0	wh3_dlc23_chd_inf_hobgoblin_archers	wh3_dlc23_skill_innate_chd_convoy_overseer_hobgoblin_favour
1085535571	0	wh3_main_cth_cav_jade_lancers_0	wh3_main_skill_innate_cth_caravan_master_cavalry
1101523418	0	wh_main_emp_inf_halberdiers	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
1105296689	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
112383948	0	wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses	wh3_dlc23_skill_innate_chd_convoy_overseer_retired_daemonsmither
1128673850	2	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_stealth
1139203800	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_gunner
1151374209	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
1159298668	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_royalty
1172057799	0	wh_main_chs_art_hellcannon	wh3_dlc23_skill_innate_chd_convoy_overseer_cannonry_experience
1181383266	0	wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses	wh3_dlc23_skill_innate_chd_convoy_overseer_cannonry_experience
1187213283	4	wh3_main_cth_inf_jade_warrior_crossbowmen_1	wh3_main_skill_innate_cth_caravan_master_stealth
1188678969	0	wh_main_emp_inf_handgunners	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
1189383933	0	wh3_main_cth_cav_jade_lancers_0	wh3_main_skill_innate_cth_caravan_master_cavalry
1189660553	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_connected
1191800788	0	wh3_main_cth_inf_dragon_guard_crossbowmen_0	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
1205110057	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_royalty
1221578265	0	wh3_dlc23_chd_inf_infernal_guard	wh3_dlc23_skill_innate_chd_convoy_overseer_covert
1249762578	0	wh3_main_cth_veh_sky_lantern_0	wh3_main_skill_innate_cth_caravan_master_gunner
1282817721	0	wh3_main_cth_cav_jade_longma_riders_0	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
1302954296	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
1313349106	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
131400110	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1346837753	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
1355831581	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_cavalry
1381816781	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_royalty
1388379367	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1389338899	4	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_stealth
1391791696	2	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_stealth
1408278884	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_royalty
1443233944	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_royalty
146160290	4	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_stealth
1463989951	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
146543940	0	wh3_dlc23_chd_mon_great_taurus	wh3_dlc23_skill_innate_chd_convoy_overseer_monster_commander
1469531118	0	wh3_dlc23_chd_inf_infernal_ironsworn	wh3_dlc23_skill_innate_chd_convoy_overseer_metallic_resilience
149707390	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
1506833548	0	wh3_main_cth_inf_dragon_guard_0	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
1566231440	2	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_stealth
1577893289	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
1603803130	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_hobgoblin_favour
1619213510	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1623254532	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1630433259	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_royalty
1630542345	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors_great_weapons	wh3_dlc23_skill_innate_chd_convoy_overseer_connected
1633121323	0	wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses	wh3_dlc23_skill_innate_chd_convoy_overseer_sharpshooter
1641926929	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_royalty
1663189455	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_bull_centaur_master
1664238125	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_ogre_controller
1678716803	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
1686688755	0	wh3_dlc23_chd_inf_hobgoblin_sneaky_gits	wh3_dlc23_skill_innate_chd_convoy_overseer_hobgoblin_favour
1697050402	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
1697285220	0	wh_main_emp_inf_crossbowmen	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
1698437593	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
170144097	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors_great_weapons	wh3_dlc23_skill_innate_chd_convoy_overseer_connected
1708676253	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1710256760	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1727295133	0	wh3_main_cth_inf_crane_gunners_0	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
1735386274	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
174380635	0	wh3_dlc23_chd_inf_infernal_ironsworn	wh3_dlc23_skill_innate_chd_convoy_overseer_metallic_resilience
1746432528	4	wh3_main_cth_inf_jade_warrior_crossbowmen_1	wh3_main_skill_innate_cth_caravan_master_stealth
1749979515	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1757019757	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1757441624	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_covert
1762380480	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_cannonry_experience
1767713720	0	wh3_main_cth_cha_alchemist_0	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1769657220	0	wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses	wh3_dlc23_skill_innate_chd_convoy_overseer_connected
1789797718	0	wh3_dlc23_chd_inf_infernal_guard_fireglaives	wh3_dlc23_skill_innate_chd_convoy_overseer_sharpshooter
1790447649	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
1793166474	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
179920995	0	wh3_dlc23_chd_cha_bull_centaur_taurruk	wh3_dlc23_skill_innate_chd_convoy_overseer_retired_daemonsmither
1806798017	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_monster_commander
1819066190	0	wh3_main_cth_art_grand_cannon_0	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
1828217217	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_ogre_controller
1831508005	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_gunner
1847956408	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1853713257	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1857821380	0	wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses	wh3_dlc23_skill_innate_chd_convoy_overseer_connected
1869144434	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1869242409	0	wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses	wh3_dlc23_skill_innate_chd_convoy_overseer_sharpshooter
189381164	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_connected
1911503893	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_gunner
1914501125	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_gunner
1917554433	0	wh3_dlc23_chd_inf_chaos_dwarf_warriors	wh3_dlc23_skill_innate_chd_convoy_overseer_bull_centaur_master
1929288003	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
1931824140	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1973646724	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
