unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/data__					
		art_fix		all_land_artillery	false
		art_fld		all_land_artillery	false
		art_siege		all_land_artillery	false
		cav_mel		all_land_units_exluding_artillery	false
		cav_mis		all_land_units_exluding_artillery	false
		cav_shk		all_land_units_exluding_artillery	true
		chariot		all_land_units_exluding_artillery	false
		com		all_land_units_exluding_artillery	false
		elph		all_land_units_exluding_artillery	true
		inf_mel		all_land_units_exluding_artillery	true
		inf_mis		all_land_units_exluding_artillery	false
		inf_pik		all_land_units_exluding_artillery	false
		inf_spr		all_land_units_exluding_artillery	false
		spcl		all_land_units_exluding_artillery	false
		art_fix		all_land_units	false
		art_fld		all_land_units	false
		art_siege		all_land_units	false
		cav_mel		all_land_units	false
		cav_mis		all_land_units	false
		cav_shk		all_land_units	false
		chariot		all_land_units	false
		com		all_land_units	false
		elph		all_land_units	false
		inf_mel		all_land_units	false
		inf_mis		all_land_units	false
	artillery			all_non_chs	false
	cavalry			all_non_chs	false
	inf_melee			all_non_chs	false
	inf_ranged			all_non_chs	false
	war_beast			all_non_chs	false
	war_machine			all_non_chs	false
			wh2_dlc17_bst_cav_tuskgor_chariot_0	all_non_chs	true
			wh2_dlc17_bst_cha_beastlord_2	all_non_chs	true
			wh2_dlc17_bst_cha_bray_shaman_beasts_2	all_non_chs	true
			wh2_dlc17_bst_cha_bray_shaman_death_2	all_non_chs	true
			wh2_dlc17_bst_cha_bray_shaman_shadows_2	all_non_chs	true
			wh2_dlc17_bst_cha_bray_shaman_wild_2	all_non_chs	true
			wh2_dlc17_bst_cha_doombull_0	all_non_chs	true
			wh2_dlc17_bst_cha_khazrak_one_eye_2	all_non_chs	true
			wh2_dlc17_bst_cha_taurox_the_brass_bull_0	all_non_chs	true
			wh2_dlc17_bst_cha_wargor_0	all_non_chs	true
			wh2_dlc17_bst_cha_wargor_1	all_non_chs	true
			wh2_dlc17_bst_cha_wargor_2	all_non_chs	true
			wh2_dlc17_bst_inf_centigors_ror_1	all_non_chs	true
			wh2_dlc17_bst_mon_ghorgon_0	all_non_chs	true
			wh2_dlc17_bst_mon_ghorgon_ror_0	all_non_chs	true
			wh2_dlc17_bst_mon_jabberslythe_0	all_non_chs	true
			wh2_dlc17_bst_mon_jabberslythe_ror_0	all_non_chs	true
			wh2_dlc17_kho_mon_ghorgon_ror_0	all_non_chs	false
			wh2_main_def_inf_harpies	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_beasts_0	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_beasts_1	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_beasts_2	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_death_0	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_death_1	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_death_2	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_shadows_0	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_shadows_1	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_shadows_2	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_wild_0	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_wild_1	all_non_chs	true
			wh2_twa04_bst_cha_great_bray_shaman_wild_2	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_chariot_mkho	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_chariot_mnur	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_chariot_msla	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_chariot_msla_ror	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_chariot_mtze	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_knights_mkho	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_knights_mkho_lances	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_knights_mnur	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_knights_mnur_lances	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_knights_msla	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_knights_msla_lances	all_non_chs	true
			wh3_dlc20_chs_cav_chaos_knights_mtze_lances	all_non_chs	true
			wh3_dlc20_chs_cav_marauder_horsemen_mkho_throwing_axes	all_non_chs	true
			wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes	all_non_chs	true
			wh3_dlc20_chs_cav_marauder_horsemen_msla_javelins	all_non_chs	true
			wh3_dlc20_chs_cav_marauder_horsemen_mtze_javelins	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_lord_mkho	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_lord_mkho_chaos_steed	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_lord_mkho_gorebeast_chariot	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_lord_mkho_juggernaut	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_disc	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_disc	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_warshrine	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_warshrine	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc	all_non_chs	true
			wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine	all_non_chs	true
			wh3_dlc20_chs_cha_cultist_msla_warshrine	all_non_chs	true
			wh3_dlc20_chs_cha_daemon_prince	all_non_chs	true
			wh3_dlc20_chs_cha_daemon_prince_mkho	all_non_chs	true
			wh3_dlc20_chs_cha_daemon_prince_mnur	all_non_chs	true
			wh3_dlc20_chs_cha_daemon_prince_msla	all_non_chs	true
			wh3_dlc20_chs_cha_daemon_prince_mtze	all_non_chs	true
			wh3_dlc20_chs_cha_exalted_hero_mkho	all_non_chs	true
			wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed	all_non_chs	true
