set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/data__		
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_innate_skv_tretch_craventail	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_0	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_1_1	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_1_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_1_3	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_1_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_1_5	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_1_6	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_3_1	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_3_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_3_3	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_3_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_army_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_0	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_1_1	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_1_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_1_3	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_1_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_1_5	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_3_1	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_3_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_3_3	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_3_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_campaign_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_0	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_1_1	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_1_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_1_3	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_1_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_3_1	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_3_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_3_3	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_3_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_combat_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_generic_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_generic_3	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_generic_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_unique_1	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_unique_2	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_unique_3	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_unique_4	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_unique_5	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh2_dlc09_skill_node_skv_tretch_craventail_unique_6	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh3_dlc24_skill_node_all_mentor	false
wh2_dlc09_skill_node_set_skv_tretch_craventail	wh3_main_agent_action_scaling	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_innate_tmb_arkhan	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_0	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_1	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_10	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_11	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_12	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_2	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_3	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_4	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_5	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_6	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_7	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_8	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_army_9	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_0	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_1	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_10	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_2	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_3	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_4	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_5	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_6	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_7	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_8	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_campaign_9	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_god_blessing_2	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_hidden	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_0	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_1	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_10	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_2	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_3	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_4	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_5	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_6	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_7	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_8	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_9	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_lore_dummy	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_misc_0	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_misc_1	false
wh2_dlc09_skill_node_set_tmb_arkhan	wh2_dlc09_skill_tmb_arkhan_misc_2	false
