key	option	group	string
#diplomacy_negotiation_string_options_tables;0;db/diplomacy_negotiation_string_options_tables/data__			
accept	0	DLC11_diplomacy_Subcult_VampireCoast	DLC11_CST_Dip_Acceptance_Neutral_01
accept	0	DLC11_diplomacy_Subcult_VampireCoast_&_Negative	DLC11_CST_Dip_Acceptance_Negative_01
accept	0	DLC11_diplomacy_Subcult_VampireCoast_&_Positive	DLC11_CST_Dip_Acceptance_Positive_01
accept	0	diplomacy_FactionGroup_Boyar2	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionCathay	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionChaosDwarfs	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionChaosDwarfs_&_Negative	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionChaosDwarfs_&_Positive	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionDaemon	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionKhorne	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionKislev	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionNurgle	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionOgre	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionSlaanesh	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_Boyar2_&_OtherFactionTzeentch	ksl_boyar2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionCathay	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionCathay_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionCathay_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionChaosDwarfs	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionChaosDwarfs_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionChaosDwarfs_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionDaemon	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionDaemon_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionDaemon_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionDwarfs	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionDwarfs_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
