id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/data__		
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits	DLC11_diplomacy_Subcult_VampireCoast	8.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_Negative	24.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionBeastmen	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBeastmen	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionBeastmen_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBeastmen_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionBeastmen_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBeastmen_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionBretonnia	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBretonnia	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionBretonnia_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBretonnia_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionBretonnia_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBretonnia_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionChaos	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionChaos	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionChaos_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionChaos_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionChaos_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionChaos_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionDarkElves	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDarkElves	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionDarkElves_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDarkElves_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionDarkElves_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDarkElves_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionDwarf	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDwarf	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionDwarf_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDwarf_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionDwarf_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDwarf_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionEmpire	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionEmpire	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionEmpire_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionEmpire_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionEmpire_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionEmpire_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionGreenskin	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionGreenskin	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionGreenskin_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionGreenskin_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionGreenskin_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionGreenskin_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionHighElves	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionHighElves	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionHighElves_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionHighElves_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionHighElves_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionHighElves_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionLizardmen	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionLizardmen	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionLizardmen_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionLizardmen_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionLizardmen_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionLizardmen_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionSkaven	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionSkaven	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionSkaven_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionSkaven_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionSkaven_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionSkaven_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionTombKings	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionTombKings	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionTombKings_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionTombKings_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionTombKings_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionTombKings_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVamp	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVamp	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVamp_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVamp_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVamp_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVamp_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVampireCoast	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVampireCoast	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVampireCoast_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVampireCoast_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVampireCoast_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVampireCoast_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionWoodElves	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionWoodElves	9.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionWoodElves_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionWoodElves_&_Negative	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionWoodElves_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionWoodElves_&_Positive	25.0000
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_Positive	24.0000
DLC11_diplomacy_Subcult_VampireCoast	DLC11_diplomacy_Subcult_VampireCoast	2.0000
DLC11_diplomacy_Subcult_VampireCoast_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_Negative	18.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBeastmen	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBeastmen	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBeastmen_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBeastmen_&_Negative	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBeastmen_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBeastmen_&_Positive	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBretonnia	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBretonnia	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBretonnia_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBretonnia_&_Negative	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBretonnia_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionBretonnia_&_Positive	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionChaos	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionChaos	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionChaos_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionChaos_&_Negative	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionChaos_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionChaos_&_Positive	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDarkElves	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDarkElves	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDarkElves_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDarkElves_&_Negative	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDarkElves_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDarkElves_&_Positive	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDwarf	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDwarf	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDwarf_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDwarf_&_Negative	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDwarf_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionDwarf_&_Positive	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionEmpire	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionEmpire	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionEmpire_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionEmpire_&_Negative	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionEmpire_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionEmpire_&_Positive	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionGreenskin	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionGreenskin	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionGreenskin_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionGreenskin_&_Negative	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionGreenskin_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionGreenskin_&_Positive	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionHighElves	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionHighElves	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionHighElves_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionHighElves_&_Negative	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionHighElves_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionHighElves_&_Positive	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionLizardmen	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionLizardmen	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionLizardmen_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionLizardmen_&_Negative	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionLizardmen_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionLizardmen_&_Positive	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionSkaven	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionSkaven	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionSkaven_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionSkaven_&_Negative	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionSkaven_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionSkaven_&_Positive	19.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionTombKings	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionTombKings	3.0000
DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionTombKings_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionTombKings_&_Negative	19.0000
