id	mission_key	option_key	value	target
#cdir_events_mission_option_junctions_tables;2;db/cdir_events_mission_option_junctions_tables/data__				
1000193313	wh2_main_spawning_kill_x_entities_late_rare	CND_CULTURE	wh2_main_lzd_lizardmen	default
1000570875	wh_dlc08_monster_hunt_1_stage_1	VAR_CHANCE	100	default
10006	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_grn	default
100070070	wh2_main_mis_skv_recruit_agent_spy	META_OPTION_SET	mis_recruit_agent	default
100202232	wh2_dlc11_mis_cst_engage_force_army_grn	CND_CULTURE	wh2_dlc11_cst_vampire_coast	default
1002248116	wh2_dlc11_cst_treasure_map_volcano_treasure_me_7_level_1	VAR_OBJECTIVE_HEX_TRIGGER_RADIUS	15	default
1002549915	wh3_main_survival_forge_of_souls_wh3_main_ksl_boris	VAR_MISSION_LENGTH_INFINITE		default
1002624121	wh2_dlc11_mis_cst_capture_regions_tmb	META_OPTION_SET	mis_capture_regions_tmb	default
1003177084	wh2_main_mis_def_declare_war_grn	CND_CULTURE	wh2_main_def_dark_elves	default
100357077	wh2_dlc16_wef_confederation_mission_drycha	GEN_TARGET_NONE		default
10037403	wh3_main_mis_gen_raze_sack_settlement_ksl	META_OPTION_SET	CND_CULTURE_warhammer3_gen_missions	default
100382261	wh2_main_mis_hef_recruit_unit_land_infantry_melee	META_OPTION_SET	mis_recruit_unit	default
1004383312	wh3_main_mis_tmb_raze_sack_settlement_generic	META_OPTION_SET	mis_raze_sack_settlement	default
1004620237	wh2_main_mis_def_assassinate_character_agent_hef	META_OPTION_SET	mis_assassinate_character_agent_hef	default
1004796161	wh2_main_mis_lzd_engage_force_army_vmp	CND_CULTURE	wh2_main_lzd_lizardmen	default
1004879433	wh3_main_mis_gen_engage_force_army_invading_ksl	META_OPTION_SET	CND_CULTURE_warhammer3_gen_missions	default
1005299203	wh2_main_spawning_defeat_n_armies_of_faction_mid	VAR_MISSION_LENGTH_MIN	20	default
1005632669	wh2_main_mis_lzd_recruit_agent_wizard	META_OPTION_SET	mis_recruit_agent_wizard	default
1005949330	wh2_dlc11_cst_treasure_map_skull_treasure_me_7_level_2	CND_MISSION_NOT_ACTIVE	wh2_dlc11_cst_treasure_map_skull_treasure_me_7_level_2	default
1006322227	wh2_dlc12_ikit_workshop_tier_3_2	VAR_OBJECTIVE_BUILDING_LEVEL	wh2_main_skv_energy_5	default
1006357090	wh2_main_spawning_capture_regions	CND_CULTURE	wh2_main_lzd_lizardmen	default
1006753660	wh3_main_mis_sla_recruit_agent_alluress	META_OPTION_SET	mis_recruit_agent_engineer	default
1006964203	wh3_main_mis_gen_raid_region_emp	META_OPTION_SET	mis_raid_region_emp	default
1007384063	wh2_dlc11_mis_cst_declare_war_grn	CND_CULTURE	wh2_dlc11_cst_vampire_coast	default
1007662494	wh_dlc08_monster_hunt_3_stage_1	VAR_MISSION_LENGTH_INFINITE		default
10081	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	CND_CULTURE	wh_main_chs_chaos	default
1008442937	wh2_dlc16_wef_confederation_mission_wydrioth	GEN_TARGET_NONE		default
1008486613	wh2_main_mis_skv_engage_force_army_bst	CND_CULTURE	wh2_main_skv_skaven	default
1008828399	wh2_dlc10_qb_nor_monster_hunt_8	VAR_FOLLOWUP_CHANCE	100	default
1008996963	wh2_dlc11_cst_treasure_map_symbols_treasure_me_5_level_2	VAR_CHANCE	100	default
1009598743	wh2_dlc10_alith_anar_assassination_war_2	GEN_TARGET_NONE		default
1010026479	wh3_main_ie_qb_wef_drycha_coeddil_unchained	VAR_MISSION_LENGTH_INFINITE		default
1011267777	wh3_main_mis_kho_diplomatic_engage_force	GEN_CND_CULTURE	wh3_main_kho_khorne	default
1011823120	wh2_main_spawning_ambush_army	CND_CULTURE	wh2_main_lzd_lizardmen	default
1012248524	wh2_dlc13_wulfhart_hertwig_van_hal_stage_5a	CND_CAMPAIGN	wh3_main_combi	default
1013232692	wh2_dlc13_wulfhart_rodrik_languille_stage_4	VAR_CHANCE	100	default
1013284735	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_vmp	META_OPTION_SET	mis_eliminate_character_in_battle_faction_leader_vmp	default
10135	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_vmp	default
1013598870	wh3_main_survival_khorne_wh3_main_ksl_kostaltyn	VAR_MISSION_LENGTH_INFINITE		default
1013688524	wh2_main_mis_def_engage_force_army_invading_emp	META_OPTION_SET	mis_engage_force_army_invading_emp	default
1013730291	wh2_main_mis_def_capture_regions_grn	CND_CULTURE	wh2_main_def_dark_elves	default
1013872320	wh2_dlc09_mis_tmb_recruit_unit_land_infantry_ranged	VAR_OBJECTIVE_UNIT_CASTE	missile_infantry	default
1014512822	wh_dlc08_monster_hunt_2_stage_4	GEN_TARGET_REGION		default
