key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/data__									
wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_1	battle_speed.png	Ghorst traverses the forsaken realm as he did the roads of the Empire, as a groom, before the study of necromancy consumed his every waking moment.	Path to Ruin	5	false	false	false	0.0	0
wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_2	battle_attack.png	Mastery of the dark arts has imbued Ghorst with preternatural strength, enabling him to easily hold his own in combat.	Unholy Fury	0	false	false	false	0.0	0
wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_3	battle_armour.png	Over time, Ghorst's skin has toughened like that of a corpse, causing arrows and sword-blows that would normally kill a man to merely glance off.	Unnatural Toughness	0	false	false	false	0.0	0
wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_4	battle_health.png	Having survived the deadly Plague of Blue Roses, even after deliberately infecting himself, Ghorst can easily recover from lesser wounds and sicknesses.	Uncanny Resilience	0	false	false	false	0.0	0
wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_5	battle_charge.png	By which those caught in Ghorst's Danse Macabre are hurled forward into the fray, becoming far more lethal whilst the spell lasts.	Ever Onward	0	false	false	false	0.0	0
wh2_dlc07_skill_brt_alberic_special_0	character_general_ability.png	Alberic is courageous and loves to be in the thick of battle, inspiring the rest of the army to valorous deeds.	Lead from the Front	9	false	false	false	0.0	0
wh2_dlc07_skill_brt_alberic_special_1	character_construction.png	Alberic's navy helps shipbuilding materials and provisions get to coastal settlements, allowing them to prosper.	Coastal Expansion	0	false	false	false	0.0	0
wh2_dlc07_skill_brt_alberic_special_2	character_military_spending.png	Bordeleaux's sea routes were once used by the Elven colonists; now they serve Alberic's people. 	Shipping Lanes	0	false	false	false	0.0	0
wh2_dlc07_skill_brt_alberic_special_3	character_diplomacy.png	The duke appoints administrators amongst the smallfolk, who are familiar with local issues.	Appoint Reeves	0	false	false	false	0.0	0
wh2_dlc07_skill_brt_fay_enchantress_special_0	character_general_ability.png	The Fay is the spiritual representation of the Lady, her blessing upon a shrine can bring the goddess close.	Beacon of Devotion	9	false	false	false	0.0	0
wh2_dlc07_skill_brt_fay_enchantress_special_1	character_defence.png	Those touched by the Grail are utterly devoted and would lay down their life for the Fay Enchantress.	Sacred Duty	0	false	false	false	0.0	0
wh2_dlc07_skill_brt_fay_enchantress_special_2	character_replenishment.png	The magic of the Fay Enchantress is fundamentally tied to the lands of the Bretonni.	Lady of the Land	0	false	false	false	0.0	0
wh2_dlc07_skill_brt_fay_enchantress_special_3	character_magic.png	The Enchantress gathers the young and brings them to the otherworld, where some are blessed to return as damsels.	Secrets of the Otherworld	0	false	false	false	0.0	0
wh2_dlc07_skill_brt_louen_special_0	character_experience.png	The king has the power to bestow titles on those with honour.	Fount of Honour	9	false	false	false	0.0	0
wh2_dlc07_skill_brt_louen_special_1	character_diplomacy.png	Not since Gilles the Uniter has the Royarch of Bretonnia been so respected.	Respected by All	0	false	false	false	0.0	0
wh2_dlc07_skill_brt_louen_special_2	character_army.png	The barracks are full in anticipation of the king calling the next Errantry War.	Clarion Calls	0	false	false	false	0.0	0
wh2_dlc07_skill_brt_louen_special_3	character_general_ability.png	As the paragon of chivalry, the king's behaviour reflects on all touched by the Lady.	Exemplary Conduct	0	false	false	false	0.0	0
wh2_dlc09_skill_all_dummy_agent_actions_tmb_liche_priest	battle_attack.png	 	Actions [HIDDEN]	0	false	false	false	0.0	0
wh2_dlc09_skill_all_dummy_agent_actions_tmb_necrotect	battle_attack.png	 	Actions [HIDDEN]	0	false	false	false	0.0	0
