id	priority	unit	unit_group
#armed_citizenry_units_to_unit_groups_junctions_tables;0;db/armed_citizenry_units_to_unit_groups_junctions_tables/data__			
1002370142	650	wh2_main_def_inf_darkshards_1	wh2_main_def_settlement_major_3
1002935617	850	wh3_main_kho_inf_chaos_warriors_0	wh3_main_dae_settlement_major_2
1003095956	700	wh_dlc01_chs_mon_trolls_1	wh3_dlc20_chs_settlement_3
1003720960	1300	wh3_main_tze_cha_iridescent_horror_tzeentch_0	wh3_main_tze_settlement_2
1004131111	800	wh3_main_kho_inf_bloodletters_0	wh3_main_kho_settlement_major_5
1004590460	700	wh3_main_cth_inf_jade_warrior_crossbowmen_1	wh3_main_cth_settlement_major_3
1004941458	1000	wh2_dlc11_cst_mon_mournguls_0	wh2_dlc11_cst_mon_mournguls_0
1005005684	800	wh3_main_kho_inf_bloodletters_0	wh3_main_kho_settlement_3
1005173278	500	wh_main_vmp_mon_dire_wolves	wh_main_vmp_settlement_minor_2
1005667879	800	wh3_main_kho_inf_bloodletters_0	wh3_main_kho_settlement_3_a
1006129063	750	wh2_main_skv_inf_gutter_runners_0	wh2_main_skv_defence_major_2
1006345989	850	wh3_main_ksl_inf_streltsi_0	wh3_main_ksl_settlement_4
1006507212	700	wh3_main_cth_inf_jade_warriors_1	wh3_main_cth_allied_3
1007629238	300	wh_main_grn_inf_goblin_spearmen	wh_main_grn_settlement_minor_3
1007664300	350	wh3_main_nur_inf_nurglings_0	wh3_main_dae_settlement_minor_2
1007710681	400	wh3_main_tze_inf_blue_horrors_0	wh3_main_tze_settlement_4_a
1008035861	950	wh3_main_kho_inf_chaos_warriors_1	wh3_main_dae_settlement_major_3
1008526645	1100	wh2_main_lzd_mon_stegadon_0	wh2_main_lzd_defence_major_2
1008677740	1400	wh3_main_sla_cav_heartseekers_of_slaanesh_0	wh3_main_sla_settlement_5
1008685494	300	wh_main_grn_cav_goblin_wolf_riders_0	wh_main_grn_settlement_minor_1
1010618449	800	wh2_main_lzd_inf_saurus_warriors_1	wh2_main_lzd_settlement_major_4
101081533	350	wh2_main_skv_inf_clanrats_1	wh2_main_skv_settlement_major_2
1010994144	700	wh_main_dwf_inf_longbeards	wh_main_dwf_settlement_major_5
1011364791	450	wh3_main_ksl_inf_kossars_0	wh3_main_ksl_inf_kossars_0
1011943826	1800	wh3_main_nur_mon_great_unclean_one_0	wh3_main_nur_mon_great_unclean_one_0
1012587886	750	wh2_main_lzd_inf_saurus_warriors_0	wh2_main_lzd_settlement_major_2
1013644945	1400	wh3_main_cth_cav_jade_longma_riders_0	wh3_main_cth_cav_jade_longma_riders_0
1013648631	325	wh_dlc07_brt_inf_men_at_arms_2	wh_dlc07_brt_inf_men_at_arms_2
10144862	500	wh_main_dwf_inf_dwarf_warrior_1	wh_main_dwf_settlement_major_5
1014714163	800	wh3_main_sla_veh_seeker_chariot_0	wh3_main_sla_settlement_4_a
1014883635	450	wh3_main_ksl_inf_kossars_0	wh3_main_ksl_settlement_major_2
1015422480	800	wh3_main_sla_inf_daemonette_0	wh3_main_sla_defence_minor_2
1015446707	1300	wh2_main_def_inf_black_guard_0	wh2_main_def_settlement_special
1017301702	350	wh_main_vmp_mon_fell_bats	wh_main_vmp_settlement_minor_2
1019689338	375	wh_main_grn_inf_goblin_archers	wh_main_grn_settlement_minor_2
1020931871	500	wh3_main_cth_inf_jade_warriors_0	wh3_main_cth_allied_2
1021650334	475	wh_dlc05_wef_inf_eternal_guard_0	wh_dlc05_wef_settlement_major_3
1022030139	300	wh_main_grn_inf_goblin_spearmen	wh_main_grn_settlement_minor_1
1022912214	500	wh_main_chs_cav_marauder_horsemen_0	wh3_dlc20_chs_altar_garrison_2
1023404900	650	wh2_main_def_inf_darkshards_1	wh2_main_def_settlement_major_2
1023628187	500	wh3_main_cth_inf_iron_hail_gunners_0	wh3_main_cth_inf_iron_hail_gunners_0
1023872567	650	wh3_main_ksl_inf_armoured_kossars_0	wh3_main_ksl_settlement_major_3
1024151806	850	wh3_main_tze_inf_forsaken_0	wh3_main_tze_defence_major_3
1024875366	700	wh_main_chs_inf_chaos_marauders_1	wh3_dlc20_chs_major_garrison_3
