component_id	event_id	falloff	value
#cai_personality_diplomatic_event_values_tables;0;db/cai_personality_diplomatic_event_values_tables/data__			
wh3_default	ALLY_REFUSED_TO_JOIN_WAR	50	-30.0
wh3_default	BATTLE_ALLY_SUPPORT_REFUSED	50	-10.0
wh3_default	BATTLE_ATTACK	25	-10.0
wh3_default	BATTLE_ATTACK_OFFENSIVE	25	-15.0
wh3_default	BATTLE_ATTACK_OWN_REGION	25	-10.0
wh3_default	BATTLE_SUPPORT	50	10.0
wh3_default	CARAVAN_SCRIPT	25	15.0
wh3_default	CITY_BESIEGED	50	0.0
wh3_default	CITY_LOOTED	25	-15.0
wh3_default	CITY_OCCUPIED	25	-15.0
wh3_default	CITY_RAZED	25	-40.0
wh3_default	CITY_SACKED	25	-25.0
wh3_default	CLIENT_STATE	50	10.0
wh3_default	CLIENT_STATE_BROKEN	50	-80.0
wh3_default	DEFENSIVE_ALLIANCE	50	0.0
wh3_default	DEFENSIVE_ALLIANCE_BROKEN	50	-60.0
wh3_default	DEFENSIVE_ALLIANCE_PAST	50	50.0
wh3_default	DEMANDED_TRIBUTE	50	-30.0
wh3_default	DIPLOMATIC_MARRIAGE	50	20.0
wh3_default	DIVORCE	50	-40.0
wh3_default	FACTION_KILLED	50	-60.0
wh3_default	FACTION_LIBERATED	50	50.0
wh3_default	FOREIGN_SLOT_RENOUNCED	50	-10.0
wh3_default	HOSTILE_AGENT_ACTION	50	-10.0
wh3_default	JOINED_CONFEDERATION	50	0.0
wh3_default	MILITARY_ACCESS	50	0.0
wh3_default	MILITARY_ACCESS_BROKEN	50	-40.0
wh3_default	MILITARY_ACCESS_DISSOLVED	50	0.0
wh3_default	MILITARY_ALLIANCE	50	0.0
wh3_default	MILITARY_ALLIANCE_BROKEN	50	-90.0
wh3_default	MILITARY_ALLIANCE_PAST	50	60.0
wh3_default	NON_AGGRESSION_PACT	50	0.0
wh3_default	NON_AGGRESSION_PACT_BROKEN	50	-40.0
wh3_default	NON_AGGRESSION_PACT_PAST	50	30.0
wh3_default	PAST_EVENT_NEGATIVE_MAJOR	100	-70.0
wh3_default	PAST_EVENT_NEGATIVE_MINOR	100	-10.0
wh3_default	PAST_EVENT_NEGATIVE_MODERATE	100	-25.0
wh3_default	PAST_EVENT_POSITIVE_MAJOR	100	50.0
wh3_default	PAST_EVENT_POSITIVE_MINOR	100	10.0
wh3_default	PAST_EVENT_POSITIVE_MODERATE	100	25.0
wh3_default	PEACE	50	10.0
wh3_default	RAIDING	25	-10.0
wh3_default	REBELLED_AGAINST	50	-60.0
wh3_default	REGION_GIFT	50	40.0
wh3_default	RETREATED_FROM_BATTLE	25	0.0
wh3_default	STATE_GIFT_ACCEPTED	50	0.0
wh3_default	STATE_GIFT_LARGE	40	40.0
wh3_default	STATE_GIFT_MEDIUM	20	20.0
wh3_default	STATE_GIFT_REFUSED	50	-10.0
wh3_default	STATE_GIFT_SMALL	10	10.0
wh3_default	TRADE_AGREEMENT	50	0.0
wh3_default	TRADE_AGREEMENT_BROKEN	50	-30.0
wh3_default	TRADE_AGREEMENT_DISSOLVED	50	0.0
wh3_default	TRADE_AGREEMENT_PAST	50	20.0
wh3_default	TRESPASSING	25	-10.0
wh3_default	TRESPASS_AFTER_WARNING	25	0.0
wh3_default	TRESPASS_WARNING	25	-10.0
wh3_default	TROOPS_ENSLAVED	50	0.0
wh3_default	TROOPS_EXECUTED	50	0.0
wh3_default	TROOPS_RELEASED	50	0.0
wh3_default	ULTIMATUM_ISSUED	50	-50.0
wh3_default	VASSALAGE	50	10.0
wh3_default	VASSALAGE_BROKEN	50	-80.0
wh3_default	VASSALAGE_CANCELLED	50	-50.0
wh3_default	VASSALAGE_FORCED	50	10.0
wh3_default	VORTEX_INTERVENTION	50	-20.0
wh3_default	WAR	50	0.0
wh3_default	WAR_PAST	50	-10.0
wh3_holds_grudges	ALLY_REFUSED_TO_JOIN_WAR	100	-30.0
wh3_holds_grudges	BATTLE_ALLY_SUPPORT_REFUSED	100	-10.0
wh3_holds_grudges	BATTLE_ATTACK	100	-10.0
wh3_holds_grudges	BATTLE_ATTACK_OFFENSIVE	100	-15.0
wh3_holds_grudges	BATTLE_ATTACK_OWN_REGION	100	-10.0
wh3_holds_grudges	BATTLE_SUPPORT	50	10.0
wh3_holds_grudges	CARAVAN_SCRIPT	25	15.0
wh3_holds_grudges	CITY_BESIEGED	100	0.0
wh3_holds_grudges	CITY_LOOTED	100	-15.0
wh3_holds_grudges	CITY_OCCUPIED	100	-15.0
wh3_holds_grudges	CITY_RAZED	100	-40.0
wh3_holds_grudges	CITY_SACKED	100	-25.0
wh3_holds_grudges	CLIENT_STATE	50	10.0
wh3_holds_grudges	CLIENT_STATE_BROKEN	100	-80.0
wh3_holds_grudges	DEFENSIVE_ALLIANCE	50	0.0
wh3_holds_grudges	DEFENSIVE_ALLIANCE_BROKEN	100	-80.0
wh3_holds_grudges	DEFENSIVE_ALLIANCE_PAST	100	50.0
wh3_holds_grudges	DEMANDED_TRIBUTE	100	-30.0
wh3_holds_grudges	DIPLOMATIC_MARRIAGE	100	20.0
wh3_holds_grudges	DIVORCE	100	-40.0
wh3_holds_grudges	FACTION_KILLED	100	-60.0
wh3_holds_grudges	FACTION_LIBERATED	100	50.0
wh3_holds_grudges	FOREIGN_SLOT_RENOUNCED	100	-10.0
wh3_holds_grudges	HOSTILE_AGENT_ACTION	100	-10.0
wh3_holds_grudges	JOINED_CONFEDERATION	100	0.0
wh3_holds_grudges	MILITARY_ACCESS	50	0.0
wh3_holds_grudges	MILITARY_ACCESS_BROKEN	100	-60.0
wh3_holds_grudges	MILITARY_ACCESS_DISSOLVED	100	0.0
wh3_holds_grudges	MILITARY_ALLIANCE	50	0.0
wh3_holds_grudges	MILITARY_ALLIANCE_BROKEN	100	-110.0
wh3_holds_grudges	MILITARY_ALLIANCE_PAST	100	60.0
wh3_holds_grudges	NON_AGGRESSION_PACT	50	0.0
wh3_holds_grudges	NON_AGGRESSION_PACT_BROKEN	100	-60.0
wh3_holds_grudges	NON_AGGRESSION_PACT_PAST	100	30.0
wh3_holds_grudges	PAST_EVENT_NEGATIVE_MAJOR	200	-70.0
wh3_holds_grudges	PAST_EVENT_NEGATIVE_MINOR	200	-10.0
wh3_holds_grudges	PAST_EVENT_NEGATIVE_MODERATE	200	-25.0
wh3_holds_grudges	PAST_EVENT_POSITIVE_MAJOR	200	50.0
wh3_holds_grudges	PAST_EVENT_POSITIVE_MINOR	200	10.0
wh3_holds_grudges	PAST_EVENT_POSITIVE_MODERATE	200	25.0
wh3_holds_grudges	PEACE	50	10.0
wh3_holds_grudges	RAIDING	100	-10.0
wh3_holds_grudges	REBELLED_AGAINST	100	-60.0
wh3_holds_grudges	REGION_GIFT	50	40.0
wh3_holds_grudges	RETREATED_FROM_BATTLE	100	0.0
wh3_holds_grudges	STATE_GIFT_ACCEPTED	100	0.0
wh3_holds_grudges	STATE_GIFT_LARGE	40	40.0
wh3_holds_grudges	STATE_GIFT_MEDIUM	20	20.0
wh3_holds_grudges	STATE_GIFT_REFUSED	100	-10.0
wh3_holds_grudges	STATE_GIFT_SMALL	10	10.0
wh3_holds_grudges	TRADE_AGREEMENT	50	0.0
wh3_holds_grudges	TRADE_AGREEMENT_BROKEN	100	-50.0
wh3_holds_grudges	TRADE_AGREEMENT_DISSOLVED	100	0.0
wh3_holds_grudges	TRADE_AGREEMENT_PAST	100	20.0
wh3_holds_grudges	TRESPASSING	50	-10.0
wh3_holds_grudges	TRESPASS_AFTER_WARNING	50	0.0
wh3_holds_grudges	TRESPASS_WARNING	100	-10.0
wh3_holds_grudges	TROOPS_ENSLAVED	100	0.0
wh3_holds_grudges	TROOPS_EXECUTED	100	0.0
wh3_holds_grudges	TROOPS_RELEASED	100	0.0
wh3_holds_grudges	ULTIMATUM_ISSUED	100	-50.0
wh3_holds_grudges	VASSALAGE	50	10.0
wh3_holds_grudges	VASSALAGE_BROKEN	100	-100.0
wh3_holds_grudges	VASSALAGE_CANCELLED	100	-50.0
wh3_holds_grudges	VASSALAGE_FORCED	100	10.0
wh3_holds_grudges	VORTEX_INTERVENTION	100	-20.0
wh3_holds_grudges	WAR	100	0.0
wh3_holds_grudges	WAR_PAST	100	-10.0
wh3_tomb_kings	ALLY_REFUSED_TO_JOIN_WAR	25	-30.0
wh3_tomb_kings	BATTLE_ALLY_SUPPORT_REFUSED	25	-10.0
wh3_tomb_kings	BATTLE_ATTACK	10	-10.0
wh3_tomb_kings	BATTLE_ATTACK_OFFENSIVE	25	-15.0
wh3_tomb_kings	BATTLE_ATTACK_OWN_REGION	25	-10.0
wh3_tomb_kings	BATTLE_SUPPORT	25	10.0
wh3_tomb_kings	CITY_BESIEGED	25	0.0
wh3_tomb_kings	CITY_LOOTED	10	-15.0
wh3_tomb_kings	CITY_OCCUPIED	10	0.0
wh3_tomb_kings	CITY_RAZED	10	-40.0
wh3_tomb_kings	CITY_SACKED	10	-25.0
wh3_tomb_kings	CLIENT_STATE	25	10.0
wh3_tomb_kings	CLIENT_STATE_BROKEN	25	-80.0
wh3_tomb_kings	DEFENSIVE_ALLIANCE	25	10.0
wh3_tomb_kings	DEFENSIVE_ALLIANCE_BROKEN	25	-60.0
wh3_tomb_kings	DEFENSIVE_ALLIANCE_PAST	25	50.0
wh3_tomb_kings	DIPLOMATIC_MARRIAGE	25	20.0
wh3_tomb_kings	DIVORCE	25	-40.0
wh3_tomb_kings	FACTION_KILLED	25	-60.0
wh3_tomb_kings	FACTION_LIBERATED	25	50.0
wh3_tomb_kings	FOREIGN_SLOT_RENOUNCED	50	-10.0
wh3_tomb_kings	HOSTILE_AGENT_ACTION	25	-10.0
wh3_tomb_kings	JOINED_CONFEDERATION	25	0.0
wh3_tomb_kings	MILITARY_ACCESS	25	0.0
wh3_tomb_kings	MILITARY_ACCESS_BROKEN	25	-40.0
wh3_tomb_kings	MILITARY_ACCESS_DISSOLVED	25	0.0
wh3_tomb_kings	MILITARY_ALLIANCE	25	20.0
wh3_tomb_kings	MILITARY_ALLIANCE_BROKEN	25	-90.0
wh3_tomb_kings	MILITARY_ALLIANCE_PAST	25	50.0
wh3_tomb_kings	NON_AGGRESSION_PACT	25	5.0
wh3_tomb_kings	NON_AGGRESSION_PACT_BROKEN	25	-40.0
wh3_tomb_kings	NON_AGGRESSION_PACT_PAST	25	0.0
wh3_tomb_kings	PAST_EVENT_NEGATIVE_MAJOR	100	-70.0
wh3_tomb_kings	PAST_EVENT_NEGATIVE_MINOR	100	-10.0
wh3_tomb_kings	PAST_EVENT_NEGATIVE_MODERATE	100	-25.0
wh3_tomb_kings	PAST_EVENT_POSITIVE_MAJOR	100	50.0
wh3_tomb_kings	PAST_EVENT_POSITIVE_MINOR	100	10.0
wh3_tomb_kings	PAST_EVENT_POSITIVE_MODERATE	100	25.0
wh3_tomb_kings	PEACE	25	20.0
wh3_tomb_kings	RAIDING	12	-10.0
wh3_tomb_kings	REBELLED_AGAINST	25	-60.0
wh3_tomb_kings	REGION_GIFT	25	40.0
wh3_tomb_kings	RETREATED_FROM_BATTLE	25	0.0
wh3_tomb_kings	STATE_GIFT_ACCEPTED	25	0.0
wh3_tomb_kings	STATE_GIFT_LARGE	20	20.0
wh3_tomb_kings	STATE_GIFT_MEDIUM	10	15.0
wh3_tomb_kings	STATE_GIFT_REFUSED	25	-10.0
wh3_tomb_kings	STATE_GIFT_SMALL	5	10.0
wh3_tomb_kings	TRADE_AGREEMENT	25	10.0
wh3_tomb_kings	TRADE_AGREEMENT_BROKEN	25	-30.0
wh3_tomb_kings	TRADE_AGREEMENT_DISSOLVED	25	0.0
wh3_tomb_kings	TRADE_AGREEMENT_PAST	25	40.0
wh3_tomb_kings	TRESPASSING	10	-10.0
wh3_tomb_kings	TRESPASS_AFTER_WARNING	25	0.0
wh3_tomb_kings	TRESPASS_WARNING	25	-10.0
wh3_tomb_kings	VASSALAGE	25	10.0
wh3_tomb_kings	VASSALAGE_BROKEN	25	-80.0
wh3_tomb_kings	VASSALAGE_CANCELLED	25	-50.0
wh3_tomb_kings	VASSALAGE_FORCED	25	10.0
wh3_tomb_kings	VORTEX_INTERVENTION	25	-20.0
wh3_tomb_kings	WAR	50	0.0
wh3_tomb_kings	WAR_PAST	50	-10.0
