id	culture	faction	remove	set	subculture
#faction_set_items_tables;1;db/faction_set_items_tables/data__					
1000566289		wh3_dlc20_chs_sigvald	false	slaaneshi_factions	
1011902435	wh3_main_dae_daemons		false	anc_set_multi_khorne_daemons	
1013720493	wh3_main_sla_slaanesh		false	anc_set_exclusive_slaanesh	
1026085983			false	anc_set_multi_sc_pro_khorne_pro_tzeentch_daemons_nurgle_slaanesh_tzeentch	wh3_main_pro_sc_tze_tzeentch
1029431508		wh3_main_rogue_argfluxs_pyrocasters	true	disabled_diplomacy_with_kurgan_warband	
1035793687	wh3_main_ksl_kislev		false	anc_set_multi_kislev_norsca_bretonnia_chaos_dwarfs_empire_vampire_counts	
1041954819		wh3_dlc20_nor_yusak	false	norscan_homeland_factions	
104213609	wh_dlc08_nor_norsca		false	plague_effect_set_beastmen_positive	
1045443461		wh_main_chs_chaos	true	slaanesh_seducible_factions	
1050167684		wh2_dlc17_nor_deadwood_ravagers	false	norscan_homeland_factions	
1050280791			false	FavouredCorruptionNone	wh3_main_sc_ksl_kislev
1058636989		wh3_main_rogue_scaberaxs_gluttons	true	disabled_diplomacy_with_kurgan_warband	
1061690902	wh3_main_sla_slaanesh		false	slaaneshi_factions	
1073499267		wh2_dlc11_cst_shanty_shark_straight_seadogs	false	FavouredCorruptionVampiric	
1074346653		wh3_main_chs_shadow_legion	true	slaanesh_seducible_factions	
1081455			false	FavouredCorruptionNone	wh_dlc05_sc_wef_wood_elves
1085327641	wh3_main_nur_nurgle		true	disabled_diplomacy_with_kurgan_warband	
1094205387	wh2_main_skv_skaven		true	disabled_diplomacy_with_kurgan_warband	
1096045972		wh3_main_rogue_legion_of_gorehath	true	disabled_diplomacy_with_kurgan_warband	
110121055	wh_main_vmp_vampire_counts		false	anc_set_exclusive_vampire_counts	
1101375947		wh2_main_rogue_vmp_heirs_of_mourkain	false	FavouredCorruptionVampiric	
1120404203	wh_main_emp_empire		false	anc_set_multi_kislev_bretonnia_empire	
1125280349		wh3_main_rogue_shadow_legion	true	disabled_diplomacy_with_realm_factions	
1125624773		wh3_main_dae_daemon_prince	true	all_except_daemon_prince_faction	
1126296585		wh3_dlc20_chs_azazel	false	FavouredCorruptionSlaanesh	
11299814		wh3_main_rogue_the_glothal_brood	false	FavouredCorruptionNurgle	
1140053883	wh_main_emp_empire		false	anc_set_multi_kislev_norsca_bretonnia_chaos_dwarfs_empire_vampire_counts	
1146780571		wh3_main_rogue_the_fluxion_host	true	disabled_diplomacy_with_kurgan_warband	
114942964			true	plague_effect_set_daemon_prince_negative	wh3_main_sc_nur_nurgle
1167898982		wh2_main_def_cult_of_pleasure	true	disabled_diplomacy_with_kurgan_warband	
1169389179	wh3_main_dae_daemons		false	anc_set_multi_tzeentch_daemons	
1174847201			false	anc_set_multi_sc_pro_khorne_pro_tzeentch_daemons_nurgle_slaanesh_tzeentch	wh3_main_sc_tze_tzeentch
1180044268	wh3_main_nur_nurgle		false	anc_set_multi_tzeentch_daemons_nurgle_slaanesh	
1182483666	wh3_main_dae_daemons		true	plague_effect_set_beastmen_negative	
1187132978		wh3_main_kho_exiles_of_khorne	false	factions_allowed_to_teleport	
1188568057		wh_main_nor_varg	false	kurgan_warband_war_exceptions	
1192796897	wh_main_brt_bretonnia		false	anc_set_exclusive_bretonnia	
1198967590			false	FavouredCorruptionSlaanesh	wh3_main_sc_sla_slaanesh
1201296148	wh_dlc03_bst_beastmen		true	disabled_diplomacy_with_kurgan_warband	
1210550009		wh2_main_skv_clan_pestilens	true	plague_effect_set_skaven_negative	
121103735			false	all	
1214463978			false	plague_effect_set_daemon_prince_negative	
1216937724		wh3_dlc20_chs_valkia	true	all_except_khorne_dwarfs	
1217566525		wh3_main_rogue_the_fluxion_host	true	FavouredCorruptionUndivided	
1222496965			false	anc_set_multi_sc_pro_khorne_pro_tzeentch_daemons_nurgle_slaanesh_tzeentch	wh3_main_sc_nur_nurgle
1223806374	wh3_main_sla_slaanesh		true	plague_effect_set_beastmen_negative	
1225113120			false	anc_set_exclusive_sc_tzeentch	wh3_main_sc_tze_tzeentch
1227332033		wh3_main_rogue_the_bloody_harvest	true	disabled_diplomacy_with_realm_factions	
1227666607		wh2_main_rogue_the_wandering_dead	true	disabled_diplomacy_with_realm_factions	
1252846823		wh3_dlc20_chs_valkia	false	FavouredCorruptionKhorne	
1253258502			false	kurgan_warband_war_exceptions	wh3_main_sc_kho_khorne
1255531827		wh2_main_nor_aghol	false	norscan_homeland_factions	
1257657471		wh3_main_rogue_the_bloody_harvest	true	FavouredCorruptionUndivided	
1258585587			false	slaanesh_seducible_factions	wh_dlc08_sc_nor_norsca
1265743801			false	plague_effect_set_daemon_prince_positive	wh3_main_sc_dae_daemons
12716482		wh3_dlc20_chs_azazel	false	champions_factions	
1273132779	wh2_main_skv_skaven		false	all_skaven_culture	
1276065460			false	anc_set_multi_sc_pro_khorne_pro_tzeentch_daemons_nurgle_slaanesh_tzeentch	wh3_main_sc_dae_daemons
1279603474		wh3_dlc20_chs_vilitch	true	slaanesh_seducible_factions	
1287831934		wh3_dlc20_chs_festus	true	plague_effect_set_skaven_negative	
1288633344		wh3_dlc20_nor_kuj	false	kurgan_warband_war_exceptions	
1291636605	wh_main_chs_chaos		false	anc_set_multi_beastmen_chaos	
1292390511	wh_main_emp_empire		false	human_factions	
1293544458		wh2_main_rogue_morrsliebs_howlers	false	FavouredCorruptionSkaven	
1293792511			false	anc_set_exclusive_sc_pro_tzeentch	wh3_main_pro_sc_tze_tzeentch
1295029249		wh3_main_rogue_scriveners_of_fate	false	FavouredCorruptionTzeentch	
1296846132	wh3_main_dae_daemons		false	anc_set_exclusive_daemons	
1301576673	wh_main_brt_bretonnia		false	anc_set_multi_kislev_bretonnia_empire	
1304965653	wh3_main_sla_slaanesh		false	beastmen_diplomacy_permitted	
1306441881	wh3_main_dae_daemons		false	anc_set_multi_khorne_tzeentch_daemons_nurgle_slaanesh	
1307577309			false	slaanesh_seducible_factions	wh3_main_sc_ksl_kislev
1308164360	wh_main_grn_greenskins		false	faction_set_culture_greenskins	
1309119396			false	FavouredCorruptionUndivided	wh3_main_sc_dae_daemons
1312310258	wh3_main_nur_nurgle		false	anc_set_multi_daemons_nurgle	
1313335856		wh3_main_rogue_the_fluxion_host	false	FavouredCorruptionTzeentch	
1323047842	wh3_main_kho_khorne		true	plague_effect_set_beastmen_negative	
1325826523			false	FavouredCorruptionNone	wh2_dlc09_sc_tmb_tomb_kings
1327777217		wh3_dlc20_chs_azazel	true	exclude_slaanesh	
1327825148	wh3_main_pro_ksl_kislev		false	anc_set_exclusive_kislev	
1328379155		wh3_dlc20_chs_festus	false	FavouredCorruptionNurgle	
1335711881		wh3_dlc20_chs_festus	true	plague_effect_set_daemon_prince_negative	
1342257919	wh_dlc05_wef_wood_elves		false	anc_set_exclusive_wood_elves	
1345984581	wh3_main_ogr_ogre_kingdoms		false	anc_set_exclusive_ogre_kingdoms	
1349885304		wh2_main_rogue_scourge_of_aquitaine	true	FavouredCorruptionNone	
1355546127	wh3_main_nur_nurgle		false	anc_set_multi_khorne_tzeentch_daemons_nurgle_slaanesh	
1369920634			false	FavouredCorruptionNone	wh3_main_sc_ogr_ogre_kingdoms
1370653562	wh3_main_sla_slaanesh		false	anc_set_multi_daemons_slaanesh	
1372309341	wh3_main_tze_tzeentch		false	anc_set_multi_tzeentch_daemons	
1373354541			false	kurgan_warband_war_exceptions	wh3_main_pro_sc_kho_khorne
1381765037		wh3_main_rogue_the_putrid_swarm	true	disabled_diplomacy_with_kurgan_warband	
1383868210		wh_main_nor_baersonling	false	norscan_homeland_factions	
1387732597		wh_dlc08_nor_helspire_tribe	false	norscan_homeland_factions	
1388541937	wh3_main_kho_khorne		false	khornate_factions	
1389254846		wh3_main_ogr_goldtooth	false	factions_allowed_to_teleport	
1392654861		wh3_main_rogue_scriveners_of_fate	true	FavouredCorruptionUndivided	
1398487059	wh_main_emp_empire		false	anc_set_multi_kislev_bretonnia_dwarfs_empire_greenskins	
1399842613	wh2_dlc09_tmb_tomb_kings		false	anc_set_multi_tomb_kings_vampire_coast_dark_elves_high_elves_kislev_empire_vampire_counts	
1400110686		wh3_dlc20_chs_valkia	true	FavouredCorruptionUndivided	
1401145027	wh_dlc08_nor_norsca		false	anc_set_multi_kislev_norsca_bretonnia_chaos_dwarfs_empire_vampire_counts	
1403810329		wh_dlc05_wef_wood_elves	false	orion	
141447949			false	norsca_beastmen	wh_dlc08_sc_nor_norsca
1427280956			false	FavouredCorruptionSkaven	wh2_main_sc_skv_skaven
1431788133		wh3_main_chs_khazag	false	kurgan_forced_alliance_factions	
1432177540	wh3_main_nur_nurgle		true	all_except_nurgle_culture	
1432701246			false	slaanesh_seducible_factions	wh_main_sc_emp_empire
1445522076	wh_dlc08_nor_norsca		true	plague_effect_set_beastmen_negative	
145002661	wh3_main_tze_tzeentch		true	disabled_diplomacy_with_kurgan_warband	
1462294313	wh3_main_nur_nurgle		false	plague_effect_set_skaven_positive	
1465188958		wh3_dlc20_chs_vilitch	false	FavouredCorruptionTzeentch	
1468574970	wh_dlc03_bst_beastmen		false	anc_set_multi_beastmen_chaos	
1475848540		wh3_dlc20_chs_festus	false	nurglish_factions	
1476197743		wh3_main_rogue_doombreeds_followers	true	disabled_diplomacy_with_kurgan_warband	
1476398323		wh2_dlc11_nor_norsca_qb4	false	FavouredCorruptionUndivided	
1478206852			false	disabled_diplomacy_with_realm_factions	
1481039761		wh2_main_rogue_abominations	true	disabled_diplomacy_with_realm_factions	
1482289299			false	anc_set_exclusive_sc_pro_khorne	wh3_main_pro_sc_kho_khorne
1482777255	wh3_main_pro_ksl_kislev		false	anc_set_multi_kislev_bretonnia_dwarfs_empire_greenskins	
1484577924	wh2_dlc09_tmb_tomb_kings		false	faction_set_culture_tomb_kings	
1492131684		wh3_dlc20_chs_vilitch	false	champions_factions	
1493964318		wh3_main_nur_poxmakers_of_nurgle	false	factions_allowed_to_teleport	
1496107709		wh3_dlc20_chs_sigvald	true	slaanesh_seducible_factions	
149718895		wh3_dlc20_chs_festus	false	faction_set_festus	
1498658559	wh_main_dwf_dwarfs		false	anc_set_exclusive_dwarfs	
1504730526		wh_main_chs_chaos	false	archaon	
1507395008		wh3_main_rogue_doombreeds_followers	true	FavouredCorruptionUndivided	
1512967616	wh_dlc08_nor_norsca		false	anc_set_multi_beastmen_norsca_chaos	
1513755130		wh3_main_sla_seducers_of_slaanesh	false	factions_allowed_to_teleport	
1518528720		wh3_main_rogue_the_pleasure_tide	false	FavouredCorruptionSlaanesh	
1526500731			false	subcult_nurgle	wh3_main_sc_nur_nurgle
1537095172	wh_main_chs_chaos		true	disabled_diplomacy_with_kurgan_warband	
1539810087	wh3_main_dae_daemons		false	anc_set_multi_daemons_slaanesh	
1541628506	wh3_main_dae_daemons		false	faction_set_culture_daemons	
1546273494		wh3_main_dae_daemon_prince	false	factions_allowed_to_teleport	
1561850676	wh_main_brt_bretonnia		false	anc_set_multi_high_elves_kislev_wood_elves_bretonnia_empire	
1566690840			false	slaanesh_seducible_factions	wh_main_sc_brt_bretonnia
1568725824	wh2_dlc11_cst_vampire_coast		false	anc_set_exclusive_vampire_coast	
1570460993	wh3_main_ksl_kislev		false	anc_set_multi_kislev_bretonnia_dwarfs_empire_greenskins	
1578345483	wh3_main_ksl_kislev		false	anc_set_exclusive_kislev	
1581189500	wh2_dlc11_cst_vampire_coast		false	anc_set_multi_tomb_kings_vampire_coast_dark_elves_high_elves_kislev_empire_vampire_counts	
1591570274		wh3_dlc20_nor_kul	false	norscan_homeland_factions	
1595686085	wh3_main_sla_slaanesh		false	anc_set_multi_khorne_tzeentch_daemons_nurgle_slaanesh	
1602951733	wh3_main_sla_slaanesh		false	factions_with_vassals	
1603235135			false	anc_set_exclusive_sc_khorne	wh3_main_sc_kho_khorne
1606472769		wh2_main_emp_sudenburg	true	non_colonial_empire_factions	
1610175473		wh3_dlc20_chs_festus	true	slaanesh_seducible_factions	
1618360273	wh_main_emp_empire		false	anc_set_multi_kislev_empire	
161868428	wh3_main_sla_slaanesh		true	disabled_diplomacy_with_kurgan_warband	
1619891224	wh3_main_tze_tzeentch		false	anc_set_multi_tzeentch_daemons_nurgle	
1620827962			false	disabled_diplomacy_with_kurgan_warband	
1622258225		wh2_dlc11_cst_rogue_grey_point_scuttlers	false	FavouredCorruptionSkaven	
1624254796		wh3_main_rogue_the_putrid_swarm	true	FavouredCorruptionUndivided	
1633543044		wh3_main_rogue_the_convent	true	disabled_diplomacy_with_kurgan_warband	
1634969972			false	anc_set_multi_sc_kislev_bretonnia_empire_southern_realms	wh3_main_pro_sc_ksl_kislev
1645582387	wh2_main_skv_skaven		true	all_except_skaven_culture	
1647754597	wh3_main_tze_tzeentch		false	beastmen_diplomacy_permitted	
1652612310			false	kurgan_warband_war_exceptions	wh_main_sc_chs_chaos
1657747254			false	kurgan_warband_war_exceptions	wh3_main_sc_sla_slaanesh
1667387516	wh_main_brt_bretonnia		false	anc_set_multi_kislev_norsca_bretonnia_chaos_dwarfs_empire_vampire_counts	
167053559	wh_main_chs_chaos		false	factions_with_vassals	
1674592778	wh3_main_nur_nurgle		false	anc_set_exclusive_nurgle	
1676521806			false	FavouredCorruptionNone	wh3_main_sc_cth_cathay
167856551	wh_dlc08_nor_norsca		false	human_factions	
1682748904		wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	false	FavouredCorruptionVampiric	
169535065		wh3_main_rogue_the_pleasure_tide	true	disabled_diplomacy_with_kurgan_warband	
169772038			false	anc_set_multi_sc_kislev_bretonnia_empire_southern_realms	wh_main_sc_emp_empire
1702520767		wh2_main_rogue_scourge_of_aquitaine	false	FavouredCorruptionVampiric	
1710708284	wh3_main_nur_nurgle		false	factions_without_trade	
1716422750		wh3_dlc20_chs_kholek	true	slaanesh_seducible_factions	
172718560			false	FavouredCorruptionNone	wh2_main_rogue
1730252057		wh3_main_ksl_the_ice_court	false	ice_court	
