id	group	modifier_bonus	modifier_target	value
#autoresolver_modifier_group_to_modifiers_tables;0;db/autoresolver_modifier_group_to_modifiers_tables/data__				
1072595576	wh_difficulty_kps_multiplier_penalty_legendary	unit_missile_kps_multiplier	all_classes	0.0
1072967836	wh_spell_strong_kps_multiplier_bonus	unit_melee_kps_multiplier	all_classes	0.17000002
1075512102	wh_spell_small_kps_multiplier_bonus	unit_missile_kps_multiplier	all_classes	0.040000003
1175877171	wh_spell_small_kps_multiplier_bonus	unit_melee_kps_multiplier	all_classes	0.040000003
119236092	wh_global_ranged_kps_penalty	unit_missile_kps_multiplier	cav_mis	0.0
1211259084	wh3_survival_battle_bonus	unit_melee_kps_multiplier	all_classes	1.0
1215071991	wh_global_cavalry_melee_kps_multiplier_bonus	unit_melee_kps_multiplier	cav_shk	0.5
1259631772	wh_settlement_human_v_ai_bonus	unit_melee_kps_multiplier	all_classes	0.050000004
1281147141	wh_global_ranged_kps_penalty	unit_missile_kps_multiplier	inf_mis	0.0
1299195604	wh_difficulty_kps_multiplier_penalty_normal	unit_melee_kps_multiplier	all_classes	0.0
1306923909	wh_spell_small_kps_multiplier_penalty	unit_missile_kps_multiplier	all_classes	-0.040000003
1366036531	wh_difficulty_kps_multiplier_penalty_vhard	unit_missile_kps_multiplier	all_classes	0.0
1409879670	wh3_survival_battle_bonus_hard	unit_missile_kps_multiplier	all_classes	0.90000004
1470584051	wh_difficulty_kps_multiplier_penalty_easy	unit_missile_kps_multiplier	all_classes	0.0
1526123797	wh_difficulty_kps_multiplier_penalty_hard	unit_melee_kps_multiplier	all_classes	0.0
1571453669	wh3_survival_battle_bonus_easy	unit_missile_kps_multiplier	all_classes	1.1
1595365670	wh_difficulty_kps_multiplier_penalty_normal	unit_missile_kps_multiplier	all_classes	0.0
1611893481	wh3_survival_battle_bonus_hard	unit_melee_kps_multiplier	all_classes	0.90000004
1637985067	wh_strong_kps_multiplier_bonus	unit_melee_kps_multiplier	all_classes	0.15
1691413667	wh3_survival_battle_bonus_easy	unit_melee_kps_multiplier	all_classes	1.1
1694349735	wh_global_cavalry_melee_kps_multiplier_bonus	unit_melee_kps_multiplier	cav_mel	0.5
1719963559	wh_spell_moderate_kps_multiplier_bonus	unit_melee_kps_multiplier	all_classes	0.09
1787125542	wh_general_lvl_kps_multiplier_bonus	unit_missile_kps_multiplier	all_classes	0.020000001
1811738824	wh_difficulty_kps_multiplier_penalty_legendary	unit_melee_kps_multiplier	all_classes	0.0
1813361064	wh_difficulty_kps_multiplier_penalty_easy	unit_melee_kps_multiplier	all_classes	0.0
184685109	wh_settlement_human_v_ai_penalty	unit_missile_kps_multiplier	all_classes	-0.050000004
187172552	wh_spell_small_kps_multiplier_penalty	unit_melee_kps_multiplier	all_classes	-0.040000003
188319122	wh_general_lvl_kps_multiplier_bonus	unit_melee_kps_multiplier	all_classes	0.020000001
1922000801	wh_strong_ranged_kps_multiplier_penalty	unit_missile_kps_multiplier	all_classes	-0.2
1952823546	wh_spell_strong_kps_multiplier_penalty	unit_melee_kps_multiplier	all_classes	-0.17000002
2035332808	wh_spell_moderate_kps_multiplier_bonus	unit_missile_kps_multiplier	all_classes	0.09
2041939794	wh_spell_moderate_kps_multiplier_penalty	unit_missile_kps_multiplier	all_classes	-0.080000006
2058235273	wh_no_retreat	unit_retreat_mod	all_classes	-1.0
2083208767	wh3_survival_battle_bonus	unit_missile_kps_multiplier	all_classes	1.0
238438458	wh_settlement_human_v_ai_bonus	unit_missile_kps_multiplier	all_classes	0.050000004
255398935	wh_strong_kps_multiplier_bonus	unit_missile_kps_multiplier	all_classes	0.15
282969177	wh_moderate_kps_multiplier_bonus	unit_missile_kps_multiplier	all_classes	0.07500001
392351497	wh_siege_eq_multiplier_bonus	unit_melee_kps_multiplier	all_classes	0.1
432943812	wh_moderate_kps_multiplier_bonus	unit_missile_kps_multiplier	all_classes	0.07500001
504652756	wh_spell_strong_kps_multiplier_bonus	unit_missile_kps_multiplier	all_classes	0.17000002
531276114	wh_siege_eq_multiplier_ai_v_human_bonus	unit_melee_kps_multiplier	all_classes	0.1
57381042	wh_settlement_human_v_ai_penalty	unit_melee_kps_multiplier	all_classes	-0.050000004
597639017	wh_difficulty_kps_multiplier_penalty_vhard	unit_melee_kps_multiplier	all_classes	0.0
598476801	wh_siege_eq_additive_bonus	unit_melee_kps_addition	all_classes	0.001
65380489	wh_global_reduced_morale_dmg	unit_morale_loss_scale	all_classes	0.0
784857786	wh_spell_strong_kps_multiplier_penalty	unit_missile_kps_multiplier	all_classes	-0.17000002
899028187	wh_spell_moderate_kps_multiplier_penalty	unit_melee_kps_multiplier	all_classes	-0.080000006
901542794	wh_difficulty_kps_multiplier_penalty_hard	unit_missile_kps_multiplier	all_classes	0.0
