building_chain	building_instance	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	campaign	culture	faction	sub_culture	per_faction_building_limit_start	per_faction_building_limit_end	per_faction_building_minimum_discount_when_exceeding_limit_start	per_faction_building_maximum_discount_when_exceeding_limit_start	per_faction_building_minimum_discount_when_exceeding_limit_end	per_faction_building_maximum_discount_when_exceeding_limit_end	per_faction_per_building_discount_increment_when_exceeding_limit_start	per_faction_per_building_discount_increment_when_exceeding_limit_end	per_province_building_limit_start	per_province_building_limit_end	per_province_building_minimum_discount_when_exceeding_limit_start	per_province_building_maximum_discount_when_exceeding_limit_start	per_province_building_minimum_discount_when_exceeding_limit_end	per_province_building_maximum_discount_when_exceeding_limit_end	per_province_per_building_discount_increment_when_exceeding_limit_start	per_province_per_building_discount_increment_when_exceeding_limit_end	score_end_inclusive	score_or_score_start_inclusive
#cai_construction_system_building_values_tables;0;db/cai_construction_system_building_values_tables/data__																												
wh2_dlc09_special_black_tower_of_arkhan_other						cai_military_group					0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500
wh2_dlc09_special_black_tower_of_arkhan						cai_military_group					0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500
wh2_dlc09_special_pyramid_alcadizaar						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240
wh2_dlc09_special_pyramid_amenemhetum						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240
wh2_dlc09_special_pyramid_khatep						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240
wh2_dlc09_special_pyramid_phar						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240
wh2_dlc09_special_pyramid_settra						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240
wh2_dlc09_special_pyramid_tutankhanut						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240
wh2_dlc09_special_settlement_khemri_tmb						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	100
wh2_dlc09_special_settlement_lahmia_tmb						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	100
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	100
wh2_dlc09_tmb_arkhan_burial_mound						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	5000
wh2_dlc09_tmb_cavalry						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	5	250
wh2_dlc09_tmb_chariots						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	500
wh2_dlc09_tmb_citadel						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	5	250
wh2_dlc09_tmb_defence_major						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	5	250
wh2_dlc09_tmb_defence_minor						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	5	250
wh2_dlc09_tmb_defence_norsca						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	5	250
wh2_dlc09_tmb_estate						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	5	250
wh2_dlc09_tmb_growth						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	5	250
