id	rank	unit	unit_list_display
#unit_list_display_to_unit_junctions_tables;0;db/unit_list_display_to_unit_junctions_tables/data__			
1030314539	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
1051848251	0	wh3_main_cth_art_fire_rain_rocket_battery_0	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
1085535571	0	wh3_main_cth_cav_jade_lancers_0	wh3_main_skill_innate_cth_caravan_master_cavalry
1101523418	0	wh_main_emp_inf_halberdiers	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
1105296689	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
1128673850	2	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_stealth
1139203800	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_gunner
1151374209	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
1159298668	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_royalty
1187213283	4	wh3_main_cth_inf_jade_warrior_crossbowmen_1	wh3_main_skill_innate_cth_caravan_master_stealth
1188678969	0	wh_main_emp_inf_handgunners	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
1189383933	0	wh3_main_cth_cav_jade_lancers_0	wh3_main_skill_innate_cth_caravan_master_cavalry
1191800788	0	wh3_main_cth_inf_dragon_guard_crossbowmen_0	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
1205110057	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_royalty
1249762578	0	wh3_main_cth_veh_sky_lantern_0	wh3_main_skill_innate_cth_caravan_master_gunner
1282817721	0	wh3_main_cth_cav_jade_longma_riders_0	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
1302954296	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
1313349106	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
131400110	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1346837753	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
1355831581	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_cavalry
1381816781	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_royalty
1388379367	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1389338899	4	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_stealth
1391791696	2	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_stealth
1408278884	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_royalty
1443233944	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_royalty
146160290	4	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_stealth
1463989951	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
149707390	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
1506833548	0	wh3_main_cth_inf_dragon_guard_0	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
1566231440	2	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_stealth
1577893289	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
1619213510	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1623254532	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1630433259	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_royalty
1641926929	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_royalty
1678716803	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
1697050402	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
1697285220	0	wh_main_emp_inf_crossbowmen	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
1698437593	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
1708676253	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1710256760	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1727295133	0	wh3_main_cth_inf_crane_gunners_0	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
1735386274	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
1746432528	4	wh3_main_cth_inf_jade_warrior_crossbowmen_1	wh3_main_skill_innate_cth_caravan_master_stealth
1749979515	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1757019757	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1767713720	0	wh3_main_cth_cha_alchemist_0	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1790447649	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
1793166474	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
1819066190	0	wh3_main_cth_art_grand_cannon_0	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
1831508005	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_gunner
1847956408	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1853713257	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1869144434	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
1911503893	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_gunner
1914501125	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_gunner
1929288003	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
1931824140	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
1973646724	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
2017616110	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Humble-Born
2030075234	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
2032072323	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_cavalry
2039576719	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_cavalry
2089925299	0	wh3_main_cth_cav_jade_longma_riders_0	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
2119536271	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
24187994	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
257676231	0	wh3_main_cth_inf_iron_hail_gunners_0	wh3_main_skill_innate_cth_caravan_master_royalty
262405942	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Humble-Born
277395424	0	wh3_main_cth_veh_sky_lantern_0	wh3_main_skill_innate_cth_caravan_master_gunner
292478758	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
353800778	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
355057519	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
357745840	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Humble-Born
365298573	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
416812603	0	wh3_main_cth_cav_jade_lancers_0	wh3_main_skill_innate_cth_caravan_master_cavalry
432542351	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
434763891	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_cavalry
473031738	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_cavalry
475800602	0	wh3_main_cth_inf_crane_gunners_0	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
508700934	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Dragon-Blooded
510200545	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
532656368	0	wh3_main_ogr_inf_maneaters_1	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
535940919	2	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_stealth
542701744	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
564082116	0	wh3_main_cth_art_grand_cannon_0	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
570434925	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_gunner
576681549	0	wh_main_emp_inf_halberdiers	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
59076812	2	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_stealth
596448710	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Longma-Whisperer
615924441	0	wh3_main_cth_cav_jade_lancers_0	wh3_main_skill_innate_cth_caravan_master_cavalry
647952232	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Humble-Born
704460245	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
706429419	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
710900713	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Humble-Born
717800101	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
