id	composite_scene	group_id	trigger_delay	freeze_position	freeze_rotation
#battle_vortex_composite_scene_group_to_scenes_tables;0;db/battle_vortex_composite_scene_group_to_scenes_tables/data__					
1084823818	composite_scene\spells_and_abilities\cataclysm_merciws_monsterous_regiment.csc	wh3_main_spell_cataclysm_merciws_monsterous_regiment	0.0	false	false
109456588	composite_scene\spells_and_abilities\wh3_dlc20_ability_storm_rage.csc	wh3_dlc20_ability_storm_rage	0.0	false	false
1154320297	composite_scene/spells_and_abilities/wh2_dlc14_ruin_flensing_ruin.csc	wh2_dlc14_spell_ruin_flensing_ruin	0.0	false	false
1185916864	composite_scene/spells_and_abilities/wh3_main_khorne_gate.csc	wh3_main_khorne_gate	0.0	false	false
1202198698	composite_scene\spells_and_abilities\wh2_dlc17_ability_ancestral_rune_of_valaya.csc	wh2_dlc17_ability_ancestral_rune_of_valaya	0.0	false	false
1204922282	composite_scene\spells_and_abilities\wh2_dlc11_deep_denizens_of_the_deep.csc	wh2_dlc11_denizens_of_the_deep	0.0	false	false
1204969323	composite_scene\spells_and_abilities\wh2_main_high_tempest.csc	wh2_main_spell_high_magic_tempest	0.0	false	false
1244238204	composite_scene/spells_and_abilities/wh2_dlc14_abilities_seismic_snare.csc	wh2_dlc14_abilities_seismic_snare	0.0	false	false
12456320	composite_scene\spells_and_abilities\wh2_dlc11_abilities_storm_of_the_night.csc	wh2_dlc11_abilities_storm_of_the_night	0.0	false	false
1249317988	composite_scene\wh2_dlc17_battle_khorne_portal_start.csc	wh2_dlc17_battle_khorne_portal_start	0.0	false	false
1291707390	composite_scene/spells_and_abilities/wh3_main_nurgle_nurgling_tide.csc	wh3_main_nurgle_nurgling_tide	0.0	false	false
1316630566	composite_scene\spells_and_abilities\wh2_dlc17_ability_rune_of_doom.csc	wh2_dlc17_ability_rune_of_doom	0.0	false	false
1350761124	composite_scene\spells_and_abilities\wh2_dlc16_dreaming_cloak.csc	wh2_dlc16_abilities_dreaming_cloak	0.0	false	false
1357387651	composite_scene\spells_and_abilities\wh3_main_yang_dragons_breath_buildup.csc	wh3_main_yang_dragons_breath_buildup	0.0	false	false
1398309026	composite_scene\spells_and_abilities\wh3_tempest_swiftwing.csc	wh3_main_spell_tempest_swiftwing	0.0	false	false
140644434	composite_scene/spells_and_abilities/wh3_main_slaanesh_gate.csc	wh3_main_slaanesh_gate	0.0	false	false
1418384587	composite_scene\spells_and_abilities\wh2_dlc11_vampires_drowned_dead_start.csc	drowned_dead_start	0.0	false	false
1450597009	composite_scene\spells_and_abilities\wh2_dlc11_vampires_drowned_dead.csc	drowned_dead	0.0	false	false
