key	vfx	x_offset	y_offset	z_offset	one_shot
#campaign_vfx_descriptions_tables;1;db/campaign_vfx_descriptions_tables/data__					
2xtime_army	wh_main_campaign_placeholder	0.0	0.0	0.0	false
2xtime_navy	wh_main_campaign_placeholder	0.0	0.0	0.0	false
advice_character_highlight	wh_main_ui_advice_character_select	0.0	0.0	0.0	false
advice_settlement_highlight	wh_main_ui_advice_settle_select	0.0	0.0	0.0	false
agent_deployed	wh_main_campaign_shaman_draining	0.0	0.0	0.0	false
agent_deployed_foreign_region	wh_main_campaign_shaman_draining	0.0	0.0	0.0	false
agent_deployed_foreign_region_generic	wh2_dlc11_campaign_deploy_enemy_region	0.0	0.0	0.0	false
agent_deployed_generic	wh2_dlc11_campaign_deploy_own_region	0.0	0.0	0.0	false
agent_tracked	wh3_main_campaign_track_army	0.0	0.0	0.0	false
ambush	wh_main_campaign_placeholder	0.0	0.0	0.0	false
ancient_artifact_location_runes	wh2_dlc17_campaign_rune_marker	0.0	0.0	0.0	false
army_low_morale	wh_main_campaign_low_waaagh_morale	0.0	0.0	0.0	false
army_vampire_recruitement	wh_main_campaign_raise_dead_buff	0.0	0.0	0.0	false
army_waaagh_army	wh_main_campaign_ui_waaagh_selection	0.0	0.0	0.0	false
army_war_coordination_target	wh_main_campaign_ui_waaagh_target	0.0	0.0	0.0	false
army_war_coordination_target_generic	wh_main_campaign_ui_generic_target	0.0	0.0	0.0	false
attacking	wh_main_campaign_placeholder	0.0	0.0	0.0	false
attrition_army	wh_main_campaign_character_attrition	0.0	0.0	0.0	false
attrition_navy	wh_main_campaign_character_attrition	0.0	0.0	0.0	false
blessing_of_the_lady	wh_dlc07_campaign_blessing_of_lady	0.0	0.0	0.0	false
buff_army	wh_main_campaign_placeholder	0.0	0.0	0.0	false
buff_navy	wh_main_campaign_placeholder	0.0	0.0	0.0	false
death_night	wh2_dlc10_campaign_death_night_settlement	0.0	0.0	0.0	false
debuff_army	wh_main_campaign_placeholder	0.0	0.0	0.0	false
debuff_navy	wh_main_campaign_placeholder	0.0	0.0	0.0	false
defence_army	wh_main_campaign_placeholder	0.0	0.0	0.0	false
desertion	wh_main_campaign_placeholder	0.0	0.0	0.0	false
destruction_fire	wh_main_campaign_placeholder	0.0	0.0	0.0	false
destruction_fire_res	wh_main_campaign_placeholder	0.0	0.0	0.0	false
destruction_smoke_res	wh_main_campaign_placeholder	0.0	0.0	0.0	false
disease	wh2_main_campaign_settlement_plague	0.0	0.0	0.0	false
edict_army	wh_main_campaign_placeholder	0.0	0.0	0.0	false
edict_money	wh_main_campaign_placeholder	0.0	0.0	0.0	false
edict_population	wh_main_campaign_placeholder	0.0	0.0	0.0	false
gift_of_slaanesh	wh3_main_campaign_gifts_of_slaanesh	0.0	0.0	0.0	false
great_game_ritual_khorne	wh3_main_campaign_rituals_khorne	0.0	0.0	0.0	false
great_game_ritual_nurgle	wh3_main_campaign_rituals_nurgle	0.0	0.0	0.0	false
great_game_ritual_slaanesh	wh3_main_campaign_rituals_slaanesh	0.0	0.0	0.0	false
great_game_ritual_tzeentch	wh3_main_campaign_rituals_tzeentch	0.0	0.0	0.0	false
harpoon_army	wh2_dlc11_campaign_harpoon	0.0	0.0	0.0	false
level_up	wh_main_campaign_ui_level_up	0.0	0.0	0.0	true
look_at_tutorial	tutorial_look_at_campaign	0.0	0.0	0.0	false
looted	wh_main_campaign_placeholder	0.0	0.0	0.0	false
move_to_tutorial	tutorial_move_to_campaign	0.0	0.0	0.0	false
movement_extents	wh_main_campaign_placeholder	0.0	0.0	0.0	false
nagash_book	wh2_dlc09_campaign_book_of_nagash	0.0	0.0	0.0	false
navy_war_coordination_target	wh_main_generic_fire_smoke_loop	0.0	0.0	0.0	false
nuke_test1	wh2_dlc12_warpstorm_doomrocket_explosion	0.0	0.0	0.0	false
nuke_test2	wh2_dlc12_warpstorm_doomrocket_impact	0.0	0.0	0.0	false
nuke_test3	wh2_dlc12_warpstorm_doomrocket_spawn	0.0	0.0	0.0	false
patrol_navy	wh_main_campaign_placeholder	0.0	0.0	0.0	false
pirate_cove	wh2_dlc11_campaign_pirate_cove	0.0	0.0	0.0	false
placeholder_selection	wh_main_campaign_placeholder	0.0	5.0	0.0	false
post_battle_looser	wh_main_campaign_autoresolve_actor_lose	0.0	0.0	0.0	true
post_battle_winner	wh_main_campaign_autoresolve_actor_win	0.0	0.0	0.0	true
power_of_nature_1	wh2_dlc10_campaign_power_of_nature_settlement1	0.0	0.0	0.0	false
power_of_nature_2	wh2_dlc10_campaign_power_of_nature_settlement2	0.0	0.0	0.0	false
raid_army	wh_main_campaign_placeholder	0.0	0.0	0.0	false
raid_navy	wh_main_campaign_placeholder	0.0	0.0	0.0	false
raze	wh_main_campaign_placeholder	0.0	0.0	0.0	false
sabotage	wh_main_campaign_placeholder	0.0	0.0	0.0	false
sea_monster_attack	wh2_dlc11_campaign_sea_monster_attack	0.0	0.0	0.0	false
select_agent	wh_main_campaign_ui_agent_selection	0.0	0.0	0.0	false
select_army	wh_main_campaign_ui_agent_selection	0.0	0.0	0.0	false
select_navy	wh_main_campaign_ui_agent_selection	0.0	0.0	0.0	false
select_tutorial	tutorial_select_campaign	0.0	0.0	0.0	false
settle_construct	wh_main_campaign_placeholder	0.0	0.0	0.0	false
settle_devpoint	wh_main_campaign_placeholder	0.0	0.0	0.0	false
settle_select	wh_main_campaign_ui_settle_selection	0.0	0.0	0.0	false
settlement_plague	wh_dlc08_campaign_settlement_plague	0.0	0.0	0.0	false
settlement_produces_ritual_currency	wh2_main_campaign_ritual_currency_generic	0.0	0.0	0.0	false
settlement_produces_ritual_currency_def	wh2_main_campaign_ritual_currency_def	0.0	0.0	0.0	false
settlement_produces_ritual_currency_hef	wh2_main_campaign_ritual_currency_hef	0.0	0.0	0.0	false
settlement_produces_ritual_currency_lzd	wh2_main_campaign_ritual_currency_lzd	0.0	0.0	0.0	false
settlement_ruins_searchable	wh2_main_campaign_treasure_hunting	0.0	0.0	0.0	false
settlement_war_coordination_target	wh_main_campaign_ui_waaagh_target	0.0	0.0	0.0	false
skv_faction	wh2_main_settlement_skv_faction	0.0	0.0	0.0	false
slaanesh_mist_layer_1	wh3_main_campaign_enviro_slaanesh_mist_layer_1	0.0	0.0	0.0	false
slaanesh_mist_layer_2	wh3_main_campaign_enviro_slaanesh_mist_layer_2	0.0	0.0	0.0	false
slaanesh_mist_layer_3	wh3_main_campaign_enviro_slaanesh_mist_layer_3	0.0	0.0	0.0	false
slaanesh_mist_layer_4	wh3_main_campaign_enviro_slaanesh_mist_layer_4	0.0	0.0	0.0	false
slaanesh_mist_layer_5	wh3_main_campaign_enviro_slaanesh_mist_layer_5	0.0	0.0	0.0	false
slaanesh_mist_layer_6	wh3_main_campaign_enviro_slaanesh_mist_layer_6	0.0	0.0	0.0	false
sword_character	wh2_dlc10_campaign_kaine_unit	0.0	0.0	0.0	false
sword_settlement	wh2_dlc10_campaign_kaine_settlement	0.0	0.0	0.0	false
under_attack	wh_main_campaign_placeholder	0.0	0.0	0.0	false
under_empire_army	wh2_dlc12_campaign_under_empire_army	0.0	0.0	0.0	false
zone_of_control	wh_main_campaign_zone_of_control	0.0	0.0	0.0	false
