key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;5;db/character_skill_nodes_tables/data__										
wh2_dlc04_skill_node_vmp_helman_ghorst_battle_1		wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_1	wh_dlc04_skill_node_set_vmp_helman_ghorst		1.0000	0.0000		0	0	true
wh2_dlc04_skill_node_vmp_helman_ghorst_battle_2		wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_2	wh_dlc04_skill_node_set_vmp_helman_ghorst		1.0000	1.0000		0	0	true
wh2_dlc04_skill_node_vmp_helman_ghorst_battle_3		wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_3	wh_dlc04_skill_node_set_vmp_helman_ghorst		1.0000	2.0000		0	0	true
wh2_dlc04_skill_node_vmp_helman_ghorst_battle_4		wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_4	wh_dlc04_skill_node_set_vmp_helman_ghorst		1.0000	3.0000		0	0	true
wh2_dlc04_skill_node_vmp_helman_ghorst_battle_5		wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_5	wh_dlc04_skill_node_set_vmp_helman_ghorst		1.0000	4.0000		0	3	true
wh2_dlc07_skill_node_brt_alberic_special_0		wh2_dlc07_skill_brt_alberic_special_0	wh_dlc07_skill_node_set_brt_alberic		1.0000	4.0000		0	0	true
wh2_dlc07_skill_node_brt_alberic_special_1		wh2_dlc07_skill_brt_alberic_special_1	wh_dlc07_skill_node_set_brt_alberic		1.0000	5.0000		0	0	true
wh2_dlc07_skill_node_brt_alberic_special_2		wh2_dlc07_skill_brt_alberic_special_2	wh_dlc07_skill_node_set_brt_alberic		1.0000	6.0000		0	0	true
wh2_dlc07_skill_node_brt_alberic_special_3		wh2_dlc07_skill_brt_alberic_special_3	wh_dlc07_skill_node_set_brt_alberic		1.0000	7.0000		0	0	true
wh2_dlc07_skill_node_brt_fay_enchantress_special_0		wh2_dlc07_skill_brt_fay_enchantress_special_0	wh_dlc07_skill_node_set_brt_fay_enchantress		1.0000	4.0000		0	0	true
wh2_dlc07_skill_node_brt_fay_enchantress_special_1		wh2_dlc07_skill_brt_fay_enchantress_special_1	wh_dlc07_skill_node_set_brt_fay_enchantress		1.0000	5.0000		0	0	true
wh2_dlc07_skill_node_brt_fay_enchantress_special_2		wh2_dlc07_skill_brt_fay_enchantress_special_2	wh_dlc07_skill_node_set_brt_fay_enchantress		1.0000	6.0000		0	0	true
wh2_dlc07_skill_node_brt_fay_enchantress_special_3		wh2_dlc07_skill_brt_fay_enchantress_special_3	wh_dlc07_skill_node_set_brt_fay_enchantress		1.0000	7.0000		0	0	true
wh2_dlc07_skill_node_brt_louen_special_0		wh2_dlc07_skill_brt_louen_special_0	wh_main_skill_node_set_brt_louen		1.0000	4.0000		0	0	true
wh2_dlc07_skill_node_brt_louen_special_1		wh2_dlc07_skill_brt_louen_special_1	wh_main_skill_node_set_brt_louen		1.0000	5.0000		0	0	true
wh2_dlc07_skill_node_brt_louen_special_2		wh2_dlc07_skill_brt_louen_special_2	wh_main_skill_node_set_brt_louen		1.0000	6.0000		0	0	true
wh2_dlc07_skill_node_brt_louen_special_3		wh2_dlc07_skill_brt_louen_special_3	wh_main_skill_node_set_brt_louen		1.0000	7.0000		0	0	true
wh2_dlc09_skill_innate_skv_tretch_craventail		wh2_dlc09_skill_innate_skv_tretch_craventail	wh2_dlc09_skill_node_set_skv_tretch_craventail		6.0000	0.0000		1	0	false
wh2_dlc09_skill_innate_tmb_alkhazzar_ii		wh2_dlc09_skill_innate_tmb_dynasty_alkhazzar_ii	wh2_dlc09_skill_node_set_tmb_tomb_king_alkhazzar_ii		6.0000	0.0000		1	0	false
wh2_dlc09_skill_innate_tmb_arkhan		wh2_dlc09_skill_innate_tmb_arkhan	wh2_dlc09_skill_node_set_tmb_arkhan		6.0000	0.0000		1	0	false
wh2_dlc09_skill_innate_tmb_khalida		wh2_dlc09_skill_innate_tmb_khalida	wh2_dlc09_skill_node_set_tmb_khalida		6.0000	0.0000		1	0	false
wh2_dlc09_skill_innate_tmb_khatep		wh2_dlc09_skill_innate_tmb_khatep	wh2_dlc09_skill_node_set_tmb_khatep		6.0000	0.0000		1	0	false
wh2_dlc09_skill_innate_tmb_lahmizzash		wh2_dlc09_skill_innate_tmb_dynasty_lahmizzash	wh2_dlc09_skill_node_set_tmb_tomb_king_lahmizzash		6.0000	0.0000		1	0	false
wh2_dlc09_skill_innate_tmb_rakhash		wh2_dlc09_skill_innate_tmb_dynasty_rakhash	wh2_dlc09_skill_node_set_tmb_tomb_king_rakhash		6.0000	0.0000		1	0	false
wh2_dlc09_skill_innate_tmb_setep		wh2_dlc09_skill_innate_tmb_dynasty_setep	wh2_dlc09_skill_node_set_tmb_tomb_king_setep		6.0000	0.0000		1	0	false
wh2_dlc09_skill_innate_tmb_settra		wh2_dlc09_skill_innate_tmb_settra	wh2_dlc09_skill_node_set_tmb_settra		6.0000	0.0000		1	0	false
wh2_dlc09_skill_innate_tmb_thutep		wh2_dlc09_skill_innate_tmb_dynasty_thutep	wh2_dlc09_skill_node_set_tmb_tomb_king_thutep		6.0000	0.0000		1	0	false
wh2_dlc09_skill_innate_tmb_wakhaf		wh2_dlc09_skill_innate_tmb_dynasty_wakhaf	wh2_dlc09_skill_node_set_tmb_tomb_king_wakhaf		6.0000	0.0000		1	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_0		wh2_main_skill_innate_all_aggressive	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	0.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_1		wh2_main_skill_innate_all_fleet_footed	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	1.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_10		wh2_dlc09_skill_innate_tmb_trustworthy	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	10.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_11		wh2_dlc09_skill_innate_tmb_wise	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	11.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_12		wh2_dlc09_skill_innate_tmb_wrathful	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	12.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_13		wh2_dlc09_skill_innate_tmb_eternal	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	13.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_14		wh2_dlc09_skill_innate_tmb_serpent_carver	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	14.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_15		wh2_dlc09_skill_innate_tmb_ushabti_carver	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	15.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_16		wh2_dlc09_skill_innate_tmb_sphinx_carver	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	16.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_17		wh2_dlc09_skill_innate_tmb_scorpion_carver	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	17.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_18		wh2_dlc09_skill_innate_tmb_imbuer	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	18.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_2		wh2_main_skill_innate_all_strong	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	2.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_3		wh2_main_skill_innate_all_tough	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	3.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_7		wh2_main_skill_innate_all_cunning	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	7.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_innate_9		wh2_dlc09_skill_innate_tmb_master_of_ceremony	wh2_dlc09_skill_node_set_tmb_necrotect		6.0000	9.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_necrotect_ritual_campaign_actions_dummy		wh2_dlc09_skill_all_dummy_agent_actions_tmb_necrotect_ritual	wh2_dlc09_skill_node_set_tmb_necrotect_ritual		8.0000	0.0000		1	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_0		wh2_main_skill_innate_all_aggressive	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	0.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_1		wh2_main_skill_innate_all_fleet_footed	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	1.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_10		wh2_dlc09_skill_innate_tmb_trustworthy	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	10.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_11		wh2_dlc09_skill_innate_tmb_wise	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	11.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_12		wh2_dlc09_skill_innate_tmb_wrathful	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	12.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_13		wh2_dlc09_skill_innate_tmb_eternal	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	13.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_14		wh2_dlc09_skill_innate_tmb_chariot_master	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	14.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_15		wh2_dlc09_skill_innate_tmb_cavalry_master	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	15.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_16		wh2_dlc09_skill_innate_tmb_infantry_master	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	16.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_2		wh2_main_skill_innate_all_strong	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	2.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_3		wh2_main_skill_innate_all_tough	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	3.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_7		wh2_main_skill_innate_all_cunning	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	7.0000		0	0	false
wh2_dlc09_skill_node_set_tmb_tomb_prince_innate_9		wh2_dlc09_skill_innate_tmb_master_of_ceremony	wh2_dlc09_skill_node_set_tmb_tomb_prince		6.0000	9.0000		0	0	false
wh2_dlc09_skill_node_skv_tretch_craventail_army_0		wh_main_skill_all_lord_battle_inspiring_presence	wh2_dlc09_skill_node_set_skv_tretch_craventail		4.0000	0.0000		0	0	true
wh2_dlc09_skill_node_skv_tretch_craventail_army_1_1		wh2_main_skill_skv_army_buff_clanrats	wh2_dlc09_skill_node_set_skv_tretch_craventail		4.0000	1.0000		0	0	true
