config_key	template_key	priority	leader_only
#cdir_military_generator_template_priorities_tables;1;db/cdir_military_generator_template_priorities_tables/data__			
WH_Beastmen	WH_Beastmen_land	5	false
WH_Beastmen	WH_Beastmen_land_2	1	false
WH_Beastmen	WH_default_naval	1	false
WH_Bretonnia	WH_Bretonnia_land	1	false
WH_Bretonnia	WH_Bretonnia_land_2	1	false
WH_Bretonnia	WH_Bretonnia_land_3	1	false
WH_Bretonnia	WH_default_naval	1	false
WH_Cathay	WH_Cathay_land	1	false
WH_Cathay	WH_Cathay_land_2	1	false
WH_Cathay	WH_Cathay_land_3	1	false
WH_Cathay	WH_Cathay_land_4	1	false
WH_Cathay	WH_default_naval	1	false
WH_Chaos	WH_Chaos_land	1	false
WH_Chaos	WH_Chaos_land_2	1	false
WH_Chaos	WH_default_naval	1	false
WH_Chaos_Daemons	WH_Chaos_Daemons_land	1	false
WH_Chaos_Daemons	WH_Chaos_Daemons_land_2	1	false
WH_Chaos_Daemons	WH_Chaos_Daemons_land_3	1	false
WH_Chaos_Daemons	WH_Chaos_Daemons_land_4	1	false
WH_Chaos_Daemons	WH_default_naval	1	false
WH_CoC_Azazel	WH_Azazel_Land	1	false
WH_CoC_Azazel	WH_Azazel_Land_2	1	false
WH_CoC_Azazel	WH_Azazel_Land_3	1	false
WH_CoC_Azazel	WH_Azazel_Land_4	1	false
WH_CoC_Festus	WH_Festus_Land	1	false
WH_CoC_Festus	WH_Festus_Land_2	1	false
WH_CoC_Festus	WH_Festus_Land_3	1	false
WH_CoC_Festus	WH_Festus_Land_4	1	false
WH_CoC_Valkia	WH_Valkia_Land	1	false
WH_CoC_Valkia	WH_Valkia_Land_2	1	false
WH_CoC_Valkia	WH_Valkia_Land_3	1	false
WH_CoC_Valkia	WH_Valkia_Land_4	1	false
WH_CoC_Vilitch	WH_Vilitch_Land	1	false
WH_CoC_Vilitch	WH_Vilitch_Land_2	1	false
WH_CoC_Vilitch	WH_Vilitch_Land_3	1	false
WH_CoC_Vilitch	WH_Vilitch_Land_4	1	false
WH_Dark_Elves	WH_Dark_Elves_land	5	false
WH_Dark_Elves	WH_Dark_Elves_land_2	5	false
WH_Dark_Elves	WH_Dark_Elves_land_3	1	false
WH_Dark_Elves	WH_default_naval	1	false
WH_Dwarfs	WH_Dwarfs_land	1	false
WH_Dwarfs	WH_Dwarfs_land_2	1	false
WH_Dwarfs	WH_Dwarfs_land_3	1	false
WH_Dwarfs	WH_default_naval	1	false
WH_Empire	WH_Empire_land	1	false
WH_Empire	WH_Empire_land_2	1	false
WH_Empire	WH_Empire_land_3	1	false
WH_Empire	WH_Empire_land_4	1	false
WH_Empire	WH_default_naval	1	false
WH_Greenskin_Rebels	WH_Greenskin_Rebels_land	1	false
WH_Greenskins	WH_Greenskins_land	1	false
WH_Greenskins	WH_Greenskins_land_2	1	false
WH_Greenskins	WH_Greenskins_land_3	1	false
WH_Greenskins	WH_Greenskins_land_4	1	false
WH_Greenskins	WH_default_naval	1	false
WH_High_Elves	WH_High_Elves_land	1	false
WH_High_Elves	WH_High_Elves_land_2	1	false
WH_High_Elves	WH_High_Elves_land_3	1	false
WH_High_Elves	WH_default_naval	1	false
WH_Khorne	WH_Khorne_land	1	false
WH_Khorne	WH_Khorne_land_2	1	false
WH_Khorne	WH_Khorne_land_3	1	false
WH_Khorne	WH_Khorne_land_4	1	false
WH_Kislev	WH_Kislev_land	5	false
WH_Kislev	WH_Kislev_land_2	2	false
WH_Kislev	WH_Kislev_land_3	2	false
WH_Kislev	WH_Kislev_land_4	1	false
WH_Kislev	WH_default_naval	1	false
WH_Lizardmen	WH_Lizardmen_land	1	false
WH_Lizardmen	WH_Lizardmen_land_2	1	false
WH_Lizardmen	WH_Lizardmen_land_3	1	false
WH_Lizardmen	WH_Lizardmen_land_4	1	false
WH_Lizardmen	WH_default_naval	1	false
WH_Norsca	WH_Norsca_land	5	false
WH_Norsca	WH_Norsca_land_2	5	false
WH_Norsca	WH_Norsca_land_3	1	false
WH_Norsca	WH_default_naval	1	false
WH_Norsca_SurthaEk	WH_Norsca_land	5	false
WH_Norsca_SurthaEk	WH_Norsca_land_2	5	false
WH_Norsca_SurthaEk	WH_Norsca_land_3	1	false
WH_Norsca_SurthaEk	WH_Norsca_land_SurthaEk	100	true
WH_Norsca_SurthaEk	WH_default_naval	1	false
WH_Nurgle	WH_Nurgle_land	1	false
WH_Nurgle	WH_Nurgle_land_2	1	false
WH_Nurgle	WH_Nurgle_land_3	1	false
WH_Nurgle	WH_Nurgle_land_4	1	false
WH_Nurgle	WH_default_naval	1	false
WH_Ogre_Kingdoms	WH_Ogre_Kingdoms_land	1	false
WH_Ogre_Kingdoms	WH_Ogre_Kingdoms_land_2	1	false
WH_Ogre_Kingdoms	WH_Ogre_Kingdoms_land_3	1	false
WH_Ogre_Kingdoms	WH_Ogre_Kingdoms_land_4	1	false
WH_Ogre_Kingdoms	WH_default_naval	1	false
WH_Skaven	WH_Skaven_land	1	false
WH_Skaven	WH_Skaven_land_2	1	false
WH_Skaven	WH_Skaven_land_3	1	false
WH_Skaven	WH_Skaven_land_4	1	false
WH_Skaven	WH_Skaven_land_5	1	false
WH_Skaven	WH_default_naval	1	false
WH_Slaanesh	WH_Slaanesh_land	2	false
WH_Slaanesh	WH_Slaanesh_land_2	1	false
WH_Slaanesh	WH_Slaanesh_land_3	1	false
WH_Slaanesh	WH_Slaanesh_land_4	1	false
WH_Slaanesh	WH_default_naval	1	false
WH_TEB	WH_TEB_land	1	false
WH_TEB	WH_default_naval	1	false
WH_Tomb_Kings	WH_Tomb_Kings_land	5	false
WH_Tomb_Kings	WH_Tomb_Kings_land_2	1	false
WH_Tomb_Kings	WH_Tomb_Kings_land_3	1	false
WH_Tomb_Kings	WH_Tomb_Kings_land_4	5	false
WH_Tzeentch	WH_Tzeentch_land	1	false
WH_Tzeentch	WH_Tzeentch_land_2	1	false
WH_Tzeentch	WH_Tzeentch_land_3	1	false
WH_Tzeentch	WH_Tzeentch_land_4	1	false
WH_Tzeentch	WH_default_naval	1	false
WH_Vampire_Coast_land	WH_Vampire_Coast_land	1	false
WH_Vampire_Coast_land	WH_Vampire_Coast_land_2	1	false
WH_Vampire_Counts	WH_Vampire_Counts_land	2	false
WH_Vampire_Counts	WH_Vampire_Counts_land_2	1	false
WH_Vampire_Counts	WH_Vampire_Counts_land_3	1	false
WH_Vampire_Counts	WH_default_naval	1	false
WH_Wood_Elves	WH_Wood_Elves_land	1	false
WH_Wood_Elves	WH_Wood_Elves_land_2	1	false
WH_Wood_Elves	WH_default_naval	1	false
WH_Wood_Elves_Drycha	WH_Wood_Elves_land_drycha	1	false
WH_Wood_Elves_Drycha	WH_default_naval	1	false
WH_mp_Beastmen_land	WH_Beastmen_land	1	false
WH_mp_Beastmen_land	WH_Beastmen_land_2	1	false
WH_mp_Beastmen_siege_attack	WH_mp_Beastmen_siege_attack	1	false
WH_mp_Beastmen_siege_defence	WH_mp_Beastmen_siege_defence	1	false
WH_mp_Bretonnia_land	WH_Bretonnia_land	1	false
WH_mp_Bretonnia_land	WH_Bretonnia_land_2	1	false
WH_mp_Bretonnia_land	WH_Bretonnia_land_3	1	false
WH_mp_Bretonnia_siege_attack	WH_mp_Bretonnia_siege_attack	1	false
WH_mp_Bretonnia_siege_defence	WH_mp_Bretonnia_siege_defence	1	false
WH_mp_Chaos_Daemons_land	WH_Chaos_Daemons_land	1	false
WH_mp_Chaos_Daemons_land	WH_Chaos_Daemons_land_2	1	false
WH_mp_Chaos_Daemons_land	WH_Chaos_Daemons_land_3	1	false
WH_mp_Chaos_Daemons_land	WH_Chaos_Daemons_land_4	1	false
WH_mp_Chaos_Daemons_siege_attack	WH_mp_Chaos_Daemons_siege_attack	1	false
WH_mp_Chaos_Daemons_siege_defence	WH_mp_Chaos_Daemons_siege_defence	1	false
WH_mp_Chaos_land	WH_Chaos_land	1	false
WH_mp_Chaos_land	WH_Chaos_land_2	1	false
WH_mp_Chaos_siege_attack	WH_mp_Chaos_siege_attack	1	false
WH_mp_Chaos_siege_defence	WH_mp_Chaos_siege_defence	1	false
WH_mp_Dark_Elves_land	WH_Dark_Elves_land	5	false
WH_mp_Dark_Elves_land	WH_Dark_Elves_land_2	5	false
WH_mp_Dark_Elves_land	WH_Dark_Elves_land_3	1	false
WH_mp_Dark_Elves_siege_attack	WH_mp_Dark_Elves_siege_attack	1	false
WH_mp_Dark_Elves_siege_defence	WH_mp_Dark_Elves_siege_defence	1	false
WH_mp_Dwarfs_land	WH_Dwarfs_land	1	false
WH_mp_Dwarfs_land	WH_Dwarfs_land_2	1	false
WH_mp_Dwarfs_land	WH_Dwarfs_land_3	1	false
WH_mp_Dwarfs_siege_attack	WH_mp_Dwarfs_siege_attack	1	false
