character_name	skill	level
#battle_set_piece_armies_characters_skills_tables;2;db/battle_set_piece_armies_characters_skills_tables/data__		
wh2_dlc09_qb_tmb_arkhan_staff_of_nagash_defender_liche_priest_nehekhara	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades	1
wh2_dlc09_qb_tmb_arkhan_staff_of_nagash_defender_liche_priest_nehekhara	wh2_dlc09_skill_tmb_nehekhara_lore_1_passive	1
wh2_dlc09_qb_tmb_arkhan_staff_of_nagash_defender_liche_priest_nehekhara	wh2_dlc09_skill_tmb_nehekhara_lore_6_usekhps_incantation_of_desiccation	1
wh2_dlc09_qb_tmb_arkhan_staff_of_nagash_defender_liche_priest_nehekhara	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_slann_01	wh_dlc05_skill_magic_life_life_bloom	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_slann_01	wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_slann_01	wh_dlc05_skill_magic_life_wizard_earth_blood	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_slann_01	wh_dlc05_skill_magic_life_wizard_flesh_to_stone	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_slann_01	wh_dlc05_skill_magic_life_wizard_regrowth	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_slann_01	wh_dlc05_skill_magic_life_wizard_shield_of_thorns	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_slann_01	wh_dlc05_skill_magic_life_wizard_the_dwellers_below	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_arkhan	wh2_main_skill_all_magic_death_04_soulblight_lord	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_arkhan	wh2_main_skill_all_magic_death_10_the_purple_sun_of_xereus_lord	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_arkhan	wh2_main_skill_all_magic_death_dummy_spirit_leech_aspect_of_the_dreadknight	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_arkhan	wh_main_skill_all_magic_death_03_life_leeching	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_liche_priest_01	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_liche_priest_01	wh2_dlc09_skill_tmb_nehekhara_lore_1_passive	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_liche_priest_01	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_liche_priest_01	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm	1
wh2_dlc09_qb_tmb_final_battle_arkhan_general_01	wh2_dlc09_skill_tmb_lord_rally	1
wh2_dlc09_qb_tmb_final_battle_arkhan_general_01	wh2_dlc09_skill_tmb_personal_5	1
wh2_dlc09_qb_tmb_final_battle_arkhan_general_02	wh2_dlc09_skill_tmb_lord_rally	1
wh2_dlc09_qb_tmb_final_battle_arkhan_general_02	wh2_dlc09_skill_tmb_personal_5	1
wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_4_usirians_incantation_of_vengeance_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_6_usekhps_incantation_of_desiccation_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_dummy_0_djafs_incantation_of_cursed_blades	1
wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	wh_main_skill_all_magic_all_11_arcane_conduit	1
wh2_dlc09_qb_tmb_final_battle_arkhan_player	wh2_dlc09_skill_tmb_lord_rally_upgraded	1
wh2_dlc09_qb_tmb_final_battle_arkhan_player	wh2_dlc09_skill_tmb_personal_10_arkhan	1
wh2_dlc09_qb_tmb_final_battle_arkhan_player	wh2_main_skill_all_magic_death_02_aspect_of_the_dreadknight_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_player	wh2_main_skill_all_magic_death_04_soulblight_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_player	wh2_main_skill_all_magic_death_05_doom_and_darkness_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_player	wh2_main_skill_all_magic_death_09_the_fate_of_bjuna_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_player	wh2_main_skill_all_magic_death_10_the_purple_sun_of_xereus_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan_player	wh2_main_skill_all_magic_death_dummy_spirit_leech_aspect_of_the_dreadknight	1
wh2_dlc09_qb_tmb_final_battle_arkhan_player	wh2_main_skill_magic_death_01_spirit_leech_loremaster	1
wh2_dlc09_qb_tmb_final_battle_arkhan_tomb_prince	wh2_dlc09_skill_tmb_personal_5	1
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_skill_all_dummy_agent_actions_tmb_necrotect_ritual	1
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_skill_tmb_personal_10_arkhan	1
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_skill_tmb_personal_9	2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_skill_tmb_personal_conqueror	2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_main_skill_all_magic_death_02_aspect_of_the_dreadknight_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_main_skill_all_magic_death_04_soulblight_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_main_skill_all_magic_death_05_doom_and_darkness_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_main_skill_all_magic_death_09_the_fate_of_bjuna_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_main_skill_all_magic_death_10_the_purple_sun_of_xereus_lord	1
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_main_skill_all_magic_death_dummy_spirit_leech_aspect_of_the_dreadknight	1
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_main_skill_magic_death_01_spirit_leech_loremaster	1
wh2_dlc09_qb_tmb_final_battle_arkhan	wh_main_skill_all_all_self_blade_master	2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh_main_skill_all_all_self_devastating_charge	2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh_main_skill_all_all_self_hard_to_hit	2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh_main_skill_all_all_self_indomitable	2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh_main_skill_all_all_self_wound-maker	2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh_main_skill_all_all_self_wound-maker_2	2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh_main_skill_all_lord_self_full_plate_armour	2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh_main_skill_all_lord_self_full_plate_armour_2	2
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_skill_tmb_lord_rally_upgraded	1
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_skill_tmb_personal_10	1
wh2_dlc09_qb_tmb_final_battle_khalida	wh2_dlc09_skill_tmb_lord_rally	1
wh2_dlc09_qb_tmb_final_battle_khalida	wh2_dlc09_skill_tmb_personal_10	1
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_skill_tmb_lord_rally_upgraded	1
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_skill_tmb_nehekhara_lore_4_usirians_incantation_of_vengeance_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_skill_tmb_nehekhara_lore_6_usekhps_incantation_of_desiccation_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_skill_tmb_nehekhara_lore_dummy_0_djafs_incantation_of_cursed_blades	1
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh_main_skill_all_magic_all_11_arcane_conduit	1
wh2_dlc09_qb_tmb_final_battle_khatep	wh2_dlc09_skill_tmb_lord_rally	1
wh2_dlc09_qb_tmb_final_battle_khatep	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep	wh2_dlc09_skill_tmb_nehekhara_lore_4_usirians_incantation_of_vengeance_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep	wh2_dlc09_skill_tmb_nehekhara_lore_6_usekhps_incantation_of_desiccation_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm_lord	1
wh2_dlc09_qb_tmb_final_battle_khatep	wh2_dlc09_skill_tmb_nehekhara_lore_dummy_0_djafs_incantation_of_cursed_blades	1
wh2_dlc09_qb_tmb_final_battle_khatep	wh_main_skill_all_magic_all_11_arcane_conduit	1
